"Ukazatel","IndicatorType","Typ údaje","TYPUDAJEVYR","Území","Uz0","Měsíce, měsíce klouzavých průměrů, čtvrtletí, roky","CASMQRMPK","Hodnota"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2020","2020-12M10","102.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2020","2020-12M11","101.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2020","2020-12M12","101.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2021","2021-12M01","101.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2021","2021-12M02","101.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2021","2021-12M03","101.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2021","2021-12M04","101.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2021","2021-12M05","101.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2021","2021-12M06","101.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2021","2021-12M07","101.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2021","2021-12M08","101.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2021","2021-12M09","101.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2021","2021-12M10","101.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2021","2021-12M11","101.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2021","2021-12M12","101.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2022","2022-12M01","101.7"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2022","2022-12M02","102"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2022","2022-12M03","102.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2022","2022-12M04","102.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2022","2022-12M05","102.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2022","2022-12M06","102.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2022","2022-12M07","102.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2022","2022-12M08","102.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2022","2022-12M09","102.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2022","2022-12M10","102.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2022","2022-12M11","102.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2022","2022-12M12","102.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2023","2023-12M01","102.7"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2023","2023-12M02","103.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2023","2023-12M03","103.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2023","2023-12M04","104"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2023","2023-12M05","104.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2023","2023-12M06","105.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2023","2023-12M07","106"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2023","2023-12M08","106.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2023","2023-12M09","107.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2023","2023-12M10","108.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2023","2023-12M11","109.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2023","2023-12M12","110"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2024","2024-12M01","110.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2024","2024-12M02","110.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2024","2024-12M03","110.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2024","2024-12M04","110.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2024","2024-12M05","110.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2024","2024-12M06","110.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2024","2024-12M07","109.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2024","2024-12M08","108.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2024","2024-12M09","107.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2024","2024-12M10","106.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2024","2024-12M11","106.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2024","2024-12M12","105.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2025","2025-12M01","104.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2025","2025-12M02","104.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2025","2025-12M03","104.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2025","2025-12M04","104"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2025","2025-12M05","103.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2025","2025-12M06","103.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2025","2025-12M07","103.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2025","2025-12M08","103.7"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2025","2025-12M09","103.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2025","2025-12M10","104"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2025","2025-12M11","104.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2025","2025-12M12","104.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2026","2026-12M01","104.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2026","2026-12M02","104.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2026","2026-12M03","104.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2026","2026-12M04","104.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2026","2026-12M05","104.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2026","2026-12M06","104.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2026","2026-12M07","104.1"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2015","2015","103.1"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2016","2016","100.2"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2017","2017","102.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2018","2018","102.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2019","2019","102.3"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2020","2020","100.8"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2021","2021","102"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2022","2022","104.9"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2023","2023","106.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2024","2024","104.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","2025","2025","105.1"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2015","2015-12M01","100.9"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2015","2015-12M02","101.1"
"Index cen tržních služeb - vydavatelské služby","614818","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2015","2015-12M03","101.2"
