"Ukazatel","IndicatorType","Druh PHM","CENPHM","Území","Uz0","Týdny","CASTPHM","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 51. týden 2018","2018-W51","31.74","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 02. týden 2019","2019-W02","31.03","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 03. týden 2019","2019-W03","30.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 04. týden 2019","2019-W04","30.47","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 05. týden 2019","2019-W05","30.34","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 06. týden 2019","2019-W06","30.17","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 07. týden 2019","2019-W07","30.06","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 08. týden 2019","2019-W08","29.99","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 09. týden 2019","2019-W09","30.1","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 10. týden 2019","2019-W10","30.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 11. týden 2019","2019-W11","30.29","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 12. týden 2019","2019-W12","30.43","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 13. týden 2019","2019-W13","30.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 14. týden 2019","2019-W14","31.07","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 15. týden 2019","2019-W15","31.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 16. týden 2019","2019-W16","32.21","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 18. týden 2019","2019-W18","32.62","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 19. týden 2019","2019-W19","32.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 20. týden 2019","2019-W20","32.98","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 21. týden 2019","2019-W21","33.02","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 22. týden 2019","2019-W22","33.29","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 23. týden 2019","2019-W23","33.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 24. týden 2019","2019-W24","33.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 25. týden 2019","2019-W25","32.86","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 26. týden 2019","2019-W26","32.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 27. týden 2019","2019-W27","32.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 28. týden 2019","2019-W28","32.65","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 29. týden 2019","2019-W29","32.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 30. týden 2019","2019-W30","32.65","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 31. týden 2019","2019-W31","32.64","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 32. týden 2019","2019-W32","32.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 33. týden 2019","2019-W33","32.48","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 34. týden 2019","2019-W34","32.39","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 35. týden 2019","2019-W35","32.34","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 36. týden 2019","2019-W36","32.28","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 37. týden 2019","2019-W37","32.24","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 38. týden 2019","2019-W38","32.087","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 39. týden 2019","2019-W39","32.216","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 40. týden 2019","2019-W40","32.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 41. týden 2019","2019-W41","32.341","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 42. týden 2019","2019-W42","32.217","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 43. týden 2019","2019-W43","32.058","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 44. týden 2019","2019-W44","31.99","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 45. týden 2019","2019-W45","31.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 46. týden 2019","2019-W46","31.987","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 47. týden 2019","2019-W47","31.96","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 48. týden 2019","2019-W48","31.92","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 49. týden 2019","2019-W49","31.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 50. týden 2019","2019-W50","31.78","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 51. týden 2019","2019-W51","31.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 02. týden 2020","2020-W02","31.89","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 03. týden 2020","2020-W03","32.07","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 04. týden 2020","2020-W04","31.98","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 05. týden 2020","2020-W05","31.93","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 06. týden 2020","2020-W06","31.78","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 07. týden 2020","2020-W07","31.57","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 08. týden 2020","2020-W08","31.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 09. týden 2020","2020-W09","31.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 10. týden 2020","2020-W10","31.31","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 11. týden 2020","2020-W11","30.96","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 12. týden 2020","2020-W12","30.11","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 13. týden 2020","2020-W13","28.71","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 14. týden 2020","2020-W14","27.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 15. týden 2020","2020-W15","26.937","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 17. týden 2020","2020-W17","26.21","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 18. týden 2020","2020-W18","25.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 19. týden 2020","2020-W19","25.32","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 20. týden 2020","2020-W20","25.24","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 21. týden 2020","2020-W21","25.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 22. týden 2020","2020-W22","25.84","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 23. týden 2020","2020-W23","25.95","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 24. týden 2020","2020-W24","26.12","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 25. týden 2020","2020-W25","26.4","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 26. týden 2020","2020-W26","26.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 27. týden 2020","2020-W27","27.01","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 28. týden 2020","2020-W28","27.37","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 29. týden 2020","2020-W29","27.6","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 30. týden 2020","2020-W30","27.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 31. týden 2020","2020-W31","27.96","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 32. týden 2020","2020-W32","27.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 33. týden 2020","2020-W33","27.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 34. týden 2020","2020-W34","27.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 35. týden 2020","2020-W35","27.79","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 36. týden 2020","2020-W36","27.78","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 37. týden 2020","2020-W37","27.75","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 38. týden 2020","2020-W38","27.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 39. týden 2020","2020-W39","27.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 40. týden 2020","2020-W40","27.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 41. týden 2020","2020-W41","27.707","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 42. týden 2020","2020-W42","27.86","koruna česká","Kč"
