"Ukazatel","IndicatorType","Druh PHM","CENPHM","Území","Uz0","Týdny","CASTPHM","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 30. týden 2021","2021-W30","33.64","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 31. týden 2021","2021-W31","33.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 32. týden 2021","2021-W32","33.79","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 33. týden 2021","2021-W33","33.8","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 34. týden 2021","2021-W34","33.79","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 35. týden 2021","2021-W35","33.79","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 36. týden 2021","2021-W36","33.8","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 37. týden 2021","2021-W37","33.8","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 38. týden 2021","2021-W38","33.84","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 39. týden 2021","2021-W39","33.96","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 40. týden 2021","2021-W40","34.33","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 41. týden 2021","2021-W41","35.32","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 42. týden 2021","2021-W42","35.96","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 43. týden 2021","2021-W43","36.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 44. týden 2021","2021-W44","36.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 45. týden 2021","2021-W45","37.14","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 46. týden 2021","2021-W46","37.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 47. týden 2021","2021-W47","37.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 48. týden 2021","2021-W48","37.05","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 49. týden 2021","2021-W49","36.71","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 50. týden 2021","2021-W50","36.35","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 01. týden 2022","2022-W01","35.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 02. týden 2022","2022-W02","35.92","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 03. týden 2022","2022-W03","36.01","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 04. týden 2022","2022-W04","36.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 05. týden 2022","2022-W05","36.39","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 06. týden 2022","2022-W06","36.79","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 07. týden 2022","2022-W07","37.13","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 08. týden 2022","2022-W08","37.4","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 09. týden 2022","2022-W09","38.86","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 10. týden 2022","2022-W10","43.58","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 11. týden 2022","2022-W11","46.09","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 12. týden 2022","2022-W12","43.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 13. týden 2022","2022-W13","44.34","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 14. týden 2022","2022-W14","44.12","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 15. týden 2022","2022-W15","42.86","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 16. týden 2022","2022-W16","42.38","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 17. týden 2022","2022-W17","42.56","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 18. týden 2022","2022-W18","42.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 19. týden 2022","2022-W19","44.16","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 20. týden 2022","2022-W20","44.75","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 21. týden 2022","2022-W21","46.06","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 22. týden 2022","2022-W22","46.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 23. týden 2022","2022-W23","45.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 24. týden 2022","2022-W24","47.33","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 25. týden 2022","2022-W25","47.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 26. týden 2022","2022-W26","47.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 27. týden 2022","2022-W27","47.89","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 28. týden 2022","2022-W28","47.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 29. týden 2022","2022-W29","47.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 30. týden 2022","2022-W30","46.16","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 31. týden 2022","2022-W31","44.85","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 32. týden 2022","2022-W32","42.81","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 33. týden 2022","2022-W33","40.81","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 34. týden 2022","2022-W34","40.31","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 35. týden 2022","2022-W35","40.53","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 36. týden 2022","2022-W36","40.46","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 37. týden 2022","2022-W37","39.21","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 38. týden 2022","2022-W38","38.53","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 39. týden 2022","2022-W39","37.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 40. týden 2022","2022-W40","38.23","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 41. týden 2022","2022-W41","41.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 42. týden 2022","2022-W42","42.6","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 43. týden 2022","2022-W43","42.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 44. týden 2022","2022-W44","42.45","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 45. týden 2022","2022-W45","42.05","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 46. týden 2022","2022-W46","41.75","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 47. týden 2022","2022-W47","40.86","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 48. týden 2022","2022-W48","39.81","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 49. týden 2022","2022-W49","38.57","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 50. týden 2022","2022-W50","37.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 51. týden 2022","2022-W51","36.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 01. týden 2023","2023-W01","36.29","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 02. týden 2023","2023-W02","36.24","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 03. týden 2023","2023-W03","36.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 04. týden 2023","2023-W04","36.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 05. týden 2023","2023-W05","37.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 06. týden 2023","2023-W06","37.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 07. týden 2023","2023-W07","37.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 08. týden 2023","2023-W08","37.65","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 09. týden 2023","2023-W09","37.45","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 10. týden 2023","2023-W10","37.36","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 11. týden 2023","2023-W11","37.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 12. týden 2023","2023-W12","37.09","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 13. týden 2023","2023-W13","36.96","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 14. týden 2023","2023-W14","37.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 15. týden 2023","2023-W15","37.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 16. týden 2023","2023-W16","37.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 17. týden 2023","2023-W17","37.45","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 18. týden 2023","2023-W18","37.26","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 19. týden 2023","2023-W19","36.77","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 20. týden 2023","2023-W20","36.46","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 21. týden 2023","2023-W21","36.37","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 22. týden 2023","2023-W22","36.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 23. týden 2023","2023-W23","36.74","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 24. týden 2023","2023-W24","36.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 25. týden 2023","2023-W25","37.12","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 26. týden 2023","2023-W26","37.25","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 27. týden 2023","2023-W27","37.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 28. týden 2023","2023-W28","37.25","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 29. týden 2023","2023-W29","37.26","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 30. týden 2023","2023-W30","37.29","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 31. týden 2023","2023-W31","37.99","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 32. týden 2023","2023-W32","39.14","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 33. týden 2023","2023-W33","39.36","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 34. týden 2023","2023-W34","39.4","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 35. týden 2023","2023-W35","39.6","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 36. týden 2023","2023-W36","39.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 37. týden 2023","2023-W37","39.85","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 38. týden 2023","2023-W38","40.31","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 39. týden 2023","2023-W39","40.46","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 40. týden 2023","2023-W40","40.43","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 41. týden 2023","2023-W41","40.11","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 42. týden 2023","2023-W42","39.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 43. týden 2023","2023-W43","39.09","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 44. týden 2023","2023-W44","38.84","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 45. týden 2023","2023-W45","38.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 46. týden 2023","2023-W46","38.36","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 47. týden 2023","2023-W47","38.01","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 48. týden 2023","2023-W48","37.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 49. týden 2023","2023-W49","36.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 50. týden 2023","2023-W50","36.58","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 51. týden 2023","2023-W51","35.97","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 01. týden 2024","2024-W01","35.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 02. týden 2024","2024-W02","36.02","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 03. týden 2024","2024-W03","36.07","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 04. týden 2024","2024-W04","36.36","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 05. týden 2024","2024-W05","36.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 06. týden 2024","2024-W06","37.1","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 07. týden 2024","2024-W07","37.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 08. týden 2024","2024-W08","38.21","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 09. týden 2024","2024-W09","38.37","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 10. týden 2024","2024-W10","38.4","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 11. týden 2024","2024-W11","38.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 12. týden 2024","2024-W12","38.42","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 13. týden 2024","2024-W13","38.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 14. týden 2024","2024-W14","39.01","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 15. týden 2024","2024-W15","39.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 16. týden 2024","2024-W16","40.03","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 17. týden 2024","2024-W17","40.39","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 18. týden 2024","2024-W18","40.4","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 19. týden 2024","2024-W19","40.22","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 20. týden 2024","2024-W20","39.7","koruna česká","Kč"
