origin,as_of,product,a,b,lam,beta0,beta1,phi,n_longrun,n_dynamic,train_start,train_end,last_training_available,longrun_boundary,dynamic_boundary
2024-04,2024-05-12 23:59:00,diesel,1.3055059045839623,1.6456861996691994,0.07332711457274556,0.7088797462333811,0.04287144896746393,0.3418711130782255,260,246,2019-03-11,2024-04-29,2024-05-10 00:00:00,False,False
2024-05,2024-06-10 23:59:00,petrol95,1.8542911165724807,1.3661799364166045,0.08808114860982343,0.5311164983207881,0.1408955200566554,0.33836638535007296,260,246,2019-04-08,2024-05-27,2024-06-07 00:00:00,False,False
2024-05,2024-06-10 23:59:00,diesel,1.3656614066533064,1.6432450381138044,0.07568062591906206,0.7084625663038351,0.0388268439557646,0.34166110772627384,260,246,2019-04-08,2024-05-27,2024-06-07 00:00:00,False,False
2024-06,2024-07-09 23:59:00,petrol95,1.8989465038722528,1.3660007575061563,0.0913680397267651,0.5279732642184063,0.13677657564282725,0.3419619523204609,260,248,2019-05-13,2024-06-24,2024-07-05 00:00:00,False,False
2024-06,2024-07-09 23:59:00,diesel,1.4297934984239653,1.6406190038216757,0.0780671838365056,0.7058232826295685,0.044035139724849216,0.3409490551608746,260,248,2019-05-13,2024-06-24,2024-07-05 00:00:00,False,False
2024-07,2024-08-11 23:59:00,petrol95,1.9285489037522698,1.364557773454117,0.09115575251678762,0.5314302504711044,0.13773427970862548,0.3376239227409082,260,248,2019-06-17,2024-07-29,2024-08-09 00:00:00,False,False
2024-07,2024-08-11 23:59:00,diesel,1.5162746816870736,1.633639205280534,0.07781818457800792,0.7085904801605273,0.040887944964961086,0.34007013030761835,260,248,2019-06-17,2024-07-29,2024-08-09 00:00:00,False,False
2024-08,2024-09-09 23:59:00,petrol95,1.9382313990441502,1.3647116402371513,0.09148991317307847,0.5319416597098823,0.13532855586062723,0.3380683969268792,260,248,2019-07-15,2024-08-26,2024-09-06 00:00:00,False,False
2024-08,2024-09-09 23:59:00,diesel,1.560115234996543,1.6302057385280764,0.07767928769800872,0.7095727346460454,0.04172459215661651,0.34053648802458814,260,248,2019-07-15,2024-08-26,2024-09-06 00:00:00,False,False
2024-09,2024-10-09 23:59:00,petrol95,1.9530769554965455,1.3641241573056606,0.09161845291404459,0.5354880744218691,0.13348325784257173,0.3406006390585684,260,248,2019-08-12,2024-09-23,2024-10-04 00:00:00,False,False
2024-09,2024-10-09 23:59:00,diesel,1.5966075866856584,1.6274681695196755,0.0771005963554938,0.7131765211112847,0.03967619155720103,0.3444717233855678,260,248,2019-08-12,2024-09-23,2024-10-04 00:00:00,False,False
2024-10,2024-11-10 23:59:00,petrol95,1.9409145876163079,1.3642602372864288,0.0918119876719903,0.5313326923877105,0.13743781518375542,0.3402597466861379,260,248,2019-09-16,2024-10-28,2024-11-08 00:00:00,False,False
2024-10,2024-11-10 23:59:00,diesel,1.6135422599158997,1.6246274784099441,0.0768162895003228,0.7065081337886279,0.04686081929298412,0.3426904577092605,260,248,2019-09-16,2024-10-28,2024-11-08 00:00:00,False,False
2024-11,2024-12-09 23:59:00,petrol95,1.9661472913690219,1.3624111912774337,0.0912766088680456,0.5368371889639469,0.14116714859263757,0.33711413894555115,260,248,2019-10-14,2024-11-25,2024-12-06 00:00:00,False,False
2024-11,2024-12-09 23:59:00,diesel,1.6495015906594759,1.6215051567398577,0.07735651881907711,0.7170680179428757,0.05051075617657889,0.3360873307680743,260,248,2019-10-14,2024-11-25,2024-12-06 00:00:00,False,False
2024-12,2025-01-12 23:59:00,petrol95,1.9796991936609125,1.3608538248206836,0.09117625692933372,0.5379122816957693,0.13928630544016024,0.3378428387513311,260,248,2019-11-18,2024-12-30,2025-01-10 00:00:00,False,False
2024-12,2025-01-12 23:59:00,diesel,1.6774834836222543,1.6187999708404248,0.07741790522816744,0.7196890540435794,0.046562962405693326,0.3361971741183885,260,248,2019-11-18,2024-12-30,2025-01-10 00:00:00,False,False
2025-01,2025-02-05 23:59:00,petrol95,2.0229896590656335,1.356414425855091,0.09050693677075333,0.5335954902326412,0.13951096963797066,0.3377686694473763,260,248,2019-12-09,2025-01-20,2025-01-31 00:00:00,False,False
2025-01,2025-02-05 23:59:00,diesel,1.7352615980863002,1.6130674317152562,0.07704150418961087,0.7144345227197568,0.046602313188677066,0.3358238282751693,260,248,2019-12-09,2025-01-20,2025-01-31 00:00:00,False,False
2025-02,2025-03-04 23:59:00,petrol95,2.0801624686887528,1.3526928112737473,0.09432782418445562,0.5315612261931499,0.1414442380329757,0.33392114733509665,260,250,2020-01-20,2025-02-17,2025-02-28 00:00:00,False,False
2025-02,2025-03-04 23:59:00,diesel,1.8049293029905196,1.6083873705457594,0.07919163619003136,0.7101624500815431,0.05235176831283662,0.33239454296485704,260,250,2020-01-20,2025-02-17,2025-02-28 00:00:00,False,False
2025-03,2025-04-03 23:59:00,petrol95,2.084533053026264,1.3524358992574705,0.09201295898300385,0.5357704748000597,0.14779916514888475,0.3326698803131098,260,250,2020-02-17,2025-03-17,2025-03-28 00:00:00,False,False
2025-03,2025-04-03 23:59:00,diesel,1.816461851264486,1.6076571381480773,0.07781862563734457,0.7136128049130985,0.058678445112909566,0.33060386094337274,260,250,2020-02-17,2025-03-17,2025-03-28 00:00:00,False,False
2025-04,2025-05-05 23:59:00,petrol95,1.9580485623156234,1.362344913853636,0.09420533227317807,0.564166996772438,0.15455252409237735,0.3295547432768033,260,250,2020-03-23,2025-04-21,2025-05-01 00:00:00,False,False
2025-04,2025-05-05 23:59:00,diesel,1.6698836773451424,1.6192223573259472,0.07812796624520761,0.7568249930137034,0.06831612588423047,0.3288010846363244,260,250,2020-03-23,2025-04-21,2025-05-01 00:00:00,False,False
2025-05,2025-06-03 23:59:00,petrol95,1.53761885898847,1.397752283448493,0.10275614131813568,0.5686335917050869,0.15191087257606217,0.33162803780924366,260,251,2020-05-04,2025-05-19,2025-05-30 00:00:00,False,False
2025-05,2025-06-03 23:59:00,diesel,1.0003013456164143,1.6749582663264504,0.08980273540954979,0.7612536713942817,0.07471450112806283,0.32252557869303466,260,251,2020-05-04,2025-05-19,2025-05-30 00:00:00,False,False
2025-06,2025-07-03 23:59:00,petrol95,1.193179738869898,1.4269331878748661,0.09940649320925911,0.5740205743495427,0.1621719273729423,0.3248784497995725,260,252,2020-05-25,2025-06-16,2025-06-27 00:00:00,False,False
2025-06,2025-07-03 23:59:00,diesel,0.31274842235616795,1.7321967461915655,0.08759292069347198,0.7704952935137874,0.09254221627303476,0.31132104257517346,260,252,2020-05-25,2025-06-16,2025-06-27 00:00:00,False,False
2025-07,2025-08-04 23:59:00,petrol95,1.3489304656990253,1.4155096142976982,0.09435327514641433,0.5753367643825763,0.17074276141943043,0.3300123582139746,260,252,2020-06-29,2025-07-21,2025-08-01 00:00:00,False,False
2025-07,2025-08-04 23:59:00,diesel,0.2943545413401474,1.7347293907554626,0.08405327853656804,0.767638689622653,0.09996511304447998,0.3160382406110062,260,252,2020-06-29,2025-07-21,2025-08-01 00:00:00,False,False
2025-08,2025-09-03 23:59:00,petrol95,1.503886092716131,1.4042281951138664,0.0908404983709748,0.5702702943136748,0.17287339184358644,0.3301727172647994,260,252,2020-07-27,2025-08-18,2025-08-29 00:00:00,False,False
2025-08,2025-09-03 23:59:00,diesel,0.37333551405324605,1.7297269679744829,0.08293911467295943,0.7610188810286422,0.10571205731990528,0.3134548154553668,260,252,2020-07-27,2025-08-18,2025-08-29 00:00:00,False,False
2025-09,2025-10-05 23:59:00,petrol95,1.6518785736987682,1.393720894244074,0.086059905493461,0.5691988484868726,0.17684084891974175,0.3302732614443162,260,252,2020-08-31,2025-09-22,2025-10-03 00:00:00,False,False
2025-09,2025-10-05 23:59:00,diesel,0.3960055210391102,1.7293170047544661,0.08051274695758731,0.76091788337847,0.10934013092252222,0.3126746118837042,260,252,2020-08-31,2025-09-22,2025-10-03 00:00:00,False,False
2025-10,2025-11-04 23:59:00,petrol95,1.7859086399857242,1.3841261785428902,0.08006756832510009,0.5673475729849271,0.1823139367018685,0.3307111340125952,260,252,2020-09-28,2025-10-20,2025-10-31 00:00:00,False,False
2025-10,2025-11-04 23:59:00,diesel,0.4272612967302509,1.7281301339312765,0.07755740825274568,0.7599049175491561,0.1132771686574017,0.31279031575535365,260,252,2020-09-28,2025-10-20,2025-10-31 00:00:00,False,False
2025-11,2025-12-03 23:59:00,petrol95,1.9786884151993593,1.3699191144165281,0.07202445185667321,0.5671787216232942,0.18842287774037905,0.3327090753785575,260,252,2020-10-26,2025-11-17,2025-11-28 00:00:00,False,False
2025-11,2025-12-03 23:59:00,diesel,0.569655890641239,1.7183079452149739,0.06925136088242029,0.761138002271022,0.11852205223898175,0.31931501871072066,260,252,2020-10-26,2025-11-17,2025-11-28 00:00:00,False,False
2025-12,2026-01-06 23:59:00,petrol95,2.2242385732592336,1.351630847174097,0.07107342930666656,0.5691951722458097,0.18887189101595547,0.3329055567208546,260,252,2020-11-30,2025-12-22,2026-01-02 00:00:00,False,False
2025-12,2026-01-06 23:59:00,diesel,0.7894588473901717,1.7029046573160413,0.06753199127699346,0.765491326804995,0.11685835147806238,0.3225936792152026,260,252,2020-11-30,2025-12-22,2026-01-02 00:00:00,False,False
2026-01,2026-02-04 23:59:00,petrol95,2.521761466654547,1.3283657662428847,0.07396826282946307,0.5691906490612093,0.1881369641927765,0.33338245084443374,260,252,2021-01-25,2026-01-19,2026-01-30 00:00:00,False,False
2026-01,2026-02-04 23:59:00,diesel,1.0905799462694679,1.679743573568633,0.06690304362295928,0.765286782317445,0.11927572347152321,0.3228432101964221,260,252,2021-01-25,2026-01-19,2026-01-30 00:00:00,False,False
2026-02,2026-03-03 23:59:00,petrol95,2.8228657935273445,1.3048118351410052,0.0758897242046859,0.5678856545867176,0.18683569332070718,0.334409631833764,260,254,2021-02-08,2026-02-16,2026-02-27 00:00:00,False,False
2026-02,2026-03-03 23:59:00,diesel,1.3062304842451569,1.6633060454976505,0.06613444025335687,0.7646642267714749,0.12310226007466503,0.32232054367343815,260,254,2021-02-08,2026-02-16,2026-02-27 00:00:00,False,False
2026-03,2026-04-06 23:59:00,petrol95,3.2785559736390075,1.2686184702118446,0.09075943407216819,0.5829358199043818,0.17157352946166365,0.33676359085818125,260,254,2021-03-15,2026-03-23,2026-04-03 00:00:00,False,False
2026-03,2026-04-06 23:59:00,diesel,1.590783047164999,1.644953930722267,0.058840371180877635,0.8731108453489738,0.11851901966222127,0.3536049335636275,260,254,2021-03-15,2026-03-23,2026-04-03 00:00:00,False,False
2026-04,2026-05-05 23:59:00,petrol95,3.7118128246569784,1.231080854895237,0.08485430224163514,0.556437862513697,0.1543425617074466,0.32282765929981017,260,255,2021-04-26,2026-04-20,2026-05-01 00:00:00,False,False
2026-04,2026-05-05 23:59:00,diesel,1.5661738733262656,1.6519793237070817,0.0676908046929506,0.8610213170336845,0.12277512427193311,0.33279816308060556,260,255,2021-04-26,2026-04-20,2026-05-01 00:00:00,False,False
2026-05,2026-06-03 23:59:00,petrol95,3.8731832683937646,1.2195868318182672,0.0952396338439143,0.5474107533462687,0.14187650394523302,0.33206023969501114,260,256,2021-05-17,2026-05-18,2026-05-29 00:00:00,False,False
2026-05,2026-06-03 23:59:00,diesel,1.702514913985302,1.644027415869482,0.07037781876693494,0.8469847778594117,0.18195288116556677,0.30441578660150437,260,256,2021-05-17,2026-05-18,2026-05-29 00:00:00,False,False
2026-06,2026-07-06 23:59:00,petrol95,4.026586599860145,1.211339799092087,0.0935129394037607,0.5478979256009044,0.16473697579311647,0.3091692598981784,260,256,2021-06-21,2026-06-22,2026-07-03 00:00:00,False,False
2026-06,2026-07-06 23:59:00,diesel,1.9493590683163178,1.6278075751726087,0.07054067125900079,0.8568737969358851,0.19325344602584502,0.28633394664823336,260,256,2021-06-21,2026-06-22,2026-07-03 00:00:00,False,False
2026-07,2026-08-04 23:59:00,petrol95,4.4733465022625865,1.181277058267886,0.05814065459455562,0.5488526895428483,0.15739307033123145,0.3253989268570953,260,256,2021-07-19,2026-07-20,2026-07-31 00:00:00,False,False
2026-07,2026-08-04 23:59:00,diesel,2.4568892339402804,1.5937444180633091,0.05901618699831339,0.8551355949619223,0.16830171230250016,0.2928220469735563,260,256,2021-07-19,2026-07-20,2026-07-31 00:00:00,False,False
