origin,model,status,n_train_1,n_train_2,band1_status,band2_status,band1_alpha,band2_alpha
2023-03,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,0.3,
2023-03,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-03,PRESS_SIGNED_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2023-03,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,3.0,0.3
2023-04,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-04,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-04,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,0.3,
2023-04,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-04,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,no_correction_validated,1.0,
2023-04,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-05,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-05,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-05,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,0.3,
2023-05,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-05,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,no_correction_validated,1.0,
2023-05,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-06,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-06,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-06,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,0.3,
2023-06,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-06,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,no_correction_validated,1.0,
2023-06,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-07,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-07,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-07,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,10.0,0.3
2023-07,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-07,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-07,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-08,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-08,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-08,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,10.0,0.3
2023-08,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-08,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-08,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-09,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-09,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-09,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,10.0,0.3
2023-09,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-09,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-09,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-10,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-10,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-10,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2023-10,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-10,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-10,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-11,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-11,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-11,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2023-11,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-11,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-11,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-12,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-12,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-12,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2023-12,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2023-12,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2023-12,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-01,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-01,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-01,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-01,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-01,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-01,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-02,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-02,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-02,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-02,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-02,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-02,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-03,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-03,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-03,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-03,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-03,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-03,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-04,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-04,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-04,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-04,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-04,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-04,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-05,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-05,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-05,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-05,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-05,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-05,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-06,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-06,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-06,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-06,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-06,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-06,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-07,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-07,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-07,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-07,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-07,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-07,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-08,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-08,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-08,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-08,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-08,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-08,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-09,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-09,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-09,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2024-09,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-09,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2024-09,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-10,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-10,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-10,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,3.0,
2024-10,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-10,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-10,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-11,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-11,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-11,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,3.0,
2024-11,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-11,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-11,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-12,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-12,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-12,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,3.0,
2024-12,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-12,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2024-12,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-01,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-01,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-01,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,1.0,3.0
2025-01,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-01,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-01,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-02,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-02,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-02,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,1.0,3.0
2025-02,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-02,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-02,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-03,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-03,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-03,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,1.0,3.0
2025-03,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-03,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-03,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-04,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-04,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-04,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2025-04,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2025-04,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-04,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-05,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-05,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-05,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2025-05,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2025-05,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-05,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-06,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-06,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-06,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2025-06,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2025-06,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-06,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-07,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-07,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-07,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,1.0,
2025-07,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-07,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2025-07,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-08,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-08,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-08,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,1.0,
2025-08,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-08,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2025-08,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-09,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-09,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-09,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,1.0,
2025-09,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-09,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,0.3
2025-09,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2025-10,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-10,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-10,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,0.3,
2025-10,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-10,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-10,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-11,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-11,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-11,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,0.3,
2025-11,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-11,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-11,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-12,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-12,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-12,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,no_correction_validated,0.3,
2025-12,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-12,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2025-12,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-01,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2026-01,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2026-01,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-01,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-01,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-01,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,no_correction_validated,3.0,
2026-02,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2026-02,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2026-02,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-02,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-02,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-02,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,no_correction_validated,3.0,
2026-03,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2026-03,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,3.0,1.0
2026-03,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-03,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-03,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-03,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,no_correction_validated,3.0,
2026-04,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-04,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-04,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2026-04,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-04,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-04,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,30.0
2026-05,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-05,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-05,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2026-05,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-05,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-05,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,30.0
2026-06,PRESS_ULC_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-06,PRESS_DOMESTIC_R23B,estimated,40,40,nested_selected,nested_selected,1.0,1.0
2026-06,PRESS_MOMENTUM_R23B,estimated,40,40,nested_selected,nested_selected,0.3,0.3
2026-06,PRESS_JOINT_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-06,PRESS_SIGNED_R23B,estimated,40,40,nested_selected,nested_selected,0.3,1.0
2026-06,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,0.3,30.0
2026-07,PRESS_ULC_R23B,estimated,40,40,no_correction_validated,nested_selected,,10.0
2026-07,PRESS_DOMESTIC_R23B,estimated,40,40,no_correction_validated,nested_selected,,10.0
2026-07,PRESS_MOMENTUM_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2026-07,PRESS_JOINT_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2026-07,PRESS_SIGNED_R23B,estimated,40,40,no_correction_validated,no_correction_validated,,
2026-07,PRESS_LEVELS_R23B,estimated,40,40,nested_selected,nested_selected,10.0,10.0
