origin,as_of,feature,reference,last_publication,units,value,status
2020-09,2020-10-11 23:59:00,fx_news,2020-09,2020-10-01T00:00:00,FX log change since import reference,0.8116378678072754,available
2020-09,2020-10-11 23:59:00,ulc_sameq,2020Q2,2020-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.701857175764985,available
2020-09,2020-10-11 23:59:00,import_mom,2020-07,2020-09-14T00:00:00,"six-month import-price change less six-month core change, log points",-2.861383728515924,available
2020-09,2020-10-11 23:59:00,ppi_mom,2020-08,2020-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.089012029096986,available
2020-10,2020-11-09 23:59:00,tightening,2020-09,2020-11-01T00:00:00,"negative unemployment change12, pp",-0.6999999999999997,available
2020-10,2020-11-09 23:59:00,import_gap,2020-08,2020-10-15T00:00:00,"relative price gap, log points",-8.447320304919398,available
2020-10,2020-11-09 23:59:00,ppi_gap,2020-09,2020-10-26T00:00:00,"relative price gap, log points",-6.0806994333507305,available
2020-10,2020-11-09 23:59:00,fx_news,2020-10,2020-11-01T00:00:00,FX log change since import reference,3.882964192187725,available
2020-10,2020-11-09 23:59:00,ulc_sameq,2020Q2,2020-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.701857175764985,available
2020-10,2020-11-09 23:59:00,import_mom,2020-08,2020-10-15T00:00:00,"six-month import-price change less six-month core change, log points",-2.167912227504999,available
2020-10,2020-11-09 23:59:00,ppi_mom,2020-09,2020-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.941413153648123,available
2020-11,2020-12-09 23:59:00,tightening,2020-10,2020-12-02T00:00:00,"negative unemployment change12, pp",-1.0,available
2020-11,2020-12-09 23:59:00,import_gap,2020-09,2020-11-14T00:00:00,"relative price gap, log points",-6.392677240614439,available
2020-11,2020-12-09 23:59:00,ppi_gap,2020-10,2020-11-26T00:00:00,"relative price gap, log points",-5.893796818721,available
2020-11,2020-12-09 23:59:00,fx_news,2020-11,2020-12-01T00:00:00,FX log change since import reference,-0.9702242173102548,available
2020-11,2020-12-09 23:59:00,ulc_sameq,2020Q2,2020-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.701857175764985,available
2020-11,2020-12-09 23:59:00,import_mom,2020-09,2020-11-14T00:00:00,"six-month import-price change less six-month core change, log points",-3.1203260482716315,available
2020-11,2020-12-09 23:59:00,ppi_mom,2020-10,2020-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.253983950816659,available
2020-12,2021-01-12 23:59:00,tightening,2020-11,2021-01-01T00:00:00,"negative unemployment change12, pp",-0.7999999999999998,available
2020-12,2021-01-12 23:59:00,import_gap,2020-10,2020-12-15T00:00:00,"relative price gap, log points",-4.969897955054116,available
2020-12,2021-01-12 23:59:00,ppi_gap,2020-11,2020-12-26T00:00:00,"relative price gap, log points",-6.553112614499071,available
2020-12,2021-01-12 23:59:00,fx_news,2020-12,2021-01-01T00:00:00,FX log change since import reference,-3.3265391123805803,available
2020-12,2021-01-12 23:59:00,ulc_sameq,2020Q3,2020-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.2608614604950503,available
2020-12,2021-01-12 23:59:00,import_mom,2020-10,2020-12-15T00:00:00,"six-month import-price change less six-month core change, log points",-3.48866343177274,available
2020-12,2021-01-12 23:59:00,ppi_mom,2020-11,2020-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.8092106701361805,available
2021-01,2021-02-11 23:59:00,tightening,2020-12,2021-02-01T00:00:00,"negative unemployment change12, pp",-1.1,available
2021-01,2021-02-11 23:59:00,import_gap,2020-11,2021-01-14T00:00:00,"relative price gap, log points",-6.89402533427789,available
2021-01,2021-02-11 23:59:00,ppi_gap,2020-12,2021-01-26T00:00:00,"relative price gap, log points",-6.1369388028767276,available
2021-01,2021-02-11 23:59:00,fx_news,2021-01,2021-02-01T00:00:00,FX log change since import reference,-1.2242567933334243,available
2021-01,2021-02-11 23:59:00,ulc_sameq,2020Q3,2020-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.2608614604950503,available
2021-01,2021-02-11 23:59:00,import_mom,2020-11,2021-01-14T00:00:00,"six-month import-price change less six-month core change, log points",-3.663227519651992,available
2021-01,2021-02-11 23:59:00,ppi_mom,2020-12,2021-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.1520107005028255,available
2021-02,2021-03-09 23:59:00,tightening,2021-01,2021-03-04T00:00:00,"negative unemployment change12, pp",-1.2999999999999998,available
2021-02,2021-03-09 23:59:00,import_gap,2020-12,2021-02-14T00:00:00,"relative price gap, log points",-6.579778838630415,available
2021-02,2021-03-09 23:59:00,ppi_gap,2021-01,2021-02-26T00:00:00,"relative price gap, log points",-5.246472256781431,available
2021-02,2021-03-09 23:59:00,fx_news,2021-02,2021-03-01T00:00:00,FX log change since import reference,-1.6747857301222764,available
2021-02,2021-03-09 23:59:00,ulc_sameq,2020Q3,2020-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.2608614604949935,available
2021-02,2021-03-09 23:59:00,import_mom,2020-12,2021-02-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.1310497310667813,available
2021-02,2021-03-09 23:59:00,ppi_mom,2021-01,2021-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.3516840718000679,available
2021-03,2021-04-12 23:59:00,tightening,2021-02,2021-04-01T00:00:00,"negative unemployment change12, pp",-1.4000000000000001,available
2021-03,2021-04-12 23:59:00,import_gap,2021-01,2021-03-17T00:00:00,"relative price gap, log points",-6.146469231483952,available
2021-03,2021-04-12 23:59:00,ppi_gap,2021-02,2021-03-26T00:00:00,"relative price gap, log points",-4.2983209802779925,available
2021-03,2021-04-12 23:59:00,fx_news,2021-03,2021-04-01T00:00:00,FX log change since import reference,0.14525996438001543,available
2021-03,2021-04-12 23:59:00,ulc_sameq,2020Q4,2021-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.05031959572608,available
2021-03,2021-04-12 23:59:00,import_mom,2021-01,2021-03-17T00:00:00,"six-month import-price change less six-month core change, log points",-0.20011124269588554,available
2021-03,2021-04-12 23:59:00,ppi_mom,2021-02,2021-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",1.5791319244846322,available
2021-04,2021-05-10 23:59:00,tightening,2021-03,2021-05-02T00:00:00,"negative unemployment change12, pp",-1.4,available
2021-04,2021-05-10 23:59:00,import_gap,2021-02,2021-04-14T00:00:00,"relative price gap, log points",-5.631892470548797,available
2021-04,2021-05-10 23:59:00,ppi_gap,2021-03,2021-04-26T00:00:00,"relative price gap, log points",-2.3778578599591924,available
2021-04,2021-05-10 23:59:00,fx_news,2021-04,2021-05-01T00:00:00,FX log change since import reference,0.1891928979936356,available
2021-04,2021-05-10 23:59:00,ulc_sameq,2020Q4,2021-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.05031959572608,available
2021-04,2021-05-10 23:59:00,import_mom,2021-02,2021-04-14T00:00:00,"six-month import-price change less six-month core change, log points",1.2717668057327125,available
2021-04,2021-05-10 23:59:00,ppi_mom,2021-03,2021-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",2.8858345513648973,available
2021-05,2021-06-09 23:59:00,tightening,2021-04,2021-06-01T00:00:00,"negative unemployment change12, pp",-1.0999999999999996,available
2021-05,2021-06-09 23:59:00,import_gap,2021-03,2021-05-15T00:00:00,"relative price gap, log points",-3.1338082566334133,available
2021-05,2021-06-09 23:59:00,ppi_gap,2021-04,2021-05-26T00:00:00,"relative price gap, log points",-1.3758194029121569,available
2021-05,2021-06-09 23:59:00,fx_news,2021-05,2021-06-01T00:00:00,FX log change since import reference,-2.4007183468693944,available
2021-05,2021-06-09 23:59:00,ulc_sameq,2020Q4,2021-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.050319595726023,available
2021-05,2021-06-09 23:59:00,import_mom,2021-03,2021-05-15T00:00:00,"six-month import-price change less six-month core change, log points",1.497931780001002,available
2021-05,2021-06-09 23:59:00,ppi_mom,2021-04,2021-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",3.452553625183234,available
2021-06,2021-07-12 23:59:00,tightening,2021-05,2021-07-02T00:00:00,"negative unemployment change12, pp",-0.6000000000000001,available
2021-06,2021-07-12 23:59:00,import_gap,2021-04,2021-06-14T00:00:00,"relative price gap, log points",-2.586406112518503,available
2021-06,2021-07-12 23:59:00,ppi_gap,2021-05,2021-06-26T00:00:00,"relative price gap, log points",-0.12262930561178109,available
2021-06,2021-07-12 23:59:00,fx_news,2021-06,2021-07-01T00:00:00,FX log change since import reference,-1.8296278995614086,available
2021-06,2021-07-12 23:59:00,ulc_sameq,2021Q1,2021-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.2361752852871177,available
2021-06,2021-07-12 23:59:00,import_mom,2021-04,2021-06-14T00:00:00,"six-month import-price change less six-month core change, log points",0.45834476905145327,available
2021-06,2021-07-12 23:59:00,ppi_mom,2021-05,2021-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",5.015025687383643,available
2021-07,2021-08-09 23:59:00,tightening,2021-06,2021-08-01T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2021-07,2021-08-09 23:59:00,import_gap,2021-05,2021-07-15T00:00:00,"relative price gap, log points",-2.814199808626972,available
2021-07,2021-08-09 23:59:00,ppi_gap,2021-06,2021-07-26T00:00:00,"relative price gap, log points",0.264897422690467,available
2021-07,2021-08-09 23:59:00,fx_news,2021-07,2021-08-01T00:00:00,FX log change since import reference,0.32422536654789635,available
2021-07,2021-08-09 23:59:00,ulc_sameq,2021Q1,2021-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.2361752852871746,available
2021-07,2021-08-09 23:59:00,import_mom,2021-05,2021-07-15T00:00:00,"six-month import-price change less six-month core change, log points",2.1436614571052104,available
2021-07,2021-08-09 23:59:00,ppi_mom,2021-06,2021-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",5.019585256295198,available
2021-08,2021-09-09 23:59:00,tightening,2021-07,2021-09-01T00:00:00,"negative unemployment change12, pp",0.3999999999999999,available
2021-08,2021-09-09 23:59:00,import_gap,2021-06,2021-08-14T00:00:00,"relative price gap, log points",-2.2583128335742035,available
2021-08,2021-09-09 23:59:00,ppi_gap,2021-07,2021-08-26T00:00:00,"relative price gap, log points",1.21932147691615,available
2021-08,2021-09-09 23:59:00,fx_news,2021-08,2021-09-01T00:00:00,FX log change since import reference,0.05498605849235985,available
2021-08,2021-09-09 23:59:00,ulc_sameq,2021Q1,2021-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.2361752852871177,available
2021-08,2021-09-09 23:59:00,import_mom,2021-06,2021-08-14T00:00:00,"six-month import-price change less six-month core change, log points",2.628165500367108,available
2021-08,2021-09-09 23:59:00,ppi_mom,2021-07,2021-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",5.24613720619736,available
2021-09,2021-10-10 23:59:00,tightening,2021-08,2021-10-02T00:00:00,"negative unemployment change12, pp",-0.09999999999999964,available
2021-09,2021-10-10 23:59:00,import_gap,2021-07,2021-09-14T00:00:00,"relative price gap, log points",-0.5084737598963045,available
2021-09,2021-10-10 23:59:00,ppi_gap,2021-08,2021-09-26T00:00:00,"relative price gap, log points",1.5378664382979537,available
2021-09,2021-10-10 23:59:00,fx_news,2021-09,2021-10-01T00:00:00,FX log change since import reference,-0.9955400871090573,available
2021-09,2021-10-10 23:59:00,ulc_sameq,2021Q2,2021-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",3.990671169380846,available
2021-09,2021-10-10 23:59:00,import_mom,2021-07,2021-09-14T00:00:00,"six-month import-price change less six-month core change, log points",4.12460790449908,available
2021-09,2021-10-10 23:59:00,ppi_mom,2021-08,2021-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",4.751457214082958,available
2021-10,2021-11-09 23:59:00,tightening,2021-09,2021-11-01T00:00:00,"negative unemployment change12, pp",0.2999999999999998,available
2021-10,2021-11-09 23:59:00,import_gap,2021-08,2021-10-15T00:00:00,"relative price gap, log points",-0.8848172244720391,available
2021-10,2021-11-09 23:59:00,ppi_gap,2021-09,2021-10-26T00:00:00,"relative price gap, log points",1.4281393247916867,available
2021-10,2021-11-09 23:59:00,fx_news,2021-10,2021-11-01T00:00:00,FX log change since import reference,0.0667281637226075,available
2021-10,2021-11-09 23:59:00,ulc_sameq,2021Q2,2021-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",3.990671169380903,available
2021-10,2021-11-09 23:59:00,import_mom,2021-08,2021-10-15T00:00:00,"six-month import-price change less six-month core change, log points",3.130768696619856,available
2021-10,2021-11-09 23:59:00,ppi_mom,2021-09,2021-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",2.9249522859867323,available
2021-11,2021-12-09 23:59:00,tightening,2021-10,2021-12-02T00:00:00,"negative unemployment change12, pp",0.7000000000000002,available
2021-11,2021-12-09 23:59:00,import_gap,2021-09,2021-11-14T00:00:00,"relative price gap, log points",-0.21564071891662984,available
2021-11,2021-12-09 23:59:00,ppi_gap,2021-10,2021-11-26T00:00:00,"relative price gap, log points",2.103099905331021,available
2021-11,2021-12-09 23:59:00,fx_news,2021-11,2021-12-01T00:00:00,FX log change since import reference,0.051194204359083104,available
