model,period,n_errors,lower,upper,actual,covered,width,interval_score
SENTIMENT_BASE,2021-05,27,0.07233683738455476,1.0668506122092694,0.2,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2021-06,28,-0.15618311010573238,0.8383306647189822,0.5,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2021-07,29,0.1604586642505178,1.1039387045093259,1.0,True,0.9434800402588082,0.9434800402588082
SENTIMENT_BASE,2021-08,30,-0.2755132269471949,0.6679668133116132,0.7,False,0.9434800402588082,1.5841437740265427
SENTIMENT_BASE,2021-09,31,-0.6445134067975808,0.3500003680271338,0.2,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2021-10,32,0.20524856607165698,1.1997623408963716,1.0,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2021-11,33,0.1744886700490429,1.1690024448737575,0.2,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2021-12,34,0.28303172935362153,1.2775455041783361,0.4,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2022-01,35,3.862002349231938,4.856516124056652,4.4,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2022-02,36,0.37138237790638273,1.3658961527310973,1.3,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2022-03,37,0.46481304171310067,1.4593268165378153,1.7,False,0.9945137748247146,5.807977444068408
SENTIMENT_BASE,2022-04,38,0.23772595943787134,1.2452723730734527,1.8,False,1.0075464136355814,12.102098952166529
SENTIMENT_BASE,2022-05,39,1.3425198953077917,2.350066308943373,1.8,True,1.0075464136355814,1.0075464136355814
SENTIMENT_BASE,2022-06,40,0.8886369201202333,1.8961833337558147,1.6,True,1.0075464136355814,1.0075464136355814
SENTIMENT_BASE,2022-07,41,0.8970391490317302,1.9045855626673116,1.3,True,1.0075464136355814,1.0075464136355814
SENTIMENT_BASE,2022-08,42,0.12451091182132301,1.1320573254569044,0.4,True,1.0075464136355814,1.0075464136355814
SENTIMENT_BASE,2022-09,43,-0.3441658938589225,0.6633805197766589,0.8,False,1.0075464136355814,3.739936018102404
SENTIMENT_BASE,2022-10,44,0.5523608029849043,1.793167442996998,-1.4,False,1.2408066400120936,40.28802269971018
SENTIMENT_BASE,2022-11,45,0.11085321756079314,1.3916385916430567,1.2,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2022-12,46,-0.602310825181881,0.6784745489003827,0.0,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2023-01,47,4.22764325787815,5.508428631960414,6.0,False,1.2807853740822637,11.112212734873982
SENTIMENT_BASE,2023-02,48,-0.2035131838501838,1.2723469578989002,0.6,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2023-03,49,-0.34895978844770165,0.9318255856345621,0.1,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2023-04,50,-0.07707452019206373,1.2037108538902,-0.2,False,1.2807853740822637,3.739294970240989
SENTIMENT_BASE,2023-05,51,-0.5094710647170057,0.9663890770320783,0.3,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2023-06,52,-0.7083329842641113,0.7675271574849727,0.3,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2023-07,53,-0.35543286867004287,1.120427273079041,0.5,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2023-08,54,-0.2658005155093836,1.2100596262397003,0.2,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2023-09,55,-0.989990230900295,0.4858699108487889,-0.7,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2023-10,56,-0.44442409411040107,1.031436047638683,0.1,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2023-11,57,-0.6842144467566638,0.7916456949924202,0.1,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2023-12,58,-0.8752526819838051,0.6006074597652789,-0.4,True,1.475860141749084,1.475860141749084
SENTIMENT_BASE,2024-01,59,0.28979360870012494,1.5705789827823886,1.5,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-02,60,-0.36961597093556364,0.9111694031467,0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-03,60,-0.4619323442491243,0.8188530298331393,0.1,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-04,60,-0.10554223340744229,1.1752431406748214,0.7,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-05,60,-0.43427038524844397,0.8465149888338197,0.0,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-06,60,-0.5893386415747894,0.6914467325074742,-0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-07,60,-0.43107317035501913,0.8497122037272445,0.7,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-08,60,-0.5714836683991786,0.709301705683085,0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-09,60,-1.1058069091670772,0.17497846491518643,-0.4,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-10,60,-0.4112292947978484,0.8695560792844153,0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-11,60,-0.5108784075826707,0.769906966499593,0.1,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2024-12,60,-0.6372861341002962,0.6434992399819675,-0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-01,60,0.4822233291931477,1.7630087032754114,1.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-02,60,-0.3111209311225097,0.969664442959754,0.2,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-03,60,-0.6097127418507003,0.6710726322315633,0.1,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-04,60,-0.4540598442292487,0.826725529853015,-0.1,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-05,60,-0.37854287549229465,0.9022424985899691,0.5,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-06,60,-0.42595336174884735,0.8548320123334163,0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-07,60,-0.15749678617627305,1.1232885879059906,0.5,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-08,60,-0.5172648234910727,0.763520550591191,0.1,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-09,60,-1.1211140221269589,0.15967135195530474,-0.6,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-10,60,-0.39626045089647083,0.8845249231857928,0.5,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-11,60,-0.625260009727263,0.6555253643550006,-0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2025-12,60,-0.9595745644770842,0.32121080960517945,-0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2026-01,60,0.2136048729651595,1.494390247047423,0.9,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2026-02,60,-0.5596972714011573,0.7210881026811063,-0.1,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2026-03,60,-0.054088481709447134,1.2266968923728165,0.6,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2026-04,60,-0.14162682472513416,1.1391585493571295,0.5,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2026-05,60,-0.26767098379506193,1.0131143902872017,0.1,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2026-06,60,-0.6941736019020703,0.5866117721801933,-0.3,True,1.2807853740822637,1.2807853740822637
SENTIMENT_BASE,2026-07,60,-0.18810243540835886,1.0926829386739048,0.6,True,1.2807853740822637,1.2807853740822637
