period,cpi_mm,a6_11,a6_12,a6_13,a6_14,a6_18,a6_20,a6_22,a6_23,a6_25,a6_26,a6_29,a6_32,a6_36,a6_38,a6_43,a6_44,a6_45,a6_46,a6_47,a6_48,a6_49,a6_53,a6_54,a6_55,a6_56,a6_57,a6_58,a6_59,a6_60,a6_61,a6_64,a6_65,a6_66,a6_69,a6_70,a6_72
2010-03,0.216216216216214,7.825682534066964,75.96077806,,0.6622128807288445,98.2,1.6,,,4636.0,,-6.6,19.6,7.8,-30.2,,-2.066590126291612,,,,,,4.021688923037986,1.44,1.0,104.84,98.84,1548188850000.0,983970640000.0,79.93130434782609,,,,,2.522222222222222,2.13,7.1
2010-04,0.4314994606256617,7.884546267118275,76.92604407,,0.9988816151508336,103.8,-2.4,,,3018.0,,2.3,23.1,10.7,-34.0,,-0.813008130081283,,,,,,3.8401678554316927,1.38,1.0,105.31,99.4,1525461920000.0,987905450000.0,85.75380952380954,,,,,2.533333333333333,2.11,3.1
2010-05,0.1074113856068814,7.776552467655546,76.32231942,,1.589324353409818,103.2,1.0,,,2689.0,,4.3,24.3,11.7,-31.5,,0.3500583430571691,,,,,,4.101312240328109,1.24,0.75,103.65,97.61,1530429380000.0,994011160000.0,76.99761904761905,,,,,2.7444444444444445,2.23,16.5
2010-06,0.0,7.5849621964759395,77.52750286,,2.0132550834805425,104.6,4.0,,,-1061.0,,4.8,21.1,9.2,-32.3,,1.405152224824335,,,,,,4.260100522994997,1.23,0.75,103.26,96.76,1538338120000.0,1000558310000.0,75.65863636363638,,,,,2.5444444444444443,2.22,22.9
2010-07,0.3218884120171683,7.421879888005912,78.0015123,,1.9080564898185275,108.1,3.6,,,-10935.0,,8.2,28.6,8.3,-33.5,,1.990632318501162,,,,,,3.9739376503524806,1.22,0.75,105.94,99.2,1538737600000.0,1005992370000.0,75.35636363636364,,,,,2.4923076923076923,2.338571428571428,29.7
2010-08,-0.3208556149732589,7.313845071089838,80.28134273,,1.67778690451066,109.3,3.1,,,-7702.0,,7.1,24.4,13.0,-35.1,,2.3501762632197387,,,,,,3.562689989318849,1.24,0.75,107.0,100.82,1552179230000.0,1012380900000.0,77.115,,,,,2.483333333333333,2.4916666666666667,32.6
2010-09,-0.2145922746781159,7.231241772052482,81.70047237,,1.34222160316361,111.0,1.7,,,-4851.0,,4.0,25.9,12.8,-41.9,,1.6412661195779776,,,,,,3.34237111618042,1.21,0.75,107.65,101.34,1551813220000.0,1027435740000.0,78.41727272727273,,,,,2.48,2.58,26.0
2010-10,-0.2150537634408644,7.144962278500171,81.11497086,,1.1475708221739973,111.7,1.7,,,-3749.0,,4.1,25.5,10.5,-41.4,,2.473498233215543,,,,,,3.429416716121674,1.2,0.75,108.78,102.26,1568161990000.0,1032388200000.0,83.53619047619048,,,,,2.45,2.5071428571428567,36.8
2010-11,0.2155172413793149,7.073036356115401,80.82607028,,0.8990491207773748,112.8,1.9,,,-4867.0,,7.2,24.4,12.5,-42.9,,2.715466351829976,,,,,,3.5873196427554186,1.23,0.75,108.1,101.67,1577883220000.0,1037936820000.0,86.15954545454544,,,,,2.536363636363636,2.425,29.0
2010-12,0.5376344086021501,7.037290819624007,80.46254419,,0.6903735048086245,113.0,0.2,,,-8230.0,,12.8,25.5,10.3,-42.1,,2.585193889541726,,,,,,3.8887278280252127,1.22,0.75,105.67,99.01,1560849000000.0,1044067790000.0,92.25478260869566,,,,,2.5083333333333333,2.358333333333333,26.7
2011-01,0.6417112299465177,7.027434427517817,82.45405742,,0.9376898331204468,111.3,3.3,,,3926.0,,12.0,24.6,13.0,-37.8,,3.521126760563376,,,,,,3.978496720457533,1.2,0.75,108.35,101.37,1573852260000.0,1044225180000.0,96.90714285714289,,,,,2.544673255328954,2.4942181623776265,37.4
2011-02,0.1062699256110688,7.037112960122847,81.4556106,,0.985103914160894,112.9,3.3,,,559.0,,6.2,24.9,12.2,-40.7,,4.561403508771944,,,,,,4.046324976018271,1.21,0.75,108.99,102.09,1579656690000.0,1045330860000.0,104.032,,,,,2.527272727272727,2.372727272727273,39.8
2011-03,0.1061571125265281,7.052322552629904,81.16171862,,1.1032337368195453,112.5,-0.4,,,9384.0,,4.5,25.9,10.4,-41.9,,5.509964830011738,,,,,,4.054570034365655,1.23,0.75,109.32,102.04,1583007960000.0,1049649800000.0,114.6717391304348,,,,,2.487776161393497,2.5250628727301025,52.0
2011-04,0.212089077412525,7.044870199085003,81.57758132,,0.3253879959293377,112.1,2.2,,,2092.0,,6.1,24.8,15.9,-40.8,,6.323185011709587,,,,,,4.047194850940706,1.2,0.75,110.31,102.4,1607732890000.0,1051867680000.0,123.0905,,,,,2.588888888888889,2.544444444444444,51.2
2011-05,0.5291005291005346,7.009940425305332,83.67329112,,0.0998216789564859,111.6,-1.4,,,476.0,,2.5,28.4,13.8,-40.8,,6.279069767441858,,,,,,3.887494068159104,1.21,0.75,110.11,102.1,1616947850000.0,1057627030000.0,114.52181818181818,,,,,2.461538461538461,2.657142857142857,39.9
2011-06,-0.1052631578947305,6.966953675308851,82.45151965,,-0.1612451101656279,111.3,1.0,,,4983.0,,3.2,28.1,15.7,-40.9,,6.235565819861444,,,,,,3.768007249766759,1.18,0.75,110.57,102.57,1621766810000.0,1063803250000.0,113.9018181818182,,,,,2.469230769230769,2.746153846153846,47.0
2011-07,0.2107481559536328,6.906214364858973,81.31269497,,0.0592649314145584,110.4,0.2,,,-3777.0,,4.5,30.1,14.4,-39.7,,5.396096440872555,,,,,,3.7889647334590713,1.2,0.75,109.64,102.13,1635641820000.0,1068879390000.0,116.7547619047619,,,,,2.37,2.66,35.9
2011-08,-0.2103049421661285,6.813077008553736,82.42053975,,-0.2255731987089141,106.7,0.9,,,-14425.0,,3.5,25.1,17.6,-40.8,,5.281285878300812,,,,,,3.4029307665616813,1.18,0.75,110.4,102.67,1637864550000.0,1074493960000.0,109.92608695652174,,,,,2.32,2.78,35.5
2011-09,-0.2107481559536439,6.700222060234785,82.1602076,,-0.5516851327880017,104.9,0.9,,,5807.0,,0.0,21.5,9.5,-39.0,,5.6516724336793445,,,,,,2.9999402093391407,1.18,0.75,109.21,101.62,1651307190000.0,1078930660000.0,109.90500000000002,,,,,2.311111111111112,2.8363636363636364,38.8
2011-10,0.2111932418162654,6.61402413285466,82.10841525,,-0.8040825070338128,103.6,1.1,,,12802.0,,2.2,27.3,14.4,-39.2,,5.517241379310334,,,,,,3.1388395425186157,1.16,0.75,108.39,100.69,1669123580000.0,1083560360000.0,108.78666666666666,,,,,2.24,2.7818181818181817,44.6
2011-11,0.4214963119072656,6.5826321464993525,84.56828471,,-0.8329556842057095,103.1,0.7,,,-668.0,,0.2,21.4,12.0,-37.8,,5.517241379310334,,,,,,3.6747008563232417,1.15,0.75,106.19,98.61,1681471610000.0,1088830900000.0,110.49136363636364,,,,,2.1545454545454548,2.790909090909091,50.8
2011-12,0.4197271773347388,6.573783372375914,84.24677108,,-0.5090176989052677,103.7,0.8,,,-9182.0,,-2.9,19.0,7.0,-43.8,,5.498281786941583,,,,,,3.698005981910343,1.17,0.75,105.74,98.11,1656109000000.0,1098171570000.0,107.72285714285717,,,,,2.14,2.61,51.7
2012-01,1.7763845350052376,6.586190906322217,82.49095924,,-0.0465224635306505,103.6,-0.9,,,5713.0,,-2.3,24.4,7.2,-46.3,,4.53514739229024,,,,,,3.3892278786129437,1.18,0.75,105.24,98.35,1665837620000.0,1097995760000.0,111.45238095238096,,,,,2.1,2.1181818181818177,40.9
2012-02,0.3080082135523687,6.657706841622494,83.54075179,,0.2430935614736747,104.0,-1.5,,,12215.0,,-3.0,27.2,7.1,-45.6,,4.138702460850108,,,,,,3.1170889515686024,1.22,0.75,106.66,99.84,1667541060000.0,1098987700000.0,119.06,,,,,2.12,1.936363636363636,37.8
2012-03,0.1023541453428755,6.795445260983272,82.76090978,,0.2360801216302799,103.7,1.7,,,13526.0,,-1.2,26.7,11.2,-45.0,,3.555555555555556,,,,,,3.5077837424945826,1.24,0.75,107.91,101.21,1664337490000.0,1101040790000.0,124.54454545454546,,,,,2.18,2.190909090909091,44.3
2012-04,0.0,6.935725626144156,82.75912347,,-0.0652546672738443,104.7,-0.2,,,5646.0,,-0.6,27.9,10.1,-44.7,,2.9735682819383324,,,,,,3.505579974276224,1.25,0.75,107.36,100.36,1666427940000.0,1102279930000.0,120.48649999999998,,,,,2.15,2.43,45.9
2012-05,0.2044989775051187,6.9936262489498615,83.23682712,,-0.1045642047956373,102.8,2.5,,,1833.0,,-2.4,26.6,10.8,-44.8,,2.297592997811804,,,,,,3.314775968456268,1.23,0.75,105.43,98.43,1680712890000.0,1105767140000.0,110.28869565217389,,,,,2.2,2.4833333333333334,41.3
2012-06,0.2040816326530636,6.972311195136876,82.50501466,,-0.3552113842458225,101.9,0.8,,,11270.0,,-3.7,23.3,9.3,-44.6,,1.6304347826086918,,,,,,3.113696568247477,1.08,0.5,104.0,97.26,1679778740000.0,1110013250000.0,95.92714285714284,,,,,2.08,2.48,36.8
2012-07,-0.1018329938900275,6.940766072546577,82.70328592,,-0.4941769437275752,98.9,-0.5,,,2780.0,,-6.4,25.4,9.6,-42.1,,1.4161220043573008,,,,,,2.6043219894282017,1.04,0.5,103.66,96.92,1686156800000.0,1113976450000.0,102.72363636363636,,,,,2.1777777777777776,2.5,33.5
2012-08,-0.1019367991844988,6.946514233863769,80.80095691,,-0.7042049793431987,98.5,-0.6,,,152.0,,-6.9,22.7,10.4,-42.5,,1.3086150490730697,,,,,,2.3817525111897786,0.94,0.5,105.19,98.06,1679484970000.0,1117898140000.0,112.67826086956524,,,,,2.17,2.472727272727273,33.4
2012-09,-0.1020408163265207,6.986929539005996,81.16587075,,-0.5749064253863909,97.0,0.1,,,9797.0,,-8.0,24.0,14.3,-46.0,,1.9650655021834276,,,,,,2.373261998203823,0.82,0.5,106.7,99.91,1688752820000.0,1119754330000.0,113.034,,,,,2.267827473013249,2.460275595613033,38.4
2012-10,0.3064351378958108,7.038192913337373,79.38072255,,-0.4408076742681222,95.9,-1.1,,,-110.0,,-9.5,23.4,12.2,-44.2,,1.7429193899782147,,,,,,2.23691005178037,0.69,0.25,106.07,99.17,1677073880000.0,1124329740000.0,111.51999999999998,,,,,2.2323675837225503,2.3613641202344664,39.8
2012-11,-0.3054989816700604,7.104823708403404,78.87000899,,-0.5485743034885661,97.5,-0.4,,,8080.0,,-13.2,23.0,10.4,-49.2,,1.85185185185186,,,,,,1.9210824760538745,0.51,0.05,104.73,97.26,1683550700000.0,1127705650000.0,109.52727272727276,,,,,2.190909090909091,2.45,36.3
2012-12,0.1021450459652628,7.192690603845303,80.56988559,,-0.7150550018716781,98.2,-1.2,,,-6492.0,,-8.0,22.6,10.4,-46.7,,1.6286644951140072,,,,,,1.91660771266683,0.5,0.05,105.61,97.83,1670746620000.0,1134524620000.0,109.1965,,,,,2.141549090082575,2.319301011340681,40.7
2013-01,1.3265306122449028,7.252078060278753,78.12655588,,-0.6990412634648295,100.1,1.9,,,3739.0,,-9.9,25.7,7.1,-45.9,,1.3015184381778733,,,,,,1.960938693355214,0.5,0.05,104.74,97.73,1699235160000.0,1131899170000.0,112.32318181818182,,,,,2.0083333333333333,1.8083333333333331,44.3
2013-02,0.1007049345417954,7.2630051880098145,79.3851201,,-0.1988322911264755,100.7,0.0,,,16690.0,,-7.9,24.1,4.4,-50.6,,1.3963480128893702,,,,,,2.011742795585632,0.5,0.05,105.04,98.19,1702289220000.0,1131163880000.0,116.07250000000002,,,,,1.901152981163679,1.7672847539087,39.6
2013-03,0.1006036217303663,7.27993046441916,78.78936258,,0.1760006442564503,101.2,-0.7,,,15220.0,,-8.8,22.0,4.4,-41.5,,1.2875536480686731,,,,,,1.9814761343456453,0.47,0.05,103.99,97.12,1708429400000.0,1133966130000.0,109.542,,,,,1.8727272727272728,1.7181818181818185,29.8
2013-04,0.0,7.309860874954555,80.20838164,,0.6226108047828626,99.9,0.4,,,15797.0,,-8.4,22.9,0.9,-54.1,,0.9625668449197988,,,,,,1.8156479064832416,0.46,0.05,103.26,96.6,1690702350000.0,1135890270000.0,103.425,26.520285714285716,,26.520285714285716,,1.9160777183832205,1.668016570589773,28.9
2013-05,-0.2010050251256334,7.277446365917027,81.03045723,,0.750577820021325,100.8,0.6,,,13375.0,,-7.9,23.5,6.0,-52.3,,0.4278074866310266,,,,,,1.6681700320725217,0.46,0.05,102.94,96.07,1669036370000.0,1141905600000.0,103.27652173913042,26.36236363636364,,26.36236363636364,,1.9928571428571435,1.657142857142857,22.7
2013-06,0.4028197381671816,7.161350902399061,81.12309549,,0.943670948655082,101.3,-0.4,,,14898.0,,-7.8,22.6,6.2,-52.8,,0.2139037433155133,,,,,,2.138012354640961,0.46,0.05,104.11,97.49,1682279440000.0,1146198300000.0,103.341,26.4248,,26.4248,,2.053846153846154,1.5923076923076922,28.7
2013-07,-0.2006018054162561,7.024756397926016,82.9675941,,0.985589049943745,101.9,1.0,,,4905.0,,-4.8,21.0,7.0,-47.1,,0.7518796992481258,,,,,,2.2341855913821145,0.46,0.05,103.47,96.23,1671899350000.0,1151230130000.0,107.42695652173911,26.43356521739131,,26.43356521739131,102.2581818181818,2.083333333333333,1.6166666666666665,23.9
2013-08,-0.2010050251256334,6.938701387652106,84.34708684,,1.119206314237225,104.0,0.4,,,1127.0,,-4.9,22.4,9.1,-51.2,,1.0764262648008671,,,,,,2.397031556219621,0.46,0.05,103.82,96.8,1688596130000.0,1155868890000.0,110.44909090909093,26.296181818181815,,26.296181818181815,103.99318181818184,2.018181818181818,1.6727272727272728,22.4
2013-09,-0.4028197381671594,6.934930486869516,82.70438544,,1.191268920797008,105.2,0.0,,,11065.0,,-4.0,24.1,10.0,-48.2,,0.5353319057815886,,,,,,2.424283470095681,0.45,0.05,104.13,96.63,1700616020000.0,1160605640000.0,111.2547619047619,26.57723809523809,,26.57723809523809,104.49238095238096,2.084396819054545,1.6519727981356909,21.7
2013-10,0.2022244691607611,6.961094734649712,83.69492993,,1.214556410015525,105.3,-0.2,,,8569.0,,-0.6,27.8,7.5,-46.1,,0.5353319057815886,,,,,,2.3278360701335563,0.44,0.05,104.45,97.42,1703142160000.0,1166751170000.0,109.44043478260872,26.27821739130435,,26.27821739130435,105.29434782608692,2.064397672892308,1.364700397905738,15.0
2013-11,-0.1009081735620531,6.954292633436032,83.35570325,,1.0092908744400693,106.2,1.6,,,11383.0,,3.1,25.6,8.0,-47.3,,0.0,,,,,,2.179410883574713,0.38,0.05,100.51,92.75,1750735320000.0,1174472710000.0,107.90380952380951,26.768476190476196,,26.768476190476196,102.85809523809522,2.069230769230769,1.7384615384615385,20.5
2013-12,0.4040404040404066,6.920467802141573,85.30486633,,0.9244962163442088,106.1,0.2,,,-10250.0,,1.1,27.2,11.1,-47.6,,0.641025641025661,,,,,,2.202918580644395,0.38,0.05,99.66,91.22,1734283040000.0,1182802400000.0,110.70190476190476,27.15836363636364,,27.15836363636364,103.42000000000002,2.069230769230769,1.7461538461538462,30.3
2014-01,0.1006036217303663,6.8790775460002775,82.84535922,,0.7012258123001727,106.8,0.7,,98.6,15325.0,,-1.0,27.5,7.3,-46.6,,1.6059957173447437,,,,,,2.425941078876149,0.37,0.05,99.9,90.99,1744464430000.0,1181543740000.0,107.11318181818184,26.054090909090917,,26.054090909090917,100.6891304347826,2.1231794092205303,2.2851067797443587,28.3
2014-02,0.1005025125628167,6.816713912222384,84.38534856,,0.6218765991411368,107.3,2.3,,99.2,14299.0,,0.3,26.1,9.1,-42.4,,-0.6355932203389925,,,,,,2.2761244857711795,0.37,0.05,100.37,91.28,1728643180000.0,1182330730000.0,108.835,25.47,,25.47,102.177,2.1,2.338461538461538,25.2
2014-03,0.0,6.738741025652407,85.61015639,,0.4281134262957019,107.2,2.3,,99.4,24415.0,,0.9,27.9,10.9,-41.3,,-0.6355932203389925,,,,,,2.2030043731616797,0.37,0.05,100.86,92.01,1717898580000.0,1185887900000.0,107.74809523809525,24.94,,24.94,101.88523809523808,2.081818181818182,2.3818181818181823,22.9
2014-04,0.0,6.666818557392935,85.75331835,,0.7677006372936133,107.3,1.3,,99.2,15509.0,,3.1,26.5,14.8,-38.7,,-0.8474576271186529,,,,,,2.003504548259917,0.37,0.05,100.4,91.5,1721276660000.0,1188363780000.0,108.09,24.38218181818182,,24.38218181818182,102.6440909090909,2.081960913951389,2.2742122455928984,22.9
2014-05,0.100401606425704,6.578659461060157,85.27913826,,0.9457631989704336,107.0,-0.4,,99.0,11809.0,,2.9,25.8,13.7,-36.9,,-0.319488817891389,,,,,,1.7279830105056777,0.36,0.05,100.28,91.36,1718518030000.0,1192909980000.0,109.2390909090909,24.43527272727272,,24.43527272727272,103.19954545454549,2.002059491252837,2.1003890618166694,26.3
2014-06,0.0,6.43827276852926,85.32334391,,0.9605571475830382,105.4,2.2,,99.4,16989.0,,2.0,28.6,14.0,-35.7,,-0.1067235859124937,,,,,,1.5543875657435828,0.35,0.05,99.74,90.93,1730215260000.0,1198585990000.0,111.96714285714287,24.20452380952381,,24.20452380952381,106.42285714285715,2.03,2.237,17.9
2014-07,0.3009027081243731,6.27806005442678,85.22937205,,0.6786138284968423,105.1,0.0,,99.6,10616.0,,1.5,29.1,16.0,-33.8,,-0.2132196162046962,,,,,,1.4853230096158112,0.35,0.05,99.99,91.01,1705339440000.0,1204640640000.0,108.18521739130432,23.98952173913043,,23.98952173913043,106.25869565217393,2.025,2.1,22.4
2014-08,-0.0999999999999889,6.145223004512531,86.23601654,,0.5134805967414463,103.8,1.4,,99.7,1143.0,,2.0,28.8,13.4,-30.2,,0.0,,,,,,1.3828486759440108,0.35,0.05,98.81,89.95,1704709360000.0,1208799490000.0,103.39571428571428,24.632380952380952,,24.632380952380952,104.3704761904762,2.09517290109577,1.9663475190219888,20.3
2014-09,-0.3003003003003157,6.047306182919408,87.37948156,,0.5654532952525756,102.5,-0.3,,99.7,19086.0,,2.5,28.8,14.3,-28.0,,0.0,,,,,,1.213001053376632,0.35,0.05,99.04,90.22,1703714460000.0,1214905700000.0,98.57,24.704636363636368,,24.704636363636368,100.8659090909091,2.056340047333906,1.9673175427467744,17.2
2014-10,0.2008032128514081,5.972201057222634,86.50441941,,0.4797246626322665,102.4,1.7,,99.3,12171.0,,1.8,29.9,17.3,-29.8,,-0.319488817891389,,,,,,1.096739946788441,0.35,0.05,98.94,90.33,1728742750000.0,1219924150000.0,88.0495652173913,23.668086956521737,,23.668086956521737,90.54695652173912,2.007692307692308,1.907692307692308,15.6
2014-11,-0.3006012024048043,5.9070547165694975,87.27963694,,0.4643928268287237,102.3,0.8,,99.3,10249.0,,1.3,31.0,11.8,-27.0,,-0.3208556149732589,,,,,,0.8694501357550372,0.34,0.05,98.56,90.12,1738291240000.0,1223821150000.0,79.62899999999999,23.23975,,23.23975,84.25199999999998,2.0363636363636366,1.7272727272727273,9.5
2014-12,0.0,5.894294312733461,89.33719806,96.24833997343958,0.4502494647464242,103.0,2.7,,99.4,-5602.0,,2.7,32.6,15.8,-24.4,,-1.5923566878980888,,,,,,0.6673461003273412,0.34,0.05,98.71,90.69,1749319930000.0,1230419600000.0,63.26636363636364,22.29473913043478,,22.29473913043478,71.92869565217391,1.977367458931324,1.5181803026378886,14.1
2015-01,0.0,5.9318513822243295,87.47603236,102.94979488181286,0.6247266316075677,104.1,3.2,,98.1,20140.717591,-0.2000000000000028,1.1,31.9,16.1,-22.7,,-3.688092729188619,100.1,99.8,99.5,100.0,100.0,0.3498786036464146,0.33,0.05,96.69,89.15999999999998,1757814790000.0,1231632860000.0,49.75809523809523,20.163904761904764,,20.163904761904764,62.71863636363637,1.975,1.525,9.6
2015-02,0.2010050251256334,5.954360948930341,88.57838333,102.43592074168332,0.9874211717865218,104.6,2.7,,99.0,16978.096856,-0.4000000000000057,0.9,29.2,16.3,-24.0,-9.200000000000005,-3.5,100.0,99.7,99.5,100.0,100.0,0.3964170505676269,0.33,0.05,96.42,89.09,1766212930000.0,1233046310000.0,58.795,22.16295,,22.16295,68.47,2.0045736789214343,1.4062016348687685,14.0
2015-03,0.1003009027081169,5.962240772089285,89.11769312,94.87686226816662,1.3720417634296802,106.3,2.0,,99.7,15998.411485,0.2999999999999971,3.9,25.6,15.9,-21.7,-8.799999999999997,-3.5999999999999943,100.5,98.9,99.6,100.0,100.0,0.3496436131286621,0.31,0.05,96.24,88.87999999999998,1767795000000.0,1238836300000.0,56.93863636363636,21.724227272727276,,21.724227272727276,65.38909090909091,1.9355477012426427,1.4074829417652863,18.4
2015-04,0.3006012024048043,5.828274513818102,90.08551341,104.69483568075115,1.658697520504055,106.6,2.5,,100.2,13558.358019,1.0,4.9,26.0,20.5,-17.4,-9.900000000000006,-2.9000000000000057,100.9,99.2,99.7,100.0,100.0,0.2586504052298409,0.31,0.05,96.8,89.19,1781350920000.0,1243561950000.0,61.13571428571428,21.7575,,21.7575,67.36454545454545,1.917429961118959,1.4132873017401442,18.9
2015-05,0.2997002997003006,5.639337820158931,89.81551717,105.51814988290398,1.6052168956111474,106.6,5.8,,100.6,7673.18813,-0.4000000000000057,4.2,29.1,20.9,-16.0,-10.0,-2.5999999999999943,101.3,100.2,99.8,100.0,100.0,0.6007492281256783,0.31,0.05,96.59,88.86,1801277170000.0,1250408960000.0,65.60857142857142,21.550000000000004,,21.550000000000004,69.8942857142857,1.9549297078953085,1.4720880024973249,21.5
2015-06,0.0996015936254979,5.404848214281947,89.65433726,88.02798310454065,1.426056254975424,107.0,3.4,,100.5,14352.17972,-0.2999999999999971,5.3,31.2,21.6,-17.8,-12.099999999999994,-2.0999999999999943,101.1,100.6,99.8,100.0,100.0,1.0104550394370335,0.31,0.05,97.27,89.79,1812706580000.0,1278589030000.0,63.75272727272727,21.395545454545456,,21.395545454545456,68.18636363636364,1.959375,1.55625,18.7
2015-07,-0.0995024875621863,5.197210997473214,92.20328558,,1.2521950921690823,107.0,6.3,,100.9,4361.549121,-0.7999999999999972,5.4,30.0,20.4,-17.8,-9.0,-3.0,100.7,100.5,99.9,100.0,100.0,0.9670291458823458,0.31,0.05,97.58,90.04,1831834330000.0,1287163820000.0,56.76434782608696,21.067086956521734,,21.067086956521734,61.14391304347827,1.9778602800486385,1.5799405383732696,23.3
2015-08,-0.1992031872509958,5.043719745626214,90.79294207,98.3855254001392,1.0905139876469596,107.1,4.7,,100.8,-1725.935702,-1.0,2.6,31.0,18.7,-19.4,,-3.088391906283283,99.9,100.4,100.0,100.0,100.0,0.7384261956496467,0.31,0.05,98.52,91.06,1875534320000.0,1292981400000.0,48.205714285714286,19.810714285714287,,19.810714285714287,53.87666666666666,1.9504027592010496,1.6451697315819829,23.8
2015-09,-0.1996007984031989,4.925514414283548,89.81753282,102.42299794661191,0.883896230348814,107.5,5.5,,100.5,15975.776051,-0.7000000000000028,2.5,30.3,19.4,-15.7,-7.0,-3.700000000000003,99.2,99.7,100.4,100.0,100.0,0.6772015298171272,0.29,0.05,98.17,91.37,1887579380000.0,1300187300000.0,48.53954545454546,19.267,,19.267,53.59727272727272,1.95272586422892,1.5729872165406025,13.6
2015-10,0.0,4.824051847873015,91.51764488,103.80938993533876,0.6485565782246575,106.1,4.2,,100.5,15176.068855,-0.2999999999999971,0.6,31.7,20.1,-16.5,-3.200000000000003,-4.200000000000003,99.0,100.2,100.9,100.0,100.0,0.5603262600562686,0.29,0.05,97.92,91.02,1893474050000.0,1307376110000.0,49.29272727272726,18.35909090909091,,18.35909090909091,53.5390909090909,1.9773408043201373,1.6858906477977826,16.2
2015-11,-0.4000000000000003,4.752832255099422,89.27397883,105.7212416311625,0.6270840564889711,106.9,5.4,,99.5,9644.440591,0.0,0.2,32.8,20.2,-19.3,3.200000000000003,-3.9000000000000057,98.7,100.4,101.0,100.0,100.0,0.4864018505859375,0.29,0.05,97.24,90.28,1890533100000.0,1313672110000.0,45.93238095238095,17.501714285714286,,17.501714285714286,53.21142857142858,1.9933333333333336,1.7,13.2
2015-12,-0.1004016064256929,4.714810182658797,89.48465613,107.60607105898583,0.7745248086621686,106.4,6.9,,99.6,-1156.07264,-1.2000000000000028,1.1,34.0,19.1,-20.2,1.0999999999999943,-3.700000000000003,98.2,100.6,100.2,100.0,100.0,0.4921933484497071,0.29,0.05,98.16,90.82,1841797040000.0,1323656950000.0,38.90409090909091,16.009608695652176,,16.009608695652176,49.22434782608695,1.973361624794458,1.7033616247944576,15.5
2016-01,0.6030150753768782,4.672218396361666,91.00311884,101.04364326375712,0.7500915772701795,105.8,3.8,,98.5,20890.038221,-1.5,3.7,35.8,19.2,-18.3,1.0999999999999943,-2.9000000000000057,96.6,100.6,99.7,100.5,100.5,0.615827989303589,0.29,0.05,98.38,92.05,1868306250000.0,1321131440000.0,31.9255,14.515899999999997,-1.8995247213138091,14.515899999999997,41.58857142857143,1.9733333333333336,1.832,8.7
2016-02,0.0999000999001076,4.581384769610614,92.75116049,101.84560780834072,0.6516696006629534,105.2,3.8,,98.9,19896.246516,-1.0999999999999943,2.3,32.8,19.7,-20.7,-1.2000000000000028,-3.4000000000000057,96.0,101.0,99.5,100.5,100.5,0.4608183537365141,0.28,0.05,98.24,92.29,1868927050000.0,1327930960000.0,33.527142857142856,13.901428571428571,-2.389673017006338,13.901428571428571,41.73904761904763,2.010805744927941,1.8194910221101357,9.1
2016-03,-0.0998003992016105,4.445801696379205,91.78229702,102.29497672925692,0.4197152266540552,105.4,2.7,,99.8,20926.759289,0.2000000000000028,1.7,32.8,17.9,-22.5,-2.9000000000000057,-4.0,96.0,100.7,99.8,100.5,100.5,0.354480847836449,0.29,0.05,97.34,91.65,1918582910000.0,1331903480000.0,39.790000000000006,13.646434782608695,-2.569385575072497,13.646434782608695,45.38869565217392,2.0142857142857147,1.8142857142857145,11.5
2016-04,0.5994005994006013,4.300273043230523,91.6652854,102.90546400693844,0.4329722866303973,106.4,1.9,,99.9,23862.940204,-0.2999999999999971,3.9,31.1,17.4,-22.1,-4.599999999999994,-4.5,96.1,101.2,100.6,100.5,101.6,0.4263131969604493,0.29,0.05,97.4,92.28,1929081950000.0,1339825330000.0,43.33952380952381,13.879047619047618,-2.361941335151741,13.879047619047618,46.66,1.990099338768655,1.7963129531479318,13.3
2016-05,-0.1986097318768642,4.177789661142846,89.51807145,109.6823415175475,0.3734718960977486,106.1,0.9,,100.5,16877.21093,0.4000000000000057,3.6,32.6,18.3,-24.8,-7.200000000000003,-4.700000000000003,96.5,102.1,100.9,100.5,101.6,0.4627860842063209,0.29,0.05,97.48,92.03,1925383090000.0,1349405860000.0,47.64681818181818,14.941363636363636,-2.1808006728357654,14.941363636363636,50.825,1.958126069705387,1.7359259367912767,16.0
2016-06,0.0995024875621863,4.113537470687536,92.86319796,105.15819463187884,0.5643391565674012,107.1,1.7,,100.6,20044.633478,0.7000000000000028,3.1,32.6,18.5,-24.7,-7.099999999999994,-4.799999999999997,96.7,101.8,101.3,100.5,101.6,0.4544689314408736,0.29,0.05,97.17,91.72,1933325060000.0,1360523520000.0,49.92727272727272,16.395000000000003,-1.920884325534815,16.395000000000003,52.83636363636364,1.9459446154394011,1.7538378613872252,12.9
2016-07,0.2982107355864904,4.107198627518248,91.29454379,,0.5308002186637202,106.8,1.4,,101.2,-209.23718,0.2000000000000028,5.0,33.3,17.7,-22.1,-6.799999999999997,-4.0,96.7,102.3,101.0,100.5,101.6,0.3653224329255757,0.29,0.05,97.13,92.12,1966269840000.0,1369316390000.0,46.53476190476191,16.69595238095238,-1.9125945231622934,16.69595238095238,50.62571428571428,1.9923076923076928,1.792857142857143,14.7
