edge,horizon,validation_n,calibration_status,validation_first_origin,validation_last_origin,validation_last_target
2020-11,7,12,past_origin_forecasts,2019-05,2020-04,2020-11
2020-12,7,12,past_origin_forecasts,2019-06,2020-05,2020-12
2021-01,7,12,past_origin_forecasts,2019-07,2020-06,2021-01
2021-02,7,12,past_origin_forecasts,2019-08,2020-07,2021-02
2021-03,7,12,past_origin_forecasts,2019-09,2020-08,2021-03
2021-04,7,12,past_origin_forecasts,2019-10,2020-09,2021-04
2021-05,7,12,past_origin_forecasts,2019-11,2020-10,2021-05
2021-06,7,12,past_origin_forecasts,2019-12,2020-11,2021-06
2021-07,7,12,past_origin_forecasts,2020-01,2020-12,2021-07
2021-08,7,12,past_origin_forecasts,2020-02,2021-01,2021-08
2021-09,7,12,past_origin_forecasts,2020-03,2021-02,2021-09
2021-10,7,12,past_origin_forecasts,2020-04,2021-03,2021-10
2021-11,7,12,past_origin_forecasts,2020-05,2021-04,2021-11
2021-12,7,12,past_origin_forecasts,2020-06,2021-05,2021-12
2022-01,7,12,past_origin_forecasts,2020-07,2021-06,2022-01
2022-02,7,12,past_origin_forecasts,2020-08,2021-07,2022-02
2022-03,7,12,past_origin_forecasts,2020-09,2021-08,2022-03
2022-04,7,12,past_origin_forecasts,2020-10,2021-09,2022-04
2022-05,7,12,past_origin_forecasts,2020-11,2021-10,2022-05
2022-06,7,12,past_origin_forecasts,2020-12,2021-11,2022-06
2022-07,7,12,past_origin_forecasts,2021-01,2021-12,2022-07
2022-08,7,12,past_origin_forecasts,2021-02,2022-01,2022-08
2022-09,7,12,past_origin_forecasts,2021-03,2022-02,2022-09
2022-10,7,12,past_origin_forecasts,2021-04,2022-03,2022-10
2022-11,7,12,past_origin_forecasts,2021-05,2022-04,2022-11
2022-12,7,12,past_origin_forecasts,2021-06,2022-05,2022-12
2023-01,7,12,past_origin_forecasts,2021-07,2022-06,2023-01
2023-02,7,12,past_origin_forecasts,2021-08,2022-07,2023-02
2023-03,7,12,past_origin_forecasts,2021-09,2022-08,2023-03
2023-04,7,12,past_origin_forecasts,2021-10,2022-09,2023-04
2023-05,7,12,past_origin_forecasts,2021-11,2022-10,2023-05
2023-06,7,12,past_origin_forecasts,2021-12,2022-11,2023-06
2023-07,7,12,past_origin_forecasts,2022-01,2022-12,2023-07
2023-08,7,12,past_origin_forecasts,2022-02,2023-01,2023-08
2023-09,7,12,past_origin_forecasts,2022-03,2023-02,2023-09
2023-10,7,12,past_origin_forecasts,2022-04,2023-03,2023-10
2023-11,7,12,past_origin_forecasts,2022-05,2023-04,2023-11
2023-12,7,12,past_origin_forecasts,2022-06,2023-05,2023-12
2024-01,7,12,past_origin_forecasts,2022-07,2023-06,2024-01
2024-02,7,12,past_origin_forecasts,2022-08,2023-07,2024-02
2024-03,7,12,past_origin_forecasts,2022-09,2023-08,2024-03
2024-04,7,12,past_origin_forecasts,2022-10,2023-09,2024-04
2024-05,7,12,past_origin_forecasts,2022-11,2023-10,2024-05
2024-06,7,12,past_origin_forecasts,2022-12,2023-11,2024-06
2024-07,7,12,past_origin_forecasts,2023-01,2023-12,2024-07
2024-08,7,12,past_origin_forecasts,2023-02,2024-01,2024-08
2024-09,7,12,past_origin_forecasts,2023-03,2024-02,2024-09
2024-10,7,12,past_origin_forecasts,2023-04,2024-03,2024-10
2024-11,7,12,past_origin_forecasts,2023-05,2024-04,2024-11
2024-12,7,12,past_origin_forecasts,2023-06,2024-05,2024-12
2025-01,7,12,past_origin_forecasts,2023-07,2024-06,2025-01
2025-02,7,12,past_origin_forecasts,2023-08,2024-07,2025-02
2025-03,7,12,past_origin_forecasts,2023-09,2024-08,2025-03
2025-04,7,12,past_origin_forecasts,2023-10,2024-09,2025-04
2025-05,7,12,past_origin_forecasts,2023-11,2024-10,2025-05
2025-06,7,12,past_origin_forecasts,2023-12,2024-11,2025-06
2025-07,7,12,past_origin_forecasts,2024-01,2024-12,2025-07
2025-08,7,12,past_origin_forecasts,2024-02,2025-01,2025-08
2025-09,7,12,past_origin_forecasts,2024-03,2025-02,2025-09
2025-10,7,12,past_origin_forecasts,2024-04,2025-03,2025-10
2025-11,7,12,past_origin_forecasts,2024-05,2025-04,2025-11
2025-12,7,12,past_origin_forecasts,2024-06,2025-05,2025-12
2010-12,8,0,fixed_insufficient_history,2009-05,2010-04,2010-12
2011-01,8,0,fixed_insufficient_history,2009-06,2010-05,2011-01
2011-02,8,0,fixed_insufficient_history,2009-07,2010-06,2011-02
2011-03,8,0,fixed_insufficient_history,2009-08,2010-07,2011-03
2011-04,8,0,fixed_insufficient_history,2009-09,2010-08,2011-04
2011-05,8,0,fixed_insufficient_history,2009-10,2010-09,2011-05
2011-06,8,0,fixed_insufficient_history,2009-11,2010-10,2011-06
2011-07,8,0,fixed_insufficient_history,2009-12,2010-11,2011-07
2011-08,8,1,fixed_insufficient_history,2010-01,2010-12,2011-08
2011-09,8,2,fixed_insufficient_history,2010-02,2011-01,2011-09
2011-10,8,3,fixed_insufficient_history,2010-03,2011-02,2011-10
2011-11,8,4,fixed_insufficient_history,2010-04,2011-03,2011-11
2011-12,8,5,fixed_insufficient_history,2010-05,2011-04,2011-12
2012-01,8,6,fixed_insufficient_history,2010-06,2011-05,2012-01
2012-02,8,7,fixed_insufficient_history,2010-07,2011-06,2012-02
2012-03,8,8,fixed_insufficient_history,2010-08,2011-07,2012-03
2012-04,8,9,fixed_insufficient_history,2010-09,2011-08,2012-04
2012-05,8,10,fixed_insufficient_history,2010-10,2011-09,2012-05
2012-06,8,11,fixed_insufficient_history,2010-11,2011-10,2012-06
2012-07,8,12,past_origin_forecasts,2010-12,2011-11,2012-07
2012-08,8,12,past_origin_forecasts,2011-01,2011-12,2012-08
2012-09,8,12,past_origin_forecasts,2011-02,2012-01,2012-09
2012-10,8,12,past_origin_forecasts,2011-03,2012-02,2012-10
2012-11,8,12,past_origin_forecasts,2011-04,2012-03,2012-11
2012-12,8,12,past_origin_forecasts,2011-05,2012-04,2012-12
2013-01,8,12,past_origin_forecasts,2011-06,2012-05,2013-01
2013-02,8,12,past_origin_forecasts,2011-07,2012-06,2013-02
2013-03,8,12,past_origin_forecasts,2011-08,2012-07,2013-03
2013-04,8,12,past_origin_forecasts,2011-09,2012-08,2013-04
2013-05,8,12,past_origin_forecasts,2011-10,2012-09,2013-05
2013-06,8,12,past_origin_forecasts,2011-11,2012-10,2013-06
2013-07,8,12,past_origin_forecasts,2011-12,2012-11,2013-07
2013-08,8,12,past_origin_forecasts,2012-01,2012-12,2013-08
2013-09,8,12,past_origin_forecasts,2012-02,2013-01,2013-09
2013-10,8,12,past_origin_forecasts,2012-03,2013-02,2013-10
2013-11,8,12,past_origin_forecasts,2012-04,2013-03,2013-11
2013-12,8,12,past_origin_forecasts,2012-05,2013-04,2013-12
2014-01,8,12,past_origin_forecasts,2012-06,2013-05,2014-01
2014-02,8,12,past_origin_forecasts,2012-07,2013-06,2014-02
2014-03,8,12,past_origin_forecasts,2012-08,2013-07,2014-03
2014-04,8,12,past_origin_forecasts,2012-09,2013-08,2014-04
2014-05,8,12,past_origin_forecasts,2012-10,2013-09,2014-05
2014-06,8,12,past_origin_forecasts,2012-11,2013-10,2014-06
2014-07,8,12,past_origin_forecasts,2012-12,2013-11,2014-07
2014-08,8,12,past_origin_forecasts,2013-01,2013-12,2014-08
2014-09,8,12,past_origin_forecasts,2013-02,2014-01,2014-09
2014-10,8,12,past_origin_forecasts,2013-03,2014-02,2014-10
2014-11,8,12,past_origin_forecasts,2013-04,2014-03,2014-11
2014-12,8,12,past_origin_forecasts,2013-05,2014-04,2014-12
2015-01,8,12,past_origin_forecasts,2013-06,2014-05,2015-01
2015-02,8,12,past_origin_forecasts,2013-07,2014-06,2015-02
2015-03,8,12,past_origin_forecasts,2013-08,2014-07,2015-03
2015-04,8,12,past_origin_forecasts,2013-09,2014-08,2015-04
2015-05,8,12,past_origin_forecasts,2013-10,2014-09,2015-05
2015-06,8,12,past_origin_forecasts,2013-11,2014-10,2015-06
2015-07,8,12,past_origin_forecasts,2013-12,2014-11,2015-07
2015-08,8,12,past_origin_forecasts,2014-01,2014-12,2015-08
2015-09,8,12,past_origin_forecasts,2014-02,2015-01,2015-09
2015-10,8,12,past_origin_forecasts,2014-03,2015-02,2015-10
2015-11,8,12,past_origin_forecasts,2014-04,2015-03,2015-11
2015-12,8,12,past_origin_forecasts,2014-05,2015-04,2015-12
2016-01,8,12,past_origin_forecasts,2014-06,2015-05,2016-01
2016-02,8,12,past_origin_forecasts,2014-07,2015-06,2016-02
2016-03,8,12,past_origin_forecasts,2014-08,2015-07,2016-03
2016-04,8,12,past_origin_forecasts,2014-09,2015-08,2016-04
2016-05,8,12,past_origin_forecasts,2014-10,2015-09,2016-05
2016-06,8,12,past_origin_forecasts,2014-11,2015-10,2016-06
2016-07,8,12,past_origin_forecasts,2014-12,2015-11,2016-07
2016-08,8,12,past_origin_forecasts,2015-01,2015-12,2016-08
2016-09,8,12,past_origin_forecasts,2015-02,2016-01,2016-09
2016-10,8,12,past_origin_forecasts,2015-03,2016-02,2016-10
2016-11,8,12,past_origin_forecasts,2015-04,2016-03,2016-11
2016-12,8,12,past_origin_forecasts,2015-05,2016-04,2016-12
2017-01,8,12,past_origin_forecasts,2015-06,2016-05,2017-01
2017-02,8,12,past_origin_forecasts,2015-07,2016-06,2017-02
2017-03,8,12,past_origin_forecasts,2015-08,2016-07,2017-03
2017-04,8,12,past_origin_forecasts,2015-09,2016-08,2017-04
2017-05,8,12,past_origin_forecasts,2015-10,2016-09,2017-05
2017-06,8,12,past_origin_forecasts,2015-11,2016-10,2017-06
2017-07,8,12,past_origin_forecasts,2015-12,2016-11,2017-07
2017-08,8,12,past_origin_forecasts,2016-01,2016-12,2017-08
2017-09,8,12,past_origin_forecasts,2016-02,2017-01,2017-09
2017-10,8,12,past_origin_forecasts,2016-03,2017-02,2017-10
2017-11,8,12,past_origin_forecasts,2016-04,2017-03,2017-11
2017-12,8,12,past_origin_forecasts,2016-05,2017-04,2017-12
2018-01,8,12,past_origin_forecasts,2016-06,2017-05,2018-01
2018-02,8,12,past_origin_forecasts,2016-07,2017-06,2018-02
2018-03,8,12,past_origin_forecasts,2016-08,2017-07,2018-03
2018-04,8,12,past_origin_forecasts,2016-09,2017-08,2018-04
2018-05,8,12,past_origin_forecasts,2016-10,2017-09,2018-05
2018-06,8,12,past_origin_forecasts,2016-11,2017-10,2018-06
2018-07,8,12,past_origin_forecasts,2016-12,2017-11,2018-07
2018-08,8,12,past_origin_forecasts,2017-01,2017-12,2018-08
2018-09,8,12,past_origin_forecasts,2017-02,2018-01,2018-09
2018-10,8,12,past_origin_forecasts,2017-03,2018-02,2018-10
2018-11,8,12,past_origin_forecasts,2017-04,2018-03,2018-11
2018-12,8,12,past_origin_forecasts,2017-05,2018-04,2018-12
2019-01,8,12,past_origin_forecasts,2017-06,2018-05,2019-01
2019-02,8,12,past_origin_forecasts,2017-07,2018-06,2019-02
2019-03,8,12,past_origin_forecasts,2017-08,2018-07,2019-03
2019-04,8,12,past_origin_forecasts,2017-09,2018-08,2019-04
2019-05,8,12,past_origin_forecasts,2017-10,2018-09,2019-05
2019-06,8,12,past_origin_forecasts,2017-11,2018-10,2019-06
2019-07,8,12,past_origin_forecasts,2017-12,2018-11,2019-07
2019-08,8,12,past_origin_forecasts,2018-01,2018-12,2019-08
2019-09,8,12,past_origin_forecasts,2018-02,2019-01,2019-09
2019-10,8,12,past_origin_forecasts,2018-03,2019-02,2019-10
2019-11,8,12,past_origin_forecasts,2018-04,2019-03,2019-11
2019-12,8,12,past_origin_forecasts,2018-05,2019-04,2019-12
2020-01,8,12,past_origin_forecasts,2018-06,2019-05,2020-01
2020-02,8,12,past_origin_forecasts,2018-07,2019-06,2020-02
2020-03,8,12,past_origin_forecasts,2018-08,2019-07,2020-03
2020-04,8,12,past_origin_forecasts,2018-09,2019-08,2020-04
2020-05,8,12,past_origin_forecasts,2018-10,2019-09,2020-05
2020-06,8,12,past_origin_forecasts,2018-11,2019-10,2020-06
2020-07,8,12,past_origin_forecasts,2018-12,2019-11,2020-07
2020-08,8,12,past_origin_forecasts,2019-01,2019-12,2020-08
2020-09,8,12,past_origin_forecasts,2019-02,2020-01,2020-09
2020-10,8,12,past_origin_forecasts,2019-03,2020-02,2020-10
2020-11,8,12,past_origin_forecasts,2019-04,2020-03,2020-11
2020-12,8,12,past_origin_forecasts,2019-05,2020-04,2020-12
2021-01,8,12,past_origin_forecasts,2019-06,2020-05,2021-01
2021-02,8,12,past_origin_forecasts,2019-07,2020-06,2021-02
2021-03,8,12,past_origin_forecasts,2019-08,2020-07,2021-03
2021-04,8,12,past_origin_forecasts,2019-09,2020-08,2021-04
2021-05,8,12,past_origin_forecasts,2019-10,2020-09,2021-05
2021-06,8,12,past_origin_forecasts,2019-11,2020-10,2021-06
2021-07,8,12,past_origin_forecasts,2019-12,2020-11,2021-07
2021-08,8,12,past_origin_forecasts,2020-01,2020-12,2021-08
2021-09,8,12,past_origin_forecasts,2020-02,2021-01,2021-09
2021-10,8,12,past_origin_forecasts,2020-03,2021-02,2021-10
2021-11,8,12,past_origin_forecasts,2020-04,2021-03,2021-11
2021-12,8,12,past_origin_forecasts,2020-05,2021-04,2021-12
2022-01,8,12,past_origin_forecasts,2020-06,2021-05,2022-01
2022-02,8,12,past_origin_forecasts,2020-07,2021-06,2022-02
2022-03,8,12,past_origin_forecasts,2020-08,2021-07,2022-03
2022-04,8,12,past_origin_forecasts,2020-09,2021-08,2022-04
2022-05,8,12,past_origin_forecasts,2020-10,2021-09,2022-05
2022-06,8,12,past_origin_forecasts,2020-11,2021-10,2022-06
2022-07,8,12,past_origin_forecasts,2020-12,2021-11,2022-07
2022-08,8,12,past_origin_forecasts,2021-01,2021-12,2022-08
2022-09,8,12,past_origin_forecasts,2021-02,2022-01,2022-09
2022-10,8,12,past_origin_forecasts,2021-03,2022-02,2022-10
2022-11,8,12,past_origin_forecasts,2021-04,2022-03,2022-11
2022-12,8,12,past_origin_forecasts,2021-05,2022-04,2022-12
2023-01,8,12,past_origin_forecasts,2021-06,2022-05,2023-01
2023-02,8,12,past_origin_forecasts,2021-07,2022-06,2023-02
2023-03,8,12,past_origin_forecasts,2021-08,2022-07,2023-03
2023-04,8,12,past_origin_forecasts,2021-09,2022-08,2023-04
2023-05,8,12,past_origin_forecasts,2021-10,2022-09,2023-05
2023-06,8,12,past_origin_forecasts,2021-11,2022-10,2023-06
2023-07,8,12,past_origin_forecasts,2021-12,2022-11,2023-07
2023-08,8,12,past_origin_forecasts,2022-01,2022-12,2023-08
2023-09,8,12,past_origin_forecasts,2022-02,2023-01,2023-09
2023-10,8,12,past_origin_forecasts,2022-03,2023-02,2023-10
2023-11,8,12,past_origin_forecasts,2022-04,2023-03,2023-11
2023-12,8,12,past_origin_forecasts,2022-05,2023-04,2023-12
2024-01,8,12,past_origin_forecasts,2022-06,2023-05,2024-01
2024-02,8,12,past_origin_forecasts,2022-07,2023-06,2024-02
2024-03,8,12,past_origin_forecasts,2022-08,2023-07,2024-03
2024-04,8,12,past_origin_forecasts,2022-09,2023-08,2024-04
2024-05,8,12,past_origin_forecasts,2022-10,2023-09,2024-05
2024-06,8,12,past_origin_forecasts,2022-11,2023-10,2024-06
2024-07,8,12,past_origin_forecasts,2022-12,2023-11,2024-07
2024-08,8,12,past_origin_forecasts,2023-01,2023-12,2024-08
2024-09,8,12,past_origin_forecasts,2023-02,2024-01,2024-09
2024-10,8,12,past_origin_forecasts,2023-03,2024-02,2024-10
2024-11,8,12,past_origin_forecasts,2023-04,2024-03,2024-11
2024-12,8,12,past_origin_forecasts,2023-05,2024-04,2024-12
2025-01,8,12,past_origin_forecasts,2023-06,2024-05,2025-01
2025-02,8,12,past_origin_forecasts,2023-07,2024-06,2025-02
2025-03,8,12,past_origin_forecasts,2023-08,2024-07,2025-03
2025-04,8,12,past_origin_forecasts,2023-09,2024-08,2025-04
2025-05,8,12,past_origin_forecasts,2023-10,2024-09,2025-05
2025-06,8,12,past_origin_forecasts,2023-11,2024-10,2025-06
2025-07,8,12,past_origin_forecasts,2023-12,2024-11,2025-07
2025-08,8,12,past_origin_forecasts,2024-01,2024-12,2025-08
2025-09,8,12,past_origin_forecasts,2024-02,2025-01,2025-09
2025-10,8,12,past_origin_forecasts,2024-03,2025-02,2025-10
2025-11,8,12,past_origin_forecasts,2024-04,2025-03,2025-11
2010-12,9,0,fixed_insufficient_history,2009-04,2010-03,2010-12
2011-01,9,0,fixed_insufficient_history,2009-05,2010-04,2011-01
2011-02,9,0,fixed_insufficient_history,2009-06,2010-05,2011-02
2011-03,9,0,fixed_insufficient_history,2009-07,2010-06,2011-03
2011-04,9,0,fixed_insufficient_history,2009-08,2010-07,2011-04
2011-05,9,0,fixed_insufficient_history,2009-09,2010-08,2011-05
2011-06,9,0,fixed_insufficient_history,2009-10,2010-09,2011-06
2011-07,9,0,fixed_insufficient_history,2009-11,2010-10,2011-07
2011-08,9,0,fixed_insufficient_history,2009-12,2010-11,2011-08
2011-09,9,1,fixed_insufficient_history,2010-01,2010-12,2011-09
2011-10,9,2,fixed_insufficient_history,2010-02,2011-01,2011-10
2011-11,9,3,fixed_insufficient_history,2010-03,2011-02,2011-11
2011-12,9,4,fixed_insufficient_history,2010-04,2011-03,2011-12
2012-01,9,5,fixed_insufficient_history,2010-05,2011-04,2012-01
2012-02,9,6,fixed_insufficient_history,2010-06,2011-05,2012-02
2012-03,9,7,fixed_insufficient_history,2010-07,2011-06,2012-03
2012-04,9,8,fixed_insufficient_history,2010-08,2011-07,2012-04
2012-05,9,9,fixed_insufficient_history,2010-09,2011-08,2012-05
2012-06,9,10,fixed_insufficient_history,2010-10,2011-09,2012-06
2012-07,9,11,fixed_insufficient_history,2010-11,2011-10,2012-07
2012-08,9,12,past_origin_forecasts,2010-12,2011-11,2012-08
2012-09,9,12,past_origin_forecasts,2011-01,2011-12,2012-09
2012-10,9,12,past_origin_forecasts,2011-02,2012-01,2012-10
2012-11,9,12,past_origin_forecasts,2011-03,2012-02,2012-11
2012-12,9,12,past_origin_forecasts,2011-04,2012-03,2012-12
2013-01,9,12,past_origin_forecasts,2011-05,2012-04,2013-01
2013-02,9,12,past_origin_forecasts,2011-06,2012-05,2013-02
2013-03,9,12,past_origin_forecasts,2011-07,2012-06,2013-03
2013-04,9,12,past_origin_forecasts,2011-08,2012-07,2013-04
2013-05,9,12,past_origin_forecasts,2011-09,2012-08,2013-05
2013-06,9,12,past_origin_forecasts,2011-10,2012-09,2013-06
2013-07,9,12,past_origin_forecasts,2011-11,2012-10,2013-07
2013-08,9,12,past_origin_forecasts,2011-12,2012-11,2013-08
2013-09,9,12,past_origin_forecasts,2012-01,2012-12,2013-09
2013-10,9,12,past_origin_forecasts,2012-02,2013-01,2013-10
2013-11,9,12,past_origin_forecasts,2012-03,2013-02,2013-11
2013-12,9,12,past_origin_forecasts,2012-04,2013-03,2013-12
2014-01,9,12,past_origin_forecasts,2012-05,2013-04,2014-01
2014-02,9,12,past_origin_forecasts,2012-06,2013-05,2014-02
2014-03,9,12,past_origin_forecasts,2012-07,2013-06,2014-03
2014-04,9,12,past_origin_forecasts,2012-08,2013-07,2014-04
2014-05,9,12,past_origin_forecasts,2012-09,2013-08,2014-05
2014-06,9,12,past_origin_forecasts,2012-10,2013-09,2014-06
2014-07,9,12,past_origin_forecasts,2012-11,2013-10,2014-07
2014-08,9,12,past_origin_forecasts,2012-12,2013-11,2014-08
2014-09,9,12,past_origin_forecasts,2013-01,2013-12,2014-09
2014-10,9,12,past_origin_forecasts,2013-02,2014-01,2014-10
2014-11,9,12,past_origin_forecasts,2013-03,2014-02,2014-11
2014-12,9,12,past_origin_forecasts,2013-04,2014-03,2014-12
2015-01,9,12,past_origin_forecasts,2013-05,2014-04,2015-01
2015-02,9,12,past_origin_forecasts,2013-06,2014-05,2015-02
2015-03,9,12,past_origin_forecasts,2013-07,2014-06,2015-03
2015-04,9,12,past_origin_forecasts,2013-08,2014-07,2015-04
2015-05,9,12,past_origin_forecasts,2013-09,2014-08,2015-05
2015-06,9,12,past_origin_forecasts,2013-10,2014-09,2015-06
2015-07,9,12,past_origin_forecasts,2013-11,2014-10,2015-07
2015-08,9,12,past_origin_forecasts,2013-12,2014-11,2015-08
2015-09,9,12,past_origin_forecasts,2014-01,2014-12,2015-09
2015-10,9,12,past_origin_forecasts,2014-02,2015-01,2015-10
2015-11,9,12,past_origin_forecasts,2014-03,2015-02,2015-11
2015-12,9,12,past_origin_forecasts,2014-04,2015-03,2015-12
2016-01,9,12,past_origin_forecasts,2014-05,2015-04,2016-01
2016-02,9,12,past_origin_forecasts,2014-06,2015-05,2016-02
2016-03,9,12,past_origin_forecasts,2014-07,2015-06,2016-03
2016-04,9,12,past_origin_forecasts,2014-08,2015-07,2016-04
2016-05,9,12,past_origin_forecasts,2014-09,2015-08,2016-05
2016-06,9,12,past_origin_forecasts,2014-10,2015-09,2016-06
2016-07,9,12,past_origin_forecasts,2014-11,2015-10,2016-07
2016-08,9,12,past_origin_forecasts,2014-12,2015-11,2016-08
2016-09,9,12,past_origin_forecasts,2015-01,2015-12,2016-09
2016-10,9,12,past_origin_forecasts,2015-02,2016-01,2016-10
2016-11,9,12,past_origin_forecasts,2015-03,2016-02,2016-11
2016-12,9,12,past_origin_forecasts,2015-04,2016-03,2016-12
2017-01,9,12,past_origin_forecasts,2015-05,2016-04,2017-01
2017-02,9,12,past_origin_forecasts,2015-06,2016-05,2017-02
2017-03,9,12,past_origin_forecasts,2015-07,2016-06,2017-03
2017-04,9,12,past_origin_forecasts,2015-08,2016-07,2017-04
2017-05,9,12,past_origin_forecasts,2015-09,2016-08,2017-05
2017-06,9,12,past_origin_forecasts,2015-10,2016-09,2017-06
2017-07,9,12,past_origin_forecasts,2015-11,2016-10,2017-07
2017-08,9,12,past_origin_forecasts,2015-12,2016-11,2017-08
2017-09,9,12,past_origin_forecasts,2016-01,2016-12,2017-09
2017-10,9,12,past_origin_forecasts,2016-02,2017-01,2017-10
2017-11,9,12,past_origin_forecasts,2016-03,2017-02,2017-11
2017-12,9,12,past_origin_forecasts,2016-04,2017-03,2017-12
2018-01,9,12,past_origin_forecasts,2016-05,2017-04,2018-01
2018-02,9,12,past_origin_forecasts,2016-06,2017-05,2018-02
2018-03,9,12,past_origin_forecasts,2016-07,2017-06,2018-03
2018-04,9,12,past_origin_forecasts,2016-08,2017-07,2018-04
2018-05,9,12,past_origin_forecasts,2016-09,2017-08,2018-05
2018-06,9,12,past_origin_forecasts,2016-10,2017-09,2018-06
2018-07,9,12,past_origin_forecasts,2016-11,2017-10,2018-07
2018-08,9,12,past_origin_forecasts,2016-12,2017-11,2018-08
2018-09,9,12,past_origin_forecasts,2017-01,2017-12,2018-09
2018-10,9,12,past_origin_forecasts,2017-02,2018-01,2018-10
2018-11,9,12,past_origin_forecasts,2017-03,2018-02,2018-11
2018-12,9,12,past_origin_forecasts,2017-04,2018-03,2018-12
2019-01,9,12,past_origin_forecasts,2017-05,2018-04,2019-01
2019-02,9,12,past_origin_forecasts,2017-06,2018-05,2019-02
2019-03,9,12,past_origin_forecasts,2017-07,2018-06,2019-03
2019-04,9,12,past_origin_forecasts,2017-08,2018-07,2019-04
2019-05,9,12,past_origin_forecasts,2017-09,2018-08,2019-05
2019-06,9,12,past_origin_forecasts,2017-10,2018-09,2019-06
2019-07,9,12,past_origin_forecasts,2017-11,2018-10,2019-07
2019-08,9,12,past_origin_forecasts,2017-12,2018-11,2019-08
2019-09,9,12,past_origin_forecasts,2018-01,2018-12,2019-09
2019-10,9,12,past_origin_forecasts,2018-02,2019-01,2019-10
2019-11,9,12,past_origin_forecasts,2018-03,2019-02,2019-11
2019-12,9,12,past_origin_forecasts,2018-04,2019-03,2019-12
2020-01,9,12,past_origin_forecasts,2018-05,2019-04,2020-01
2020-02,9,12,past_origin_forecasts,2018-06,2019-05,2020-02
2020-03,9,12,past_origin_forecasts,2018-07,2019-06,2020-03
2020-04,9,12,past_origin_forecasts,2018-08,2019-07,2020-04
2020-05,9,12,past_origin_forecasts,2018-09,2019-08,2020-05
2020-06,9,12,past_origin_forecasts,2018-10,2019-09,2020-06
2020-07,9,12,past_origin_forecasts,2018-11,2019-10,2020-07
2020-08,9,12,past_origin_forecasts,2018-12,2019-11,2020-08
2020-09,9,12,past_origin_forecasts,2019-01,2019-12,2020-09
2020-10,9,12,past_origin_forecasts,2019-02,2020-01,2020-10
2020-11,9,12,past_origin_forecasts,2019-03,2020-02,2020-11
2020-12,9,12,past_origin_forecasts,2019-04,2020-03,2020-12
2021-01,9,12,past_origin_forecasts,2019-05,2020-04,2021-01
2021-02,9,12,past_origin_forecasts,2019-06,2020-05,2021-02
2021-03,9,12,past_origin_forecasts,2019-07,2020-06,2021-03
2021-04,9,12,past_origin_forecasts,2019-08,2020-07,2021-04
2021-05,9,12,past_origin_forecasts,2019-09,2020-08,2021-05
2021-06,9,12,past_origin_forecasts,2019-10,2020-09,2021-06
2021-07,9,12,past_origin_forecasts,2019-11,2020-10,2021-07
2021-08,9,12,past_origin_forecasts,2019-12,2020-11,2021-08
2021-09,9,12,past_origin_forecasts,2020-01,2020-12,2021-09
2021-10,9,12,past_origin_forecasts,2020-02,2021-01,2021-10
2021-11,9,12,past_origin_forecasts,2020-03,2021-02,2021-11
2021-12,9,12,past_origin_forecasts,2020-04,2021-03,2021-12
2022-01,9,12,past_origin_forecasts,2020-05,2021-04,2022-01
2022-02,9,12,past_origin_forecasts,2020-06,2021-05,2022-02
2022-03,9,12,past_origin_forecasts,2020-07,2021-06,2022-03
2022-04,9,12,past_origin_forecasts,2020-08,2021-07,2022-04
2022-05,9,12,past_origin_forecasts,2020-09,2021-08,2022-05
2022-06,9,12,past_origin_forecasts,2020-10,2021-09,2022-06
2022-07,9,12,past_origin_forecasts,2020-11,2021-10,2022-07
2022-08,9,12,past_origin_forecasts,2020-12,2021-11,2022-08
2022-09,9,12,past_origin_forecasts,2021-01,2021-12,2022-09
2022-10,9,12,past_origin_forecasts,2021-02,2022-01,2022-10
2022-11,9,12,past_origin_forecasts,2021-03,2022-02,2022-11
2022-12,9,12,past_origin_forecasts,2021-04,2022-03,2022-12
2023-01,9,12,past_origin_forecasts,2021-05,2022-04,2023-01
2023-02,9,12,past_origin_forecasts,2021-06,2022-05,2023-02
2023-03,9,12,past_origin_forecasts,2021-07,2022-06,2023-03
2023-04,9,12,past_origin_forecasts,2021-08,2022-07,2023-04
2023-05,9,12,past_origin_forecasts,2021-09,2022-08,2023-05
2023-06,9,12,past_origin_forecasts,2021-10,2022-09,2023-06
2023-07,9,12,past_origin_forecasts,2021-11,2022-10,2023-07
2023-08,9,12,past_origin_forecasts,2021-12,2022-11,2023-08
2023-09,9,12,past_origin_forecasts,2022-01,2022-12,2023-09
2023-10,9,12,past_origin_forecasts,2022-02,2023-01,2023-10
2023-11,9,12,past_origin_forecasts,2022-03,2023-02,2023-11
2023-12,9,12,past_origin_forecasts,2022-04,2023-03,2023-12
2024-01,9,12,past_origin_forecasts,2022-05,2023-04,2024-01
2024-02,9,12,past_origin_forecasts,2022-06,2023-05,2024-02
2024-03,9,12,past_origin_forecasts,2022-07,2023-06,2024-03
2024-04,9,12,past_origin_forecasts,2022-08,2023-07,2024-04
2024-05,9,12,past_origin_forecasts,2022-09,2023-08,2024-05
2024-06,9,12,past_origin_forecasts,2022-10,2023-09,2024-06
2024-07,9,12,past_origin_forecasts,2022-11,2023-10,2024-07
2024-08,9,12,past_origin_forecasts,2022-12,2023-11,2024-08
2024-09,9,12,past_origin_forecasts,2023-01,2023-12,2024-09
2024-10,9,12,past_origin_forecasts,2023-02,2024-01,2024-10
