"Ukazatel","IndicatorType","Týdny","CasT2","Území","Uz0","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index cen (%)","7401TI"," 38. týden 2024","2024-W38","Česko","CZ","99.8","procento","%"
"Index cen (%)","7401TI"," 39. týden 2024","2024-W39","Česko","CZ","99.7","procento","%"
"Index cen (%)","7401TI"," 40. týden 2024","2024-W40","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 41. týden 2024","2024-W41","Česko","CZ","103.0","procento","%"
"Index cen (%)","7401TI"," 42. týden 2024","2024-W42","Česko","CZ","102.1","procento","%"
"Index cen (%)","7401TI"," 43. týden 2024","2024-W43","Česko","CZ","94.0","procento","%"
"Index cen (%)","7401TI"," 44. týden 2024","2024-W44","Česko","CZ","102.5","procento","%"
"Index cen (%)","7401TI"," 45. týden 2024","2024-W45","Česko","CZ","102.2","procento","%"
"Index cen (%)","7401TI"," 46. týden 2024","2024-W46","Česko","CZ","101.3","procento","%"
"Index cen (%)","7401TI"," 47. týden 2024","2024-W47","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 48. týden 2024","2024-W48","Česko","CZ","102.3","procento","%"
"Index cen (%)","7401TI"," 49. týden 2024","2024-W49","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 50. týden 2024","2024-W50","Česko","CZ","98.0","procento","%"
"Index cen (%)","7401TI"," 51. týden 2024","2024-W51","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 52. týden 2024","2024-W52","Česko","CZ","100.8","procento","%"
"Index cen (%)","7401TI"," 01. týden 2025","2025-W01","Česko","CZ","99.9","procento","%"
"Index cen (%)","7401TI"," 02. týden 2025","2025-W02","Česko","CZ","101.8","procento","%"
"Index cen (%)","7401TI"," 03. týden 2025","2025-W03","Česko","CZ","100.8","procento","%"
"Index cen (%)","7401TI"," 04. týden 2025","2025-W04","Česko","CZ","103.9","procento","%"
"Index cen (%)","7401TI"," 05. týden 2025","2025-W05","Česko","CZ","98.3","procento","%"
"Index cen (%)","7401TI"," 06. týden 2025","2025-W06","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 07. týden 2025","2025-W07","Česko","CZ","98.1","procento","%"
"Index cen (%)","7401TI"," 08. týden 2025","2025-W08","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 09. týden 2025","2025-W09","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 10. týden 2025","2025-W10","Česko","CZ","97.2","procento","%"
"Index cen (%)","7401TI"," 11. týden 2025","2025-W11","Česko","CZ","95.5","procento","%"
"Index cen (%)","7401TI"," 12. týden 2025","2025-W12","Česko","CZ","96.6","procento","%"
"Index cen (%)","7401TI"," 13. týden 2025","2025-W13","Česko","CZ","100.8","procento","%"
"Index cen (%)","7401TI"," 14. týden 2025","2025-W14","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 15. týden 2025","2025-W15","Česko","CZ","97.7","procento","%"
"Index cen (%)","7401TI"," 16. týden 2025","2025-W16","Česko","CZ","93.4","procento","%"
"Index cen (%)","7401TI"," 17. týden 2025","2025-W17","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 18. týden 2025","2025-W18","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 19. týden 2025","2025-W19","Česko","CZ","97.0","procento","%"
"Index cen (%)","7401TI"," 20. týden 2025","2025-W20","Česko","CZ","99.2","procento","%"
"Index cen (%)","7401TI"," 21. týden 2025","2025-W21","Česko","CZ","102.3","procento","%"
"Index cen (%)","7401TI"," 22. týden 2025","2025-W22","Česko","CZ","98.8","procento","%"
"Index cen (%)","7401TI"," 23. týden 2025","2025-W23","Česko","CZ","98.3","procento","%"
"Index cen (%)","7401TI"," 24. týden 2025","2025-W24","Česko","CZ","101.3","procento","%"
"Index cen (%)","7401TI"," 25. týden 2025","2025-W25","Česko","CZ","102.7","procento","%"
"Index cen (%)","7401TI"," 26. týden 2025","2025-W26","Česko","CZ","108.4","procento","%"
"Index cen (%)","7401TI"," 27. týden 2025","2025-W27","Česko","CZ","95.0","procento","%"
"Index cen (%)","7401TI"," 28. týden 2025","2025-W28","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 29. týden 2025","2025-W29","Česko","CZ","104.2","procento","%"
"Index cen (%)","7401TI"," 30. týden 2025","2025-W30","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 31. týden 2025","2025-W31","Česko","CZ","99.8","procento","%"
"Index cen (%)","7401TI"," 32. týden 2025","2025-W32","Česko","CZ","98.5","procento","%"
"Index cen (%)","7401TI"," 33. týden 2025","2025-W33","Česko","CZ","95.2","procento","%"
"Index cen (%)","7401TI"," 34. týden 2025","2025-W34","Česko","CZ","99.2","procento","%"
"Index cen (%)","7401TI"," 35. týden 2025","2025-W35","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 36. týden 2025","2025-W36","Česko","CZ","101.0","procento","%"
"Index cen (%)","7401TI"," 37. týden 2025","2025-W37","Česko","CZ","102.0","procento","%"
"Index cen (%)","7401TI"," 38. týden 2025","2025-W38","Česko","CZ","99.3","procento","%"
"Index cen (%)","7401TI"," 39. týden 2025","2025-W39","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 40. týden 2025","2025-W40","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 41. týden 2025","2025-W41","Česko","CZ","97.2","procento","%"
"Index cen (%)","7401TI"," 42. týden 2025","2025-W42","Česko","CZ","98.9","procento","%"
"Index cen (%)","7401TI"," 43. týden 2025","2025-W43","Česko","CZ","96.0","procento","%"
"Index cen (%)","7401TI"," 44. týden 2025","2025-W44","Česko","CZ","107.5","procento","%"
"Index cen (%)","7401TI"," 45. týden 2025","2025-W45","Česko","CZ","102.4","procento","%"
"Index cen (%)","7401TI"," 46. týden 2025","2025-W46","Česko","CZ","104.0","procento","%"
"Index cen (%)","7401TI"," 47. týden 2025","2025-W47","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 48. týden 2025","2025-W48","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 49. týden 2025","2025-W49","Česko","CZ","95.5","procento","%"
"Index cen (%)","7401TI"," 50. týden 2025","2025-W50","Česko","CZ","95.8","procento","%"
"Index cen (%)","7401TI"," 51. týden 2025","2025-W51","Česko","CZ","95.7","procento","%"
"Index cen (%)","7401TI"," 52. týden 2025","2025-W52","Česko","CZ","96.0","procento","%"
"Index cen (%)","7401TI"," 01. týden 2026","2026-W01","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 02. týden 2026","2026-W02","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 03. týden 2026","2026-W03","Česko","CZ","98.6","procento","%"
"Index cen (%)","7401TI"," 04. týden 2026","2026-W04","Česko","CZ","101.1","procento","%"
"Index cen (%)","7401TI"," 05. týden 2026","2026-W05","Česko","CZ","103.7","procento","%"
"Index cen (%)","7401TI"," 06. týden 2026","2026-W06","Česko","CZ","104.5","procento","%"
"Index cen (%)","7401TI"," 07. týden 2026","2026-W07","Česko","CZ","98.9","procento","%"
"Index cen (%)","7401TI"," 08. týden 2026","2026-W08","Česko","CZ","97.4","procento","%"
"Index cen (%)","7401TI"," 09. týden 2026","2026-W09","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 10. týden 2026","2026-W10","Česko","CZ","105.2","procento","%"
"Index cen (%)","7401TI"," 11. týden 2026","2026-W11","Česko","CZ","130.8","procento","%"
"Index cen (%)","7401TI"," 12. týden 2026","2026-W12","Česko","CZ","110.2","procento","%"
"Index cen (%)","7401TI"," 13. týden 2026","2026-W13","Česko","CZ","126.8","procento","%"
"Index cen (%)","7401TI"," 14. týden 2026","2026-W14","Česko","CZ","99.5","procento","%"
"Index cen (%)","7401TI"," 15. týden 2026","2026-W15","Česko","CZ","110.2","procento","%"
"Index cen (%)","7401TI"," 16. týden 2026","2026-W16","Česko","CZ","92.8","procento","%"
"Index cen (%)","7401TI"," 17. týden 2026","2026-W17","Česko","CZ","89.9","procento","%"
"Index cen (%)","7401TI"," 18. týden 2026","2026-W18","Česko","CZ","105.5","procento","%"
"Index cen (%)","7401TI"," 19. týden 2026","2026-W19","Česko","CZ","96.1","procento","%"
"Index cen (%)","7401TI"," 20. týden 2026","2026-W20","Česko","CZ","98.6","procento","%"
"Index cen (%)","7401TI"," 21. týden 2026","2026-W21","Česko","CZ","98.6","procento","%"
"Index cen (%)","7401TI"," 22. týden 2026","2026-W22","Česko","CZ","97.5","procento","%"
"Index cen (%)","7401TI"," 23. týden 2026","2026-W23","Česko","CZ","96.5","procento","%"
"Index cen (%)","7401TI"," 24. týden 2026","2026-W24","Česko","CZ","98.5","procento","%"
"Index cen (%)","7401TI"," 25. týden 2026","2026-W25","Česko","CZ","87.6","procento","%"
"Index cen (%)","7401TI"," 26. týden 2026","2026-W26","Česko","CZ","95.0","procento","%"
"Index cen (%)","7401TI"," 27. týden 2026","2026-W27","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 28. týden 2026","2026-W28","Česko","CZ","102.9","procento","%"
"Index cen (%)","7401TI"," 29. týden 2026","2026-W29","Česko","CZ","103.1","procento","%"
"Index cen (%)","7401TI"," 30. týden 2026","2026-W30","Česko","CZ","115.9","procento","%"
"Index cen (%)","7401TI"," 31. týden 2026","2026-W31","Česko","CZ","105.7","procento","%"
"Index cen (%)","7401TI"," 32. týden 2026","2026-W32","Česko","CZ","103.8","procento","%"
"Index cen (%)","7401TI"," 33. týden 2026","2026-W33","Česko","CZ","92.0","procento","%"
"Index cen (%)","7401TI"," 34. týden 2026","2026-W34","Česko","CZ","106.0","procento","%"
"Index cen (%)","7401TI"," 35. týden 2026","2026-W35","Česko","CZ","102.5","procento","%"
"Index cen (%)","7401TI"," 36. týden 2026","2026-W36","Česko","CZ","97.2","procento","%"
