chart,series,period,value,origin,report_date,sample,n,surprise,big
path_2025_summer,STABLE_LOCAL_CORE_R14B,2025-08,2.5755470513007426,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2025-09,2.6693472674252634,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2025-10,2.7342540823663506,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2025-11,2.7741298727592478,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2025-12,3.0475343807787136,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2026-01,2.7656008760681225,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2026-02,2.799540333905286,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2026-03,2.7811923988903287,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2026-04,3.1688646938557352,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2026-05,3.0411072215966279,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2026-06,3.03064311896307,2025-07,2025-08-14,,,,
path_2025_summer,STABLE_LOCAL_CORE_R14B,2026-07,2.9633135242503115,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2025-06,2.9139072847682224,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2025-07,2.7303390128772111,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2025-08,2.5557100012964549,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2025-09,2.6272410616801012,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2025-10,2.6675760827005504,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2025-11,2.6809258907816202,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2025-12,2.9256587742567217,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2026-01,2.6142633158899122,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2026-02,2.6166379489132452,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2026-03,2.565518117184717,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2026-04,2.9181141273178999,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2026-05,2.7553338154927753,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2026-06,2.7083791920808098,2025-07,2025-08-14,,,,
path_2025_summer,DAMPED_P95_Q001_R16,2026-07,2.6036038080368593,2025-07,2025-08-14,,,,
path_2025_summer,cnb_quarterly_average,2025Q3,2.6860385528455599,,2025-08-14,,,,
path_2025_summer,cnb_quarterly_average,2025Q4,2.6516663700000001,,2025-08-14,,,,
path_2025_summer,cnb_quarterly_average,2026Q1,2.5579205100000002,,2025-08-14,,,,
path_2025_summer,cnb_quarterly_average,2026Q2,2.4813106899999999,,2025-08-14,,,,
path_2025_summer,cnb_quarterly_average,2026Q3,2.1701495199999998,,2025-08-14,,,,
path_2026_summer,realised_monthly,2026-01,1.62337662337662,,,,,,
path_2026_summer,realised_monthly,2026-02,1.3609850939727859,,,,,,
path_2026_summer,realised_monthly,2026-03,1.8782383419689102,,,,,,
path_2026_summer,realised_monthly,2026-04,2.4643320363164722,,,,,,
path_2026_summer,realised_monthly,2026-05,2.1290322580645191,,,,,,
path_2026_summer,realised_monthly,2026-06,1.5444015444015393,,,,,,
path_2026_summer,realised_monthly,2026-07,1.7296604740550943,,,,,,
path_2026_summer,STATE_FAST_R15,2026-06,1.5444015444015393,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2026-07,1.5415933685960059,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2026-08,1.7340850779220287,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2026-09,1.898784329125595,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2026-10,1.7139876399609879,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2026-11,2.0616203490086709,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2026-12,2.2470567240103199,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2027-01,2.4792058321262691,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2027-02,2.7491388140901423,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2027-03,2.1934254918251708,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2027-04,1.9904079628288576,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2027-05,2.1677774584515781,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2027-06,2.7095375691092558,2026-07,2026-08-13,,,,
path_2026_summer,STATE_FAST_R15,2027-07,2.6846648878956105,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2026-06,1.5444015444015393,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2026-07,1.5415933685960059,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2026-08,1.7386788773190658,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2026-09,1.9076662773985089,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2026-10,1.7268866320346985,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2026-11,2.0784012517886223,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2026-12,2.2675558694124791,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2027-01,2.5032916055196148,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2027-02,2.7767589249730387,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2027-03,2.2242553486306305,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2027-04,2.0244666898447803,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2027-05,2.2051321754888251,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2027-06,2.750310142657638,2026-07,2026-08-13,,,,
path_2026_summer,STABLE_LOCAL_CORE_R14B,2027-07,2.7286233816436005,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2026-06,1.5444015444015393,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2026-07,1.5415933685960059,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2026-08,1.7343512444891618,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2026-09,1.8988372261862618,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2026-10,1.7134524627615708,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2026-11,2.0602045442474495,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2026-12,2.2445336661658875,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2027-01,2.4754093507371233,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2027-02,2.7439245389012665,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2027-03,2.1867504227020325,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2027-04,1.9821919103593237,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2027-05,2.157947290411919,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2027-06,2.6980129328023534,2026-07,2026-08-13,,,,
path_2026_summer,DAMPED_P95_Q001_R16,2027-07,2.671478311971196,2026-07,2026-08-13,,,,
path_2026_summer,cnb_quarterly_average,2026Q3,1.9044542979866499,,2026-08-13,,,,
path_2026_summer,cnb_quarterly_average,2026Q4,2.3887179000000001,,2026-08-13,,,,
path_2026_summer,cnb_quarterly_average,2027Q1,2.8254516999999999,,2026-08-13,,,,
path_2026_summer,cnb_quarterly_average,2027Q2,2.42139857,,2026-08-13,,,,
path_2026_summer,cnb_quarterly_average,2027Q3,2.5011111600000002,,2026-08-13,,,,
path_accuracy,STATE_FAST_R15,1,0.86153597067745757,,,full,88,,
path_accuracy,STATE_FAST_R15,2,1.2306147916797074,,,full,86,,
path_accuracy,STATE_FAST_R15,3,1.4591809877871644,,,full,84,,
path_accuracy,STATE_FAST_R15,4,1.7127461990319923,,,full,83,,
path_accuracy,STATE_FAST_R15,5,1.9931748042702631,,,full,82,,
path_accuracy,STATE_FAST_R15,6,2.2902943413349282,,,full,81,,
path_accuracy,STATE_FAST_R15,7,2.6492715315968041,,,full,80,,
path_accuracy,STATE_FAST_R15,8,3.068552966867641,,,full,79,,
path_accuracy,STATE_FAST_R15,9,3.5484567096567221,,,full,78,,
path_accuracy,STATE_FAST_R15,10,4.0333231702961614,,,full,77,,
path_accuracy,STATE_FAST_R15,11,4.4954041542997212,,,full,76,,
path_accuracy,STATE_FAST_R15,12,4.8694722050010286,,,full,75,,
path_accuracy,STABLE_LOCAL_CORE_R14B,1,0.86915190329860681,,,full,88,,
path_accuracy,STABLE_LOCAL_CORE_R14B,2,1.2569098112525512,,,full,86,,
path_accuracy,STABLE_LOCAL_CORE_R14B,3,1.537322537940186,,,full,84,,
path_accuracy,STABLE_LOCAL_CORE_R14B,4,1.8686376080881504,,,full,83,,
path_accuracy,STABLE_LOCAL_CORE_R14B,5,2.2378312645355964,,,full,82,,
path_accuracy,STABLE_LOCAL_CORE_R14B,6,2.6242515250668408,,,full,81,,
path_accuracy,STABLE_LOCAL_CORE_R14B,7,3.0528171893295171,,,full,80,,
path_accuracy,STABLE_LOCAL_CORE_R14B,8,3.5032957744050406,,,full,79,,
path_accuracy,STABLE_LOCAL_CORE_R14B,9,4.0058024505185692,,,full,78,,
path_accuracy,STABLE_LOCAL_CORE_R14B,10,4.5063674266169551,,,full,77,,
path_accuracy,STABLE_LOCAL_CORE_R14B,11,5.0042973261585093,,,full,76,,
path_accuracy,STABLE_LOCAL_CORE_R14B,12,5.3972088383007817,,,full,75,,
path_accuracy,DAMPED_P95_Q001_R16,1,0.85810199501756534,,,full,88,,
path_accuracy,DAMPED_P95_Q001_R16,2,1.2208942508595748,,,full,86,,
path_accuracy,DAMPED_P95_Q001_R16,3,1.4387260776011894,,,full,84,,
path_accuracy,DAMPED_P95_Q001_R16,4,1.6812281631071595,,,full,83,,
path_accuracy,DAMPED_P95_Q001_R16,5,1.9510966211626444,,,full,82,,
path_accuracy,DAMPED_P95_Q001_R16,6,2.239464689623496,,,full,81,,
path_accuracy,DAMPED_P95_Q001_R16,7,2.592803103420624,,,full,80,,
path_accuracy,DAMPED_P95_Q001_R16,8,3.006948686593867,,,full,79,,
path_accuracy,DAMPED_P95_Q001_R16,9,3.4851207713413834,,,full,78,,
path_accuracy,DAMPED_P95_Q001_R16,10,3.9687794627390391,,,full,77,,
path_accuracy,DAMPED_P95_Q001_R16,11,4.4333569784889217,,,full,76,,
path_accuracy,DAMPED_P95_Q001_R16,12,4.810145946520235,,,full,75,,
path_accuracy,INDEPENDENT_BRIDGE,1,0.91073730453828083,,,full,88,,
path_accuracy,INDEPENDENT_BRIDGE,2,1.2945851997901521,,,full,86,,
path_accuracy,INDEPENDENT_BRIDGE,3,1.5373220457297827,,,full,84,,
path_accuracy,INDEPENDENT_BRIDGE,4,1.8237299080241296,,,full,83,,
path_accuracy,INDEPENDENT_BRIDGE,5,2.16847594258856,,,full,82,,
path_accuracy,INDEPENDENT_BRIDGE,6,2.5163793712145028,,,full,81,,
path_accuracy,INDEPENDENT_BRIDGE,7,2.991332057071157,,,full,80,,
path_accuracy,INDEPENDENT_BRIDGE,8,3.3332927625204838,,,full,79,,
path_accuracy,INDEPENDENT_BRIDGE,9,3.9216066990467007,,,full,78,,
path_accuracy,INDEPENDENT_BRIDGE,10,4.4987597057841562,,,full,77,,
path_accuracy,INDEPENDENT_BRIDGE,11,5.0020244332268229,,,full,76,,
path_accuracy,INDEPENDENT_BRIDGE,12,5.3948385626590492,,,full,75,,
path_accuracy,STATE_FAST_R15,1,0.33227852352451909,,,origins_2024plus,30,,
path_accuracy,STATE_FAST_R15,2,0.4417653130301944,,,origins_2024plus,29,,
path_accuracy,STATE_FAST_R15,3,0.51777731861228105,,,origins_2024plus,28,,
path_accuracy,STATE_FAST_R15,4,0.46932396577704599,,,origins_2024plus,27,,
path_accuracy,STATE_FAST_R15,5,0.48565202530581197,,,origins_2024plus,26,,
path_accuracy,STATE_FAST_R15,6,0.53578438285773822,,,origins_2024plus,25,,
path_accuracy,STATE_FAST_R15,7,0.62139623878701844,,,origins_2024plus,24,,
path_accuracy,STATE_FAST_R15,8,0.68082546926945786,,,origins_2024plus,23,,
path_accuracy,STATE_FAST_R15,9,0.71673732342086061,,,origins_2024plus,22,,
path_accuracy,STATE_FAST_R15,10,0.79335262362324144,,,origins_2024plus,21,,
path_accuracy,STATE_FAST_R15,11,0.82702757660769,,,origins_2024plus,20,,
path_accuracy,STATE_FAST_R15,12,0.85796388284224667,,,origins_2024plus,19,,
path_accuracy,STABLE_LOCAL_CORE_R14B,1,0.32252555251463538,,,origins_2024plus,30,,
path_accuracy,STABLE_LOCAL_CORE_R14B,2,0.40755546695959238,,,origins_2024plus,29,,
path_accuracy,STABLE_LOCAL_CORE_R14B,3,0.47159282356793608,,,origins_2024plus,28,,
path_accuracy,STABLE_LOCAL_CORE_R14B,4,0.42236830967310768,,,origins_2024plus,27,,
path_accuracy,STABLE_LOCAL_CORE_R14B,5,0.42618425576711022,,,origins_2024plus,26,,
path_accuracy,STABLE_LOCAL_CORE_R14B,6,0.4667346496225408,,,origins_2024plus,25,,
path_accuracy,STABLE_LOCAL_CORE_R14B,7,0.53418346740934153,,,origins_2024plus,24,,
path_accuracy,STABLE_LOCAL_CORE_R14B,8,0.54970849030577917,,,origins_2024plus,23,,
path_accuracy,STABLE_LOCAL_CORE_R14B,9,0.55714519109856553,,,origins_2024plus,22,,
path_accuracy,STABLE_LOCAL_CORE_R14B,10,0.63774658604075884,,,origins_2024plus,21,,
path_accuracy,STABLE_LOCAL_CORE_R14B,11,0.68666745480377089,,,origins_2024plus,20,,
path_accuracy,STABLE_LOCAL_CORE_R14B,12,0.70768527732913311,,,origins_2024plus,19,,
path_accuracy,DAMPED_P95_Q001_R16,1,0.33230473408366529,,,origins_2024plus,30,,
path_accuracy,DAMPED_P95_Q001_R16,2,0.43966406860860568,,,origins_2024plus,29,,
path_accuracy,DAMPED_P95_Q001_R16,3,0.51386107265157321,,,origins_2024plus,28,,
path_accuracy,DAMPED_P95_Q001_R16,4,0.46041427025951059,,,origins_2024plus,27,,
path_accuracy,DAMPED_P95_Q001_R16,5,0.47053305133058232,,,origins_2024plus,26,,
path_accuracy,DAMPED_P95_Q001_R16,6,0.51593686867576261,,,origins_2024plus,25,,
path_accuracy,DAMPED_P95_Q001_R16,7,0.59294924994336884,,,origins_2024plus,24,,
path_accuracy,DAMPED_P95_Q001_R16,8,0.63074406969636199,,,origins_2024plus,23,,
path_accuracy,DAMPED_P95_Q001_R16,9,0.64719801499738405,,,origins_2024plus,22,,
path_accuracy,DAMPED_P95_Q001_R16,10,0.70542291090440912,,,origins_2024plus,21,,
path_accuracy,DAMPED_P95_Q001_R16,11,0.72449199481041893,,,origins_2024plus,20,,
path_accuracy,DAMPED_P95_Q001_R16,12,0.7158989707447333,,,origins_2024plus,19,,
path_accuracy,INDEPENDENT_BRIDGE,1,0.3706842004653596,,,origins_2024plus,30,,
path_accuracy,INDEPENDENT_BRIDGE,2,0.52488763103025726,,,origins_2024plus,29,,
path_accuracy,INDEPENDENT_BRIDGE,3,0.56905836793078335,,,origins_2024plus,28,,
path_accuracy,INDEPENDENT_BRIDGE,4,0.5352652969828926,,,origins_2024plus,27,,
path_accuracy,INDEPENDENT_BRIDGE,5,0.57865403959450223,,,origins_2024plus,26,,
path_accuracy,INDEPENDENT_BRIDGE,6,0.67770984645691135,,,origins_2024plus,25,,
path_accuracy,INDEPENDENT_BRIDGE,7,0.81688063876346639,,,origins_2024plus,24,,
path_accuracy,INDEPENDENT_BRIDGE,8,0.9243030945141586,,,origins_2024plus,23,,
path_accuracy,INDEPENDENT_BRIDGE,9,1.0047982648282665,,,origins_2024plus,22,,
path_accuracy,INDEPENDENT_BRIDGE,10,1.1538293889140367,,,origins_2024plus,21,,
path_accuracy,INDEPENDENT_BRIDGE,11,1.285607500332528,,,origins_2024plus,20,,
path_accuracy,INDEPENDENT_BRIDGE,12,1.3473085858350071,,,origins_2024plus,19,,
nowcast_accuracy,CONSENSUS,all,0.3815174380753199,,,,90,,
nowcast_accuracy,HARD_BASE,all,0.41795154739724039,,,,90,,
nowcast_accuracy,HARD_HALF,all,0.41369643830575459,,,,90,,
nowcast_accuracy,HARD_FULL,all,0.41393084700273058,,,,90,,
nowcast_accuracy,CATEGORY_RAW,all,0.40894699246352978,,,,90,,
nowcast_accuracy,CONSENSUS,2024+,0.24096579867074969,,,,31,,
nowcast_accuracy,HARD_BASE,2024+,0.2189777613407202,,,,31,,
nowcast_accuracy,HARD_HALF,2024+,0.21958807119044271,,,,31,,
nowcast_accuracy,HARD_FULL,2024+,0.22531658006178429,,,,31,,
nowcast_accuracy,CATEGORY_RAW,2024+,0.19779760195832011,,,,31,,
nowcast_accuracy,CONSENSUS,flash2025+,0.19466570535691499,,,,19,,
nowcast_accuracy,HARD_BASE,flash2025+,0.17300164605167859,,,,19,,
nowcast_accuracy,HARD_HALF,flash2025+,0.1656009609375545,,,,19,,
nowcast_accuracy,HARD_FULL,flash2025+,0.16382712429385021,,,,19,,
nowcast_accuracy,CATEGORY_RAW,flash2025+,0.1609597107039151,,,,19,,
nowcast_surprise_scatter,FULL_deviation,2019-02,0.27368682537701289,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2019-03,-0.0098329516519584,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2019-04,0.1791985039175055,,,,,-0.1999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2019-05,-0.14226855763913671,,,,,0.29999999999999988,False
nowcast_surprise_scatter,FULL_deviation,2019-06,-0.076870196081047504,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2019-07,0.24506970480262691,,,,,0.20000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2019-08,0.1005365141205273,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2019-09,0.076800608628829606,,,,,-0.1999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2019-10,-0.059056694918184702,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2019-11,0.016275686279452799,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2019-12,-0.085051568953470699,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2020-01,-0.058869361246734801,,,,,0.5,True
nowcast_surprise_scatter,FULL_deviation,2020-02,0.039735088510438298,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2020-03,-0.35688069559605279,,,,,-0.20000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2020-04,-0.11424252182303971,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2020-05,0.068335240219745602,,,,,0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2020-06,0.21723388711596731,,,,,0.39999999999999991,True
nowcast_surprise_scatter,FULL_deviation,2020-07,0.32100693084037679,,,,,0.20000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2020-08,0.051918434796907803,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2020-09,-0.12618048684448191,,,,,-0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2020-10,0.15831782847044251,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2020-11,0.069116311872286507,,,,,-0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2020-12,0.1056536659664308,,,,,-0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2021-01,0.053967459420828798,,,,,0.40000000000000002,True
nowcast_surprise_scatter,FULL_deviation,2021-02,0.29087886818551711,,,,,-0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2021-03,-0.1557141703280838,,,,,-0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2021-04,0.11594973914456989,,,,,0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2021-05,0.20787025449409019,,,,,-0.20000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2021-06,-0.036623242169750499,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2021-07,0.19489178872652921,,,,,0.5,True
nowcast_surprise_scatter,FULL_deviation,2021-08,-0.091655144392323307,,,,,0.49999999999999989,True
nowcast_surprise_scatter,FULL_deviation,2021-09,0.088200274525708305,,,,,0.40000000000000002,True
nowcast_surprise_scatter,FULL_deviation,2021-10,0.161772559403488,,,,,0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2021-11,0.41416689975289828,,,,,-0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2021-12,0.67594424587354407,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2022-01,0.66207982403448717,,,,,0.60000000000000053,True
nowcast_surprise_scatter,FULL_deviation,2022-02,0.4280853256876701,,,,,0.70000000000000007,True
nowcast_surprise_scatter,FULL_deviation,2022-03,-0.45420147013855072,,,,,0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2022-04,-0.021362375431975299,,,,,0.90000000000000002,True
nowcast_surprise_scatter,FULL_deviation,2022-05,0.63035597005681154,,,,,0.40000000000000008,True
nowcast_surprise_scatter,FULL_deviation,2022-06,0.1214754124021524,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2022-07,0.026988380829225701,,,,,-0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2022-08,-0.086688450632184499,,,,,-0.40000000000000002,True
nowcast_surprise_scatter,FULL_deviation,2022-09,-0.13217212086590399,,,,,0.60000000000000009,True
nowcast_surprise_scatter,FULL_deviation,2022-10,0.17544725889190499,,,,,-2.2999999999999998,True
nowcast_surprise_scatter,FULL_deviation,2022-11,0.11798979201684399,,,,,0.5,True
nowcast_surprise_scatter,FULL_deviation,2022-12,-0.26559222138726002,,,,,-0.40000000000000002,True
nowcast_surprise_scatter,FULL_deviation,2023-01,-0.9617151160376628,,,,,0.20000000000000009,False
nowcast_surprise_scatter,FULL_deviation,2023-02,-0.023374421483993199,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2023-03,0.064505304568257593,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2023-04,0.041257055047230401,,,,,-0.60000000000000009,True
nowcast_surprise_scatter,FULL_deviation,2023-05,0.0070656260071922999,,,,,0.1999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2023-06,-0.42930453990658812,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2023-07,-0.061489826925298099,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2023-08,0.36915385556187769,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2023-09,-0.1021977558636195,,,,,-0.49999999999999989,True
nowcast_surprise_scatter,FULL_deviation,2023-10,0.27472564553974649,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2023-11,0.1193337349427093,,,,,0.20000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2023-12,-0.16223015378408229,,,,,-0.40000000000000002,True
nowcast_surprise_scatter,FULL_deviation,2024-01,-1.1603421882752381,,,,,-0.5,True
nowcast_surprise_scatter,FULL_deviation,2024-02,-0.15454391192373779,,,,,-0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2024-03,0.077637426486929506,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2024-04,0.29836335255762808,,,,,0.49999999999999989,True
nowcast_surprise_scatter,FULL_deviation,2024-05,0.13051180925959829,,,,,-0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2024-06,-0.087044933529358506,,,,,-0.5,True
nowcast_surprise_scatter,FULL_deviation,2024-07,-0.2162940983261539,,,,,0.1999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2024-08,0.0267605992362186,,,,,0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2024-09,-0.1205095900012981,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2024-10,0.046878872154632198,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2024-11,-0.1058631389247472,,,,,-0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2024-12,-0.1640957208651746,,,,,-0.40000000000000002,True
nowcast_surprise_scatter,FULL_deviation,2025-01,0.059443953188339498,,,,,0.1999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2025-02,0.1625074932441033,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2025-03,-0.00036306638964290003,,,,,0.10000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2025-04,0.053769811131033601,,,,,-0.20000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2025-05,0.1070684808515122,,,,,0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2025-06,0.023509872081213998,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2025-07,0.13421400260701169,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2025-08,-0.0262941962165908,,,,,0,False
nowcast_surprise_scatter,FULL_deviation,2025-09,-0.26472803371494291,,,,,-0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2025-10,0.032215463023488197,,,,,0.20000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2025-11,-0.057554167533217397,,,,,-0.40000000000000002,True
nowcast_surprise_scatter,FULL_deviation,2025-12,-0.2208080275564159,,,,,-0.1999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2026-01,0.055126421710746602,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2026-02,0.01246295421301,,,,,-0.20000000000000001,False
nowcast_surprise_scatter,FULL_deviation,2026-03,-0.1339526361122067,,,,,-0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2026-04,0.047575084258373299,,,,,0.099999999999999895,False
nowcast_surprise_scatter,FULL_deviation,2026-05,0.1028272899628575,,,,,-0.1999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2026-06,-0.10724050387173401,,,,,-0.29999999999999999,False
nowcast_surprise_scatter,FULL_deviation,2026-07,-0.0227769373961129,,,,,0,False
nowcast_big_event_gains,FULL_absolute_error_reduction,2020-01,-0.058869361246734801,,,,,,
nowcast_big_event_gains,FULL_absolute_error_reduction,2020-06,0.21723388711596731,,,,,,
nowcast_big_event_gains,FULL_absolute_error_reduction,2021-01,0.053967459420828798,,,,,,
nowcast_big_event_gains,FULL_absolute_error_reduction,2021-07,0.19489178872652921,,,,,,
nowcast_big_event_gains,FULL_absolute_error_reduction,2021-08,-0.091655144392323307,,,,,,
nowcast_big_event_gains,FULL_absolute_error_reduction,2021-09,0.088200274525708305,,,,,,
