"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2020","2020","Česko","CZ","","","58435.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2021","2021-01","Česko","CZ","","","50923.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2021","2021-01K","Česko","CZ","","","50923.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2021","2021-02","Česko","CZ","","","44865.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2021","2021-02K","Česko","CZ","","","47894.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2021","2021-03","Česko","CZ","","","46131.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2021","2021-03K","Česko","CZ","","","47306.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","duben 2021","2021-04","Česko","CZ","","","57119.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2021","2021-04K","Česko","CZ","","","49760.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2021","2021-05","Česko","CZ","","","51894.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2021","2021-05K","Česko","CZ","","","50186.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2021","2021-06","Česko","CZ","","","50932.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2021","2021-06K","Česko","CZ","","","50311.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2021","2021-07","Česko","CZ","","","54402.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2021","2021-07K","Česko","CZ","","","50895.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2021","2021-08","Česko","CZ","","","52113.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2021","2021-08K","Česko","CZ","","","51047.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2021","2021-09","Česko","CZ","","","52224.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2021","2021-09K","Česko","CZ","","","51178.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","říjen 2021","2021-10","Česko","CZ","","","50167.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2021","2021-10K","Česko","CZ","","","51077.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","listopad 2021","2021-11","Česko","CZ","","","51420.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2021","2021-11K","Česko","CZ","","","51108.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2021","2021-12K","Česko","CZ","","","51098.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2021","2021","Česko","CZ","","","51098.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2022","2022-01","Česko","CZ","","","53319.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2022","2022-01K","Česko","CZ","","","53319.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2022","2022-02","Česko","CZ","","","53467.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2022","2022-02K","Česko","CZ","","","53393.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2022","2022-03K","Česko","CZ","","","53453.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","duben 2022","2022-04","Česko","CZ","","","64109.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2022","2022-04K","Česko","CZ","","","56117.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2022","2022-05","Česko","CZ","","","54891.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2022","2022-05K","Česko","CZ","","","55872.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2022","2022-06","Česko","CZ","","","61000.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2022","2022-06K","Česko","CZ","","","56727.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2022","2022-07K","Česko","CZ","","","56837.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2022","2022-08K","Česko","CZ","","","56842.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2022","2022-09K","Česko","CZ","","","56842.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2022","2022-10K","Česko","CZ","","","56842.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2022","2022-11K","Česko","CZ","","","58621.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2022","2022-12K","Česko","CZ","","","59672.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2022","2022","Česko","CZ","","","59672.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2023","2023-02K","Česko","CZ","","","74381.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2023","2023-03","Česko","CZ","","","76054.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2023","2023-03K","Česko","CZ","","","74939.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2023","2023-04K","Česko","CZ","","","75823.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2023","2023-05","Česko","CZ","","","75209.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2023","2023-05K","Česko","CZ","","","75700.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2023","2023-06","Česko","CZ","","","70894.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2023","2023-06K","Česko","CZ","","","74899.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2023","2023-07","Česko","CZ","","","73493.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2023","2023-07K","Česko","CZ","","","74698.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2023","2023-08","Česko","CZ","","","78458.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2023","2023-08K","Česko","CZ","","","75168.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2023","2023-09","Česko","CZ","","","78215.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2023","2023-09K","Česko","CZ","","","75507.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2023","2023-10K","Česko","CZ","","","75959.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","listopad 2023","2023-11","Česko","CZ","","","78704.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2023","2023-11K","Česko","CZ","","","76208.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2023","2023-12K","Česko","CZ","","","76365.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2023","2023","Česko","CZ","","","76365.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2024","2024-01","Česko","CZ","","","75719.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2024","2024-01K","Česko","CZ","","","75719.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2024","2024-02","Česko","CZ","","","77186.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2024","2024-02K","Česko","CZ","","","76453.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2024","2024-03K","Česko","CZ","","","77799.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2024","2024-04K","Česko","CZ","","","78568.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2024","2024-05K","Česko","CZ","","","78983.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2024","2024-06K","Česko","CZ","","","79413.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2024","2024-07","Česko","CZ","","","78762.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2024","2024-07K","Česko","CZ","","","79320.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2024","2024-08K","Česko","CZ","","","79918.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2024","2024-09","Česko","CZ","","","79395.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2024","2024-09K","Česko","CZ","","","79860.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2024","2024-10K","Česko","CZ","","","80245.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","listopad 2024","2024-11","Česko","CZ","","","82071.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2024","2024-11K","Česko","CZ","","","80411.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2024","2024-12K","Česko","CZ","","","80677.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2024","2024","Česko","CZ","","","80677.0","koruna česká","Kč"
