"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2014","2014-12K","Česko","CZ","","","32490"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2014","2014","Česko","CZ","","","32490"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2015","2015-06","Česko","CZ","","","37500"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2015","2015-07","Česko","CZ","","","38638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2015","2015-07K","Česko","CZ","","","38638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","srpen 2015","2015-08","Česko","CZ","","","35505"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2015","2015-08K","Česko","CZ","","","38638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2015","2015-09K","Česko","CZ","","","38638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2015","2015-10K","Česko","CZ","","","38638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2015","2015-11K","Česko","CZ","","","38638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2015","2015-12K","Česko","CZ","","","38638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2015","2015","Česko","CZ","","","38638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2016","2016-06","Česko","CZ","","","39333"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2016","2016-07","Česko","CZ","","","41621"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2016","2016-07K","Česko","CZ","","","41621"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","srpen 2016","2016-08","Česko","CZ","","","37020"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2016","2016-08K","Česko","CZ","","","41621"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2016","2016-09K","Česko","CZ","","","41621"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2016","2016-10K","Česko","CZ","","","41621"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2016","2016-11K","Česko","CZ","","","41621"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2016","2016-12K","Česko","CZ","","","41621"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2016","2016","Česko","CZ","","","41621"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2017","2017-06","Česko","CZ","","","43885"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2017","2017-07","Česko","CZ","","","40207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2017","2017-07K","Česko","CZ","","","40207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","srpen 2017","2017-08","Česko","CZ","","","36849"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2017","2017-08K","Česko","CZ","","","40207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2017","2017-09K","Česko","CZ","","","40207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2017","2017-10K","Česko","CZ","","","40207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2017","2017-11K","Česko","CZ","","","40207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2017","2017-12K","Česko","CZ","","","40207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2017","2017","Česko","CZ","","","40207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2018","2018-06","Česko","CZ","","","39857"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2018","2018-07","Česko","CZ","","","34313"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2018","2018-07K","Česko","CZ","","","34313"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2018","2018-08K","Česko","CZ","","","34313"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2018","2018-09K","Česko","CZ","","","34313"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2018","2018-10K","Česko","CZ","","","34313"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2018","2018-11K","Česko","CZ","","","34313"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2018","2018-12K","Česko","CZ","","","34313"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2018","2018","Česko","CZ","","","34313"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2019","2019-06","Česko","CZ","","","52750"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2019","2019-07","Česko","CZ","","","42556"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2019","2019-07K","Česko","CZ","","","42556"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","srpen 2019","2019-08","Česko","CZ","","","43478"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2019","2019-08K","Česko","CZ","","","42556"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2019","2019-09K","Česko","CZ","","","42556"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2019","2019-10K","Česko","CZ","","","42556"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2019","2019-11K","Česko","CZ","","","42556"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2019","2019-12K","Česko","CZ","","","42556"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2019","2019","Česko","CZ","","","42556"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2020","2020-06","Česko","CZ","","","67667"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2020","2020-07","Česko","CZ","","","56293"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2020","2020-07K","Česko","CZ","","","56293"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2020","2020-08K","Česko","CZ","","","56293"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2020","2020-09K","Česko","CZ","","","56293"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2020","2020-10K","Česko","CZ","","","56293"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2020","2020-11K","Česko","CZ","","","56293"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2020","2020-12K","Česko","CZ","","","56293"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2020","2020","Česko","CZ","","","56293"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2021","2021-07","Česko","CZ","","","48837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2021","2021-07K","Česko","CZ","","","48837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","srpen 2021","2021-08","Česko","CZ","","","53054"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2021","2021-08K","Česko","CZ","","","48837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2021","2021-09K","Česko","CZ","","","48837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2021","2021-10K","Česko","CZ","","","48837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2021","2021-11K","Česko","CZ","","","48837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2021","2021-12K","Česko","CZ","","","48837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2021","2021","Česko","CZ","","","48837"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2022","2022-07","Česko","CZ","","","44768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2022","2022-07K","Česko","CZ","","","44768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","srpen 2022","2022-08","Česko","CZ","","","41534"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2022","2022-08K","Česko","CZ","","","44768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2022","2022-09K","Česko","CZ","","","44768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2022","2022-10K","Česko","CZ","","","44768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2022","2022-11K","Česko","CZ","","","44768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2022","2022-12K","Česko","CZ","","","44768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2022","2022","Česko","CZ","","","44768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2023","2023-07","Česko","CZ","","","61002"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2023","2023-07K","Česko","CZ","","","61002"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","srpen 2023","2023-08","Česko","CZ","","","63289"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2023","2023-08K","Česko","CZ","","","61002"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2023","2023-09K","Česko","CZ","","","61002"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2023","2023-10K","Česko","CZ","","","61002"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2023","2023-11K","Česko","CZ","","","61002"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2023","2023-12K","Česko","CZ","","","61002"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2023","2023","Česko","CZ","","","61002"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2024","2024-06","Česko","CZ","","","100000"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2024","2024-07","Česko","CZ","","","92028"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2024","2024-07K","Česko","CZ","","","92028"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2024","2024-08K","Česko","CZ","","","92028"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2024","2024-09K","Česko","CZ","","","92028"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2024","2024-10K","Česko","CZ","","","92028"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2024","2024-11K","Česko","CZ","","","92028"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2024","2024-12K","Česko","CZ","","","92028"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2024","2024","Česko","CZ","","","92028"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2025","2025-06","Česko","CZ","","","76333"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2025","2025-07","Česko","CZ","","","74361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2025","2025-07K","Česko","CZ","","","74361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","srpen 2025","2025-08","Česko","CZ","","","67964"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - srpen 2025","2025-08K","Česko","CZ","","","74361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - září 2025","2025-09K","Česko","CZ","","","74361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - říjen 2025","2025-10K","Česko","CZ","","","74361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - listopad 2025","2025-11K","Česko","CZ","","","74361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - prosinec 2025","2025-12K","Česko","CZ","","","74361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","2025","2025","Česko","CZ","","","74361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červen 2026","2026-06","Česko","CZ","","","77733"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","červenec 2026","2026-07","Česko","CZ","","","76302"
"Průměrná cena zemědělských výrobků (Kč)","6277","Třešně [t]","2060","leden - červenec 2026","2026-07K","Česko","CZ","","","76302"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2010","2010-07","Česko","CZ","","","12000"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2010","2010-08","Česko","CZ","","","9921"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2010","2010-08K","Česko","CZ","","","10961"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","září 2010","2010-09","Česko","CZ","","","8260"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2010","2010-09K","Česko","CZ","","","10060"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2010","2010-10K","Česko","CZ","","","10060"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2010","2010-11K","Česko","CZ","","","10060"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2010","2010-12K","Česko","CZ","","","10060"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2010","2010","Česko","CZ","","","10060"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2011","2011-07","Česko","CZ","","","16700"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2011","2011-07K","Česko","CZ","","","16700"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2011","2011-08","Česko","CZ","","","11574"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2011","2011-08K","Česko","CZ","","","14137"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","září 2011","2011-09","Česko","CZ","","","9422"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2011","2011-09K","Česko","CZ","","","12565"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2011","2011-10K","Česko","CZ","","","12565"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2011","2011-11K","Česko","CZ","","","12565"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2011","2011-12K","Česko","CZ","","","12565"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2011","2011","Česko","CZ","","","12565"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2012","2012-07","Česko","CZ","","","21667"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2012","2012-07K","Česko","CZ","","","21667"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2012","2012-08","Česko","CZ","","","14947"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2012","2012-08K","Česko","CZ","","","18307"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2012","2012-09K","Česko","CZ","","","18307"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2012","2012-10K","Česko","CZ","","","18307"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2012","2012-11K","Česko","CZ","","","18307"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2012","2012-12K","Česko","CZ","","","18307"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2012","2012","Česko","CZ","","","18307"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2013","2013-07","Česko","CZ","","","16689"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2013","2013-07K","Česko","CZ","","","16689"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2013","2013-08","Česko","CZ","","","12776"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2013","2013-08K","Česko","CZ","","","15339"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","září 2013","2013-09","Česko","CZ","","","12292"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2013","2013-09K","Česko","CZ","","","15339"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2013","2013-10K","Česko","CZ","","","15339"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2013","2013-11K","Česko","CZ","","","15339"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2013","2013-12K","Česko","CZ","","","15339"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2013","2013","Česko","CZ","","","15339"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2014","2014-07","Česko","CZ","","","10635"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2014","2014-07K","Česko","CZ","","","10635"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2014","2014-08","Česko","CZ","","","8527"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2014","2014-08K","Česko","CZ","","","9908"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2014","2014-09K","Česko","CZ","","","9908"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2014","2014-10K","Česko","CZ","","","9908"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2014","2014-11K","Česko","CZ","","","9908"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2014","2014-12K","Česko","CZ","","","9908"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2014","2014","Česko","CZ","","","9908"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2015","2015-07","Česko","CZ","","","12380"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2015","2015-07K","Česko","CZ","","","12380"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2015","2015-08","Česko","CZ","","","9405"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2015","2015-08K","Česko","CZ","","","11354"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2015","2015-09K","Česko","CZ","","","11354"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2015","2015-10K","Česko","CZ","","","11354"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2015","2015-11K","Česko","CZ","","","11354"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2015","2015-12K","Česko","CZ","","","11354"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2015","2015","Česko","CZ","","","11354"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2016","2016-07","Česko","CZ","","","13578"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2016","2016-07K","Česko","CZ","","","13578"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2016","2016-08","Česko","CZ","","","9283"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2016","2016-08K","Česko","CZ","","","12096"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2016","2016-09K","Česko","CZ","","","12096"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2016","2016-10K","Česko","CZ","","","12096"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2016","2016-11K","Česko","CZ","","","12096"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2016","2016-12K","Česko","CZ","","","12096"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2016","2016","Česko","CZ","","","12096"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2017","2017-07","Česko","CZ","","","19260"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2017","2017-07K","Česko","CZ","","","19260"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2017","2017-08","Česko","CZ","","","16051"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2017","2017-08K","Česko","CZ","","","18153"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2017","2017-09K","Česko","CZ","","","18153"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2017","2017-10K","Česko","CZ","","","18153"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2017","2017-11K","Česko","CZ","","","18153"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2017","2017-12K","Česko","CZ","","","18153"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2017","2017","Česko","CZ","","","18153"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2018","2018-07","Česko","CZ","","","8911"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2018","2018-07K","Česko","CZ","","","8911"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2018","2018-08","Česko","CZ","","","5906"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2018","2018-08K","Česko","CZ","","","8647"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2018","2018-09K","Česko","CZ","","","8647"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2018","2018-10K","Česko","CZ","","","8647"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2018","2018-11K","Česko","CZ","","","8647"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2018","2018-12K","Česko","CZ","","","8647"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2018","2018","Česko","CZ","","","8647"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2019","2019-07","Česko","CZ","","","16333"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2019","2019-07K","Česko","CZ","","","16333"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2019","2019-08","Česko","CZ","","","10656"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2019","2019-08K","Česko","CZ","","","15834"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2019","2019-09K","Česko","CZ","","","15834"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2019","2019-10K","Česko","CZ","","","15834"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2019","2019-11K","Česko","CZ","","","15834"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2019","2019-12K","Česko","CZ","","","15834"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2019","2019","Česko","CZ","","","15834"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2020","2020-07","Česko","CZ","","","11358"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2020","2020-07K","Česko","CZ","","","11358"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2020","2020-08","Česko","CZ","","","9635"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2020","2020-08K","Česko","CZ","","","11207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","září 2020","2020-09","Česko","CZ","","","6613"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2020","2020-09K","Česko","CZ","","","11207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2020","2020-10K","Česko","CZ","","","11207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2020","2020-11K","Česko","CZ","","","11207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2020","2020-12K","Česko","CZ","","","11207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2020","2020","Česko","CZ","","","11207"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2021","2021-07","Česko","CZ","","","8750"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2021","2021-07K","Česko","CZ","","","8750"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2021","2021-08","Česko","CZ","","","8297"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2021","2021-08K","Česko","CZ","","","8710"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","září 2021","2021-09","Česko","CZ","","","6844"
