"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Královéhradecký kraj","CZ052","4389"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Pardubický kraj","CZ053","4527"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Kraj Vysočina","CZ063","4480"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Jihomoravský kraj","CZ064","4513"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Olomoucký kraj","CZ071","4328"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Zlínský kraj","CZ072","4490"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - květen 2015","2015-05K","Česko","CZ","","","4395"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","","","4382"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Středočeský kraj","CZ020","4343"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Královéhradecký kraj","CZ052","4470"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Pardubický kraj","CZ053","4422"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Jihomoravský kraj","CZ064","4422"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Olomoucký kraj","CZ071","4332"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Zlínský kraj","CZ072","4400"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - červen 2015","2015-06K","Česko","CZ","","","4393"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","","","4330"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Středočeský kraj","CZ020","4397"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Královéhradecký kraj","CZ052","4359"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Pardubický kraj","CZ053","4288"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Kraj Vysočina","CZ063","4397"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Jihomoravský kraj","CZ064","4426"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Olomoucký kraj","CZ071","4193"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Zlínský kraj","CZ072","4325"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - červenec 2015","2015-07K","Česko","CZ","","","4384"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","","","4286"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Středočeský kraj","CZ020","4369"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Jihočeský kraj","CZ031","4149"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Ústecký kraj","CZ042","4233"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Královéhradecký kraj","CZ052","4376"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Pardubický kraj","CZ053","4267"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Kraj Vysočina","CZ063","4255"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Jihomoravský kraj","CZ064","4337"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Olomoucký kraj","CZ071","4135"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Zlínský kraj","CZ072","4328"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Moravskoslezský kraj","CZ080","3934"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - srpen 2015","2015-08K","Česko","CZ","","","4372"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","","","4258"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Středočeský kraj","CZ020","4299"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Jihočeský kraj","CZ031","4233"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Plzeňský kraj","CZ032","4352"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Karlovarský kraj","CZ041","0"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Ústecký kraj","CZ042","0"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Liberecký kraj","CZ051","0"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Královéhradecký kraj","CZ052","4255"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Pardubický kraj","CZ053","4403"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Kraj Vysočina","CZ063","4256"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Jihomoravský kraj","CZ064","4348"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Olomoucký kraj","CZ071","4105"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Zlínský kraj","CZ072","4297"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Moravskoslezský kraj","CZ080","0"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - září 2015","2015-09K","Česko","CZ","","","4359"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","","","4213"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Středočeský kraj","CZ020","4270"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Jihočeský kraj","CZ031","4218"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Ústecký kraj","CZ042","4110"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Liberecký kraj","CZ051","3913"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Královéhradecký kraj","CZ052","4317"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Pardubický kraj","CZ053","4332"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Kraj Vysočina","CZ063","4416"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Jihomoravský kraj","CZ064","4205"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Olomoucký kraj","CZ071","4156"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Zlínský kraj","CZ072","4283"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Moravskoslezský kraj","CZ080","3827"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - říjen 2015","2015-10K","Česko","CZ","","","4344"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","","","4208"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Středočeský kraj","CZ020","4290"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Jihočeský kraj","CZ031","4427"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Plzeňský kraj","CZ032","4212"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Ústecký kraj","CZ042","4237"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Královéhradecký kraj","CZ052","4108"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Pardubický kraj","CZ053","4136"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Kraj Vysočina","CZ063","4136"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Jihomoravský kraj","CZ064","4239"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Olomoucký kraj","CZ071","4121"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Zlínský kraj","CZ072","4326"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","listopad 2015","2015-11","Česko","CZ","Moravskoslezský kraj","CZ080","3900"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - listopad 2015","2015-11K","Česko","CZ","","","4332"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","","","4205"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Středočeský kraj","CZ020","4223"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Jihočeský kraj","CZ031","4119"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Plzeňský kraj","CZ032","4367"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Ústecký kraj","CZ042","4417"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Královéhradecký kraj","CZ052","4433"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Pardubický kraj","CZ053","4090"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Kraj Vysočina","CZ063","4129"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Jihomoravský kraj","CZ064","4232"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Olomoucký kraj","CZ071","4193"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Zlínský kraj","CZ072","4158"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","prosinec 2015","2015-12","Česko","CZ","Moravskoslezský kraj","CZ080","3984"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - prosinec 2015","2015-12K","Česko","CZ","","","4321"
