variant,origin,h,yy,actual_previous,scored
C1,2019-10,9,1.4604458551718933,3.397612488521572,True
C1,2019-10,10,1.3261080293038028,3.302752293577968,True
C1,2019-10,11,1.6878875879859028,3.2287822878228734,True
C1,2019-10,12,1.6598964544347203,2.9384756657483617,True
C1,2019-11,0,3.076676701634712,3.116147308781873,False
C1,2019-11,1,3.0630016898240946,3.207547169811327,True
C1,2019-11,2,2.861510915577139,3.6414565826330487,True
C1,2019-11,3,2.923289968144418,3.7278657968313063,True
C1,2019-11,4,2.740604992046654,3.4418604651162905,True
C1,2019-11,5,2.834573754211083,3.159851301115256,True
C1,2019-11,6,2.4052579523704254,2.862419205909517,True
C1,2019-11,7,2.347993182845274,3.317972350230406,True
C1,2019-11,8,2.2451598359129377,3.397612488521572,True
C1,2019-11,9,2.170814032721241,3.302752293577968,True
C1,2019-11,10,2.5967599410520763,3.2287822878228734,True
C1,2019-11,11,2.4246306783423957,2.9384756657483617,True
C1,2019-11,12,2.3167106891257196,2.655677655677633,True
C1,2019-12,0,3.17969219781028,3.207547169811327,False
C1,2019-12,1,2.950942360840429,3.6414565826330487,True
C1,2019-12,2,3.003469244884323,3.7278657968313063,True
C1,2019-12,3,2.808648339443797,3.4418604651162905,True
C1,2019-12,4,2.894120320818282,3.159851301115256,True
C1,2019-12,5,2.453649953068184,2.862419205909517,True
C1,2019-12,6,2.3801763282776567,3.317972350230406,True
C1,2019-12,7,2.2707646991097294,3.397612488521572,True
C1,2019-12,8,2.18936798650262,3.302752293577968,True
C1,2019-12,9,2.6084904815835372,3.2287822878228734,True
C1,2019-12,10,2.4289082206162202,2.9384756657483617,True
C1,2019-12,11,2.1882131636990603,2.655677655677633,True
C1,2019-12,12,2.271218972264013,2.285191956124307,True
C1,2020-01,0,3.226344951053451,3.6414565826330487,False
C1,2020-01,1,3.234498053433098,3.7278657968313063,True
C1,2020-01,2,3.0182024564288437,3.4418604651162905,True
C1,2020-01,3,3.0818531488063927,3.159851301115256,True
C1,2020-01,4,2.619593817463086,2.862419205909517,True
C1,2020-01,5,2.525211894701187,3.317972350230406,True
C1,2020-01,6,2.3877901842695235,3.397612488521572,True
C1,2020-01,7,2.2885329933331455,3.302752293577968,True
C1,2020-01,8,2.6901695469189315,3.2287822878228734,True
C1,2020-01,9,2.4922903058238752,2.9384756657483617,True
C1,2020-01,10,2.2333465140688276,2.655677655677633,True
C1,2020-01,11,2.1562597662376515,2.285191956124307,True
C1,2020-01,12,2.072137504816221,2.162162162162171,True
C1,2020-02,0,3.9756182109528138,3.7278657968313063,False
C1,2020-02,1,3.7908647859852866,3.4418604651162905,True
C1,2020-02,2,3.9344332235027966,3.159851301115256,True
C1,2020-02,3,3.5418817860574157,2.862419205909517,True
C1,2020-02,4,3.5271541395968256,3.317972350230406,True
C1,2020-02,5,3.4641629127018194,3.397612488521572,True
C1,2020-02,6,3.43478935675368,3.302752293577968,True
C1,2020-02,7,3.9219732246341987,3.2287822878228734,True
C1,2020-02,8,3.8029154618825007,2.9384756657483617,True
C1,2020-02,9,3.621562231704525,2.655677655677633,True
C1,2020-02,10,3.6258838756154312,2.285191956124307,True
C1,2020-02,11,3.0994844240834656,2.162162162162171,True
C1,2020-02,12,3.1154652094468824,2.066486972147356,True
C1,2020-03,0,3.4677789899284535,3.4418604651162905,False
C1,2020-03,1,3.314328306235808,3.159851301115256,True
C1,2020-03,2,2.946165039459866,2.862419205909517,True
C1,2020-03,3,2.9599673569551923,3.317972350230406,True
C1,2020-03,4,2.92744027343825,3.397612488521572,True
C1,2020-03,5,2.931716024101631,3.302752293577968,True
C1,2020-03,6,3.4411476147332634,3.2287822878228734,True
C1,2020-03,7,3.361003888159131,2.9384756657483617,True
C1,2020-03,8,3.2187891274201332,2.655677655677633,True
C1,2020-03,9,3.2614971661973753,2.285191956124307,True
C1,2020-03,10,2.7748906232194064,2.162162162162171,True
C1,2020-03,11,2.838902884061251,2.066486972147356,True
C1,2020-03,12,3.2446947468294454,2.33812949640288,True
C1,2020-04,0,3.215307132629434,3.159851301115256,False
C1,2020-04,1,2.5819906543865208,2.862419205909517,True
C1,2020-04,2,2.487043270658486,3.317972350230406,True
C1,2020-04,3,2.3448676927258125,3.397612488521572,True
C1,2020-04,4,2.24377790844235,3.302752293577968,True
C1,2020-04,5,2.6429479296821867,3.2287822878228734,True
C1,2020-04,6,2.4479151439507825,2.9384756657483617,True
C1,2020-04,7,2.2047006612095252,2.655677655677633,True
C1,2020-04,8,2.145170372563842,2.285191956124307,True
C1,2020-04,9,1.5638784447558254,2.162162162162171,True
C1,2020-04,10,1.5271168695828654,2.066486972147356,True
C1,2020-04,11,1.6613542392309741,2.33812949640288,True
C1,2020-04,12,2.1796479791798475,3.0630630630630717,True
C1,2020-05,0,2.8220926797662593,2.862419205909517,False
C1,2020-05,1,2.700736130819342,3.317972350230406,True
C1,2020-05,2,2.519156119304561,3.397612488521572,True
C1,2020-05,3,2.359337493139896,3.302752293577968,True
C1,2020-05,4,2.658015699941787,3.2287822878228734,True
C1,2020-05,5,2.4317908051696593,2.9384756657483617,True
C1,2020-05,6,2.1234762628021704,2.655677655677633,True
C1,2020-05,7,2.028303610202012,2.285191956124307,True
C1,2020-05,8,1.3371204534840082,2.162162162162171,True
C1,2020-05,9,1.2645068530469479,2.066486972147356,True
C1,2020-05,10,1.351817819502575,2.33812949640288,True
C1,2020-05,11,1.7427398964121372,3.0630630630630717,True
C1,2020-05,12,1.7752326038755446,2.872531418312392,True
C1,2020-06,0,3.1909049739893875,3.317972350230406,False
C1,2020-06,1,3.155966193186509,3.397612488521572,True
C1,2020-06,2,3.100891466941709,3.302752293577968,True
C1,2020-06,3,3.5659582022993774,3.2287822878228734,True
C1,2020-06,4,3.424763602976719,2.9384756657483617,True
C1,2020-06,5,3.2338614695442676,2.655677655677633,True
C1,2020-06,6,3.232426591484379,2.285191956124307,True
C1,2020-06,7,2.728653722141832,2.162162162162171,True
C1,2020-06,8,2.7644070867226764,2.066486972147356,True
C1,2020-06,9,2.974337039872937,2.33812949640288,True
C1,2020-06,10,3.4721273458991737,3.0630630630630717,True
C1,2020-06,11,3.4168790135762386,2.872531418312392,True
C1,2020-06,12,3.2574714721905367,2.765388046387192,True
C1,2020-07,0,3.553136387285013,3.397612488521572,False
C1,2020-07,1,3.5298128123044945,3.302752293577968,True
C1,2020-07,2,3.992454220198447,3.2287822878228734,True
C1,2020-07,3,3.865730660896033,2.9384756657483617,True
C1,2020-07,4,3.6855747713263423,2.655677655677633,True
C1,2020-07,5,3.7024852167458184,2.285191956124307,True
C1,2020-07,6,3.1887514174901446,2.162162162162171,True
C1,2020-07,7,3.2476887926563767,2.066486972147356,True
C1,2020-07,8,3.4794512278422416,2.33812949640288,True
C1,2020-07,9,4.004526018577461,3.0630630630630717,True
C1,2020-07,10,3.9694228458888126,2.872531418312392,True
C1,2020-07,11,3.6312956340741143,2.765388046387192,True
C1,2020-07,12,3.4980930158440517,3.3747779751332514,True
C1,2020-08,0,3.3409974407210634,3.302752293577968,False
C1,2020-08,1,3.892751589292392,3.2287822878228734,True
C1,2020-08,2,3.8031692102281003,2.9384756657483617,True
C1,2020-08,3,3.6847654010065893,2.655677655677633,True
C1,2020-08,4,3.7500831438008158,2.285191956124307,True
C1,2020-08,5,3.3491368745412573,2.162162162162171,True
C1,2020-08,6,3.44954670231912,2.066486972147356,True
C1,2020-08,7,3.743263488908952,2.33812949640288,True
C1,2020-08,8,4.316559756595463,3.0630630630630717,True
C1,2020-08,9,4.344191700323711,2.872531418312392,True
C1,2020-08,10,4.0593483446531184,2.765388046387192,True
C1,2020-08,11,4.044025468176574,3.3747779751332514,True
C1,2020-08,12,4.204643350842246,4.085257548845505,True
C1,2020-09,0,3.578925306605458,3.2287822878228734,False
C1,2020-09,1,3.357409610438838,2.9384756657483617,True
C1,2020-09,2,3.1290470258209497,2.655677655677633,True
C1,2020-09,3,3.0893505655615416,2.285191956124307,True
C1,2020-09,4,2.592696740028727,2.162162162162171,True
C1,2020-09,5,2.5969525385699814,2.066486972147356,True
C1,2020-09,6,2.78697880626559,2.33812949640288,True
C1,2020-09,7,3.267472009131061,3.0630630630630717,True
C1,2020-09,8,3.2086408506675137,2.872531418312392,True
C1,2020-09,9,2.841724328783904,2.765388046387192,True
C1,2020-09,10,2.7418794628181518,3.3747779751332514,True
C1,2020-09,11,2.811167813751228,4.085257548845505,True
C1,2020-09,12,3.0831819220739374,4.915102770330665,True
C1,2020-10,0,3.039539542549798,2.9384756657483617,False
C1,2020-10,1,2.729993573516925,2.655677655677633,True
C1,2020-10,2,2.603058139670474,2.285191956124307,True
C1,2020-10,3,1.999519725946878,2.162162162162171,True
C1,2020-10,4,1.9217304799932184,2.066486972147356,True
C1,2020-10,5,2.031946059505494,2.33812949640288,True
C1,2020-10,6,2.4270195790114255,3.0630630630630717,True
C1,2020-10,7,2.2875346493188573,2.872531418312392,True
C1,2020-10,8,1.8482668852345765,2.765388046387192,True
C1,2020-10,9,1.68147074066868,3.3747779751332514,True
C1,2020-10,10,1.6761574624490738,4.085257548845505,True
C1,2020-10,11,2.015972958285107,4.915102770330665,True
C1,2020-10,12,2.108572385798646,5.798394290811807,True
C1,2020-11,0,2.850269119154423,2.655677655677633,False
C1,2020-11,1,2.7367356934170313,2.285191956124307,True
C1,2020-11,2,2.12688778163043,2.162162162162171,True
C1,2020-11,3,2.0684138151932343,2.066486972147356,True
C1,2020-11,4,2.1973691960049244,2.33812949640288,True
C1,2020-11,5,2.6171575978446353,3.0630630630630717,True
C1,2020-11,6,2.4909633688984214,2.872531418312392,True
C1,2020-11,7,2.0761767792562407,2.765388046387192,True
C1,2020-11,8,1.9397507302657824,3.3747779751332514,True
C1,2020-11,9,1.9592203958656862,4.085257548845505,True
C1,2020-11,10,2.3125327498098307,4.915102770330665,True
C1,2020-11,11,2.461413808174189,5.798394290811807,True
C1,2020-11,12,2.4081818238958745,5.976806422836781,True
C1,2020-12,0,2.7021926879879525,2.285191956124307,False
C1,2020-12,1,2.102599060699145,2.162162162162171,True
C1,2020-12,2,2.045426400762602,2.066486972147356,True
C1,2020-12,3,2.1758471007857314,2.33812949640288,True
C1,2020-12,4,2.5956223219671672,3.0630630630630717,True
C1,2020-12,5,2.4710934082794624,2.872531418312392,True
C1,2020-12,6,2.050713402729526,2.765388046387192,True
C1,2020-12,7,1.9159037490757895,3.3747779751332514,True
C1,2020-12,8,1.936870458774691,4.085257548845505,True
C1,2020-12,9,2.291486934542212,4.915102770330665,True
C1,2020-12,10,2.4418299292313153,5.798394290811807,True
C1,2020-12,11,2.5030138092684284,5.976806422836781,True
C1,2020-12,12,2.475916339356866,6.613047363717604,True
C1,2021-01,0,1.652915890409789,2.162162162162171,False
C1,2021-01,1,1.6196126165290328,2.066486972147356,True
C1,2021-01,2,1.7297170322149686,2.33812949640288,True
C1,2021-01,3,2.1323120951216716,3.0630630630630717,True
C1,2021-01,4,1.9862429012767937,2.872531418312392,True
C1,2021-01,5,1.548679649635062,2.765388046387192,True
C1,2021-01,6,1.3869169239964605,3.3747779751332514,True
C1,2021-01,7,1.3778656005237049,4.085257548845505,True
C1,2021-01,8,1.7017682739628517,4.915102770330665,True
C1,2021-01,9,1.8224214085013641,5.798394290811807,True
C1,2021-01,10,1.8548788257559137,5.976806422836781,True
C1,2021-01,11,2.1358324567588336,6.613047363717604,True
C1,2021-01,12,2.1994293670437144,9.876543209876534,True
C1,2021-02,0,2.2415613005048884,2.066486972147356,False
C1,2021-02,1,2.4599139338567113,2.33812949640288,True
C1,2021-02,2,2.921031990649076,3.0630630630630717,True
C1,2021-02,3,2.818295006753622,2.872531418312392,True
C1,2021-02,4,2.4327202810774504,2.765388046387192,True
C1,2021-02,5,2.3191786692543745,3.3747779751332514,True
C1,2021-02,6,2.364465589167119,4.085257548845505,True
C1,2021-02,7,2.7510236383484314,4.915102770330665,True
C1,2021-02,8,2.931857238303434,5.798394290811807,True
C1,2021-02,9,3.0229438892964455,5.976806422836781,True
C1,2021-02,10,3.3652208799705736,6.613047363717604,True
C1,2021-02,11,3.034547205817021,9.876543209876534,True
C1,2021-02,12,2.9070286026450933,11.091549295774657,True
C1,2021-03,0,2.2640808334536793,2.33812949640288,False
C1,2021-03,1,2.785071810268314,3.0630630630630717,True
C1,2021-03,2,2.6482686440532253,2.872531418312392,True
C1,2021-03,3,2.234369658969349,2.765388046387192,True
C1,2021-03,4,2.0892482299017576,3.3747779751332514,True
C1,2021-03,5,2.106393076369353,4.085257548845505,True
C1,2021-03,6,2.459363941274221,4.915102770330665,True
C1,2021-03,7,2.611189675024538,5.798394290811807,True
C1,2021-03,8,2.6742697298840166,5.976806422836781,True
C1,2021-03,9,2.987653180377018,6.613047363717604,True
C1,2021-03,10,2.6314702067687623,9.876543209876534,True
C1,2021-03,11,2.6973446264769185,11.091549295774657,True
C1,2021-03,12,2.590922563247265,12.741652021089632,True
C1,2021-04,0,2.7845228017848633,3.0630630630630717,False
C1,2021-04,1,2.649978684304338,2.872531418312392,True
C1,2021-04,2,2.2277772881858517,2.765388046387192,True
C1,2021-04,3,2.066742121378782,3.3747779751332514,True
C1,2021-04,4,2.064750932693164,4.085257548845505,True
C1,2021-04,5,2.3939799329137648,4.915102770330665,True
C1,2021-04,6,2.5161347196628663,5.798394290811807,True
C1,2021-04,7,2.5481911019278316,5.976806422836781,True
C1,2021-04,8,2.8299904504986655,6.613047363717604,True
C1,2021-04,9,2.4432916297474754,9.876543209876534,True
C1,2021-04,10,2.478015293434043,11.091549295774657,True
C1,2021-04,11,2.2764118601910317,12.741652021089632,True
C1,2021-04,12,2.2142165917547585,14.160839160839142,True
C1,2021-05,0,3.2277851532959874,2.872531418312392,False
C1,2021-05,1,2.7982214014855487,2.765388046387192,True
C1,2021-05,2,2.619439921499972,3.3747779751332514,True
C1,2021-05,3,2.5965255192353864,4.085257548845505,True
C1,2021-05,4,2.913240573465426,4.915102770330665,True
C1,2021-05,5,3.019293254505686,5.798394290811807,True
C1,2021-05,6,3.037756476097323,5.976806422836781,True
C1,2021-05,7,3.3099151867758727,6.613047363717604,True
C1,2021-05,8,2.9105571028799413,9.876543209876534,True
C1,2021-05,9,2.934392735404734,11.091549295774657,True
C1,2021-05,10,2.720968956234247,12.741652021089632,True
C1,2021-05,11,2.4378248744218856,14.160839160839142,True
C1,2021-05,12,2.0899540098378204,15.968586387434565,True
C1,2021-06,0,2.5503407512967673,2.765388046387192,False
C1,2021-06,1,2.5265623948472338,3.3747779751332514,True
C1,2021-06,2,2.5975572721569806,4.085257548845505,True
C1,2021-06,3,3.013551504311847,4.915102770330665,True
C1,2021-06,4,3.197495627692631,5.798394290811807,True
C1,2021-06,5,3.294303216379161,5.976806422836781,True
C1,2021-06,6,3.636390436163349,6.613047363717604,True
C1,2021-06,7,3.2930130611028856,9.876543209876534,True
C1,2021-06,8,3.374751345080539,11.091549295774657,True
C1,2021-06,9,3.216683198453855,12.741652021089632,True
C1,2021-06,10,2.988187058486975,14.160839160839142,True
C1,2021-06,11,3.0584436645305075,15.968586387434565,True
C1,2021-06,12,2.934803084843173,17.187499999999993,True
C1,2021-07,0,2.9733767203464896,3.3747779751332514,False
C1,2021-07,1,3.23290725213128,4.085257548845505,True
C1,2021-07,2,3.7906486127949544,4.915102770330665,True
C1,2021-07,3,4.1137813974932405,5.798394290811807,True
C1,2021-07,4,4.33642095133561,5.976806422836781,True
C1,2021-07,5,4.8054822963618165,6.613047363717604,True
C1,2021-07,6,4.582964497594947,9.876543209876534,True
C1,2021-07,7,4.776031577466334,11.091549295774657,True
C1,2021-07,8,4.724981407622221,12.741652021089632,True
C1,2021-07,9,4.600990865646938,14.160839160839142,True
C1,2021-07,10,4.779418033520858,15.968586387434565,True
C1,2021-07,11,4.607895854282566,17.187499999999993,True
C1,2021-07,12,4.337884659816998,17.525773195876276,True
C1,2021-08,0,3.5427341771907956,4.085257548845505,False
C1,2021-08,1,4.20115152506386,4.915102770330665,True
C1,2021-08,2,4.634632775692616,5.798394290811807,True
C1,2021-08,3,4.959555542223046,5.976806422836781,True
C1,2021-08,4,5.538837495101174,6.613047363717604,True
C1,2021-08,5,5.41471264322658,9.876543209876534,True
C1,2021-08,6,5.72417974492761,11.091549295774657,True
C1,2021-08,7,5.779336442551871,12.741652021089632,True
C1,2021-08,8,5.761006825978569,14.160839160839142,True
C1,2021-08,9,6.04597994097499,15.968586387434565,True
C1,2021-08,10,5.976849100043324,17.187499999999993,True
C1,2021-08,11,5.5145351227320445,17.525773195876276,True
C1,2021-08,12,5.551986390917638,17.235494880546053,True
C1,2021-09,0,4.537727611950921,4.915102770330665,False
C1,2021-09,1,5.033533041555764,5.798394290811807,True
C1,2021-09,2,5.419104152607663,5.976806422836781,True
C1,2021-09,3,6.053279785816087,6.613047363717604,True
C1,2021-09,4,5.989212379056695,9.876543209876534,True
C1,2021-09,5,6.358122600156353,11.091549295774657,True
C1,2021-09,6,6.477474794810373,12.741652021089632,True
C1,2021-09,7,6.522845902440349,14.160839160839142,True
C1,2021-09,8,6.872936441367485,15.968586387434565,True
C1,2021-09,9,6.866035894574638,17.187499999999993,True
C1,2021-09,10,6.461663707109159,17.525773195876276,True
C1,2021-09,11,6.084132099856407,17.235494880546053,True
C1,2021-09,12,6.250017761622567,17.972742759795548,True
C1,2021-10,0,5.453703701165389,5.798394290811807,False
C1,2021-10,1,6.020281980250731,5.976806422836781,True
C1,2021-10,2,6.671345988027637,6.613047363717604,True
C1,2021-10,3,6.6274431350389715,9.876543209876534,True
C1,2021-10,4,7.011482551455546,11.091549295774657,True
C1,2021-10,5,7.147308846584939,12.741652021089632,True
C1,2021-10,6,7.206933398219181,14.160839160839142,True
C1,2021-10,7,7.569464124482525,15.968586387434565,True
C1,2021-10,8,7.573053654015189,17.187499999999993,True
C1,2021-10,9,7.176073489063964,17.525773195876276,True
C1,2021-10,10,6.806322974957803,17.235494880546053,True
C1,2021-10,11,6.626941028400088,17.972742759795548,True
C1,2021-10,12,6.517300417614538,15.092748735244497,True
C1,2021-11,0,6.454445932288577,5.976806422836781,False
C1,2021-11,1,7.211146016204527,6.613047363717604,True
C1,2021-11,2,10.559629701687143,9.876543209876534,True
C1,2021-11,3,11.03666175894078,11.091549295774657,True
C1,2021-11,4,11.241981455472182,12.741652021089632,True
C1,2021-11,5,11.365296747274712,14.160839160839142,True
C1,2021-11,6,11.799792128591276,15.968586387434565,True
C1,2021-11,7,11.846547415999204,17.187499999999993,True
C1,2021-11,8,11.476346927838964,17.525773195876276,True
C1,2021-11,9,11.133332649909475,17.235494880546053,True
C1,2021-11,10,10.98806198149847,17.972742759795548,True
C1,2021-11,11,10.626248695188565,15.092748735244497,True
C1,2021-11,12,10.28971710621884,16.24579124579122,True
C1,2021-12,0,6.955140295917632,6.613047363717604,False
C1,2021-12,1,10.355978891030517,9.876543209876534,True
C1,2021-12,2,10.95191662504329,11.091549295774657,True
C1,2021-12,3,11.26073991960835,12.741652021089632,True
C1,2021-12,4,11.488507402452852,14.160839160839142,True
C1,2021-12,5,12.017120071576887,15.968586387434565,True
C1,2021-12,6,12.165093837017828,17.187499999999993,True
C1,2021-12,7,11.886254313155817,17.525773195876276,True
C1,2021-12,8,11.629102567146745,17.235494880546053,True
C1,2021-12,9,11.563488877418084,17.972742759795548,True
C1,2021-12,10,11.286802974268971,15.092748735244497,True
C1,2021-12,11,11.624517882832802,16.24579124579122,True
C1,2021-12,12,11.341252812504054,15.758591785414907,True
C1,2022-01,0,9.867900712292686,9.876543209876534,False
C1,2022-01,1,10.471931984918575,11.091549295774657,True
C1,2022-01,2,10.756699317437606,12.741652021089632,True
C1,2022-01,3,10.952505978298628,14.160839160839142,True
C1,2022-01,4,11.44525776293949,15.968586387434565,True
C1,2022-01,5,11.554960070712546,17.187499999999993,True
C1,2022-01,6,11.24484055776074,17.525773195876276,True
C1,2022-01,7,10.94546632357732,17.235494880546053,True
C1,2022-01,8,10.836827874643507,17.972742759795548,True
C1,2022-01,9,10.51824683299014,15.092748735244497,True
C1,2022-01,10,10.810572950006652,16.24579124579122,True
C1,2022-01,11,10.888380591266188,15.758591785414907,True
C1,2022-01,12,7.565169121705013,17.49598715890851,True
C1,2022-02,0,10.596672389246745,11.091549295774657,False
C1,2022-02,1,11.115224638388996,12.741652021089632,True
C1,2022-02,2,11.43151871545285,14.160839160839142,True
C1,2022-02,3,12.026554680783688,15.968586387434565,True
C1,2022-02,4,12.24784570486884,17.187499999999993,True
C1,2022-02,5,12.033419105196707,17.525773195876276,True
C1,2022-02,6,11.83544015121631,17.235494880546053,True
C1,2022-02,7,11.825696879991247,17.972742759795548,True
C1,2022-02,8,11.603144943308108,15.092748735244497,True
C1,2022-02,9,11.99538793854367,16.24579124579122,True
C1,2022-02,10,12.170005871419026,15.758591785414907,True
C1,2022-02,11,9.060726841926723,17.49598715890851,True
C1,2022-02,12,8.859214825183075,16.719492868462766,True
C1,2022-03,0,11.93545538418228,12.741652021089632,False
C1,2022-03,1,12.196915272637787,14.160839160839142,True
C1,2022-03,2,12.739327683785916,15.968586387434565,True
C1,2022-03,3,12.894564678907122,17.187499999999993,True
C1,2022-03,4,12.612395527817712,17.525773195876276,True
C1,2022-03,5,12.3408536938568,17.235494880546053,True
C1,2022-03,6,12.256655159786288,17.972742759795548,True
C1,2022-03,7,11.956141457496418,15.092748735244497,True
C1,2022-03,8,12.271346817249725,16.24579124579122,True
C1,2022-03,9,12.367832096791538,15.758591785414907,True
C1,2022-03,10,9.176929693562965,17.49598715890851,True
C1,2022-03,11,8.49696030242559,16.719492868462766,True
C1,2022-03,12,7.8454465863156315,14.964925954793449,True
C1,2022-04,0,13.000899665938956,14.160839160839142,False
C1,2022-04,1,13.600902496334516,15.968586387434565,True
C1,2022-04,2,13.829391674697892,17.187499999999993,True
C1,2022-04,3,13.597825750530653,17.525773195876276,True
C1,2022-04,4,13.369702983980067,17.235494880546053,True
C1,2022-04,5,13.320224556897104,17.972742759795548,True
C1,2022-04,6,13.045764933482703,15.092748735244497,True
C1,2022-04,7,13.380953620457928,16.24579124579122,True
C1,2022-04,8,13.492246347858455,15.758591785414907,True
C1,2022-04,9,10.280737359513447,17.49598715890851,True
C1,2022-04,10,9.603542905216731,16.719492868462766,True
C1,2022-04,11,8.241003049008713,14.964925954793449,True
C1,2022-04,12,8.109626598564011,12.71056661562021,True
C1,2022-05,0,16.032117628514946,15.968586387434565,False
C1,2022-05,1,16.544611842718645,17.187499999999993,True
C1,2022-05,2,16.50945082491132,17.525773195876276,True
C1,2022-05,3,16.438966220689746,17.235494880546053,True
C1,2022-05,4,16.55749027496867,17.972742759795548,True
C1,2022-05,5,16.412595812484263,15.092748735244497,True
C1,2022-05,6,16.891742765248548,16.24579124579122,True
C1,2022-05,7,17.124242931972077,15.758591785414907,True
C1,2022-05,8,13.902482103086077,17.49598715890851,True
C1,2022-05,9,13.297279357213643,16.719492868462766,True
C1,2022-05,10,11.9779055686462,14.964925954793449,True
C1,2022-05,11,10.875594899448396,12.71056661562021,True
C1,2022-05,12,9.632204764146723,11.0609480812641,True
C1,2022-06,0,17.011617719440476,17.187499999999993,False
C1,2022-06,1,17.179376398043424,17.525773195876276,True
C1,2022-06,2,17.257414458352002,17.235494880546053,True
C1,2022-06,3,17.500437555597046,17.972742759795548,True
C1,2022-06,4,17.47661892901185,15.092748735244497,True
C1,2022-06,5,18.069206301306263,16.24579124579122,True
C1,2022-06,6,18.409363762475664,15.758591785414907,True
C1,2022-06,7,15.243787600434269,17.49598715890851,True
C1,2022-06,8,14.716882699559122,16.719492868462766,True
C1,2022-06,9,13.461189234489346,14.964925954793449,True
C1,2022-06,10,12.420119231791011,12.71056661562021,True
C1,2022-06,11,11.380812152498567,11.0609480812641,True
C1,2022-06,12,10.649447393768115,9.703703703703706,True
C1,2022-07,0,17.755983742105407,17.525773195876276,False
C1,2022-07,1,17.632179126619352,17.235494880546053,True
C1,2022-07,2,17.85701483181292,17.972742759795548,True
C1,2022-07,3,17.815996711232764,15.092748735244497,True
C1,2022-07,4,18.39898949415384,16.24579124579122,True
C1,2022-07,5,18.730853842484326,15.758591785414907,True
C1,2022-07,6,15.55726550198227,17.49598715890851,True
C1,2022-07,7,15.03347948466863,16.719492868462766,True
C1,2022-07,8,13.781857263731789,14.964925954793449,True
C1,2022-07,9,12.748564531315898,12.71056661562021,True
C1,2022-07,10,11.719415912144845,11.0609480812641,True
C1,2022-07,11,10.847072940305761,9.703703703703706,True
C1,2022-07,12,10.22414853935951,8.771929824561415,True
C1,2022-08,0,17.520023701255518,17.235494880546053,False
C1,2022-08,1,17.602848767048542,17.972742759795548,True
C1,2022-08,2,17.48525613247753,15.092748735244497,True
C1,2022-08,3,17.99181513104354,16.24579124579122,True
C1,2022-08,4,18.257381493170847,15.758591785414907,True
C1,2022-08,5,15.034884745155095,17.49598715890851,True
C1,2022-08,6,14.456756693332814,16.719492868462766,True
C1,2022-08,7,13.164175947944331,14.964925954793449,True
C1,2022-08,8,12.090697093020909,12.71056661562021,True
C1,2022-08,9,11.023384366685846,11.0609480812641,True
C1,2022-08,10,10.11352192459691,9.703703703703706,True
C1,2022-08,11,9.661613988226232,8.771929824561415,True
C1,2022-08,12,9.571563084531187,8.515283842794778,True
C1,2022-09,0,17.248515272652135,17.972742759795548,False
C1,2022-09,1,16.945143173482183,15.092748735244497,True
C1,2022-09,2,17.360565349569715,16.24579124579122,True
C1,2022-09,3,17.541871321912815,15.758591785414907,True
C1,2022-09,4,14.265762976308125,17.49598715890851,True
C1,2022-09,5,13.623142412518344,16.719492868462766,True
C1,2022-09,6,12.271840271939615,14.964925954793449,True
C1,2022-09,7,11.151300065577574,12.71056661562021,True
C1,2022-09,8,10.039828465377514,11.0609480812641,True
C1,2022-09,9,9.086868851918544,9.703703703703706,True
C1,2022-09,10,8.589328312338681,8.771929824561415,True
C1,2022-09,11,8.710888879483456,8.515283842794778,True
C1,2022-09,12,8.691356148449898,6.859205776173314,True
C1,2022-10,0,18.163279913500606,15.092748735244497,False
C1,2022-10,1,18.687205972261957,16.24579124579122,True
C1,2022-10,2,18.869952675489976,15.758591785414907,True
C1,2022-10,3,15.555625131245234,17.49598715890851,True
C1,2022-10,4,14.902125913033744,16.719492868462766,True
C1,2022-10,5,13.531428689665944,14.964925954793449,True
C1,2022-10,6,12.385101079160615,12.71056661562021,True
C1,2022-10,7,11.254751662531234,11.0609480812641,True
C1,2022-10,8,10.283681981712194,9.703703703703706,True
C1,2022-10,9,9.772115251791103,8.771929824561415,True
C1,2022-10,10,9.88585807402452,8.515283842794778,True
C1,2022-10,11,9.193999465023097,6.859205776173314,True
C1,2022-10,12,8.758442287333965,8.498168498168521,True
C1,2022-11,0,15.803103663994328,16.24579124579122,False
C1,2022-11,1,15.798416646868205,15.758591785414907,True
C1,2022-11,2,12.53347423271968,17.49598715890851,True
C1,2022-11,3,11.86452284759655,16.719492868462766,True
C1,2022-11,4,10.512118684925904,14.964925954793449,True
C1,2022-11,5,9.365660020790628,12.71056661562021,True
C1,2022-11,6,8.232110200897127,11.0609480812641,True
C1,2022-11,7,7.264218517718615,9.703703703703706,True
C1,2022-11,8,6.735343448539519,8.771929824561415,True
C1,2022-11,9,6.818190889478498,8.515283842794778,True
C1,2022-11,10,6.118964351295259,6.859205776173314,True
C1,2022-11,11,8.453984198427507,8.498168498168521,True
C1,2022-11,12,8.169188030089622,7.313540912382349,True
C1,2022-12,0,15.902421411166346,15.758591785414907,False
C1,2022-12,1,12.417849848261437,17.49598715890851,True
C1,2022-12,2,11.625585579957749,16.719492868462766,True
C1,2022-12,3,10.159416096698362,14.964925954793449,True
C1,2022-12,4,8.912632239148856,12.71056661562021,True
C1,2022-12,5,7.683869539565695,11.0609480812641,True
