model,h,metric,sample,n_intended,n,mae,rmse,bias
MCT_SIGNALS_R18,3,headline_yy,origins_2022_2023,24,24,1.6324920354663714,2.1580153017982524,-0.41853477354421464
MCT_SIGNALS_R18,3,headline_yy,origins_2024plus,28,28,0.4477693071925843,0.5208673697664616,0.12659521418802128
MCT_SIGNALS_R18,3,headline_yy,recent_targets,31,31,0.43034574037089973,0.5031950415572938,0.09931478940475894
MCT_SIGNALS_R18,4,headline_yy,full,83,83,1.1083795769106604,1.6342861322927302,-0.40418387410019563
MCT_SIGNALS_R18,4,headline_yy,origins_2019_2021,32,32,1.1115528699740078,1.58882610444314,-0.9031861531986131
MCT_SIGNALS_R18,4,headline_yy,origins_2022_2023,24,24,1.8950266067432266,2.3674752463829263,-0.41749226957191987
MCT_SIGNALS_R18,4,headline_yy,origins_2024plus,27,27,0.4053768326881157,0.486318024440309,0.1990559193246467
MCT_SIGNALS_R18,4,headline_yy,recent_targets,31,31,0.4239744510548612,0.5062057507942671,0.16106923186136243
MCT_SIGNALS_R18,5,headline_yy,full,82,82,1.3212950472402898,1.9530113786317855,-0.5190077866027685
MCT_SIGNALS_R18,5,headline_yy,origins_2019_2021,32,32,1.5148153145426446,2.2139101389553986,-1.304209693296382
MCT_SIGNALS_R18,5,headline_yy,origins_2022_2023,24,24,2.0573272843125157,2.4903803740573616,-0.3250446019381976
MCT_SIGNALS_R18,5,headline_yy,origins_2024plus,26,26,0.4037018840322592,0.5216902045556516,0.26835162040669097
MCT_SIGNALS_R18,5,headline_yy,recent_targets,31,31,0.449863585055935,0.5761585130567182,0.24373350070841465
MCT_SIGNALS_R18,6,headline_yy,full,81,81,1.488048809806257,2.3032733546761146,-0.6158391375835481
MCT_SIGNALS_R18,6,headline_yy,origins_2019_2021,32,32,1.96111313281251,2.915171665188589,-1.7527317589091986
MCT_SIGNALS_R18,6,headline_yy,origins_2022_2023,24,24,1.9285272512927183,2.490976793534997,-0.12941862411680813
MCT_SIGNALS_R18,6,headline_yy,origins_2024plus,25,25,0.4596671725312494,0.5949159198519209,0.3724197247852139
MCT_SIGNALS_R18,6,headline_yy,recent_targets,31,31,0.48082466819365716,0.614303521128686,0.34732388281648896
MCT_SIGNALS_R18,7,headline_yy,full,80,80,1.631367971392627,2.6588620034292982,-0.7080814678535564
MCT_SIGNALS_R18,7,headline_yy,origins_2019_2021,32,32,2.4233637410065647,3.648673051966772,-2.22425154865113
MCT_SIGNALS_R18,7,headline_yy,origins_2022_2023,24,24,1.6169116710074871,2.301031578662857,0.1139766339342169
MCT_SIGNALS_R18,7,headline_yy,origins_2024plus,24,24,0.5898299122925175,0.7211038746707509,0.4914205380887687
MCT_SIGNALS_R18,7,headline_yy,recent_targets,31,31,0.5533120603741933,0.6967887450045387,0.4610379364465536
MCT_SIGNALS_R18,8,headline_yy,full,79,79,1.8420934821908488,3.0787523436802386,-0.7967176626980048
MCT_SIGNALS_R18,8,headline_yy,origins_2019_2021,32,32,2.9326058737467138,4.356384736157261,-2.709559354430958
MCT_SIGNALS_R18,8,headline_yy,origins_2022_2023,24,24,1.4804654667157735,2.2885407792584163,0.3652444681305001
MCT_SIGNALS_R18,8,headline_yy,origins_2024plus,23,23,0.7022098231305955,0.8293972384955259,0.6521450762398373
MCT_SIGNALS_R18,8,headline_yy,recent_targets,31,31,0.69456271575936,0.8104862256961753,0.6233713653577978
MCT_SIGNALS_R18,9,headline_yy,full,78,78,2.124531120382943,3.50872191047248,-0.8854671188242043
MCT_SIGNALS_R18,9,headline_yy,origins_2019_2021,32,32,3.435033214130266,5.082280082025233,-3.210942869155134
MCT_SIGNALS_R18,9,headline_yy,origins_2022_2023,24,24,1.5899738500876215,2.1654347746753064,0.674525132669339
MCT_SIGNALS_R18,9,headline_yy,origins_2024plus,22,22,0.8014996425271884,0.9812617981351014,0.7952333345732825
MCT_SIGNALS_R18,9,headline_yy,recent_targets,31,31,0.8794143366776972,1.108952059755649,0.8346959775674929
MCT_SIGNALS_R18,10,headline_yy,full,77,77,2.4859181547315545,3.999326201947564,-0.9793793479468641
MCT_SIGNALS_R18,10,headline_yy,origins_2019_2021,32,32,3.8296654509846713,5.685765506475516,-3.644761575920926
MCT_SIGNALS_R18,10,headline_yy,origins_2022_2023,24,24,2.043059493262372,2.6496803413457393,0.8911327080432417
MCT_SIGNALS_R18,10,headline_yy,origins_2024plus,21,21,0.9444274116439663,1.1668413377759566,0.9444274116439663
MCT_SIGNALS_R18,10,headline_yy,recent_targets,31,31,1.138869346481155,1.5356384007794748,1.1095071402084116
MCT_SIGNALS_R18,11,headline_yy,full,76,76,2.8547300283103847,4.474127635943342,-1.0820964705024336
MCT_SIGNALS_R18,11,headline_yy,origins_2019_2021,32,32,4.2398096172236635,6.3003750081250525,-4.116077590741607
MCT_SIGNALS_R18,11,headline_yy,origins_2022_2023,24,24,2.4951252785860283,3.003415134378989,1.1696909762991297
MCT_SIGNALS_R18,11,headline_yy,origins_2024plus,20,20,1.0701283857183674,1.3158820001027778,1.0701283857183674
MCT_SIGNALS_R18,11,headline_yy,recent_targets,31,31,1.3630751681094253,1.807644497912944,1.3497811139963627
MCT_SIGNALS_R18,12,headline_yy,full,75,75,3.2033761340891806,4.960183073040707,-1.1784842634539268
MCT_SIGNALS_R18,12,headline_yy,origins_2019_2021,32,32,4.642463298603884,6.817515138217226,-4.548015756599962
MCT_SIGNALS_R18,12,headline_yy,origins_2022_2023,24,24,2.8414472612069606,3.6396066743727817,1.402105592489879
MCT_SIGNALS_R18,12,headline_yy,origins_2024plus,19,19,1.2368236964419577,1.4513536672681118,1.2368236964419577
MCT_SIGNALS_R18,12,headline_yy,recent_targets,31,31,1.598214971545813,2.0620143904781125,1.598214971545813
MCT_SLOW_R18,1,headline_yy,full,88,88,0.5034465155652504,0.869729328379471,-0.11759174578026911
MCT_SLOW_R18,1,headline_yy,origins_2019_2021,34,34,0.35171562004248547,0.448181389354776,-0.15715543234798063
MCT_SLOW_R18,1,headline_yy,origins_2022_2023,24,24,1.0458155157586249,1.5345485458555121,-0.2707392391935775
MCT_SLOW_R18,1,headline_yy,origins_2024plus,30,30,0.24151299700301795,0.3276256244837025,0.049765093727117314
MCT_SLOW_R18,1,headline_yy,recent_targets,31,31,0.23900897648356,0.32363937962613676,0.04287304680366765
MCT_SLOW_R18,2,headline_yy,full,86,86,0.7905000128519284,1.2591818892316888,-0.21691283382920443
MCT_SLOW_R18,2,headline_yy,origins_2019_2021,33,33,0.5335003920403384,0.6517805185206184,-0.2979666122137622
MCT_SLOW_R18,2,headline_yy,origins_2022_2023,24,24,1.668256496298928,2.2064054413263428,-0.4930512346979618
MCT_SLOW_R18,2,headline_yy,origins_2024plus,29,29,0.35652869850897856,0.4354929199129242,0.10384910781012588
MCT_SLOW_R18,2,headline_yy,recent_targets,31,31,0.3380627311777307,0.42171073650651636,0.09261328118530246
MCT_SLOW_R18,3,headline_yy,full,84,84,1.007556157304381,1.5293984278049004,-0.3624268220152784
MCT_SLOW_R18,3,headline_yy,origins_2019_2021,32,32,0.8373375362367604,1.1409457293782583,-0.5966907480301286
MCT_SLOW_R18,3,headline_yy,origins_2022_2023,24,24,1.910367377200828,2.480350035031339,-0.6513543609653336
MCT_SLOW_R18,3,headline_yy,origins_2024plus,28,28,0.4282535357561361,0.5061585767386182,0.15295555538745492
MCT_SLOW_R18,3,headline_yy,recent_targets,31,31,0.4057750404818712,0.48737452453606783,0.14559565054740428
MCT_SLOW_R18,4,headline_yy,full,83,83,1.2254842203968423,1.8413114256757395,-0.5084008999830649
MCT_SLOW_R18,4,headline_yy,origins_2019_2021,32,32,1.149394808838386,1.6817261543647006,-0.9453615487068496
MCT_SLOW_R18,4,headline_yy,origins_2022_2023,24,24,2.248106564435128,2.7762114445830894,-0.7567014580483643
MCT_SLOW_R18,4,headline_yy,origins_2024plus,27,27,0.4066666245802406,0.4685127572197994,0.23018999456242786
MCT_SLOW_R18,4,headline_yy,recent_targets,31,31,0.43067720622657535,0.5094666144051908,0.2357687850729142
MCT_SLOW_R18,5,headline_yy,full,82,82,1.428741216871802,2.1913763084729796,-0.6614590398918354
MCT_SLOW_R18,5,headline_yy,origins_2019_2021,32,32,1.562346751917544,2.3411085425026954,-1.3574220097538947
MCT_SLOW_R18,5,headline_yy,origins_2022_2023,24,24,2.373258072455007,2.971472011104376,-0.7798605733406886
MCT_SLOW_R18,5,headline_yy,origins_2024plus,26,26,0.39244192243100656,0.4991498049389278,0.3044044923527176
MCT_SLOW_R18,5,headline_yy,recent_targets,31,31,0.4659397953127567,0.6247798693772564,0.3533197347251044
MCT_SLOW_R18,6,headline_yy,full,81,81,1.6426390312636134,2.557358211749298,-0.8031004856039119
MCT_SLOW_R18,6,headline_yy,origins_2019_2021,32,32,2.0209178749814662,3.071702311130263,-1.8169728436768504
MCT_SLOW_R18,6,headline_yy,origins_2022_2023,24,24,2.3560478273527248,3.0242844665960473,-0.7118417353194433
MCT_SLOW_R18,6,headline_yy,origins_2024plus,25,25,0.47356966705921527,0.5763361248220232,0.40704773245636
MCT_SLOW_R18,6,headline_yy,recent_targets,31,31,0.5556251394457051,0.7261884206940734,0.4997409601465287
MCT_SLOW_R18,7,headline_yy,full,80,80,1.9034820956032745,2.962822305043508,-0.9484932607826846
MCT_SLOW_R18,7,headline_yy,origins_2019_2021,32,32,2.4985216225905917,3.827781790277417,-2.2995046404992436
MCT_SLOW_R18,7,headline_yy,origins_2022_2023,24,24,2.4318945192966726,3.040879623149831,-0.6091258589287469
MCT_SLOW_R18,7,headline_yy,origins_2024plus,24,24,0.5816836359267866,0.6915344602770762,0.5134878436521236
MCT_SLOW_R18,7,headline_yy,recent_targets,31,31,0.6894351478312669,0.8326993773077228,0.636638405425076
MCT_SLOW_R18,8,headline_yy,full,79,79,2.200248509735282,3.3989011026380944,-1.096306043711669
MCT_SLOW_R18,8,headline_yy,origins_2019_2021,32,32,2.99949633308755,4.553575883836657,-2.7957533746831804
MCT_SLOW_R18,8,headline_yy,origins_2022_2023,24,24,2.564183225971823,3.1280601363664395,-0.4987555230939141
MCT_SLOW_R18,8,headline_yy,origins_2024plus,23,23,0.7084935733461686,0.788333850564772,0.6446114387345161
MCT_SLOW_R18,8,headline_yy,recent_targets,31,31,0.8542775509873552,0.9809164793711942,0.8068811285335487
MCT_SLOW_R18,9,headline_yy,full,78,78,2.468967376968299,3.881857485069141,-1.2481919685602443
MCT_SLOW_R18,9,headline_yy,origins_2019_2021,32,32,3.499439319026511,5.295957830292007,-3.3079657064262267
MCT_SLOW_R18,9,headline_yy,origins_2022_2023,24,24,2.6567982887974257,3.30124960794401,-0.33232109704814566
MCT_SLOW_R18,9,headline_yy,origins_2024plus,22,22,0.7651926483427597,0.8607706224921071,0.7487106994134411
MCT_SLOW_R18,9,headline_yy,recent_targets,31,31,1.0320331805995968,1.2856286945823552,1.0203363136174999
MCT_SLOW_R18,10,headline_yy,full,77,77,2.7437325795440106,4.370587991567829,-1.4017123884813982
MCT_SLOW_R18,10,headline_yy,origins_2019_2021,32,32,3.9140945530161755,5.902561883093808,-3.7524323066936707
MCT_SLOW_R18,10,headline_yy,origins_2022_2023,24,24,2.800712608470402,3.7387102411701147,-0.2540057979532458
MCT_SLOW_R18,10,headline_yy,origins_2024plus,21,21,0.8952038250038837,0.9879886660342075,0.8686723358098893
MCT_SLOW_R18,10,headline_yy,recent_targets,31,31,1.288498966218094,1.6336656856501193,1.2705260219253882
MCT_SLOW_R18,11,headline_yy,full,76,76,3.029444963923787,4.850785913868173,-1.563876308872624
MCT_SLOW_R18,11,headline_yy,origins_2019_2021,32,32,4.341060098134701,6.521279190192451,-4.234355707215743
MCT_SLOW_R18,11,headline_yy,origins_2022_2023,24,24,2.973604392030929,4.100164783520737,-0.11773346807225564
MCT_SLOW_R18,11,headline_yy,origins_2024plus,20,20,0.9978694354577522,1.0943116501086116,0.9735193195159253
MCT_SLOW_R18,11,headline_yy,recent_targets,31,31,1.5350924081312594,1.9284389080968103,1.5193826559107255
MCT_SLOW_R18,12,headline_yy,full,75,75,3.305623526995009,5.2440099826269,-1.7259750101124811
MCT_SLOW_R18,12,headline_yy,origins_2019_2021,32,32,4.762529237003125,7.039446307526714,-4.676842906263339
MCT_SLOW_R18,12,headline_yy,origins_2022_2023,24,24,3.1070084551218202,4.3256624431307715,-0.030907448983801267
MCT_SLOW_R18,12,headline_yy,origins_2024plus,19,19,1.1027697904001048,1.2069705548725145,1.1027697904001048
MCT_SLOW_R18,12,headline_yy,recent_targets,31,31,1.7509786993884158,2.1582765423585952,1.7509786993884158
STABLE_LOCAL_CORE_R14B,1,headline_yy,full,88,88,0.5083220065010235,0.8691519032986085,-0.10604580144084172
STABLE_LOCAL_CORE_R14B,1,headline_yy,origins_2019_2021,34,34,0.3566243431745112,0.45679597981252396,-0.15896855031658366
STABLE_LOCAL_CORE_R14B,1,headline_yy,origins_2022_2023,24,24,1.0616794529997466,1.5310970125485739,-0.1906479143871013
STABLE_LOCAL_CORE_R14B,1,headline_yy,origins_2024plus,30,30,0.2375600677387594,0.32252555251463694,0.02161500430867343
STABLE_LOCAL_CORE_R14B,1,headline_yy,recent_targets,31,31,0.2358479065356714,0.31900631827225734,0.014966679316682961
STABLE_LOCAL_CORE_R14B,2,headline_yy,full,86,86,0.7910717235654391,1.25690981125255,-0.1951888273117306
STABLE_LOCAL_CORE_R14B,2,headline_yy,origins_2019_2021,33,33,0.5399238234903528,0.6715256253827335,-0.30203878264984874
STABLE_LOCAL_CORE_R14B,2,headline_yy,origins_2022_2023,24,24,1.6912192443954106,2.200061867195947,-0.3380753803595353
STABLE_LOCAL_CORE_R14B,2,headline_yy,origins_2024plus,29,29,0.33191104089504375,0.40755546695958905,0.04464999335396619
STABLE_LOCAL_CORE_R14B,2,headline_yy,recent_targets,31,31,0.31596391513683525,0.395076423489479,0.03630285883804501
STABLE_LOCAL_CORE_R14B,3,headline_yy,full,84,84,1.0295519869798213,1.5373225379401836,-0.3310553165293154
STABLE_LOCAL_CORE_R14B,3,headline_yy,origins_2019_2021,32,32,0.8607205158174425,1.1852573752294766,-0.6021700755367398
STABLE_LOCAL_CORE_R14B,3,headline_yy,origins_2022_2023,24,24,2.006779478310438,2.4777373211549074,-0.4264618082148422
STABLE_LOCAL_CORE_R14B,3,headline_yy,origins_2024plus,28,28,0.38487867573915463,0.4715928235679349,0.06056711520962147
STABLE_LOCAL_CORE_R14B,3,headline_yy,recent_targets,31,31,0.3683989428471092,0.45608286907706364,0.0614297324723458
STABLE_LOCAL_CORE_R14B,4,headline_yy,full,83,83,1.2348192779935185,1.8686376080881506,-0.4673265350366678
STABLE_LOCAL_CORE_R14B,4,headline_yy,origins_2019_2021,32,32,1.1646348133264102,1.756052736570683,-0.9489546936804559
STABLE_LOCAL_CORE_R14B,4,headline_yy,origins_2022_2023,24,24,2.3537714540990193,2.7863072696432596,-0.46606013886786596
STABLE_LOCAL_CORE_R14B,4,headline_yy,origins_2024plus,27,27,0.32337670920890593,0.4223683096731104,0.10236633787259064
STABLE_LOCAL_CORE_R14B,4,headline_yy,recent_targets,31,31,0.363386395670969,0.48465238302021196,0.1272211260413325
STABLE_LOCAL_CORE_R14B,5,headline_yy,full,82,82,1.4340345610840404,2.2378312645355902,-0.6131363398693139
STABLE_LOCAL_CORE_R14B,5,headline_yy,origins_2019_2021,32,32,1.570537695140196,2.434407739978079,-1.361252880981668
STABLE_LOCAL_CORE_R14B,5,headline_yy,origins_2022_2023,24,24,2.478929640982257,3.001954273749289,-0.42618062417565844
STABLE_LOCAL_CORE_R14B,5,headline_yy,origins_2024plus,26,26,0.3015121684934947,0.42618425576710967,0.1350479731671316
STABLE_LOCAL_CORE_R14B,5,headline_yy,recent_targets,31,31,0.40021598251650775,0.5996877225657168,0.2172194433401528
STABLE_LOCAL_CORE_R14B,6,headline_yy,full,81,81,1.6258969606430016,2.624251525066838,-0.749879244619565
STABLE_LOCAL_CORE_R14B,6,headline_yy,origins_2019_2021,32,32,2.019938781163088,3.177428357630228,-1.8196756523037974
STABLE_LOCAL_CORE_R14B,6,headline_yy,origins_2022_2023,24,24,2.4544809156441487,3.0909998356194133,-0.29858624381196847
STABLE_LOCAL_CORE_R14B,6,headline_yy,origins_2024plus,25,25,0.3260828335761899,0.46673464962253997,0.18621887644096002
STABLE_LOCAL_CORE_R14B,6,headline_yy,recent_targets,31,31,0.4562582872544006,0.7080867612703466,0.3394647485081484
STABLE_LOCAL_CORE_R14B,7,headline_yy,full,80,80,1.8876104002225247,3.0528171893295193,-0.8902761758196908
STABLE_LOCAL_CORE_R14B,7,headline_yy,origins_2019_2021,32,32,2.5097583188457193,3.94865757959002,-2.3042523471846046
STABLE_LOCAL_CORE_R14B,7,headline_yy,origins_2022_2023,24,24,2.5359154817806995,3.1608693561889263,-0.13864580875644986
STABLE_LOCAL_CORE_R14B,7,headline_yy,origins_2024plus,24,24,0.4097747605000905,0.5341834674093492,0.2433950189369538
STABLE_LOCAL_CORE_R14B,7,headline_yy,recent_targets,31,31,0.5938215331001236,0.8286597266135833,0.4650114105996308
STABLE_LOCAL_CORE_R14B,8,headline_yy,full,79,79,2.145005559943738,3.503295774405044,-1.0345410499008973
STABLE_LOCAL_CORE_R14B,8,headline_yy,origins_2019_2021,32,32,2.9960186613534985,4.679179281057433,-2.8017489028540856
STABLE_LOCAL_CORE_R14B,8,headline_yy,origins_2022_2023,24,24,2.6418980571202075,3.303989348613769,0.025894060762994053
STABLE_LOCAL_CORE_R14B,8,headline_yy,origins_2024plus,23,23,0.4424908131025368,0.5497084903057818,0.3176419343846951
STABLE_LOCAL_CORE_R14B,8,headline_yy,recent_targets,31,31,0.7242041940359464,1.0194303702249938,0.6315743807936769
STABLE_LOCAL_CORE_R14B,9,headline_yy,full,78,78,2.4094757443657846,4.005802450518573,-1.1835488170351982
STABLE_LOCAL_CORE_R14B,9,headline_yy,origins_2019_2021,32,32,3.4935769983317018,5.427667836908542,-3.3128565493406734
STABLE_LOCAL_CORE_R14B,9,headline_yy,origins_2022_2023,24,24,2.7593716412831326,3.547815159386282,0.2433785742901103
STABLE_LOCAL_CORE_R14B,9,headline_yy,origins_2024plus,22,22,0.4508965783237088,0.5571451910985732,0.3569780030542465
STABLE_LOCAL_CORE_R14B,9,headline_yy,recent_targets,31,31,0.9124625234540581,1.4117544404346198,0.8458106313273429
STABLE_LOCAL_CORE_R14B,10,headline_yy,full,77,77,2.7264711408156463,4.506367426616958,-1.334604306303862
STABLE_LOCAL_CORE_R14B,10,headline_yy,origins_2019_2021,32,32,3.901850848665543,6.0323062419081195,-3.757060456319567
STABLE_LOCAL_CORE_R14B,10,headline_yy,origins_2022_2023,24,24,3.10515389089341,4.034670673247627,0.370211471831524
STABLE_LOCAL_CORE_R14B,10,headline_yy,origins_2024plus,21,21,0.502636062098359,0.637746586040766,0.408396556803437
STABLE_LOCAL_CORE_R14B,10,headline_yy,recent_targets,31,31,1.172892097831235,1.8548551600327252,1.1090524329540294
STABLE_LOCAL_CORE_R14B,11,headline_yy,full,76,76,3.0696697997765754,5.004297326158515,-1.4942567772346886
STABLE_LOCAL_CORE_R14B,11,headline_yy,origins_2019_2021,32,32,4.349675083799484,6.644769553455683,-4.2415338794200625
STABLE_LOCAL_CORE_R14B,11,headline_yy,origins_2022_2023,24,24,3.4805299519114024,4.47652362381907,0.5541573751562447
STABLE_LOCAL_CORE_R14B,11,headline_yy,origins_2024plus,20,20,0.5286291627781292,0.6866674548037751,0.4432896033927891
STABLE_LOCAL_CORE_R14B,11,headline_yy,recent_targets,31,31,1.4369321586035417,2.251692684073761,1.381874378354935
STABLE_LOCAL_CORE_R14B,12,headline_yy,full,75,75,3.370216058993609,5.397208838300788,-1.6354642795914553
STABLE_LOCAL_CORE_R14B,12,headline_yy,origins_2019_2021,32,32,4.7693347589314,7.134051371949336,-4.674208056614685
STABLE_LOCAL_CORE_R14B,12,headline_yy,origins_2022_2023,24,24,3.73130754071135,4.772290441752438,0.7307343105794782
STABLE_LOCAL_CORE_R14B,12,headline_yy,origins_2024plus,19,19,0.5576900611391313,0.707685277329142,0.493537546758067
STABLE_LOCAL_CORE_R14B,12,headline_yy,recent_targets,31,31,1.700663801802287,2.6186217129706497,1.6613445187945377
STATE_FAST_R15,1,headline_yy,full,88,88,0.5064345073174391,0.8615359706774564,-0.10641349196496183
STATE_FAST_R15,1,headline_yy,origins_2019_2021,34,34,0.3694433962042923,0.45470774910007117,-0.1275953745236624
STATE_FAST_R15,1,headline_yy,origins_2022_2023,24,24,1.0269471260681486,1.5134867436220976,-0.24185296061663042
STATE_FAST_R15,1,headline_yy,origins_2024plus,30,30,0.24528100491177116,0.3322785235245181,0.025944216522900316
STATE_FAST_R15,1,headline_yy,recent_targets,31,31,0.24438850210608112,0.32920363908223255,0.01808751863714932
STATE_FAST_R15,2,headline_yy,full,86,86,0.7719460759990913,1.2306147916797066,-0.1955171823774494
STATE_FAST_R15,2,headline_yy,origins_2019_2021,33,33,0.5282721634927332,0.6507805134382426,-0.2382087975317151
STATE_FAST_R15,2,headline_yy,origins_2022_2023,24,24,1.6097408718252713,2.146741256540868,-0.43800256403830895
STATE_FAST_R15,2,headline_yy,origins_2024plus,29,29,0.3558827660984534,0.44176531303019373,0.05374048865535738
STATE_FAST_R15,2,headline_yy,recent_targets,31,31,0.3451568203687521,0.43000713585598443,0.03803912762674835
STATE_FAST_R15,3,headline_yy,full,84,84,0.971408578467716,1.4591809877871649,-0.3306617221757201
STATE_FAST_R15,3,headline_yy,origins_2019_2021,32,32,0.8114943236644203,1.0750436763602098,-0.5014498477844673
STATE_FAST_R15,3,headline_yy,origins_2022_2023,24,24,1.8209492148842668,2.366114520586025,-0.5732818758347856
STATE_FAST_R15,3,headline_yy,origins_2024plus,28,28,0.42599003845729605,0.5177773186122776,0.07248483879919007
STATE_FAST_R15,3,headline_yy,recent_targets,31,31,0.40809548086629216,0.4979702983000396,0.05598196591775037
STATE_FAST_R15,4,headline_yy,full,83,83,1.155912416533772,1.712746199031995,-0.46916797817411304
STATE_FAST_R15,4,headline_yy,origins_2019_2021,32,32,1.099231008411489,1.5314153404219821,-0.8169463476016534
STATE_FAST_R15,4,headline_yy,origins_2022_2023,24,24,2.118055992638032,2.60196923168783,-0.6586890453755148
STATE_FAST_R15,4,headline_yy,origins_2024plus,27,27,0.36785164740083964,0.46932396577704893,0.11147696384495823
STATE_FAST_R15,4,headline_yy,recent_targets,31,31,0.3979811810929424,0.5034355196684873,0.10618284727443646
STATE_FAST_R15,5,headline_yy,full,82,82,1.3388691607660737,1.99317480427026,-0.6161078116944855
STATE_FAST_R15,5,headline_yy,origins_2019_2021,32,32,1.4836864629426767,2.107012041324065,-1.1987895091239835
STATE_FAST_R15,5,headline_yy,origins_2022_2023,24,24,2.199672905245462,2.7200555964454156,-0.664330267532709
STATE_FAST_R15,5,headline_yy,origins_2024plus,26,26,0.3660444093369733,0.4856520253058191,0.1455519289924874
STATE_FAST_R15,5,headline_yy,recent_targets,31,31,0.4386371145312305,0.5920757291040311,0.18028938793309582
STATE_FAST_R15,6,headline_yy,full,81,81,1.5080060139069908,2.2902943413349277,-0.7517105337783855
STATE_FAST_R15,6,headline_yy,origins_2019_2021,32,32,1.9476955752957243,2.7804838362361517,-1.6273227800870442
STATE_FAST_R15,6,headline_yy,origins_2022_2023,24,24,2.0705888180563394,2.6638770891698877,-0.5815423123450819
STATE_FAST_R15,6,headline_yy,origins_2024plus,25,25,0.4051238833460378,0.5357843828577373,0.20571164892072602
STATE_FAST_R15,6,headline_yy,recent_targets,31,31,0.4829166081914646,0.6445216115402062,0.2777712826051333
STATE_FAST_R15,7,headline_yy,full,80,80,1.7279574085911569,2.6492715315968023,-0.8920740752413531
STATE_FAST_R15,7,headline_yy,origins_2019_2021,32,32,2.4300998119623447,3.5045721640779433,-2.08260403773644
STATE_FAST_R15,7,headline_yy,origins_2022_2023,24,24,1.9993702087881975,2.5755188740418156,-0.46540808940101025
STATE_FAST_R15,7,headline_yy,origins_2024plus,24,24,0.5203547372325331,0.6213962387870201,0.26863322224508673
STATE_FAST_R15,7,headline_yy,recent_targets,31,31,0.5473252517838249,0.684930430563179,0.3521951289850527
STATE_FAST_R15,8,headline_yy,full,79,79,1.988370588340448,3.068552966867644,-1.0333243563874772
STATE_FAST_R15,8,headline_yy,origins_2019_2021,32,32,2.960424379472654,4.214686815827361,-2.5513659694852864
STATE_FAST_R15,8,headline_yy,origins_2022_2023,24,24,2.0391718043999103,2.620190932929001,-0.3441866557667685
STATE_FAST_R15,8,headline_yy,origins_2024plus,23,23,0.582937957833592,0.6808254692694632,0.3596333307530832
STATE_FAST_R15,8,headline_yy,recent_targets,31,31,0.6498543649559199,0.7622409012382124,0.4615463443744879
STATE_FAST_R15,9,headline_yy,full,78,78,2.24551399644137,3.5484567096567226,-1.1802841257361514
STATE_FAST_R15,9,headline_yy,origins_2019_2021,32,32,3.4596312015548816,4.944297875353693,-3.034594015204739
STATE_FAST_R15,9,headline_yy,origins_2022_2023,24,24,2.1185960234591783,2.8030060620956934,-0.17069134220708104
STATE_FAST_R15,9,headline_yy,origins_2024plus,22,22,0.6179813049841094,0.7167373234208615,0.4155199496409896
STATE_FAST_R15,9,headline_yy,recent_targets,31,31,0.7912895558486278,1.0383834142204507,0.6184340153221018
STATE_FAST_R15,10,headline_yy,full,77,77,2.4854822580308444,4.033323170296163,-1.330902461811058
STATE_FAST_R15,10,headline_yy,origins_2019_2021,32,32,3.82066093855078,5.550432983116109,-3.451957806214102
STATE_FAST_R15,10,headline_yy,origins_2022_2023,24,24,2.3096432193495917,3.250392275044518,-0.08821397784477088
STATE_FAST_R15,10,headline_yy,origins_2024plus,21,21,0.651883170017138,0.7933526236232515,0.4809664622702037
STATE_FAST_R15,10,headline_yy,recent_targets,31,31,0.9463876980657168,1.3588647798978606,0.811264575963405
STATE_FAST_R15,11,headline_yy,full,76,76,2.7817813716206468,4.49540415429972,-1.4958741860670686
STATE_FAST_R15,11,headline_yy,origins_2019_2021,32,32,4.215745595315477,6.163328672701628,-3.9101655235659556
STATE_FAST_R15,11,headline_yy,origins_2022_2023,24,24,2.5962514639282293,3.5742522764696893,0.04952245978362502
STATE_FAST_R15,11,headline_yy,origins_2024plus,20,20,0.7100745029398169,0.8270275766076876,0.5125159789103172
STATE_FAST_R15,11,headline_yy,recent_targets,31,31,1.1342230988318973,1.600245495538865,0.9909222415276006
STATE_FAST_R15,12,headline_yy,full,75,75,3.026433648940067,4.869472205001032,-1.6393559194623972
STATE_FAST_R15,12,headline_yy,origins_2019_2021,32,32,4.56727654707205,6.675274480408153,-4.316089595242055
STATE_FAST_R15,12,headline_yy,origins_2022_2023,24,24,2.7792959991908486,3.7555446106591353,0.18059078236993079
STATE_FAST_R15,12,headline_yy,origins_2024plus,19,19,0.7435036938746856,0.8579638828422467,0.569947069009875
STATE_FAST_R15,12,headline_yy,recent_targets,31,31,1.2870848741903183,1.7882083302837637,1.1699977112959148
DAMPED_P95_Q001_R16,1,headline_mm,full,88,88,0.3497400362365172,0.6565575404269963,-0.08071570564977085
DAMPED_P95_Q001_R16,1,headline_mm,origins_2019_2021,34,34,0.241959150234782,0.31120261648997927,-0.06726284464874666
DAMPED_P95_Q001_R16,1,headline_mm,origins_2022_2023,24,24,0.6722387509789965,1.161464797457841,-0.20527381727531926
DAMPED_P95_Q001_R16,1,headline_mm,origins_2024plus,30,30,0.2138927352445003,0.27478203455940775,0.0036842078495071392
DAMPED_P95_Q001_R16,1,headline_mm,recent_targets,31,31,0.22336093880885835,0.28526257884478057,-0.01280260678239952
DAMPED_P95_Q001_R16,2,headline_mm,full,86,86,0.3770901717993892,0.6724649315601856,-0.07946275259620883
