model,h,sample,scope,benchmark,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
CORE_NEWS_R17,9,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-1.5397540545725452,-2.163025910329956,0.40351769750238803,0.7495,ok
CORE_NEWS_R17,9,origins_2024plus,original_R16_calendar,STATE_FAST_R15,22,12,2000,1509,11,22,0.01323462909652248,-0.2775041205375224,0.2191612165887374,0.5965,ok
CORE_NEWS_R17,9,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.1515834313583552,-0.28147000760087265,0.34598808038377765,0.441,ok
CORE_NEWS_R17,10,full,original_R16_calendar,STATE_FAST_R15,77,12,2000,1509,66,77,-0.9490356546621369,-3.2556964181007007,0.43083876320376596,0.8495,ok
CORE_NEWS_R17,10,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-1.0186691992690344,-1.0570492814315915,1.173242864328966,0.429,ok
CORE_NEWS_R17,10,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-1.6911905586331242,-2.28881772530723,1.1541205075884722,0.551,ok
CORE_NEWS_R17,10,origins_2024plus,original_R16_calendar,STATE_FAST_R15,21,12,2000,1509,10,21,0.005249636896169133,-0.35884556470023027,0.33392730933396425,0.535,ok
CORE_NEWS_R17,10,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.1915957814896254,-0.394488360381801,0.4329419730706907,0.4875,ok
CORE_NEWS_R17,11,full,original_R16_calendar,STATE_FAST_R15,76,12,2000,1509,65,76,-0.9986126306416917,-3.802554125943985,0.7517922460962343,0.7955,ok
CORE_NEWS_R17,11,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-1.011578485260792,-1.051883134669623,1.6112118113784402,0.3615,ok
CORE_NEWS_R17,11,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-1.825481633240325,-1.832004191640662,2.311988099076977,0.3435,ok
CORE_NEWS_R17,11,origins_2024plus,original_R16_calendar,STATE_FAST_R15,20,12,2000,1509,9,20,0.014375539867228703,-0.4536325058606738,0.45260658792388486,0.4715,ok
CORE_NEWS_R17,11,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.21349913406181342,-0.548971434662275,0.5265169813747275,0.541,ok
CORE_NEWS_R17,12,full,original_R16_calendar,STATE_FAST_R15,75,12,2000,1509,64,75,-0.9537578285541221,-4.158149207110703,1.1919255217247189,0.7345,ok
CORE_NEWS_R17,12,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.9216744229995689,-0.9663445438015984,2.205856280729937,0.278,ok
CORE_NEWS_R17,12,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-1.7308028612115753,-1.7308028612115747,3.4480661879891117,0.2475,ok
CORE_NEWS_R17,12,origins_2024plus,original_R16_calendar,STATE_FAST_R15,19,12,2000,1509,8,19,-0.02626247034185092,-0.44156073003228463,0.4937968360987989,0.5015,ok
CORE_NEWS_R17,12,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.15443704766114685,-0.6731348170440623,0.5530859154780852,0.5775,ok
CORE_ROBUST_R17,1,full,original_R16_calendar,STATE_FAST_R15,88,12,2000,1509,77,88,-0.0067126353946142915,-0.01859284254530653,0.002162601528293945,0.9185,ok
CORE_ROBUST_R17,1,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,34,12,2000,1509,23,34,-0.0023815435813635297,-0.01582062533231107,0.006337052301338002,0.801,ok
CORE_ROBUST_R17,1,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.021244867038568083,-0.04516258016212978,-0.004701670758876008,1.0,ok
CORE_ROBUST_R17,1,origins_2024plus,original_R16_calendar,STATE_FAST_R15,30,12,2000,1509,19,30,4.579198864544318e-06,-0.0026573243893200987,0.001861733910027645,0.7235,ok
CORE_ROBUST_R17,1,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.00023712347073486008,-0.0026374748137538793,0.002311415844603675,0.679,ok
CORE_ROBUST_R17,2,full,original_R16_calendar,STATE_FAST_R15,86,12,2000,1509,75,86,-0.026985842689197796,-0.06696256721194382,0.003370982625182518,0.956,ok
CORE_ROBUST_R17,2,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,33,12,2000,1509,22,33,-0.011536939979556253,-0.05305754778492642,0.015547341618088632,0.8605,ok
CORE_ROBUST_R17,2,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.07856186503356127,-0.1610621493607505,-0.002812941685343818,0.9945,ok
CORE_ROBUST_R17,2,origins_2024plus,original_R16_calendar,STATE_FAST_R15,29,12,2000,1509,18,29,-0.001882023832420132,-0.008899503971767687,0.003380684201607011,0.8405,ok
CORE_ROBUST_R17,2,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.0009748360865177985,-0.008882886149961746,0.0049821331840705346,0.7495,ok
CORE_ROBUST_R17,3,full,original_R16_calendar,STATE_FAST_R15,84,12,2000,1509,73,84,-0.06546505563374722,-0.15169994713016585,-0.0007307814846607063,0.9755,ok
CORE_ROBUST_R17,3,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.03613453250472013,-0.10554011316353971,0.01902192035151288,0.911,ok
CORE_ROBUST_R17,3,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.1761579231710614,-0.3485877537831377,0.005020721727280297,0.9695,ok
CORE_ROBUST_R17,3,origins_2024plus,original_R16_calendar,STATE_FAST_R15,28,12,2000,1509,17,28,-0.004106052749223109,-0.020861823371366727,0.006836527997528981,0.873,ok
CORE_ROBUST_R17,3,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.002089693642056845,-0.019302240404118706,0.011816222113689451,0.7275,ok
CORE_ROBUST_R17,4,full,original_R16_calendar,STATE_FAST_R15,83,12,2000,1509,72,83,-0.11056476257230845,-0.27602071621085195,-0.0011304269837442479,0.9775,ok
CORE_ROBUST_R17,4,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.05552466772668969,-0.12807309713048018,0.02359582627826778,0.9165,ok
CORE_ROBUST_R17,4,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.2989222923817818,-0.5875503829470892,0.028485885453532995,0.9595,ok
CORE_ROBUST_R17,4,origins_2024plus,original_R16_calendar,STATE_FAST_R15,27,12,2000,1509,16,27,-0.008368552188324637,-0.03863208249868426,0.009703616121765202,0.8865,ok
CORE_ROBUST_R17,4,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.004869640839892709,-0.03528345875075642,0.024008053282735083,0.6705,ok
CORE_ROBUST_R17,5,full,original_R16_calendar,STATE_FAST_R15,82,12,2000,1509,71,82,-0.16006547719604342,-0.4301875790641358,0.008194490206802177,0.963,ok
CORE_ROBUST_R17,5,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.07366366973759664,-0.13618149592559137,0.06284185895239394,0.8555,ok
CORE_ROBUST_R17,5,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.43289302058601953,-0.8392116810891418,0.05086228405514768,0.9275,ok
CORE_ROBUST_R17,5,origins_2024plus,original_R16_calendar,STATE_FAST_R15,26,12,2000,1509,15,26,-0.014565354015692304,-0.06600200242703208,0.016471342077874603,0.844,ok
CORE_ROBUST_R17,5,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.016228560893338323,-0.05699466733754627,0.037737063379595356,0.625,ok
CORE_ROBUST_R17,6,full,original_R16_calendar,STATE_FAST_R15,81,12,2000,1509,70,81,-0.21201906181466307,-0.6040324550708099,0.030223313106630092,0.9385,ok
CORE_ROBUST_R17,6,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.1134761956928471,-0.1781842296846453,0.12674950125231024,0.76,ok
CORE_ROBUST_R17,6,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.5422729747699684,-1.045729187364281,0.14378669964475804,0.853,ok
CORE_ROBUST_R17,6,origins_2024plus,original_R16_calendar,STATE_FAST_R15,25,12,2000,1509,14,25,-0.021110174013494385,-0.09721741733263693,0.025150573766608512,0.838,ok
CORE_ROBUST_R17,6,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.03260347741678735,-0.08415013691470874,0.05070187521162462,0.6405,ok
CORE_ROBUST_R17,7,full,original_R16_calendar,STATE_FAST_R15,80,12,2000,1509,69,80,-0.266182210371523,-0.7986777372690596,0.07460017739895959,0.8975,ok
CORE_ROBUST_R17,7,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.18499395321538536,-0.21471375981214755,0.19334269304490842,0.712,ok
CORE_ROBUST_R17,7,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.6057077625901771,-1.1628775971178122,0.2979540967073337,0.6135,ok
CORE_ROBUST_R17,7,origins_2024plus,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.034907667694385795,-0.14016576885650256,0.02847027878563808,0.884,ok
CORE_ROBUST_R17,7,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.050048052565921056,-0.11986767334013496,0.06633191106220912,0.6645,ok
CORE_ROBUST_R17,8,full,original_R16_calendar,STATE_FAST_R15,79,12,2000,1509,68,79,-0.333762162648106,-1.0570719838388485,0.16344497550067444,0.857,ok
CORE_ROBUST_R17,8,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.2852452626405176,-0.30336039369445633,0.24362437151203828,0.716,ok
CORE_ROBUST_R17,8,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.654940924711468,-1.337884892936528,0.5017653540188012,0.454,ok
CORE_ROBUST_R17,8,origins_2024plus,original_R16_calendar,STATE_FAST_R15,23,12,2000,1509,12,23,-0.06612088050559019,-0.19433386265575098,0.03224567579507453,0.88,ok
CORE_ROBUST_R17,8,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.07117362793302681,-0.15777573782275378,0.07812240011317474,0.6995,ok
CORE_ROBUST_R17,9,full,original_R16_calendar,STATE_FAST_R15,78,12,2000,1509,67,78,-0.38347796477465657,-1.3041068905921172,0.29321071874493887,0.811,ok
CORE_ROBUST_R17,9,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.3999018731701015,-0.39287118475284216,0.30735599758826276,0.716,ok
CORE_ROBUST_R17,9,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.6256528385351111,-1.3555461303050258,0.9818036635001764,0.359,ok
CORE_ROBUST_R17,9,origins_2024plus,original_R16_calendar,STATE_FAST_R15,22,12,2000,1509,11,22,-0.09539787209714987,-0.25454131324789064,0.05075461409032907,0.8905,ok
CORE_ROBUST_R17,9,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.0648176386570412,-0.18812011564785744,0.09720202821742224,0.685,ok
CORE_ROBUST_R17,10,full,original_R16_calendar,STATE_FAST_R15,77,12,2000,1509,66,77,-0.41947163678411964,-1.623689126712101,0.47798869309926056,0.7605,ok
CORE_ROBUST_R17,10,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.4230320781873932,-0.4214609419640755,0.394194625774142,0.6675,ok
CORE_ROBUST_R17,10,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.6658391303333042,-1.3891798963723232,1.6495168587849094,0.248,ok
CORE_ROBUST_R17,10,origins_2024plus,original_R16_calendar,STATE_FAST_R15,21,12,2000,1509,10,21,-0.13248335249434906,-0.3338993327978321,0.09104712822410496,0.8735,ok
CORE_ROBUST_R17,10,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.024627643435051895,-0.24218633608130868,0.15613968145159407,0.6495,ok
CORE_ROBUST_R17,11,full,original_R16_calendar,STATE_FAST_R15,76,12,2000,1509,65,76,-0.41748090704706137,-1.8776452062287372,0.7732022634352627,0.699,ok
CORE_ROBUST_R17,11,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.4654481835742449,-0.46832309428388275,0.5126090535765859,0.6265,ok
CORE_ROBUST_R17,11,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.5680892457791291,-0.9017005858343564,2.617414263364862,0.1585,ok
CORE_ROBUST_R17,11,origins_2024plus,original_R16_calendar,STATE_FAST_R15,20,12,2000,1509,9,20,-0.16000325812508578,-0.4247756605988825,0.11533513234738708,0.8345,ok
CORE_ROBUST_R17,11,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.08067050079050973,-0.2948316351201562,0.2848612101465094,0.58,ok
CORE_ROBUST_R17,12,full,original_R16_calendar,STATE_FAST_R15,75,12,2000,1509,64,75,-0.3924401415380163,-2.145648121933387,1.0949494594929956,0.658,ok
CORE_ROBUST_R17,12,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.5113502152491933,-0.5109762517708335,0.6261587829546426,0.568,ok
CORE_ROBUST_R17,12,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.36687659872545125,-0.36687659872545125,3.467688866234715,0.084,ok
CORE_ROBUST_R17,12,origins_2024plus,original_R16_calendar,STATE_FAST_R15,19,12,2000,1509,8,19,-0.22446133462980045,-0.4406358486103499,0.09247316652232465,0.895,ok
CORE_ROBUST_R17,12,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.27329551910172095,-0.31816272283678443,0.5282764947660964,0.589,ok
DAMPED_P95_Q001_R16,1,full,original_R16_calendar,STATE_FAST_R15,88,12,2000,1509,77,88,-0.00590519491802336,-0.018298625441298365,0.0019851840722518973,0.896,ok
DAMPED_P95_Q001_R16,1,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,34,12,2000,1509,23,34,0.0007619587304195399,-0.0049201214370020166,0.004587374950743172,0.6125,ok
DAMPED_P95_Q001_R16,1,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.02275359677432311,-0.04704838969060887,-0.004658853784834244,1.0,ok
DAMPED_P95_Q001_R16,1,origins_2024plus,original_R16_calendar,STATE_FAST_R15,30,12,2000,1509,19,30,1.741909878114952e-05,-0.0026599065908789543,0.0018721201709056296,0.722,ok
DAMPED_P95_Q001_R16,1,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.0002515298783288359,-0.0026401498303125328,0.0023324982461415404,0.678,ok
DAMPED_P95_Q001_R16,2,full,original_R16_calendar,STATE_FAST_R15,86,12,2000,1509,75,86,-0.02382999371892716,-0.06869719583717208,0.003738137435076029,0.9375,ok
DAMPED_P95_Q001_R16,2,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,33,12,2000,1509,22,33,0.0005676343289995811,-0.014298270191931592,0.010611898510369025,0.6665,ok
DAMPED_P95_Q001_R16,2,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.08393335558833859,-0.16689745992276228,-0.002536346908061144,0.9945,ok
DAMPED_P95_Q001_R16,2,origins_2024plus,original_R16_calendar,STATE_FAST_R15,29,12,2000,1509,18,29,-0.001852098571192989,-0.008909017887747697,0.003431136911048401,0.839,ok
DAMPED_P95_Q001_R16,2,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.000938347488396797,-0.008895154594400566,0.00503262923511545,0.7495,ok
DAMPED_P95_Q001_R16,3,full,original_R16_calendar,STATE_FAST_R15,84,12,2000,1509,73,84,-0.05927642874982116,-0.1597392747823286,0.0012264262310915138,0.9695,ok
DAMPED_P95_Q001_R16,3,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.011605547775720657,-0.025535621891277026,0.010295887438033141,0.8495,ok
DAMPED_P95_Q001_R16,3,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.18727992896026527,-0.3641978656910672,0.0058083973755516105,0.9695,ok
DAMPED_P95_Q001_R16,3,origins_2024plus,original_R16_calendar,STATE_FAST_R15,28,12,2000,1509,17,28,-0.00404014968269827,-0.02088957860690409,0.006916175946780708,0.8725,ok
DAMPED_P95_Q001_R16,3,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.0020179514420831488,-0.019325409159210345,0.01198258210842274,0.724,ok
DAMPED_P95_Q001_R16,4,full,original_R16_calendar,STATE_FAST_R15,83,12,2000,1509,72,83,-0.10697140587386443,-0.2976743788471625,0.0033700974059643414,0.9655,ok
DAMPED_P95_Q001_R16,4,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.03244925722899801,-0.03416490761135719,0.011498152048790023,0.8705,ok
DAMPED_P95_Q001_R16,4,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.3173579571734256,-0.6126003255741478,0.029852862769965533,0.9595,ok
DAMPED_P95_Q001_R16,4,origins_2024plus,original_R16_calendar,STATE_FAST_R15,27,12,2000,1509,16,27,-0.008283684594096147,-0.038669249427874676,0.009902215798962478,0.885,ok
DAMPED_P95_Q001_R16,4,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.0048204305965743105,-0.03532031421061402,0.02425910360326117,0.666,ok
DAMPED_P95_Q001_R16,5,full,original_R16_calendar,STATE_FAST_R15,82,12,2000,1509,71,82,-0.1659677752655144,-0.477141238171818,0.011643134219794828,0.953,ok
DAMPED_P95_Q001_R16,5,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.06912102007555929,-0.07049038530829603,0.02484592087150617,0.7775,ok
DAMPED_P95_Q001_R16,5,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.45923395665982913,-0.8741292014344921,0.049314375486795015,0.9275,ok
DAMPED_P95_Q001_R16,5,origins_2024plus,original_R16_calendar,STATE_FAST_R15,26,12,2000,1509,15,26,-0.01445653728916866,-0.06607954614665179,0.01663559629672302,0.844,ok
DAMPED_P95_Q001_R16,5,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.01626775510559471,-0.05704200673839072,0.03811855585304618,0.623,ok
DAMPED_P95_Q001_R16,6,full,original_R16_calendar,STATE_FAST_R15,81,12,2000,1509,70,81,-0.23024607388033108,-0.6902256251723841,0.02614583000289131,0.9405,ok
DAMPED_P95_Q001_R16,6,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.1350260195693451,-0.1378102504074296,0.04902500614111782,0.7145,ok
DAMPED_P95_Q001_R16,6,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.5753020019460566,-1.088979622150658,0.14178966110968869,0.853,ok
DAMPED_P95_Q001_R16,6,origins_2024plus,original_R16_calendar,STATE_FAST_R15,25,12,2000,1509,14,25,-0.0208740524552964,-0.09729735483987506,0.025411904894549336,0.837,ok
DAMPED_P95_Q001_R16,6,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.03268893518694204,-0.08421624147846131,0.05139026242327021,0.639,ok
DAMPED_P95_Q001_R16,7,full,original_R16_calendar,STATE_FAST_R15,80,12,2000,1509,69,80,-0.29601171502165513,-0.9103791162775148,0.05923137841835796,0.904,ok
DAMPED_P95_Q001_R16,7,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.23122388146486775,-0.235117449911573,0.0636546115673557,0.7185,ok
DAMPED_P95_Q001_R16,7,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.643862735548777,-1.2104282368104375,0.2954465950972495,0.6135,ok
DAMPED_P95_Q001_R16,7,origins_2024plus,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.034544472570249576,-0.14028541643429562,0.029014257245581387,0.884,ok
DAMPED_P95_Q001_R16,7,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.05017202449759692,-0.11995985745543643,0.06730967378534881,0.662,ok
DAMPED_P95_Q001_R16,8,full,original_R16_calendar,STATE_FAST_R15,79,12,2000,1509,68,79,-0.37427690666362434,-1.1940638063562605,0.12841822944811335,0.867,ok
DAMPED_P95_Q001_R16,8,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.35409488334380534,-0.3552727771975528,0.07054712422215187,0.7505,ok
DAMPED_P95_Q001_R16,8,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.69691995341671,-1.3936191950484265,0.4985194774555454,0.454,ok
DAMPED_P95_Q001_R16,8,origins_2024plus,original_R16_calendar,STATE_FAST_R15,23,12,2000,1509,12,23,-0.06568523814884836,-0.19448241801411958,0.032837810827454426,0.88,ok
DAMPED_P95_Q001_R16,8,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.07145247107610425,-0.15779102290816427,0.07913733083163696,0.6985,ok
DAMPED_P95_Q001_R16,9,full,original_R16_calendar,STATE_FAST_R15,78,12,2000,1509,67,78,-0.4454782294726534,-1.516250366895441,0.2569659647274513,0.8425,ok
DAMPED_P95_Q001_R16,9,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.516079048878937,-0.518901329422014,0.06971285838297941,0.8115,ok
DAMPED_P95_Q001_R16,9,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.6727556537935914,-1.4222265338954807,0.9826104500032583,0.359,ok
DAMPED_P95_Q001_R16,9,origins_2024plus,original_R16_calendar,STATE_FAST_R15,22,12,2000,1509,11,22,-0.09484712016794536,-0.2547463605961868,0.05156353103656201,0.8905,ok
DAMPED_P95_Q001_R16,9,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.06586355313206528,-0.18861215165160092,0.09840867118165075,0.6855,ok
DAMPED_P95_Q001_R16,10,full,original_R16_calendar,STATE_FAST_R15,77,12,2000,1509,66,77,-0.5164853721887002,-1.9140600635542149,0.4497077071425568,0.8055,ok
DAMPED_P95_Q001_R16,10,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.6107714425282644,-0.6224698558032936,0.061243006988952735,0.872,ok
DAMPED_P95_Q001_R16,10,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.7273817729926582,-1.4809203840554155,1.6524755263760944,0.248,ok
DAMPED_P95_Q001_R16,10,origins_2024plus,original_R16_calendar,STATE_FAST_R15,21,12,2000,1509,10,21,-0.13178690218103079,-0.3341904204621117,0.09240964246777432,0.8735,ok
DAMPED_P95_Q001_R16,10,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.026220612105075067,-0.24302024352770302,0.15494089453913273,0.651,ok
DAMPED_P95_Q001_R16,11,full,original_R16_calendar,STATE_FAST_R15,76,12,2000,1509,65,76,-0.554004411778774,-2.240437929961107,0.6988631514242246,0.7605,ok
DAMPED_P95_Q001_R16,11,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.7315810857035816,-0.7494113068972604,0.07263030592331335,0.8895,ok
DAMPED_P95_Q001_R16,11,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.6463342214236691,-1.0064282395189865,2.62620406967962,0.1585,ok
DAMPED_P95_Q001_R16,11,origins_2024plus,original_R16_calendar,STATE_FAST_R15,20,12,2000,1509,9,20,-0.1590859619252083,-0.4251424986549618,0.1172298187969382,0.8345,ok
DAMPED_P95_Q001_R16,11,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.07813544975845378,-0.29722143313628274,0.28323483865314,0.5765,ok
DAMPED_P95_Q001_R16,12,full,original_R16_calendar,STATE_FAST_R15,75,12,2000,1509,64,75,-0.5742555284525306,-2.622461482134754,1.0290183237931205,0.7285,ok
DAMPED_P95_Q001_R16,12,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,-0.8727948982454612,-0.9098719419756897,0.06740052933653608,0.908,ok
DAMPED_P95_Q001_R16,12,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.4538127007944122,-0.4538127007944122,3.4792705388321683,0.0875,ok
DAMPED_P95_Q001_R16,12,origins_2024plus,original_R16_calendar,STATE_FAST_R15,19,12,2000,1509,8,19,-0.223590687948376,-0.4408044988763556,0.09444025793691313,0.895,ok
DAMPED_P95_Q001_R16,12,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.2700987056624411,-0.31992400425832196,0.5242221282625086,0.588,ok
FOOD_ASYMMETRIC_R17,1,full,original_R16_calendar,STATE_FAST_R15,88,12,2000,1509,77,88,0.018082809830297673,0.001802909404590886,0.04965161043192948,0.019,ok
FOOD_ASYMMETRIC_R17,1,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,34,12,2000,1509,23,34,0.0039708714627966265,-0.0009653148622634711,0.013060409102968448,0.057,ok
FOOD_ASYMMETRIC_R17,1,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.05462441134401002,-0.03211941294243557,0.06873150236839314,0.218,ok
FOOD_ASYMMETRIC_R17,1,origins_2024plus,original_R16_calendar,STATE_FAST_R15,30,12,2000,1509,19,30,0.004843058769162326,-0.001691509950007037,0.011472704019517577,0.108,ok
FOOD_ASYMMETRIC_R17,1,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.005142280227289721,-0.0013875763411231937,0.013227977968214387,0.0765,ok
FOOD_ASYMMETRIC_R17,2,full,original_R16_calendar,STATE_FAST_R15,86,12,2000,1509,75,86,0.05063100519073507,-0.005131678862430739,0.15191094187938453,0.0335,ok
FOOD_ASYMMETRIC_R17,2,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,33,12,2000,1509,22,33,0.020692003968847385,0.011558265520639592,0.03431302438187004,0.0,ok
FOOD_ASYMMETRIC_R17,2,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.13422440681380982,-0.1390771365138337,0.21958045444613528,0.1745,ok
FOOD_ASYMMETRIC_R17,2,origins_2024plus,original_R16_calendar,STATE_FAST_R15,29,12,2000,1509,18,29,0.015518777651717866,-0.006747227883133414,0.031859558653538816,0.098,ok
FOOD_ASYMMETRIC_R17,2,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.015431552791939678,-0.0025398385243617172,0.03849867119683012,0.0585,ok
