origin,h,target,n_models_present,n_models_finite,original_all15_support
2024-06,7,2025-01,15,15,True
2024-06,8,2025-02,15,15,True
2024-06,9,2025-03,15,15,True
2024-06,10,2025-04,15,15,True
2024-06,11,2025-05,15,15,True
2024-06,12,2025-06,15,15,True
2024-07,1,2024-08,15,15,True
2024-07,2,2024-09,15,15,True
2024-07,3,2024-10,15,15,True
2024-07,4,2024-11,15,15,True
2024-07,5,2024-12,15,15,True
2024-07,6,2025-01,15,15,True
2024-07,7,2025-02,15,15,True
2024-07,8,2025-03,15,15,True
2024-07,9,2025-04,15,15,True
2024-07,10,2025-05,15,15,True
2024-07,11,2025-06,15,15,True
2024-07,12,2025-07,15,15,True
2024-08,1,2024-09,15,15,True
2024-08,2,2024-10,15,15,True
2024-08,3,2024-11,15,15,True
2024-08,4,2024-12,15,15,True
2024-08,5,2025-01,15,15,True
2024-08,6,2025-02,15,15,True
2024-08,7,2025-03,15,15,True
2024-08,8,2025-04,15,15,True
2024-08,9,2025-05,15,15,True
2024-08,10,2025-06,15,15,True
2024-08,11,2025-07,15,15,True
2024-08,12,2025-08,15,15,True
2024-09,1,2024-10,15,15,True
2024-09,2,2024-11,15,15,True
2024-09,3,2024-12,15,15,True
2024-09,4,2025-01,15,15,True
2024-09,5,2025-02,15,15,True
2024-09,6,2025-03,15,15,True
2024-09,7,2025-04,15,15,True
2024-09,8,2025-05,15,15,True
2024-09,9,2025-06,15,15,True
2024-09,10,2025-07,15,15,True
2024-09,11,2025-08,15,15,True
2024-09,12,2025-09,15,15,True
2024-10,1,2024-11,15,15,True
2024-10,2,2024-12,15,15,True
2024-10,3,2025-01,15,15,True
2024-10,4,2025-02,15,15,True
2024-10,5,2025-03,15,15,True
2024-10,6,2025-04,15,15,True
2024-10,7,2025-05,15,15,True
2024-10,8,2025-06,15,15,True
2024-10,9,2025-07,15,15,True
2024-10,10,2025-08,15,15,True
2024-10,11,2025-09,15,15,True
2024-10,12,2025-10,15,15,True
2024-11,1,2024-12,15,15,True
2024-11,2,2025-01,15,15,True
2024-11,3,2025-02,15,15,True
2024-11,4,2025-03,15,15,True
2024-11,5,2025-04,15,15,True
2024-11,6,2025-05,15,15,True
2024-11,7,2025-06,15,15,True
2024-11,8,2025-07,15,15,True
2024-11,9,2025-08,15,15,True
2024-11,10,2025-09,15,15,True
2024-11,11,2025-10,15,15,True
2024-11,12,2025-11,15,15,True
2024-12,1,2025-01,15,15,True
2024-12,2,2025-02,15,15,True
2024-12,3,2025-03,15,15,True
2024-12,4,2025-04,15,15,True
2024-12,5,2025-05,15,15,True
2024-12,6,2025-06,15,15,True
2024-12,7,2025-07,15,15,True
2024-12,8,2025-08,15,15,True
2024-12,9,2025-09,15,15,True
2024-12,10,2025-10,15,15,True
2024-12,11,2025-11,15,15,True
2024-12,12,2025-12,15,15,True
2025-01,1,2025-02,15,15,True
2025-01,2,2025-03,15,15,True
2025-01,3,2025-04,15,15,True
2025-01,4,2025-05,15,15,True
2025-01,5,2025-06,15,15,True
2025-01,6,2025-07,15,15,True
2025-01,7,2025-08,15,15,True
2025-01,8,2025-09,15,15,True
2025-01,9,2025-10,15,15,True
2025-01,10,2025-11,15,15,True
2025-01,11,2025-12,15,15,True
2025-01,12,2026-01,15,15,True
2025-02,1,2025-03,15,15,True
2025-02,2,2025-04,15,15,True
2025-02,3,2025-05,15,15,True
2025-02,4,2025-06,15,15,True
2025-02,5,2025-07,15,15,True
2025-02,6,2025-08,15,15,True
2025-02,7,2025-09,15,15,True
2025-02,8,2025-10,15,15,True
2025-02,9,2025-11,15,15,True
2025-02,10,2025-12,15,15,True
2025-02,11,2026-01,15,15,True
2025-02,12,2026-02,15,15,True
2025-03,1,2025-04,15,15,True
2025-03,2,2025-05,15,15,True
2025-03,3,2025-06,15,15,True
2025-03,4,2025-07,15,15,True
2025-03,5,2025-08,15,15,True
2025-03,6,2025-09,15,15,True
2025-03,7,2025-10,15,15,True
2025-03,8,2025-11,15,15,True
2025-03,9,2025-12,15,15,True
2025-03,10,2026-01,15,15,True
2025-03,11,2026-02,15,15,True
2025-03,12,2026-03,15,15,True
2025-04,1,2025-05,15,15,True
2025-04,2,2025-06,15,15,True
2025-04,3,2025-07,15,15,True
2025-04,4,2025-08,15,15,True
2025-04,5,2025-09,15,15,True
2025-04,6,2025-10,15,15,True
2025-04,7,2025-11,15,15,True
2025-04,8,2025-12,15,15,True
2025-04,9,2026-01,15,15,True
2025-04,10,2026-02,15,15,True
2025-04,11,2026-03,15,15,True
2025-04,12,2026-04,15,15,True
2025-05,1,2025-06,15,15,True
2025-05,2,2025-07,15,15,True
2025-05,3,2025-08,15,15,True
2025-05,4,2025-09,15,15,True
2025-05,5,2025-10,15,15,True
2025-05,6,2025-11,15,15,True
2025-05,7,2025-12,15,15,True
2025-05,8,2026-01,15,15,True
2025-05,9,2026-02,15,15,True
2025-05,10,2026-03,15,15,True
2025-05,11,2026-04,15,15,True
2025-05,12,2026-05,15,15,True
2025-06,1,2025-07,15,15,True
2025-06,2,2025-08,15,15,True
2025-06,3,2025-09,15,15,True
2025-06,4,2025-10,15,15,True
2025-06,5,2025-11,15,15,True
2025-06,6,2025-12,15,15,True
2025-06,7,2026-01,15,15,True
2025-06,8,2026-02,15,15,True
2025-06,9,2026-03,15,15,True
2025-06,10,2026-04,15,15,True
2025-06,11,2026-05,15,15,True
2025-06,12,2026-06,15,15,True
2025-07,1,2025-08,15,15,True
2025-07,2,2025-09,15,15,True
2025-07,3,2025-10,15,15,True
2025-07,4,2025-11,15,15,True
2025-07,5,2025-12,15,15,True
2025-07,6,2026-01,15,15,True
2025-07,7,2026-02,15,15,True
2025-07,8,2026-03,15,15,True
2025-07,9,2026-04,15,15,True
2025-07,10,2026-05,15,15,True
2025-07,11,2026-06,15,15,True
2025-07,12,2026-07,15,15,True
2025-08,1,2025-09,15,15,True
2025-08,2,2025-10,15,15,True
2025-08,3,2025-11,15,15,True
2025-08,4,2025-12,15,15,True
2025-08,5,2026-01,15,15,True
2025-08,6,2026-02,15,15,True
2025-08,7,2026-03,15,15,True
2025-08,8,2026-04,15,15,True
2025-08,9,2026-05,15,15,True
2025-08,10,2026-06,15,15,True
2025-08,11,2026-07,15,15,True
2025-08,12,2026-08,15,0,False
2025-09,1,2025-10,15,15,True
2025-09,2,2025-11,15,15,True
2025-09,3,2025-12,15,15,True
2025-09,4,2026-01,15,15,True
2025-09,5,2026-02,15,15,True
2025-09,6,2026-03,15,15,True
2025-09,7,2026-04,15,15,True
2025-09,8,2026-05,15,15,True
2025-09,9,2026-06,15,15,True
2025-09,10,2026-07,15,15,True
2025-09,11,2026-08,15,0,False
2025-09,12,2026-09,15,0,False
2025-10,1,2025-11,15,15,True
2025-10,2,2025-12,15,15,True
2025-10,3,2026-01,15,15,True
2025-10,4,2026-02,15,15,True
2025-10,5,2026-03,15,15,True
2025-10,6,2026-04,15,15,True
2025-10,7,2026-05,15,15,True
2025-10,8,2026-06,15,15,True
2025-10,9,2026-07,15,15,True
2025-10,10,2026-08,15,0,False
2025-10,11,2026-09,15,0,False
2025-10,12,2026-10,15,0,False
2025-11,1,2025-12,15,15,True
2025-11,2,2026-01,15,15,True
2025-11,3,2026-02,15,15,True
2025-11,4,2026-03,15,15,True
2025-11,5,2026-04,15,15,True
2025-11,6,2026-05,15,15,True
2025-11,7,2026-06,15,15,True
2025-11,8,2026-07,15,15,True
2025-11,9,2026-08,15,0,False
2025-11,10,2026-09,15,0,False
2025-11,11,2026-10,15,0,False
2025-11,12,2026-11,15,0,False
2025-12,1,2026-01,15,15,True
2025-12,2,2026-02,15,15,True
2025-12,3,2026-03,15,15,True
2025-12,4,2026-04,15,15,True
2025-12,5,2026-05,15,15,True
2025-12,6,2026-06,15,15,True
2025-12,7,2026-07,15,15,True
2025-12,8,2026-08,15,0,False
2025-12,9,2026-09,15,0,False
2025-12,10,2026-10,15,0,False
2025-12,11,2026-11,15,0,False
2025-12,12,2026-12,15,0,False
2026-01,1,2026-02,15,15,True
2026-01,2,2026-03,15,15,True
2026-01,3,2026-04,15,15,True
2026-01,4,2026-05,15,15,True
2026-01,5,2026-06,15,15,True
2026-01,6,2026-07,15,15,True
2026-01,7,2026-08,15,0,False
2026-01,8,2026-09,15,0,False
2026-01,9,2026-10,15,0,False
2026-01,10,2026-11,15,0,False
2026-01,11,2026-12,15,0,False
2026-01,12,2027-01,15,0,False
2026-02,1,2026-03,15,15,True
2026-02,2,2026-04,15,15,True
2026-02,3,2026-05,15,15,True
2026-02,4,2026-06,15,15,True
2026-02,5,2026-07,15,15,True
2026-02,6,2026-08,15,0,False
2026-02,7,2026-09,15,0,False
2026-02,8,2026-10,15,0,False
2026-02,9,2026-11,15,0,False
2026-02,10,2026-12,15,0,False
2026-02,11,2027-01,15,0,False
2026-02,12,2027-02,15,0,False
2026-03,1,2026-04,15,15,True
2026-03,2,2026-05,15,15,True
2026-03,3,2026-06,15,15,True
2026-03,4,2026-07,15,15,True
2026-03,5,2026-08,15,0,False
2026-03,6,2026-09,15,0,False
2026-03,7,2026-10,15,0,False
2026-03,8,2026-11,15,0,False
2026-03,9,2026-12,15,0,False
2026-03,10,2027-01,15,0,False
2026-03,11,2027-02,15,0,False
2026-03,12,2027-03,15,0,False
2026-04,1,2026-05,15,15,True
2026-04,2,2026-06,15,15,True
2026-04,3,2026-07,15,15,True
2026-04,4,2026-08,15,0,False
2026-04,5,2026-09,15,0,False
2026-04,6,2026-10,15,0,False
2026-04,7,2026-11,15,0,False
2026-04,8,2026-12,15,0,False
2026-04,9,2027-01,15,0,False
2026-04,10,2027-02,15,0,False
2026-04,11,2027-03,15,0,False
2026-04,12,2027-04,15,0,False
2026-05,1,2026-06,15,15,True
2026-05,2,2026-07,15,15,True
2026-05,3,2026-08,15,0,False
2026-05,4,2026-09,15,0,False
2026-05,5,2026-10,15,0,False
2026-05,6,2026-11,15,0,False
2026-05,7,2026-12,15,0,False
2026-05,8,2027-01,15,0,False
2026-05,9,2027-02,15,0,False
2026-05,10,2027-03,15,0,False
2026-05,11,2027-04,15,0,False
2026-05,12,2027-05,15,0,False
2026-06,1,2026-07,15,15,True
2026-06,2,2026-08,15,0,False
2026-06,3,2026-09,15,0,False
2026-06,4,2026-10,15,0,False
2026-06,5,2026-11,15,0,False
2026-06,6,2026-12,15,0,False
2026-06,7,2027-01,15,0,False
2026-06,8,2027-02,15,0,False
2026-06,9,2027-03,15,0,False
2026-06,10,2027-04,15,0,False
2026-06,11,2027-05,15,0,False
2026-06,12,2027-06,15,0,False
2026-07,1,2026-08,15,0,False
2026-07,2,2026-09,15,0,False
2026-07,3,2026-10,15,0,False
2026-07,4,2026-11,15,0,False
2026-07,5,2026-12,15,0,False
2026-07,6,2027-01,15,0,False
2026-07,7,2027-02,15,0,False
2026-07,8,2027-03,15,0,False
2026-07,9,2027-04,15,0,False
2026-07,10,2027-05,15,0,False
2026-07,11,2027-06,15,0,False
2026-07,12,2027-07,15,0,False
