origin,row,source,source_period,available_from,cutoff,source_was_later_than_legacy_clock,transform,raw_reconstructed,saved,matches
2007-12,62,bbg__industrial_metals_spot_index__month_mean,2007-12,2008-01-01 00:00:00,2008-01-09 00:00:00,False,T2,-0.06130477645459642,-0.06130477645459642,True
2008-01,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2007-12,2008-02-01 00:00:00,2008-02-09 00:00:00,False,T0,5.0,5.0,True
2008-01,12,czso:PRU01C:sa_calendar_adjusted_level,2007-11,2008-01-10 00:00:00,2008-02-09 00:00:00,False,T0,85.61806454,85.61806454,True
2008-01,17,bbg__nominal_ulc_quarterly__as_reported,2007Q3,2007-12-14 00:00:00,2008-02-09 00:00:00,False,T0,69.0,69.0,True
2008-01,26,czso:CEN0303:sitc_total:mm_pct,None,NaT,2008-02-09 00:00:00,False,T2,,,True
2008-01,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2007-12,2008-01-26 00:00:00,2008-02-09 00:00:00,False,T2,-0.001163467263297413,-0.001163467263297413,True
2008-01,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2007-12,2008-01-26 00:00:00,2008-02-09 00:00:00,False,T2,-0.002234637801415751,-0.002234637801415751,True
2008-01,62,bbg__industrial_metals_spot_index__month_mean,2008-01,2008-02-01 00:00:00,2008-02-09 00:00:00,False,T2,0.03782960077219055,0.03782960077219055,True
2008-02,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-01,2008-03-03 00:00:00,2008-03-09 00:00:00,False,T0,4.6,4.6,True
2008-02,12,czso:PRU01C:sa_calendar_adjusted_level,2007-12,2008-02-10 00:00:00,2008-03-09 00:00:00,False,T0,87.81426362,87.81426362,True
2008-02,17,bbg__nominal_ulc_quarterly__as_reported,2007Q3,2007-12-14 00:00:00,2008-03-09 00:00:00,False,T0,69.0,69.0,True
2008-02,26,czso:CEN0303:sitc_total:mm_pct,None,NaT,2008-03-09 00:00:00,False,T2,,,True
2008-02,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-01,2008-02-26 00:00:00,2008-03-09 00:00:00,False,T2,0.01845496437335914,0.01845496437335914,True
2008-02,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-01,2008-02-26 00:00:00,2008-03-09 00:00:00,False,T2,0.002234637801415751,0.002234637801415751,True
2008-02,62,bbg__industrial_metals_spot_index__month_mean,2008-02,2008-03-01 00:00:00,2008-03-09 00:00:00,False,T2,0.09171475250163041,0.09171475250163041,True
2008-03,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-02,2008-04-01 00:00:00,2008-04-09 00:00:00,False,T0,4.5,4.5,True
2008-03,12,czso:PRU01C:sa_calendar_adjusted_level,2008-01,2008-03-12 00:00:00,2008-04-09 00:00:00,False,T0,86.97561695,86.97561695,True
2008-03,17,bbg__nominal_ulc_quarterly__as_reported,2007Q4,2008-03-15 00:00:00,2008-04-09 00:00:00,False,T0,73.3,73.3,True
2008-03,26,czso:CEN0303:sitc_total:mm_pct,2008-01,2008-03-16 00:00:00,2008-04-09 00:00:00,False,T2,,,True
2008-03,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-02,2008-03-26 00:00:00,2008-04-09 00:00:00,False,T2,0.0011422045787767843,0.0011422045787767843,True
2008-03,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-02,2008-03-26 00:00:00,2008-04-09 00:00:00,False,T2,0.0011154490838656272,0.0011154490838656272,True
2008-03,62,bbg__industrial_metals_spot_index__month_mean,2008-03,2008-04-01 00:00:00,2008-04-09 00:00:00,False,T2,0.061062999484319924,0.061062999484319924,True
2008-04,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-03,2008-05-02 00:00:00,2008-05-09 00:00:00,False,T0,4.5,4.5,True
2008-04,12,czso:PRU01C:sa_calendar_adjusted_level,2008-02,2008-04-10 00:00:00,2008-05-09 00:00:00,False,T0,88.05762504,88.05762504,True
2008-04,17,bbg__nominal_ulc_quarterly__as_reported,2007Q4,2008-03-15 00:00:00,2008-05-09 00:00:00,False,T0,73.3,73.3,True
2008-04,26,czso:CEN0303:sitc_total:mm_pct,2008-02,2008-04-14 00:00:00,2008-05-09 00:00:00,False,T2,-0.011060947359424825,-0.011060947359424825,True
2008-04,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-03,2008-04-26 00:00:00,2008-05-09 00:00:00,False,T2,0.0034188067487859186,0.0034188067487859186,True
2008-04,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-03,2008-04-26 00:00:00,2008-05-09 00:00:00,False,T2,0.0033389012655149486,0.0033389012655149486,True
2008-04,62,bbg__industrial_metals_spot_index__month_mean,2008-04,2008-05-01 00:00:00,2008-05-09 00:00:00,False,T2,-0.012218510738124522,-0.012218510738124522,True
2008-05,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-04,2008-06-01 00:00:00,2008-06-09 00:00:00,False,T0,4.3,4.3,True
2008-05,12,czso:PRU01C:sa_calendar_adjusted_level,2008-03,2008-05-11 00:00:00,2008-06-09 00:00:00,False,T0,84.86181021,84.86181021,True
2008-05,17,bbg__nominal_ulc_quarterly__as_reported,2007Q4,2008-03-15 00:00:00,2008-06-09 00:00:00,False,T0,73.3,73.3,True
2008-05,26,czso:CEN0303:sitc_total:mm_pct,2008-03,2008-05-15 00:00:00,2008-06-09 00:00:00,False,T2,-0.004008021397538836,-0.004008021397538836,True
2008-05,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-04,2008-05-26 00:00:00,2008-06-09 00:00:00,False,T2,0.001137009787075094,0.001137009787075094,True
2008-05,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-04,2008-05-26 00:00:00,2008-06-09 00:00:00,False,T2,0.0,0.0,True
2008-05,62,bbg__industrial_metals_spot_index__month_mean,2008-05,2008-06-01 00:00:00,2008-06-09 00:00:00,False,T2,-0.043922552034097784,-0.043922552034097784,True
2008-06,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-05,2008-07-02 00:00:00,2008-07-09 00:00:00,False,T0,4.1,4.1,True
2008-06,12,czso:PRU01C:sa_calendar_adjusted_level,2008-04,2008-06-10 00:00:00,2008-07-09 00:00:00,False,T0,86.71891106,86.71891106,True
2008-06,17,bbg__nominal_ulc_quarterly__as_reported,2008Q1,2008-06-14 00:00:00,2008-07-09 00:00:00,False,T0,75.3,75.3,True
2008-06,26,czso:CEN0303:sitc_total:mm_pct,2008-04,2008-06-14 00:00:00,2008-07-09 00:00:00,False,T2,0.0009995003330834258,0.0009995003330834258,True
2008-06,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-05,2008-06-26 00:00:00,2008-07-09 00:00:00,False,T2,0.007923074837327349,0.007923074837327349,True
2008-06,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-05,2008-06-26 00:00:00,2008-07-09 00:00:00,False,T2,0.012148133935647287,0.012148133935647287,True
2008-06,62,bbg__industrial_metals_spot_index__month_mean,2008-06,2008-07-01 00:00:00,2008-07-09 00:00:00,False,T2,-0.02739898433360466,-0.02739898433360466,True
2008-07,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-06,2008-08-01 00:00:00,2008-08-09 00:00:00,False,T0,4.6,4.6,True
2008-07,12,czso:PRU01C:sa_calendar_adjusted_level,2008-05,2008-07-11 00:00:00,2008-08-09 00:00:00,False,T0,85.96806638,85.96806638,True
2008-07,17,bbg__nominal_ulc_quarterly__as_reported,2008Q1,2008-06-14 00:00:00,2008-08-09 00:00:00,False,T0,75.3,75.3,True
2008-07,26,czso:CEN0303:sitc_total:mm_pct,2008-05,2008-07-15 00:00:00,2008-08-09 00:00:00,False,T2,0.019802627296179702,0.019802627296179702,True
2008-07,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-06,2008-07-26 00:00:00,2008-08-09 00:00:00,False,T2,0.006741598566919471,0.006741598566919471,True
2008-07,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-06,2008-07-26 00:00:00,2008-08-09 00:00:00,False,T2,0.007654493360532477,0.007654493360532477,True
2008-07,62,bbg__industrial_metals_spot_index__month_mean,2008-07,2008-08-01 00:00:00,2008-08-09 00:00:00,False,T2,0.0020063624119766033,0.0020063624119766033,True
2008-08,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-07,2008-09-01 00:00:00,2008-09-09 00:00:00,False,T0,4.3,4.3,True
2008-08,12,czso:PRU01C:sa_calendar_adjusted_level,2008-06,2008-08-10 00:00:00,2008-09-09 00:00:00,False,T0,84.4943005,84.4943005,True
2008-08,17,bbg__nominal_ulc_quarterly__as_reported,2008Q1,2008-06-14 00:00:00,2008-09-09 00:00:00,False,T0,75.3,75.3,True
2008-08,26,czso:CEN0303:sitc_total:mm_pct,2008-06,2008-08-14 00:00:00,2008-09-09 00:00:00,False,T2,-0.012072581234269303,-0.012072581234269303,True
2008-08,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-07,2008-08-26 00:00:00,2008-09-09 00:00:00,False,T2,0.0011191942970150137,0.0011191942970150137,True
2008-08,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-07,2008-08-26 00:00:00,2008-09-09 00:00:00,False,T2,0.0010887317351970793,0.0010887317351970793,True
2008-08,62,bbg__industrial_metals_spot_index__month_mean,2008-08,2008-09-01 00:00:00,2008-09-09 00:00:00,False,T2,-0.08865869871637244,-0.08865869871637244,True
2008-09,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-08,2008-10-02 00:00:00,2008-10-09 00:00:00,False,T0,4.1,4.1,True
2008-09,12,czso:PRU01C:sa_calendar_adjusted_level,2008-07,2008-09-10 00:00:00,2008-10-09 00:00:00,False,T0,82.13068064,82.13068064,True
2008-09,17,bbg__nominal_ulc_quarterly__as_reported,2008Q2,2008-09-13 00:00:00,2008-10-09 00:00:00,False,T0,72.0,72.0,True
2008-09,26,czso:CEN0303:sitc_total:mm_pct,2008-07,2008-09-14 00:00:00,2008-10-09 00:00:00,False,T2,-0.013085239548655526,-0.013085239548655526,True
2008-09,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-08,2008-09-26 00:00:00,2008-10-09 00:00:00,False,T2,0.005577259298106263,0.005577259298106263,True
2008-09,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-08,2008-09-26 00:00:00,2008-10-09 00:00:00,False,T2,0.004343112147164874,0.004343112147164874,True
2008-09,62,bbg__industrial_metals_spot_index__month_mean,2008-09,2008-10-01 00:00:00,2008-10-09 00:00:00,False,T2,-0.07687146858563665,-0.07687146858563665,True
2008-10,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-09,2008-11-01 00:00:00,2008-11-09 00:00:00,False,T0,4.4,4.4,True
2008-10,12,czso:PRU01C:sa_calendar_adjusted_level,2008-08,2008-10-11 00:00:00,2008-11-09 00:00:00,False,T0,80.83700193,80.83700193,True
2008-10,17,bbg__nominal_ulc_quarterly__as_reported,2008Q2,2008-09-13 00:00:00,2008-11-09 00:00:00,False,T0,72.0,72.0,True
2008-10,26,czso:CEN0303:sitc_total:mm_pct,2008-08,2008-10-15 00:00:00,2008-11-09 00:00:00,False,T2,0.02371652661731606,0.02371652661731606,True
2008-10,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-09,2008-10-26 00:00:00,2008-11-09 00:00:00,False,T2,-0.0011129661694209148,-0.0011129661694209148,True
2008-10,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-09,2008-10-26 00:00:00,2008-11-09 00:00:00,False,T2,0.0,0.0,True
2008-10,62,bbg__industrial_metals_spot_index__month_mean,2008-10,2008-11-01 00:00:00,2008-11-09 00:00:00,False,T2,-0.26762918142888115,-0.26762918142888115,True
2008-11,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-10,2008-12-02 00:00:00,2008-12-09 00:00:00,False,T0,4.2,4.2,True
2008-11,12,czso:PRU01C:sa_calendar_adjusted_level,2008-09,2008-11-10 00:00:00,2008-12-09 00:00:00,False,T0,81.46769374,81.46769374,True
2008-11,17,bbg__nominal_ulc_quarterly__as_reported,2008Q2,2008-09-13 00:00:00,2008-12-09 00:00:00,False,T0,72.0,72.0,True
2008-11,26,czso:CEN0303:sitc_total:mm_pct,2008-09,2008-11-14 00:00:00,2008-12-09 00:00:00,False,T2,0.008959741371471997,0.008959741371471997,True
2008-11,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-10,2008-11-26 00:00:00,2008-12-09 00:00:00,False,T2,-0.011198325310029844,-0.011198325310029844,True
2008-11,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-10,2008-11-26 00:00:00,2008-12-09 00:00:00,False,T2,-0.01308633724289443,-0.01308633724289443,True
2008-11,62,bbg__industrial_metals_spot_index__month_mean,2008-11,2008-12-01 00:00:00,2008-12-09 00:00:00,False,T2,-0.16964228279909666,-0.16964228279909666,True
2008-12,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-11,2009-01-01 00:00:00,2009-01-09 00:00:00,False,T0,4.4,4.4,True
2008-12,12,czso:PRU01C:sa_calendar_adjusted_level,2008-10,2008-12-11 00:00:00,2009-01-09 00:00:00,False,T0,78.75569541,78.75569541,True
2008-12,17,bbg__nominal_ulc_quarterly__as_reported,2008Q3,2008-12-14 00:00:00,2009-01-09 00:00:00,False,T0,70.2,70.2,True
2008-12,26,czso:CEN0303:sitc_total:mm_pct,2008-10,2008-12-15 00:00:00,2009-01-09 00:00:00,False,T2,0.000999500333083386,0.000999500333083386,True
2008-12,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-11,2008-12-26 00:00:00,2009-01-09 00:00:00,False,T2,-0.018182319083190457,-0.018182319083190457,True
2008-12,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-11,2008-12-26 00:00:00,2009-01-09 00:00:00,False,T2,-0.023321434533772667,-0.023321434533772667,True
2008-12,62,bbg__industrial_metals_spot_index__month_mean,2008-12,2009-01-01 00:00:00,2009-01-09 00:00:00,False,T2,-0.17034388523274568,-0.17034388523274568,True
2009-01,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2008-12,2009-02-01 00:00:00,2009-02-09 00:00:00,False,T0,4.8,4.8,True
2009-01,12,czso:PRU01C:sa_calendar_adjusted_level,2008-11,2009-01-10 00:00:00,2009-02-09 00:00:00,False,T0,76.06492065,76.06492065,True
2009-01,17,bbg__nominal_ulc_quarterly__as_reported,2008Q3,2008-12-14 00:00:00,2009-02-09 00:00:00,False,T0,70.2,70.2,True
2009-01,26,czso:CEN0303:sitc_total:mm_pct,2008-11,2009-01-14 00:00:00,2009-02-09 00:00:00,False,T2,-0.019182819416774,-0.019182819416774,True
2009-01,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2008-12,2009-01-26 00:00:00,2009-02-09 00:00:00,False,T2,-0.015020501924723817,-0.015020501924723817,True
2009-01,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2008-12,2009-01-26 00:00:00,2009-02-09 00:00:00,False,T2,-0.016997576368570577,-0.016997576368570577,True
2009-01,62,bbg__industrial_metals_spot_index__month_mean,2009-01,2009-02-01 00:00:00,2009-02-09 00:00:00,False,T2,0.02375719592308645,0.02375719592308645,True
2009-02,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-01,2009-03-04 00:00:00,2009-03-09 00:00:00,False,T0,5.3,5.3,True
2009-02,12,czso:PRU01C:sa_calendar_adjusted_level,2008-12,2009-02-10 00:00:00,2009-03-09 00:00:00,False,T0,74.69189062,74.69189062,True
2009-02,17,bbg__nominal_ulc_quarterly__as_reported,2008Q3,2008-12-14 00:00:00,2009-03-09 00:00:00,False,T0,70.2,70.2,True
2009-02,26,czso:CEN0303:sitc_total:mm_pct,2008-12,2009-02-14 00:00:00,2009-03-09 00:00:00,False,T2,-0.010050335853501414,-0.010050335853501414,True
2009-02,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-01,2009-02-26 00:00:00,2009-03-09 00:00:00,False,T2,0.010422792676094694,0.010422792676094694,True
2009-02,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-01,2009-02-26 00:00:00,2009-03-09 00:00:00,False,T2,-0.008032171697264445,-0.008032171697264445,True
2009-02,62,bbg__industrial_metals_spot_index__month_mean,2009-02,2009-03-01 00:00:00,2009-03-09 00:00:00,False,T2,-0.03455326771122724,-0.03455326771122724,True
2009-03,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-02,2009-04-01 00:00:00,2009-04-09 00:00:00,False,T0,5.6,5.6,True
2009-03,12,czso:PRU01C:sa_calendar_adjusted_level,2009-01,2009-03-13 00:00:00,2009-04-09 00:00:00,False,T0,70.01319396,70.01319396,True
2009-03,17,bbg__nominal_ulc_quarterly__as_reported,2008Q4,2009-03-16 00:00:00,2009-04-09 00:00:00,False,T0,76.6,76.6,True
2009-03,26,czso:CEN0303:sitc_total:mm_pct,2009-01,2009-03-17 00:00:00,2009-04-09 00:00:00,False,T2,0.01587334915629021,0.01587334915629021,True
2009-03,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-02,2009-03-26 00:00:00,2009-04-09 00:00:00,False,T2,0.003450262192152387,0.003450262192152387,True
2009-03,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-02,2009-03-26 00:00:00,2009-04-09 00:00:00,False,T2,0.004597709248629123,0.004597709248629123,True
2009-03,62,bbg__industrial_metals_spot_index__month_mean,2009-03,2009-04-01 00:00:00,2009-04-09 00:00:00,False,T2,0.055404982436464856,0.055404982436464856,True
2009-04,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-03,2009-05-02 00:00:00,2009-05-09 00:00:00,False,T0,5.9,5.9,True
2009-04,12,czso:PRU01C:sa_calendar_adjusted_level,2009-02,2009-04-10 00:00:00,2009-05-09 00:00:00,False,T0,70.38117914,70.38117914,True
2009-04,17,bbg__nominal_ulc_quarterly__as_reported,2008Q4,2009-03-16 00:00:00,2009-05-09 00:00:00,False,T0,76.6,76.6,True
2009-04,26,czso:CEN0303:sitc_total:mm_pct,2009-02,2009-04-14 00:00:00,2009-05-09 00:00:00,False,T2,0.03246719013750139,0.03246719013750139,True
2009-04,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-03,2009-04-26 00:00:00,2009-05-09 00:00:00,False,T2,-0.011547472424772387,-0.011547472424772387,True
2009-04,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-03,2009-04-26 00:00:00,2009-05-09 00:00:00,False,T2,-0.012694919481249123,-0.012694919481249123,True
2009-04,62,bbg__industrial_metals_spot_index__month_mean,2009-04,2009-05-01 00:00:00,2009-05-09 00:00:00,False,T2,0.13069935844305203,0.13069935844305203,True
2009-05,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-04,2009-06-01 00:00:00,2009-06-09 00:00:00,False,T0,6.3,6.3,True
2009-05,12,czso:PRU01C:sa_calendar_adjusted_level,2009-03,2009-05-11 00:00:00,2009-06-09 00:00:00,False,T0,71.63792191,71.63792191,True
2009-05,17,bbg__nominal_ulc_quarterly__as_reported,2008Q4,2009-03-16 00:00:00,2009-06-09 00:00:00,False,T0,76.6,76.6,True
2009-05,26,czso:CEN0303:sitc_total:mm_pct,2009-03,2009-05-15 00:00:00,2009-06-09 00:00:00,False,T2,-0.04395188752918272,-0.04395188752918272,True
2009-05,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-04,2009-05-26 00:00:00,2009-06-09 00:00:00,False,T2,-0.004656585829950544,-0.004656585829950544,True
2009-05,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-04,2009-05-26 00:00:00,2009-06-09 00:00:00,False,T2,-0.0034904049397681547,-0.0034904049397681547,True
2009-05,62,bbg__industrial_metals_spot_index__month_mean,2009-05,2009-06-01 00:00:00,2009-06-09 00:00:00,False,T2,0.04346990195776712,0.04346990195776712,True
2009-06,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-05,2009-07-02 00:00:00,2009-07-09 00:00:00,False,T0,6.6,6.6,True
2009-06,12,czso:PRU01C:sa_calendar_adjusted_level,2009-04,2009-06-10 00:00:00,2009-07-09 00:00:00,False,T0,70.29738236,70.29738236,True
2009-06,17,bbg__nominal_ulc_quarterly__as_reported,2009Q1,2009-06-14 00:00:00,2009-07-09 00:00:00,False,T0,77.8,77.8,True
2009-06,26,czso:CEN0303:sitc_total:mm_pct,2009-04,2009-06-14 00:00:00,2009-07-09 00:00:00,False,T2,-0.01612938192988359,-0.01612938192988359,True
2009-06,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-05,2009-06-26 00:00:00,2009-07-09 00:00:00,False,T2,-0.0035067248092097714,-0.0035067248092097714,True
2009-06,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-05,2009-06-26 00:00:00,2009-07-09 00:00:00,False,T2,-0.00467290569939216,-0.00467290569939216,True
2009-06,62,bbg__industrial_metals_spot_index__month_mean,2009-06,2009-07-01 00:00:00,2009-07-09 00:00:00,False,T2,0.0866170368864756,0.0866170368864756,True
2009-07,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-06,2009-08-01 00:00:00,2009-08-09 00:00:00,False,T0,6.6,6.6,True
2009-07,12,czso:PRU01C:sa_calendar_adjusted_level,2009-05,2009-07-11 00:00:00,2009-08-09 00:00:00,False,T0,70.51195383,70.51195383,True
2009-07,17,bbg__nominal_ulc_quarterly__as_reported,2009Q1,2009-06-14 00:00:00,2009-08-09 00:00:00,False,T0,77.8,77.8,True
2009-07,26,czso:CEN0303:sitc_total:mm_pct,2009-05,2009-07-15 00:00:00,2009-08-09 00:00:00,False,T2,-0.009040744652149109,-0.009040744652149109,True
2009-07,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-06,2009-07-26 00:00:00,2009-08-09 00:00:00,False,T2,0.0,0.0,True
2009-07,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-06,2009-07-26 00:00:00,2009-08-09 00:00:00,False,T2,0.0,0.0,True
2009-07,62,bbg__industrial_metals_spot_index__month_mean,2009-07,2009-08-01 00:00:00,2009-08-09 00:00:00,False,T2,0.04516409790582632,0.04516409790582632,True
2009-08,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-07,2009-09-01 00:00:00,2009-09-09 00:00:00,False,T0,7.0,7.0,True
2009-08,12,czso:PRU01C:sa_calendar_adjusted_level,2009-06,2009-08-10 00:00:00,2009-09-09 00:00:00,False,T0,72.16270683,72.16270683,True
2009-08,17,bbg__nominal_ulc_quarterly__as_reported,2009Q1,2009-06-14 00:00:00,2009-09-09 00:00:00,False,T0,77.8,77.8,True
2009-08,26,czso:CEN0303:sitc_total:mm_pct,2009-06,2009-08-14 00:00:00,2009-09-09 00:00:00,False,T2,-0.005012541823544291,-0.005012541823544291,True
2009-08,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-07,2009-08-26 00:00:00,2009-09-09 00:00:00,False,T2,-0.003519065215195738,-0.003519065215195738,True
2009-08,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-07,2009-08-26 00:00:00,2009-09-09 00:00:00,False,T2,-0.004694844304207635,-0.004694844304207635,True
2009-08,62,bbg__industrial_metals_spot_index__month_mean,2009-08,2009-09-01 00:00:00,2009-09-09 00:00:00,False,T2,0.15832344456574887,0.15832344456574887,True
2009-09,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-08,2009-10-02 00:00:00,2009-10-09 00:00:00,False,T0,7.4,7.4,True
2009-09,12,czso:PRU01C:sa_calendar_adjusted_level,2009-07,2009-09-10 00:00:00,2009-10-09 00:00:00,False,T0,70.53702389,70.53702389,True
2009-09,17,bbg__nominal_ulc_quarterly__as_reported,2009Q2,2009-09-13 00:00:00,2009-10-09 00:00:00,False,T0,74.0,74.0,True
2009-09,26,czso:CEN0303:sitc_total:mm_pct,2009-07,2009-09-14 00:00:00,2009-10-09 00:00:00,False,T2,-0.02429269256904454,-0.02429269256904454,True
2009-09,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-08,2009-09-26 00:00:00,2009-10-09 00:00:00,False,T2,0.002347418918304811,0.002347418918304811,True
2009-09,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-08,2009-09-26 00:00:00,2009-10-09 00:00:00,False,T2,0.0023501773449536856,0.0023501773449536856,True
2009-09,62,bbg__industrial_metals_spot_index__month_mean,2009-09,2009-10-01 00:00:00,2009-10-09 00:00:00,False,T2,-0.022554734229244033,-0.022554734229244033,True
2009-10,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-09,2009-11-01 00:00:00,2009-11-09 00:00:00,False,T0,7.4,7.4,True
2009-10,12,czso:PRU01C:sa_calendar_adjusted_level,2009-08,2009-10-11 00:00:00,2009-11-09 00:00:00,False,T0,73.27366767,73.27366767,True
2009-10,17,bbg__nominal_ulc_quarterly__as_reported,2009Q2,2009-09-13 00:00:00,2009-11-09 00:00:00,False,T0,74.0,74.0,True
2009-10,26,czso:CEN0303:sitc_total:mm_pct,2009-08,2009-10-15 00:00:00,2009-11-09 00:00:00,False,T2,-0.006018072325562951,-0.006018072325562951,True
2009-10,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-09,2009-10-26 00:00:00,2009-11-09 00:00:00,False,T2,-0.004700361180331569,-0.004700361180331569,True
2009-10,47,eurostat:sts_inppd_m:PRC_PRR_DOM:C:I21:CZ,2009-09,2009-10-26 00:00:00,2009-11-09 00:00:00,False,T2,-0.005885832177261463,-0.005885832177261463,True
2009-10,62,bbg__industrial_metals_spot_index__month_mean,2009-10,2009-11-01 00:00:00,2009-11-09 00:00:00,False,T2,0.04237554450305314,0.04237554450305314,True
2009-11,11,eurostat:une_rt_m:SA:TOTAL:T:PC_ACT:CZ,2009-10,2009-12-02 00:00:00,2009-12-09 00:00:00,False,T0,7.4,7.4,True
2009-11,12,czso:PRU01C:sa_calendar_adjusted_level,2009-09,2009-11-10 00:00:00,2009-12-09 00:00:00,False,T0,73.33843159,73.33843159,True
2009-11,17,bbg__nominal_ulc_quarterly__as_reported,2009Q2,2009-09-13 00:00:00,2009-12-09 00:00:00,False,T0,74.0,74.0,True
2009-11,26,czso:CEN0303:sitc_total:mm_pct,2009-09,2009-11-14 00:00:00,2009-12-09 00:00:00,False,T2,-0.013085239548655425,-0.013085239548655425,True
2009-11,45,eurostat:sts_inppd_m:PRC_PRR_DOM:B-E36:I21:CZ,2009-10,2009-11-26 00:00:00,2009-12-09 00:00:00,False,T2,-0.002358491659292916,-0.002358491659292916,True
