report_date,report_clock_utc,origin,as_of_utc,quarter,quarters_ahead,realised,cnb,known_months,forecast_months,model,forecast,complete,report_year,target_year,forecast_available,scored,age_days,disagreement,model_error,cnb_error,model_squared_error,cnb_squared_error,disagreement_squared,cross_term,abs_error_gain,squared_error_gain,same_error_direction,shared_large_miss,close_agreement
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2025Q3,9,2.498824030135401,1.81543984,0,3,INDEPENDENT_BRIDGE,,False,2023,2025,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2025Q4,10,2.2333587331890614,1.95397005,0,3,INDEPENDENT_BRIDGE,,False,2023,2025,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2023Q4,1,7.563594181986659,7.4869530045711,0,3,INDEPENDENT_BRIDGE,8.629565334465347,True,2023,2023,True,True,30.042361111111113,1.1426123298942477,1.0659711524786886,-0.07664117741555909,1.1362944979167435,0.005873870075643205,1.305562936426361,-0.17514230858526073,-0.9893299750631295,-1.1304206278411004,False,False,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2024Q1,2,2.0857590939023543,2.72442838094152,0,3,INDEPENDENT_BRIDGE,3.17620160970241,True,2023,2024,True,True,30.042361111111113,0.45177322876089,1.090442515800056,0.6386692870391659,1.189064880264355,0.4078984582071165,0.20409905022503944,0.5770673718321992,-0.45177322876089,-0.7811664220572385,True,True,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2024Q2,3,2.4619743363836286,2.60050989,0,3,INDEPENDENT_BRIDGE,3.916815882016651,True,2023,2024,True,True,30.042361111111113,1.3163059920166509,1.4548415456330224,0.1385355536163715,2.1165639228998816,0.019192099615794538,1.7326614646189393,0.3647103586651476,-1.3163059920166509,-2.097371823284087,True,False,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2024Q3,4,2.3104616266815072,2.23573565,0,3,INDEPENDENT_BRIDGE,3.95761210390094,True,2023,2024,True,True,30.042361111111113,1.72187645390094,1.6471504772194328,-0.07472597668150716,2.7131046946042052,0.005583971591005151,2.9648585224984756,-0.25733779948527574,-1.5724245005379256,-2.7075207230132,False,False,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2024Q4,5,2.883653194002781,2.75147403,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,30.042361111111113,,,,,,,,,,False,False,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2025Q1,6,2.731002175839947,1.84748967,0,3,INDEPENDENT_BRIDGE,,False,2023,2025,False,False,30.042361111111113,,,,,,,,,,False,False,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2025Q2,7,2.380373322135424,1.97308566,0,3,INDEPENDENT_BRIDGE,,False,2023,2025,False,False,30.042361111111113,,,,,,,,,,False,False,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2025Q3,8,2.498824030135401,2.22360544,0,3,INDEPENDENT_BRIDGE,,False,2023,2025,False,False,30.042361111111113,,,,,,,,,,False,False,False
2023-11-09,2023-11-08 23:00:00+00:00,2023-09,2023-10-09 21:59:00+00:00,2025Q4,9,2.2333587331890614,2.29729349,0,3,INDEPENDENT_BRIDGE,,False,2023,2025,False,False,30.042361111111113,,,,,,,,,,False,False,False
2024-02-15,2024-02-14 23:00:00+00:00,2024-01,2024-02-14 22:59:00+00:00,2024Q1,1,2.0857590939023543,2.86348243690547,0,3,INDEPENDENT_BRIDGE,1.4014571929284259,True,2024,2024,True,True,0.0006944444444444445,-1.462025243977044,-0.6843019009739284,0.7777233430031156,0.46826909167653213,0.6048535982519418,2.1375178140261353,-2.274102320601545,0.09342144202918723,0.13658450657540971,False,False,False
2024-02-15,2024-02-14 23:00:00+00:00,2024-01,2024-02-14 22:59:00+00:00,2024Q2,2,2.4619743363836286,2.64855616,0,3,INDEPENDENT_BRIDGE,1.6309179461827676,True,2024,2024,True,True,0.0006944444444444445,-1.0176382138172324,-0.831056390200861,0.18658182361637143,0.6906547236936856,0.03481277690401074,1.0355875342211271,-0.37974558743145226,-0.6444745665844895,-0.6558419467896749,False,False,False
2024-02-15,2024-02-14 23:00:00+00:00,2024-01,2024-02-14 22:59:00+00:00,2024Q3,3,2.3104616266815072,2.25182174,0,3,INDEPENDENT_BRIDGE,1.4642070597659647,True,2024,2024,True,True,0.0006944444444444445,-0.7876146802340354,-0.8462545669155426,-0.058639886681507214,0.7161467920254125,0.003438636310020007,0.6203368845201618,0.09237127119523075,-0.7876146802340354,-0.7127081557153925,True,False,False
2024-02-15,2024-02-14 23:00:00+00:00,2024-01,2024-02-14 22:59:00+00:00,2024Q4,4,2.883653194002781,2.71600921,0,3,INDEPENDENT_BRIDGE,1.954575355573492,True,2024,2024,True,True,0.0006944444444444445,-0.7614338544265082,-0.9290778384292893,-0.16764398400278102,0.8631856298604406,0.0281045053723247,0.5797815146668089,0.2552996098213069,-0.7614338544265082,-0.8350811244881159,True,False,False
2024-02-15,2024-02-14 23:00:00+00:00,2024-01,2024-02-14 22:59:00+00:00,2025Q1,5,2.731002175839947,1.74708136,0,3,INDEPENDENT_BRIDGE,,False,2024,2025,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2024-02-15,2024-02-14 23:00:00+00:00,2024-01,2024-02-14 22:59:00+00:00,2025Q2,6,2.380373322135424,1.90133475,0,3,INDEPENDENT_BRIDGE,,False,2024,2025,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2024-02-15,2024-02-14 23:00:00+00:00,2024-01,2024-02-14 22:59:00+00:00,2025Q3,7,2.498824030135401,2.10922648,0,3,INDEPENDENT_BRIDGE,,False,2024,2025,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2024-02-15,2024-02-14 23:00:00+00:00,2024-01,2024-02-14 22:59:00+00:00,2025Q4,8,2.2333587331890614,2.11605046,0,3,INDEPENDENT_BRIDGE,,False,2024,2025,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2024-05-09,2024-05-08 22:00:00+00:00,2024-03,2024-04-09 21:59:00+00:00,2024Q2,1,2.4619743363836286,2.43930764498391,0,3,INDEPENDENT_BRIDGE,2.564112776763475,True,2024,2024,True,True,29.000694444444445,0.12480513177956487,0.10213844037984643,-0.02266669139971844,0.010432261003227444,0.00051377889901007,0.015576320918514554,-0.005657838814297179,-0.07947174898012799,-0.009918482104217374,False,False,True
2024-05-09,2024-05-08 22:00:00+00:00,2024-03,2024-04-09 21:59:00+00:00,2024Q3,2,2.3104616266815072,2.11409498,0,3,INDEPENDENT_BRIDGE,2.5188012649840794,True,2024,2024,True,True,29.000694444444445,0.40470628498407946,0.20833963830257218,-0.19636664668150727,0.0434054048880466,0.03855985992893991,0.16378717710561494,-0.15894163214650825,-0.01197299162106491,-0.00484554495910669,False,False,False
2024-05-09,2024-05-08 22:00:00+00:00,2024-03,2024-04-09 21:59:00+00:00,2024Q4,3,2.883653194002781,2.51517686,0,3,INDEPENDENT_BRIDGE,3.230914774740628,True,2024,2024,True,True,29.000694444444445,0.715737914740628,0.34726158073784674,-0.36847633400278124,0.12059060545654805,0.1357748087201292,0.5122807625972624,-0.5274649658608436,0.021214753264934494,0.01518420326358115,False,False,False
2024-05-09,2024-05-08 22:00:00+00:00,2024-03,2024-04-09 21:59:00+00:00,2025Q1,4,2.731002175839947,2.35125799,0,3,INDEPENDENT_BRIDGE,3.048441931086924,True,2024,2025,True,True,29.000694444444445,0.6971839410869238,0.31743975524697676,-0.37974418583994707,0.1007679982112605,0.14420564667924426,0.4860654477094953,-0.529503096177479,0.062304430592970306,0.04343764846798376,False,False,False
2024-05-09,2024-05-08 22:00:00+00:00,2024-03,2024-04-09 21:59:00+00:00,2025Q2,5,2.380373322135424,1.89757644,0,3,INDEPENDENT_BRIDGE,,False,2024,2025,False,False,29.000694444444445,,,,,,,,,,False,False,False
2024-05-09,2024-05-08 22:00:00+00:00,2024-03,2024-04-09 21:59:00+00:00,2025Q3,6,2.498824030135401,1.8837879,0,3,INDEPENDENT_BRIDGE,,False,2024,2025,False,False,29.000694444444445,,,,,,,,,,False,False,False
2024-05-09,2024-05-08 22:00:00+00:00,2024-03,2024-04-09 21:59:00+00:00,2025Q4,7,2.2333587331890614,1.85637427,0,3,INDEPENDENT_BRIDGE,,False,2024,2025,False,False,29.000694444444445,,,,,,,,,,False,False,False
