period,model,actual,consensus,forecast,error,surprise,deviation,gain,big,alert,directional_big_hit,wrong_way_big_alert,material_big_hit,capture_ratio
2025-11,LEGACY_HALF,-0.3,0.1,-0.027816223027742316,0.27218377697225765,-0.4,-0.12781622302774232,0.12781622302774237,True,False,False,False,False,0.3195405575693558
2025-12,LEGACY_HALF,-0.3,-0.1,-0.3434457856939405,-0.04344578569394053,-0.19999999999999998,-0.24344578569394051,0.15655421430605945,False,True,False,False,False,
2026-01,LEGACY_HALF,0.9,0.8,0.8203997681246585,-0.07960023187534149,0.09999999999999998,0.02039976812465849,0.02039976812465849,False,False,False,False,False,
2026-02,LEGACY_HALF,-0.1,0.1,0.08533789933264095,0.18533789933264094,-0.2,-0.014662100667359054,0.014662100667359068,False,False,False,False,False,
2026-03,LEGACY_HALF,0.6,0.7,0.5687208685067471,-0.0312791314932529,-0.09999999999999998,-0.13127913149325288,0.06872086850674708,False,False,False,False,False,
2026-04,LEGACY_HALF,0.5,0.4,0.48278285927151987,-0.01721714072848013,0.09999999999999998,0.08278285927151985,0.08278285927151985,False,False,False,False,False,
2026-05,LEGACY_HALF,0.1,0.3,0.34891451806262636,0.24891451806262635,-0.19999999999999998,0.048914518062626366,-0.048914518062626366,False,False,False,False,False,
2026-06,LEGACY_HALF,-0.3,0.0,-0.0862689598561721,0.21373104014382788,-0.3,-0.0862689598561721,0.08626895985617211,False,False,False,False,False,
2026-07,LEGACY_HALF,0.6,0.6,0.5082255045536204,-0.09177449544637961,0.0,-0.09177449544637961,-0.09177449544637961,False,False,False,False,False,
2019-02,LEGACY_FULL,0.2,0.1,0.3633042634206621,0.16330426342066207,0.1,0.26330426342066204,-0.06330426342066206,False,True,False,False,False,
2019-03,LEGACY_FULL,0.2,0.1,0.06462856272596214,-0.1353714372740379,0.1,-0.03537143727403787,-0.03537143727403788,False,False,False,False,False,
2019-04,LEGACY_FULL,0.1,0.3,0.46640875973697327,0.3664087597369733,-0.19999999999999998,0.16640875973697328,-0.1664087597369733,False,False,False,False,False,
2019-05,LEGACY_FULL,0.7,0.4,0.2453915893403023,-0.45460841065969765,0.29999999999999993,-0.15460841065969771,-0.15460841065969771,False,False,False,False,False,
2019-06,LEGACY_FULL,0.2,0.1,0.01793909698894571,-0.1820609030110543,0.1,-0.08206090301105429,-0.08206090301105429,False,False,False,False,False,
2019-07,LEGACY_FULL,0.4,0.2,0.4073850155299284,0.007385015529928374,0.2,0.20738501552992838,0.19261498447007164,False,True,False,False,False,
2019-08,LEGACY_FULL,0.1,0.0,0.03337114464789147,-0.06662885535210854,0.1,0.03337114464789147,0.03337114464789147,False,False,False,False,False,
2019-09,LEGACY_FULL,-0.6,-0.4,-0.3125754257108867,0.2874245742891133,-0.19999999999999996,0.08742457428911332,-0.08742457428911332,False,False,False,False,False,
2019-10,LEGACY_FULL,0.5,0.4,0.38608154705667164,-0.11391845294332836,0.09999999999999998,-0.013918452943328385,-0.013918452943328385,False,False,False,False,False,
2019-11,LEGACY_FULL,0.3,0.2,0.23560490020383623,-0.06439509979616376,0.09999999999999998,0.03560490020383622,0.03560490020383622,False,False,False,False,False,
2019-12,LEGACY_FULL,0.2,0.1,-0.00025683543523052216,-0.20025683543523054,0.1,-0.10025683543523053,-0.10025683543523053,False,False,False,False,False,
2020-01,LEGACY_FULL,1.5,1.0,0.9338457493877738,-0.5661542506122262,0.5,-0.06615425061222624,-0.06615425061222624,True,False,False,False,False,-0.13230850122445248
2020-02,LEGACY_FULL,0.3,0.3,0.34752061434726994,0.04752061434726995,0.0,0.04752061434726995,-0.04752061434726995,False,False,False,False,False,
2020-03,LEGACY_FULL,-0.1,0.1,-0.21976068336312968,-0.11976068336312967,-0.2,-0.3197606833631297,0.08023931663687034,False,True,False,False,False,
2020-04,LEGACY_FULL,-0.2,-0.2,-0.3406160017991818,-0.14061600179918177,0.0,-0.14061600179918177,-0.14061600179918177,False,False,False,False,False,
2020-05,LEGACY_FULL,0.4,0.1,0.2092368595355673,-0.1907631404644327,0.30000000000000004,0.1092368595355673,0.10923685953556733,False,False,False,False,False,
2020-06,LEGACY_FULL,0.6,0.2,0.42837977699273194,-0.17162022300726804,0.39999999999999997,0.22837977699273193,0.22837977699273193,True,True,True,False,True,0.5709494424818299
2020-07,LEGACY_FULL,0.4,0.2,0.5397290857522055,0.13972908575220544,0.2,0.33972908575220545,0.06027091424779457,False,True,False,False,False,
2020-08,LEGACY_FULL,0.0,0.0,0.13118242410294553,0.13118242410294553,0.0,0.13118242410294553,-0.13118242410294553,False,False,False,False,False,
2020-09,LEGACY_FULL,-0.6,-0.3,-0.35659328466591345,0.24340671533408653,-0.3,-0.05659328466591346,0.05659328466591346,False,False,False,False,False,
2020-10,LEGACY_FULL,0.2,0.2,0.3978739613964862,0.19787396139648616,0.0,0.19787396139648616,-0.19787396139648616,False,False,False,False,False,
2020-11,LEGACY_FULL,0.0,0.1,0.23519791251102853,0.23519791251102853,-0.1,0.13519791251102853,-0.13519791251102853,False,False,False,False,False,
2020-12,LEGACY_FULL,-0.2,0.1,0.193628526859597,0.39362852685959704,-0.30000000000000004,0.093628526859597,-0.093628526859597,False,False,False,False,False,
2021-01,LEGACY_FULL,1.3,0.9,0.978256086182864,-0.3217439138171361,0.4,0.07825608618286395,0.07825608618286395,True,False,False,False,False,0.19564021545715987
2021-02,LEGACY_FULL,0.2,0.3,0.64130976938737,0.44130976938737004,-0.09999999999999998,0.34130976938737007,-0.34130976938737007,False,True,False,False,False,
2021-03,LEGACY_FULL,0.2,0.3,0.10513794949209415,-0.09486205050790586,-0.09999999999999998,-0.19486205050790584,0.005137949492094118,False,False,False,False,False,
2021-04,LEGACY_FULL,0.5,0.2,0.3114328664423668,-0.18856713355763322,0.3,0.11143286644236677,0.11143286644236677,False,False,False,False,False,
2021-05,LEGACY_FULL,0.2,0.4,0.6080984187777289,0.40809841877772884,-0.2,0.20809841877772883,-0.20809841877772883,False,True,False,False,False,
2021-06,LEGACY_FULL,0.5,0.4,0.3306017066120405,-0.16939829338795948,0.09999999999999998,-0.0693982933879595,-0.0693982933879595,False,False,False,False,False,
2021-07,LEGACY_FULL,1.0,0.5,0.7267104929224889,-0.2732895070775111,0.5,0.2267104929224889,0.2267104929224889,True,True,True,False,True,0.4534209858449778
2021-08,LEGACY_FULL,0.7,0.2,0.08384013952324902,-0.616159860476751,0.49999999999999994,-0.11615986047675099,-0.11615986047675103,True,False,False,False,False,-0.232319720953502
2021-09,LEGACY_FULL,0.2,-0.2,0.027284062634300395,-0.17271593736569962,0.4,0.2272840626343004,0.2272840626343004,True,True,True,False,True,0.5682101565857509
2021-10,LEGACY_FULL,1.0,0.7,0.9398966764946142,-0.06010332350538583,0.30000000000000004,0.2398966764946142,0.2398966764946142,False,True,False,False,False,
2021-11,LEGACY_FULL,0.2,0.3,0.9734769221305718,0.7734769221305717,-0.09999999999999998,0.6734769221305719,-0.6734769221305718,False,True,False,False,False,
2021-12,LEGACY_FULL,0.4,0.3,1.0900035645191435,0.6900035645191435,0.10000000000000003,0.7900035645191434,-0.5900035645191435,False,True,False,False,False,
2022-01,LEGACY_FULL,4.4,3.8,4.578710823172441,0.17871082317244102,0.6000000000000005,0.7787108231724416,0.4212891768275595,True,True,True,False,True,1.297851371954068
2022-02,LEGACY_FULL,1.3,0.6,1.1453318002540245,-0.15466819974597557,0.7000000000000001,0.5453318002540245,0.5453318002540245,True,True,True,False,True,0.7790454289343206
2022-03,LEGACY_FULL,1.7,1.4,1.2168640999019884,-0.48313590009801155,0.30000000000000004,-0.1831359000980115,-0.1831359000980115,False,False,False,False,False,
2022-04,LEGACY_FULL,1.8,0.9,1.1356745385516973,-0.6643254614483027,0.9,0.2356745385516973,0.2356745385516973,True,True,True,False,True,0.26186059839077475
2022-05,LEGACY_FULL,1.8,1.4,2.2736458198824145,0.4736458198824145,0.40000000000000013,0.8736458198824146,-0.07364581988241437,True,True,True,False,False,2.184114549706036
2022-06,LEGACY_FULL,1.6,1.5,1.7590905997165736,0.15909059971657347,0.10000000000000009,0.25909059971657356,-0.05909059971657338,False,True,False,False,False,
2022-07,LEGACY_FULL,1.3,1.6,1.562803280684844,0.26280328068484393,-0.30000000000000004,-0.03719671931515611,0.03719671931515611,False,False,False,False,False,
2022-08,LEGACY_FULL,0.4,0.8,0.5116902505174548,0.11169025051745474,-0.4,-0.2883097494825453,0.2883097494825453,True,True,True,False,True,0.7207743737063632
2022-09,LEGACY_FULL,0.8,0.2,-0.20542212989856948,-1.0054221298985695,0.6000000000000001,-0.4054221298985695,-0.4054221298985694,True,True,False,True,False,-0.675703549830949
2022-10,LEGACY_FULL,-1.4,0.9,0.9319932278863453,2.331993227886345,-2.3,0.03199322788634529,-0.03199322788634529,True,False,False,False,False,-0.013910099081019691
2022-11,LEGACY_FULL,1.2,0.7,0.4661335771068708,-0.7338664228931291,0.5,-0.23386642289312914,-0.2338664228931291,True,True,False,True,False,-0.4677328457862583
2022-12,LEGACY_FULL,0.0,0.4,-0.2935715106178569,-0.2935715106178569,-0.4,-0.6935715106178569,0.10642848938214311,True,True,True,False,False,1.7339287765446423
2023-01,LEGACY_FULL,6.0,5.8,4.706817629397927,-1.2931823706020733,0.20000000000000018,-1.0931823706020731,-1.0931823706020731,False,True,False,False,False,
2023-02,LEGACY_FULL,0.6,0.5,0.3892576194726527,-0.21074238052734728,0.09999999999999998,-0.1107423805273473,-0.1107423805273473,False,False,False,False,False,
2023-03,LEGACY_FULL,0.1,0.1,0.1705149879225334,0.07051498792253338,0.0,0.07051498792253338,-0.07051498792253338,False,False,False,False,False,
2023-04,LEGACY_FULL,-0.2,0.4,0.471943628864539,0.6719436288645391,-0.6000000000000001,0.07194362886453898,-0.07194362886453898,True,False,False,False,False,-0.11990604810756494
2023-05,LEGACY_FULL,0.3,0.1,0.0448628188835183,-0.2551371811164817,0.19999999999999998,-0.05513718111648171,-0.05513718111648172,False,False,False,False,False,
2023-06,LEGACY_FULL,0.3,0.3,-0.13059363756552322,-0.4305936375655232,0.0,-0.4305936375655232,-0.4305936375655232,False,True,False,False,False,
2023-07,LEGACY_FULL,0.5,0.4,0.2576064301711348,-0.24239356982886517,0.09999999999999998,-0.1423935698288652,-0.1423935698288652,False,False,False,False,False,
2023-08,LEGACY_FULL,0.2,0.1,0.36415874495278605,0.16415874495278604,0.1,0.264158744952786,-0.06415874495278603,False,True,False,False,False,
2023-09,LEGACY_FULL,-0.7,-0.2,-0.34922401759606725,0.3507759824039327,-0.49999999999999994,-0.14922401759606724,0.14922401759606724,True,False,False,False,False,0.29844803519213453
2023-10,LEGACY_FULL,0.1,0.0,0.09315194559352742,-0.006848054406472584,0.1,0.09315194559352742,0.09315194559352742,False,False,False,False,False,
2023-11,LEGACY_FULL,0.1,-0.1,-0.1587731449152924,-0.2587731449152924,0.2,-0.0587731449152924,-0.0587731449152924,False,False,False,False,False,
2023-12,LEGACY_FULL,-0.4,0.0,-0.27525253376552217,0.12474746623447786,-0.4,-0.27525253376552217,0.27525253376552217,True,True,True,False,True,0.6881313344138054
2024-01,LEGACY_FULL,1.5,2.0,0.783216013924709,-0.716783986075291,-0.5,-1.2167839860752911,-0.21678398607529104,True,True,True,False,False,2.4335679721505823
2024-02,LEGACY_FULL,0.3,0.4,0.08481127368800172,-0.21518872631199826,-0.10000000000000003,-0.3151887263119983,-0.11518872631199822,False,True,False,False,False,
2024-03,LEGACY_FULL,0.1,0.1,0.14757049804864306,0.04757049804864305,0.0,0.04757049804864305,-0.04757049804864305,False,False,False,False,False,
2024-04,LEGACY_FULL,0.7,0.2,0.4696440422529049,-0.23035595774709505,0.49999999999999994,0.2696440422529049,0.2696440422529049,True,True,True,False,True,0.5392880845058099
2024-05,LEGACY_FULL,0.0,0.1,0.15862143597585088,0.15862143597585088,-0.1,0.05862143597585087,-0.05862143597585087,False,False,False,False,False,
2024-06,LEGACY_FULL,-0.3,0.2,0.09580491170412109,0.3958049117041211,-0.5,-0.10419508829587892,0.10419508829587892,True,False,False,False,False,0.20839017659175785
2024-07,LEGACY_FULL,0.7,0.5,0.2888957831483444,-0.41110421685165555,0.19999999999999996,-0.2111042168516556,-0.2111042168516556,False,True,False,False,False,
2024-08,LEGACY_FULL,0.3,0.0,0.053635831914646465,-0.24636416808535352,0.3,0.053635831914646465,0.053635831914646465,False,False,False,False,False,
2024-09,LEGACY_FULL,-0.4,-0.5,-0.6109676159206634,-0.21096761592066338,0.09999999999999998,-0.1109676159206634,-0.1109676159206634,False,False,False,False,False,
2024-10,LEGACY_FULL,0.3,0.3,0.33304383958878403,0.03304383958878404,0.0,0.03304383958878404,-0.03304383958878404,False,False,False,False,False,
2024-11,LEGACY_FULL,0.1,0.2,0.09541818554152146,-0.00458181445847855,-0.1,-0.10458181445847856,0.09541818554152146,False,False,False,False,False,
2024-12,LEGACY_FULL,-0.3,0.1,-0.11016625124691272,0.18983374875308728,-0.4,-0.21016625124691274,0.21016625124691274,True,True,True,False,True,0.5254156281172818
2025-01,LEGACY_FULL,1.3,1.1,1.0901535246052472,-0.20984647539475287,0.19999999999999996,-0.009846475394752918,-0.009846475394752918,False,False,False,False,False,
2025-02,LEGACY_FULL,0.2,0.2,0.39086822322194853,0.19086822322194852,0.0,0.19086822322194852,-0.19086822322194852,False,False,False,False,False,
2025-03,LEGACY_FULL,0.1,0.0,0.007623734221809602,-0.0923762657781904,0.1,0.007623734221809602,0.0076237342218096055,False,False,False,False,False,
2025-04,LEGACY_FULL,-0.1,0.1,0.1494713018903901,0.2494713018903901,-0.2,0.04947130189039009,-0.04947130189039009,False,False,False,False,False,
2025-05,LEGACY_FULL,0.5,0.2,0.278471586070947,-0.22152841392905298,0.3,0.07847158607094701,0.07847158607094701,False,False,False,False,False,
2025-06,LEGACY_FULL,0.3,0.2,0.22741701037063647,-0.07258298962936352,0.09999999999999998,0.027417010370636458,0.027417010370636458,False,False,False,False,False,
2025-07,LEGACY_FULL,0.5,0.5,0.690847224872832,0.190847224872832,0.0,0.190847224872832,-0.190847224872832,False,False,False,False,False,
2025-08,LEGACY_FULL,0.1,0.1,0.08732234017273921,-0.012677659827260795,0.0,-0.012677659827260795,-0.012677659827260795,False,False,False,False,False,
2025-09,LEGACY_FULL,-0.6,-0.3,-0.5823268399135493,0.0176731600864507,-0.3,-0.2823268399135493,0.2823268399135493,False,True,False,False,False,
2025-10,LEGACY_FULL,0.5,0.3,0.2570867861892112,-0.2429132138107888,0.2,-0.042913213810788775,-0.042913213810788775,False,False,False,False,False,
2025-11,LEGACY_FULL,-0.3,0.1,-0.027719953189966284,0.2722800468100337,-0.4,-0.1277199531899663,0.12771995318996632,True,False,False,False,False,0.3192998829749157
2025-12,LEGACY_FULL,-0.3,-0.1,-0.3357192330064695,-0.03571923300646951,-0.19999999999999998,-0.2357192330064695,0.16428076699353047,False,True,False,False,False,
2026-01,LEGACY_FULL,0.9,0.8,0.8238318873156507,-0.07616811268434931,0.09999999999999998,0.02383188731565067,0.02383188731565067,False,False,False,False,False,
2026-02,LEGACY_FULL,-0.1,0.1,0.1082387764692573,0.20823877646925731,-0.2,0.008238776469257289,-0.008238776469257303,False,False,False,False,False,
2026-03,LEGACY_FULL,0.6,0.7,0.582685285448406,-0.017314714551593946,-0.09999999999999998,-0.11731471455159392,0.08268528544840603,False,False,False,False,False,
2026-04,LEGACY_FULL,0.5,0.4,0.4923254016592605,-0.007674598340739525,0.09999999999999998,0.09232540165926045,0.09232540165926045,False,False,False,False,False,
2026-05,LEGACY_FULL,0.1,0.3,0.3466639139588065,0.24666391395880652,-0.19999999999999998,0.046663913958806535,-0.046663913958806535,False,False,False,False,False,
2026-06,LEGACY_FULL,-0.3,0.0,-0.09919499430572103,0.20080500569427895,-0.3,-0.09919499430572103,0.09919499430572104,False,False,False,False,False,
2026-07,LEGACY_FULL,0.6,0.6,0.5783630304284639,-0.021636969571536047,0.0,-0.021636969571536047,-0.021636969571536047,False,False,False,False,False,
2019-02,HARD_BASE,0.2,0.1,0.31775488058818213,0.11775488058818212,0.1,0.21775488058818213,-0.017754880588182115,False,True,False,False,False,
2019-03,HARD_BASE,0.2,0.1,0.09946023954165717,-0.10053976045834284,0.1,-0.0005397604583428361,-0.0005397604583428361,False,False,False,False,False,
2019-04,HARD_BASE,0.1,0.3,0.38710754867430486,0.2871075486743049,-0.19999999999999998,0.08710754867430487,-0.0871075486743049,False,False,False,False,False,
2019-05,HARD_BASE,0.7,0.4,0.2254766707170906,-0.47452332928290936,0.29999999999999993,-0.17452332928290942,-0.17452332928290942,False,False,False,False,False,
2019-06,HARD_BASE,0.2,0.1,0.12410329846284626,-0.07589670153715375,0.1,0.024103298462846257,0.024103298462846257,False,False,False,False,False,
2019-07,HARD_BASE,0.4,0.2,0.435229027763851,0.03522902776385095,0.2,0.23522902776385096,0.16477097223614906,False,True,False,False,False,
2019-08,HARD_BASE,0.1,0.0,0.07212027168892293,-0.027879728311077073,0.1,0.07212027168892293,0.07212027168892293,False,False,False,False,False,
2019-09,HARD_BASE,-0.6,-0.4,-0.3115374275151629,0.2884625724848371,-0.19999999999999996,0.08846257248483713,-0.08846257248483713,False,False,False,False,False,
2019-10,HARD_BASE,0.5,0.4,0.22940611674544503,-0.27059388325455497,0.09999999999999998,-0.170593883254555,-0.170593883254555,False,False,False,False,False,
2019-11,HARD_BASE,0.3,0.2,0.16027885730460945,-0.13972114269539054,0.09999999999999998,-0.039721142695390566,-0.039721142695390566,False,False,False,False,False,
2019-12,HARD_BASE,0.2,0.1,0.015134052299833604,-0.1848659477001664,0.1,-0.0848659477001664,-0.0848659477001664,False,False,False,False,False,
2020-01,HARD_BASE,1.5,1.0,0.8910783646002834,-0.6089216353997166,0.5,-0.10892163539971655,-0.10892163539971655,True,False,False,False,False,-0.2178432707994331
2020-02,HARD_BASE,0.3,0.3,0.3016255681785912,0.001625568178591219,0.0,0.001625568178591219,-0.001625568178591219,False,False,False,False,False,
2020-03,HARD_BASE,-0.1,0.1,-0.2620574219510465,-0.16205742195104647,-0.2,-0.3620574219510465,0.03794257804895354,False,True,False,False,False,
2020-04,HARD_BASE,-0.2,-0.2,-0.31758186237127,-0.11758186237127,0.0,-0.11758186237127,-0.11758186237127,False,False,False,False,False,
2020-05,HARD_BASE,0.4,0.1,0.1755417858910625,-0.22445821410893751,0.30000000000000004,0.0755417858910625,0.07554178589106253,False,False,False,False,False,
2020-06,HARD_BASE,0.6,0.2,0.3438817354017713,-0.2561182645982287,0.39999999999999997,0.1438817354017713,0.1438817354017713,True,False,False,False,False,0.3597043385044283
2020-07,HARD_BASE,0.4,0.2,0.4869502977384474,0.08695029773844737,0.2,0.2869502977384474,0.11304970226155264,False,True,False,False,False,
2020-08,HARD_BASE,0.0,0.0,0.03313375648649175,0.03313375648649175,0.0,0.03313375648649175,-0.03313375648649175,False,False,False,False,False,
2020-09,HARD_BASE,-0.6,-0.3,-0.3793055312609125,0.2206944687390875,-0.3,-0.0793055312609125,0.0793055312609125,False,False,False,False,False,
2020-10,HARD_BASE,0.2,0.2,0.1835507038734855,-0.016449296126514523,0.0,-0.016449296126514523,-0.016449296126514523,False,False,False,False,False,
2020-11,HARD_BASE,0.0,0.1,0.1331935220806632,0.1331935220806632,-0.1,0.0331935220806632,-0.0331935220806632,False,False,False,False,False,
2020-12,HARD_BASE,-0.2,0.1,0.17439862975000198,0.374398629750002,-0.30000000000000004,0.07439862975000197,-0.07439862975000194,False,False,False,False,False,
2021-01,HARD_BASE,1.3,0.9,0.8285790522695597,-0.4714209477304403,0.4,-0.07142094773044028,-0.07142094773044028,True,False,False,False,False,-0.1785523693261007
2021-02,HARD_BASE,0.2,0.3,0.4287738547440542,0.2287738547440542,-0.09999999999999998,0.12877385474405423,-0.12877385474405423,False,False,False,False,False,
2021-03,HARD_BASE,0.2,0.3,0.15191007441957335,-0.04808992558042666,-0.09999999999999998,-0.14808992558042663,0.05191007441957332,False,False,False,False,False,
2021-04,HARD_BASE,0.5,0.2,0.256026468736474,-0.243973531263526,0.3,0.05602646873647399,0.05602646873647399,False,False,False,False,False,
2021-05,HARD_BASE,0.2,0.4,0.5680138323904842,0.3680138323904842,-0.2,0.16801383239048417,-0.16801383239048417,False,False,False,False,False,
2021-06,HARD_BASE,0.5,0.4,0.3296679179291987,-0.1703320820708013,0.09999999999999998,-0.07033208207080133,-0.07033208207080133,False,False,False,False,False,
2021-07,HARD_BASE,1.0,0.5,0.6445519678863136,-0.35544803211368636,0.5,0.14455196788631364,0.14455196788631364,True,False,False,False,False,0.2891039357726273
2021-08,HARD_BASE,0.7,0.2,0.22450335235865432,-0.47549664764134564,0.49999999999999994,0.024503352358654307,0.024503352358654307,True,False,False,False,False,0.04900670471730862
2021-09,HARD_BASE,0.2,-0.2,-0.12400009742970602,-0.32400009742970604,0.4,0.07599990257029399,0.07599990257029399,True,False,False,False,False,0.18999975642573497
2021-10,HARD_BASE,1.0,0.7,0.7237052274417968,-0.2762947725582032,0.30000000000000004,0.023705227441796817,0.023705227441796817,False,False,False,False,False,
2021-11,HARD_BASE,0.2,0.3,0.6823484514284204,0.48234845142842037,-0.09999999999999998,0.3823484514284204,-0.3823484514284204,False,True,False,False,False,
2021-12,HARD_BASE,0.4,0.3,0.7709389674170302,0.37093896741703014,0.10000000000000003,0.4709389674170302,-0.2709389674170301,False,True,False,False,False,
2022-01,HARD_BASE,4.4,3.8,4.378137226971534,-0.02186277302846662,0.6000000000000005,0.5781372269715339,0.5781372269715339,True,True,True,False,True,0.9635620449525557
2022-02,HARD_BASE,1.3,0.6,0.8664254070284128,-0.4335745929715873,0.7000000000000001,0.2664254070284128,0.2664254070284128,True,True,True,False,True,0.3806077243263039
2022-03,HARD_BASE,1.7,1.4,0.9740717773895649,-0.7259282226104351,0.30000000000000004,-0.42592822261043506,-0.42592822261043506,False,True,False,False,False,
2022-04,HARD_BASE,1.8,0.9,0.7418585559133414,-1.0581414440866586,0.9,-0.15814144408665864,-0.15814144408665853,True,False,False,False,False,-0.17571271565184293
2022-05,HARD_BASE,1.8,1.4,1.8273429935590184,0.02734299355901837,0.40000000000000013,0.4273429935590185,0.37265700644098176,True,True,True,False,True,1.0683574838975458
2022-06,HARD_BASE,1.6,1.5,1.3932606931984495,-0.20673930680155062,0.10000000000000009,-0.10673930680155053,-0.10673930680155053,False,False,False,False,False,
2022-07,HARD_BASE,1.3,1.6,1.4018402902822626,0.1018402902822626,-0.30000000000000004,-0.19815970971773744,0.19815970971773744,False,False,False,False,False,
2022-08,HARD_BASE,0.4,0.8,0.6308526564677204,0.23085265646772035,-0.4,-0.16914734353227967,0.16914734353227967,True,False,False,False,False,0.4228683588306992
2022-09,HARD_BASE,0.8,0.2,0.16209244464284336,-0.6379075553571567,0.6000000000000001,-0.03790755535715665,-0.03790755535715662,True,False,False,False,False,-0.0631792589285944
2022-10,HARD_BASE,-1.4,0.9,1.1729476113272232,2.572947611327223,-2.3,0.2729476113272232,-0.27294761132722334,True,True,False,True,False,-0.11867287449009706
2022-11,HARD_BASE,1.2,0.7,0.7585158740889214,-0.44148412591107855,0.5,0.05851587408892145,0.05851587408892145,True,False,False,False,False,0.1170317481778429
2022-12,HARD_BASE,0.0,0.4,0.047475065722731635,0.047475065722731635,-0.4,-0.3525249342772684,0.3525249342772684,True,True,True,False,True,0.8813123356931709
2023-01,HARD_BASE,6.0,5.8,4.873148431243555,-1.1268515687564449,0.20000000000000018,-0.9268515687564447,-0.9268515687564447,False,True,False,False,False,
2023-02,HARD_BASE,0.6,0.5,0.5313152061494304,-0.06868479385056958,0.09999999999999998,0.0313152061494304,0.0313152061494304,False,False,False,False,False,
2023-03,HARD_BASE,0.1,0.1,0.2926338566146489,0.1926338566146489,0.0,0.1926338566146489,-0.1926338566146489,False,False,False,False,False,
2023-04,HARD_BASE,-0.2,0.4,0.5640927888903151,0.7640927888903151,-0.6000000000000001,0.1640927888903151,-0.16409278889031498,True,False,False,False,False,-0.27348798148385844
2023-05,HARD_BASE,0.3,0.1,0.22898268041677386,-0.07101731958322613,0.19999999999999998,0.12898268041677385,0.12898268041677385,False,False,False,False,False,
2023-06,HARD_BASE,0.3,0.3,0.035044079040744636,-0.26495592095925535,0.0,-0.26495592095925535,-0.26495592095925535,False,True,False,False,False,
2023-07,HARD_BASE,0.5,0.4,0.38617514341012105,-0.11382485658987895,0.09999999999999998,-0.013824856589878975,-0.013824856589878975,False,False,False,False,False,
2023-08,HARD_BASE,0.2,0.1,0.4746143904367312,0.2746143904367312,0.1,0.37461439043673117,-0.1746143904367312,False,True,False,False,False,
2023-09,HARD_BASE,-0.7,-0.2,-0.24889839959904397,0.451101600400956,-0.49999999999999994,-0.04889839959904396,0.04889839959904396,True,False,False,False,False,0.09779679919808794
2023-10,HARD_BASE,0.1,0.0,0.29059742738357847,0.19059742738357846,0.1,0.29059742738357847,-0.09059742738357845,False,True,False,False,False,
2023-11,HARD_BASE,0.1,-0.1,0.05849249293244713,-0.04150750706755288,0.2,0.15849249293244713,0.15849249293244713,False,False,False,False,False,
2023-12,HARD_BASE,-0.4,0.0,-0.13307024110083232,0.2669297588991677,-0.4,-0.13307024110083232,0.13307024110083232,True,False,False,False,False,0.3326756027520808
2024-01,HARD_BASE,1.5,2.0,0.9319165376518567,-0.5680834623481433,-0.5,-1.0680834623481434,-0.06808346234814333,True,True,True,False,False,2.136166924696287
2024-02,HARD_BASE,0.3,0.4,0.2706200012537311,-0.0293799987462689,-0.10000000000000003,-0.12937999874626893,0.07062000125373114,False,False,False,False,False,
2024-03,HARD_BASE,0.1,0.1,0.17828022163150525,0.07828022163150525,0.0,0.07828022163150525,-0.07828022163150525,False,False,False,False,False,
2024-04,HARD_BASE,0.7,0.2,0.535513874597449,-0.16448612540255092,0.49999999999999994,0.335513874597449,0.335513874597449,True,True,True,False,True,0.6710277491948982
2024-05,HARD_BASE,0.0,0.1,0.2079810434726739,0.2079810434726739,-0.1,0.1079810434726739,-0.1079810434726739,False,False,False,False,False,
2024-06,HARD_BASE,-0.3,0.2,0.049566412104763674,0.3495664121047637,-0.5,-0.15043358789523634,0.1504335878952363,True,False,False,False,False,0.3008671757904727
2024-07,HARD_BASE,0.7,0.5,0.20998444901121854,-0.4900155509887814,0.19999999999999996,-0.29001555098878146,-0.29001555098878146,False,True,False,False,False,
2024-08,HARD_BASE,0.3,0.0,0.07281547435294283,-0.22718452564705716,0.3,0.07281547435294283,0.07281547435294283,False,False,False,False,False,
2024-09,HARD_BASE,-0.4,-0.5,-0.4651739920724355,-0.06517399207243546,0.09999999999999998,0.03482600792756452,0.03482600792756452,False,False,False,False,False,
2024-10,HARD_BASE,0.3,0.3,0.2218404811078794,-0.07815951889212058,0.0,-0.07815951889212058,-0.07815951889212058,False,False,False,False,False,
2024-11,HARD_BASE,0.1,0.2,0.13103934262291972,0.031039342622919713,-0.1,-0.06896065737708029,0.06896065737708029,False,False,False,False,False,
2024-12,HARD_BASE,-0.3,0.1,0.00423825253460209,0.30423825253460207,-0.4,-0.09576174746539792,0.09576174746539795,True,False,False,False,False,0.2394043686634948
2025-01,HARD_BASE,1.3,1.1,1.1241131790061303,-0.17588682099386976,0.19999999999999996,0.024113179006130192,0.024113179006130192,False,False,False,False,False,
2025-02,HARD_BASE,0.2,0.2,0.3273352565503001,0.1273352565503001,0.0,0.1273352565503001,-0.1273352565503001,False,False,False,False,False,
2025-03,HARD_BASE,0.1,0.0,0.025961209336477623,-0.07403879066352238,0.1,0.025961209336477623,0.025961209336477623,False,False,False,False,False,
2025-04,HARD_BASE,-0.1,0.1,0.1887731296337113,0.28877312963371127,-0.2,0.08877312963371128,-0.08877312963371126,False,False,False,False,False,
