dataset,freq,indic,s_adj,geo,time,value,status
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2012-11,-21.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2012-12,-21.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-01,-18.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-02,-13.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-03,-11.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-04,-12.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-05,-14.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-06,-14.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-07,-15.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-08,-14.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-09,-14.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-10,-22.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-11,-20.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2013-12,-20.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-01,-18.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-02,-13.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-03,-12.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-04,-15.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-05,-15.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-06,-14.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-07,-16.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-08,-14.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-09,-18.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-10,-22.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-11,-22.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2014-12,-21.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-01,-18.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-02,-15.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-03,-11.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-04,-12.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-05,-10.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-06,-11.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-07,-11.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-08,-10.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-09,-12.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-10,-16.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-11,-14.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2015-12,-12.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-01,-9.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-02,-8.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-03,-5.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-04,-5.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-05,-5.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-06,-5.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-07,-3.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-08,-5.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-09,-7.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-10,-9.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-11,-10.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2016-12,-9.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-01,-5.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-02,-0.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-03,2.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-04,6.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-05,2.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-06,7.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-07,8.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-08,2.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-09,3.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-10,3.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-11,3.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2017-12,5.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-01,9.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-02,11.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-03,15.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-04,12.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-05,16.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-06,15.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-07,15.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-08,13.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-09,10.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-10,8.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-11,7.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2018-12,10.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-01,12.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-02,14.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-03,12.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-04,11.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-05,9.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-06,7.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-07,7.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-08,5.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-09,4.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-10,2.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-11,2.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2019-12,4.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-01,7.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-02,8.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-03,1.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-04,-12.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-05,-10.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-06,-8.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-07,-6.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-08,-6.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-09,-5.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-10,-8.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-11,-10.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2020-12,-8.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-01,-2.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-02,-0.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-03,5.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-04,10.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-05,19.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-06,25.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-07,29.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-08,28.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-09,22.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-10,29.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-11,33.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2021-12,31.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-01,35.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-02,37.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-03,44.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-04,53.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-05,51.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-06,47.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-07,44.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-08,39.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-09,40.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-10,41.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-11,37.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2022-12,33.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-01,34.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-02,27.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-03,23.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-04,20.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-05,15.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-06,10.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-07,8.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-08,8.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-09,7.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-10,5.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-11,5.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2023-12,9.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-01,10.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-02,6.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-03,5.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-04,6.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-05,6.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-06,7.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-07,3.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-08,3.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-09,2.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-10,-1.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-11,0.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2024-12,3.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-01,6.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-02,5.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-03,5.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-04,7.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-05,5.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-06,3.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-07,4.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-08,2.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-09,2.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-10,2.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-11,3.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,EA20,2025-12,5.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-01,78.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-02,83.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-03,81.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-04,62.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-05,59.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-06,54.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-07,61.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-08,57.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-09,50.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-10,57.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-11,60.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1995-12,74.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-01,62.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-02,57.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-03,71.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-04,74.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-05,74.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-06,63.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-07,67.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-08,68.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-09,66.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-10,67.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-11,69.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1996-12,66.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-01,77.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-02,75.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-03,76.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-04,68.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-05,57.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-06,74.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-07,64.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-08,68.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-09,67.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-10,64.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-11,63.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1997-12,54.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-01,63.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-02,63.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-03,70.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-04,65.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-05,59.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-06,62.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-07,54.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-08,61.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-09,61.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-10,40.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-11,41.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1998-12,33.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-01,26.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-02,23.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-03,24.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-04,35.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-05,29.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-06,30.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-07,41.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-08,34.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-09,24.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-10,20.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-11,23.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,1999-12,26.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-01,30.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-02,42.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-03,41.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-04,43.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-05,35.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-06,41.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-07,24.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-08,43.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-09,37.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-10,39.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-11,47.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2000-12,45.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-01,47.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-02,45.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-03,43.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-04,29.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-05,39.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-06,38.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-07,46.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-08,24.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-09,38.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-10,33.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-11,33.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2001-12,36.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-01,36.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-02,29.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-03,24.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-04,23.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-05,24.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-06,18.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-07,17.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-08,18.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-09,28.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-10,27.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-11,20.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2002-12,17.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-01,25.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-02,28.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-03,27.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-04,22.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-05,24.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-06,16.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-07,12.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-08,11.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-09,16.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-10,14.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-11,19.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2003-12,18.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-01,34.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-02,28.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-03,34.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-04,48.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-05,37.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-06,29.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-07,24.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-08,20.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-09,18.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-10,18.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-11,24.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2004-12,17.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-01,23.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-02,25.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-03,27.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-04,22.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-05,19.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-06,21.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-07,11.0,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-08,19.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-09,23.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-10,22.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-11,18.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2005-12,19.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-01,29.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-02,31.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-03,30.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-04,22.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-05,22.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-06,18.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-07,19.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-08,11.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-09,12.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-10,15.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-11,14.9,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2006-12,14.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-01,15.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-02,29.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-03,31.4,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-04,32.2,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-05,17.5,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-06,16.8,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-07,16.7,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-08,14.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-09,23.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-10,29.1,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-11,29.3,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2007-12,34.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2008-01,51.6,
ei_bsbu_m_r2,M,BS-CPE-BAL,NSA,CZ,2008-02,47.3,
