"Ukazatel","IndicatorType","Typ indexu","TYPUDAJE5B","Klasifikace SITC","SITCVAD","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","1 Nápoje a tabák","1","Česko","CZ","4. čtvrtletí 2025","2025-Q4","99.9","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","1 Nápoje a tabák","1","Česko","CZ","leden - březen 2026","2026-03K","91.5","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","1 Nápoje a tabák","1","Česko","CZ","1. čtvrtletí 2026","2026-Q1","91.5","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","1 Nápoje a tabák","1","Česko","CZ","2. čtvrtletí 2026","2026-Q2","99.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2023","2023-Q3","92.1","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2023","2023-Q4","102.8","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2024","2024-03K","106.9","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2024","2024-Q1","106.9","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2024","2024-Q2","102.6","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2024","2024-Q3","99.8","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2024","2024-Q4","99.1","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2025","2025-03K","102.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2025","2025-Q1","102.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2025","2025-Q2","100.7","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2025","2025-Q3","94.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2025","2025-Q4","100.1","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2026","2026-03K","103.6","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2026","2026-Q1","103.6","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2026","2026-Q2","105.3","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2023","2023-Q3","95.6","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2023","2023-Q4","100.9","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2024","2024-03K","105.6","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2024","2024-Q1","105.6","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2024","2024-Q2","100.1","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2024","2024-Q3","99.9","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2024","2024-Q4","99.8","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2025","2025-03K","103.4","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2025","2025-Q1","103.4","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2025","2025-Q2","98.8","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2025","2025-Q3","94.8","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2025","2025-Q4","99.9","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2026","2026-03K","101.7","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2026","2026-Q1","101.7","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2026","2026-Q2","105.2","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2023","2023-Q3","96.4","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2023","2023-Q4","101.8","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2024","2024-03K","101.2","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2024","2024-Q1","101.2","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2024","2024-Q2","102.5","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2024","2024-Q3","99.9","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2024","2024-Q4","99.3","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2025","2025-03K","98.8","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2025","2025-Q1","98.8","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2025","2025-Q2","101.9","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","3. čtvrtletí 2025","2025-Q3","99.3","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","4. čtvrtletí 2025","2025-Q4","100.1","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","leden - březen 2026","2026-03K","101.8","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","1. čtvrtletí 2026","2026-Q1","101.8","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","2 Suroviny nepoživatelné, s výjimkou paliv","2","Česko","CZ","2. čtvrtletí 2026","2026-Q2","100.1","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2023","2023-Q3","101.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2023","2023-Q4","96.6","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2024","2024-03K","95.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2024","2024-Q1","95.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2024","2024-Q2","101.1","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2024","2024-Q3","102.9","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2024","2024-Q4","114.0","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2025","2025-03K","97.9","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2025","2025-Q1","97.9","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2025","2025-Q2","82.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2025","2025-Q3","100.7","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2025","2025-Q4","104.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2026","2026-03K","108.1","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2026","2026-Q1","108.1","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2026","2026-Q2","107.0","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2023","2023-Q3","106.2","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2023","2023-Q4","103.1","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2024","2024-03K","93.9","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2024","2024-Q1","93.9","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2024","2024-Q2","99.5","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2024","2024-Q3","100.5","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2024","2024-Q4","102.3","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2025","2025-03K","102.1","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2025","2025-Q1","102.1","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2025","2025-Q2","84.2","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2025","2025-Q3","97.1","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2025","2025-Q4","95.3","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2026","2026-03K","110.7","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2026","2026-Q1","110.7","procento","%"
"Index dovozních cen (%)","614703","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2026","2026-Q2","129.4","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2023","2023-Q3","95.2","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2023","2023-Q4","93.6","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2024","2024-03K","101.4","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2024","2024-Q1","101.4","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2024","2024-Q2","101.6","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2024","2024-Q3","102.3","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2024","2024-Q4","111.4","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2025","2025-03K","95.9","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2025","2025-Q1","95.9","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2025","2025-Q2","97.6","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","3. čtvrtletí 2025","2025-Q3","103.7","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","4. čtvrtletí 2025","2025-Q4","109.3","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","leden - březen 2026","2026-03K","97.6","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","1. čtvrtletí 2026","2026-Q1","97.6","procento","%"
"Směnné relace (%)","733001","Mezičtvrtletní index","IQ","3 Minerální paliva, maziva a příbuzné materiály","3","Česko","CZ","2. čtvrtletí 2026","2026-Q2","82.7","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","3. čtvrtletí 2023","2023-Q3","97.8","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","4. čtvrtletí 2023","2023-Q4","102.3","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","leden - březen 2024","2024-03K","101.5","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","1. čtvrtletí 2024","2024-Q1","101.5","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","2. čtvrtletí 2024","2024-Q2","102.6","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","3. čtvrtletí 2024","2024-Q3","99.2","procento","%"
"Index vývozních cen (%)","614603","Mezičtvrtletní index","IQ","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","4. čtvrtletí 2024","2024-Q4","99.2","procento","%"
