"Ukazatel","IndicatorType","Klasifikace CZ-CPA-Úhrn a sekce","CZCPAVAD.CZCPA1","Klasifikace CZ-CPA-Oddíl","CZCPAVAD.CZCPA2","Typ indexu","TYPUDAJE5B","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - březen 2025","2025-03K","100.2","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","1. čtvrtletí 2025","2025-Q1","100.2","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - duben 2025","2025-04K","100.2","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - květen 2025","2025-05K","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - červen 2025","2025-06K","100.3","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","2. čtvrtletí 2025","2025-Q2","100.3","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - červenec 2025","2025-07K","100.2","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - srpen 2025","2025-08K","100.0","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - září 2025","2025-09K","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","3. čtvrtletí 2025","2025-Q3","99.9","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - říjen 2025","2025-10K","100.3","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - listopad 2025","2025-11K","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - prosinec 2025","2025-12K","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","4. čtvrtletí 2025","2025-Q4","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","2025","2025","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden 2026","2026-01","100.9","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden 2026","2026-01K","100.9","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - únor 2026","2026-02K","101.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - březen 2026","2026-03K","101.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","1. čtvrtletí 2026","2026-Q1","101.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - duben 2026","2026-04K","100.0","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - květen 2026","2026-05K","99.8","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","leden - červen 2026","2026-06K","99.9","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Počítače, elektronické a optické přístroje a zařízenÍ","26","Průměrné tempo růstu","TR","Česko","CZ","2. čtvrtletí 2026","2026-Q2","98.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2021","2021-03K","100.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2021","2021-Q1","100.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2021","2021-Q2","100.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2021","2021-Q3","100.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2021","2021-Q4","102.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2022","2022-03K","102.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2022","2022-Q1","102.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2022","2022-Q2","101.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2022","2022-Q3","99.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2022","2022-Q4","101.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2023","2023-03K","102.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2023","2023-Q1","102.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2023","2023-Q2","99.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2023","2023-Q3","101.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2023","2023-Q4","100.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2024","2024-03K","102.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2024","2024-Q1","102.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2024","2024-Q2","102.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2024","2024-Q3","100.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2024","2024-Q4","99.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2025","2025-03K","99.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2025","2025-Q1","99.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2025","2025-Q2","98.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2025","2025-Q3","98.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2025","2025-Q4","99.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2026","2026-03K","101.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2026","2026-Q1","101.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2026","2026-Q2","102.0","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2021","2021-03K","98.4","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2021","2021-Q1","98.4","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2021","2021-Q2","99.0","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2021","2021-Q3","101.2","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2021","2021-Q4","102.9","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2022","2022-03K","100.4","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2022","2022-Q1","100.4","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2022","2022-Q2","101.6","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2022","2022-Q3","101.0","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2022","2022-Q4","100.0","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2023","2023-03K","99.6","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2023","2023-Q1","99.6","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2023","2023-Q2","98.9","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2023","2023-Q3","101.3","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2023","2023-Q4","101.8","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2024","2024-03K","100.0","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2024","2024-Q1","100.0","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2024","2024-Q2","100.4","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2024","2024-Q3","100.3","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2024","2024-Q4","100.6","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2025","2025-03K","98.6","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2025","2025-Q1","98.6","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2025","2025-Q2","98.1","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2025","2025-Q3","97.7","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2025","2025-Q4","99.8","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2026","2026-03K","100.8","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2026","2026-Q1","100.8","procento","%"
"Index dovozních cen (%)","614703","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2026","2026-Q2","100.6","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2021","2021-03K","101.7","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2021","2021-Q1","101.7","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2021","2021-Q2","101.8","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2021","2021-Q3","99.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2021","2021-Q4","99.4","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2022","2022-03K","101.6","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2022","2022-Q1","101.6","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2022","2022-Q2","99.7","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2022","2022-Q3","98.4","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2022","2022-Q4","101.4","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2023","2023-03K","102.6","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2023","2023-Q1","102.6","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2023","2023-Q2","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2023","2023-Q3","99.9","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2023","2023-Q4","98.7","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2024","2024-03K","102.4","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2024","2024-Q1","102.4","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2024","2024-Q2","101.7","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2024","2024-Q3","100.2","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2024","2024-Q4","99.2","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2025","2025-03K","101.0","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2025","2025-Q1","101.0","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2025","2025-Q2","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","3. čtvrtletí 2025","2025-Q3","100.9","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","4. čtvrtletí 2025","2025-Q4","100.1","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","leden - březen 2026","2026-03K","100.2","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","1. čtvrtletí 2026","2026-Q1","100.2","procento","%"
"Směnné relace (%)","733001","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Mezičtvrtletní index","IQ","Česko","CZ","2. čtvrtletí 2026","2026-Q2","101.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","leden 2015","2015-01","99.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","leden 2015","2015-01K","99.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","únor 2015","2015-02","99.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","březen 2015","2015-03","99.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","duben 2015","2015-04","100.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","květen 2015","2015-05","99.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","červen 2015","2015-06","99.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","červenec 2015","2015-07","98.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","srpen 2015","2015-08","99.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","září 2015","2015-09","100.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Elektrická zařízení","27","Meziměsíční index","IM","Česko","CZ","říjen 2015","2015-10","100.4","procento","%"
