"Ukazatel","IndicatorType","Klasifikace CZ-CPA-Úhrn a sekce","CZCPAVAD.CZCPA1","Klasifikace CZ-CPA-Oddíl","CZCPAVAD.CZCPA2","Typ indexu","TYPUDAJE5B","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - duben 2020","2020-04K","86.6","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","květen 2020","2020-05","85.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - květen 2020","2020-05K","86.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","červen 2020","2020-06","95.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - červen 2020","2020-06K","87.7","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","2. čtvrtletí 2020","2020-Q2","88.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","červenec 2020","2020-07","97.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - červenec 2020","2020-07K","89.0","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","srpen 2020","2020-08","100.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - srpen 2020","2020-08K","90.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","září 2020","2020-09","116.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - září 2020","2020-09K","93.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","3. čtvrtletí 2020","2020-Q3","104.6","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","říjen 2020","2020-10","106.3","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - říjen 2020","2020-10K","94.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","listopad 2020","2020-11","105.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - listopad 2020","2020-11K","95.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","prosinec 2020","2020-12","124.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - prosinec 2020","2020-12K","97.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","4. čtvrtletí 2020","2020-Q4","111.7","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","2020","2020","97.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden 2021","2021-01","124.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden 2021","2021-01K","124.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","únor 2021","2021-02","127.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - únor 2021","2021-02K","126.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","březen 2021","2021-03","134.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - březen 2021","2021-03K","128.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","1. čtvrtletí 2021","2021-Q1","128.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","duben 2021","2021-04","160.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - duben 2021","2021-04K","135.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","květen 2021","2021-05","154.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - květen 2021","2021-05K","139.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","červen 2021","2021-06","166.0","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - červen 2021","2021-06K","143.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","2. čtvrtletí 2021","2021-Q2","160.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","červenec 2021","2021-07","162.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - červenec 2021","2021-07K","146.6","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","srpen 2021","2021-08","156.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - srpen 2021","2021-08K","147.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","září 2021","2021-09","169.0","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - září 2021","2021-09K","150.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","3. čtvrtletí 2021","2021-Q3","163.0","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","říjen 2021","2021-10","228.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - říjen 2021","2021-10K","159.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","listopad 2021","2021-11","254.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - listopad 2021","2021-11K","169.3","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","prosinec 2021","2021-12","277.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - prosinec 2021","2021-12K","180.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","4. čtvrtletí 2021","2021-Q4","254.7","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","2021","2021","180.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden 2022","2022-01","242.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden 2022","2022-01K","242.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","únor 2022","2022-02","239.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - únor 2022","2022-02K","241.0","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","březen 2022","2022-03","297.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - březen 2022","2022-03K","259.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","1. čtvrtletí 2022","2022-Q1","259.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","duben 2022","2022-04","220.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - duben 2022","2022-04K","249.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","květen 2022","2022-05","249.3","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - květen 2022","2022-05K","249.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","červen 2022","2022-06","244.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - červen 2022","2022-06K","248.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","2. čtvrtletí 2022","2022-Q2","238.0","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","červenec 2022","2022-07","284.6","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - červenec 2022","2022-07K","254.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","srpen 2022","2022-08","396.6","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - srpen 2022","2022-08K","274.6","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","září 2022","2022-09","275.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - září 2022","2022-09K","274.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","3. čtvrtletí 2022","2022-Q3","315.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","říjen 2022","2022-10","166.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - říjen 2022","2022-10K","257.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","listopad 2022","2022-11","159.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - listopad 2022","2022-11K","242.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","prosinec 2022","2022-12","146.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - prosinec 2022","2022-12K","227.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","4. čtvrtletí 2022","2022-Q4","156.3","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","2022","2022","227.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden 2023","2023-01","160.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden 2023","2023-01K","160.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","únor 2023","2023-02","174.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - únor 2023","2023-02K","166.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","březen 2023","2023-03","130.9","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - březen 2023","2023-03K","153.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","1. čtvrtletí 2023","2023-Q1","153.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","duben 2023","2023-04","143.3","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - duben 2023","2023-04K","150.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","květen 2023","2023-05","121.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - květen 2023","2023-05K","144.8","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","červen 2023","2023-06","115.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - červen 2023","2023-06K","139.2","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","2. čtvrtletí 2023","2023-Q2","125.6","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","červenec 2023","2023-07","86.7","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - červenec 2023","2023-07K","129.3","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","srpen 2023","2023-08","66.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - srpen 2023","2023-08K","116.4","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","září 2023","2023-09","81.5","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - září 2023","2023-09K","111.0","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","3. čtvrtletí 2023","2023-Q3","77.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","říjen 2023","2023-10","101.3","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - říjen 2023","2023-10K","110.0","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","listopad 2023","2023-11","91.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","leden - listopad 2023","2023-11K","108.1","procento","%"
"Index vývozních cen (%)","614603","ELEKTŘINA, PLYN, PÁRA A KLIMATIZOVANÝ VZDUCH","D","","","Meziroční index","IR","Česko","CZ","prosinec 2023","2023-12","70.6","procento","%"
