indicator_id,period,snapshot_id,value
SFTP04M2206,2016-01-31,,0.29
SFTP04M2206,2016-02-29,,0.28285714285714286
SFTP04M2206,2016-03-31,,0.28619047619047616
SFTP04M2206,2016-04-30,,0.29
SFTP04M2206,2016-05-31,,0.29
SFTP04M2206,2016-06-30,,0.29
SFTP04M2206,2016-07-31,,0.29
SFTP04M2206,2016-08-31,,0.29
SFTP04M2206,2016-09-30,,0.29
SFTP04M2206,2016-10-31,,0.29
SFTP04M2206,2016-11-30,,0.29
SFTP04M2206,2016-12-31,,0.2866666666666666
SFTP04M2206,2017-01-31,,0.28
SFTP04M2206,2017-02-28,,0.28
SFTP04M2206,2017-03-31,,0.28
SFTP04M2206,2017-04-30,,0.28777777777777774
SFTP04M2206,2017-05-31,,0.29714285714285715
SFTP04M2206,2017-06-30,,0.2972727272727273
SFTP04M2206,2017-07-31,,0.30105263157894735
SFTP04M2206,2017-08-31,,0.43478260869565216
SFTP04M2206,2017-09-30,,0.461
SFTP04M2206,2017-10-31,,0.5131818181818182
SFTP04M2206,2017-11-30,,0.7114285714285714
SFTP04M2206,2017-12-31,,0.7526315789473683
SFTP04M2206,2018-01-31,,0.7704545454545454
SFTP04M2206,2018-02-28,,0.9026315789473683
SFTP04M2206,2018-03-31,,0.903
SFTP04M2206,2018-04-30,,0.9
SFTP04M2206,2018-05-31,,0.901
SFTP04M2206,2018-06-30,,0.9345
SFTP04M2206,2018-07-31,,1.183157894736842
SFTP04M2206,2018-08-31,,1.4482608695652173
SFTP04M2206,2018-09-30,,1.5447368421052632
SFTP04M2206,2018-10-31,,1.759090909090909
SFTP04M2206,2018-11-30,,1.9885714285714284
SFTP04M2206,2018-12-31,,2.0147058823529407
SFTP04M2206,2019-01-31,,2.0066666666666664
SFTP04M2206,2019-02-28,,2.007
SFTP04M2206,2019-03-31,,2.028
SFTP04M2206,2019-04-30,,2.021578947368421
SFTP04M2206,2019-05-31,,2.1904761904761902
SFTP04M2206,2019-06-30,,2.173157894736842
SFTP04M2206,2019-07-31,,2.1642857142857146
SFTP04M2206,2019-08-31,,2.143333333333333
SFTP04M2206,2019-09-30,,2.1415
SFTP04M2206,2019-10-31,,2.173809523809524
SFTP04M2206,2019-11-30,,2.179
SFTP04M2206,2019-12-31,,2.18
SFTP04M2206,2020-01-31,,2.1695454545454544
SFTP04M2206,2020-02-29,,2.3435
SFTP04M2206,2020-03-31,,1.953181818181818
SFTP04M2206,2020-04-30,,0.9645
SFTP04M2206,2020-05-31,,0.4573684210526316
SFTP04M2206,2020-06-30,,0.34
SFTP04M2206,2020-07-31,,0.34
SFTP04M2206,2020-08-31,,0.34
SFTP04M2206,2020-09-30,,0.3409523809523809
SFTP04M2206,2020-10-31,,0.35
SFTP04M2206,2020-11-30,,0.35
SFTP04M2206,2020-12-31,,0.3509523809523809
SFTP04M2206,2021-01-31,,0.36
SFTP04M2206,2021-02-28,,0.36
SFTP04M2206,2021-03-31,,0.36
SFTP04M2206,2021-04-30,,0.36
SFTP04M2206,2021-05-31,,0.3661904761904762
SFTP04M2206,2021-06-30,,0.47681818181818175
SFTP04M2206,2021-07-31,,0.694
SFTP04M2206,2021-08-31,,0.9381818181818179
SFTP04M2206,2021-09-30,,1.1066666666666667
SFTP04M2206,2021-10-31,,2.0165
SFTP04M2206,2021-11-30,,2.972857142857143
SFTP04M2206,2021-12-31,,3.503181818181818
SFTP04M2206,2022-01-31,,4.208095238095239
SFTP04M2206,2022-02-28,,4.6935
SFTP04M2206,2022-03-31,,4.8621739130434785
SFTP04M2206,2022-04-30,,5.363684210526316
SFTP04M2206,2022-05-31,,5.973636363636364
SFTP04M2206,2022-06-30,,6.6395454545454555
SFTP04M2206,2022-07-31,,7.298947368421053
SFTP04M2206,2022-08-31,,7.269565217391304
SFTP04M2206,2022-09-30,,7.24952380952381
SFTP04M2206,2022-10-31,,7.279
SFTP04M2206,2022-11-30,,7.272380952380952
SFTP04M2206,2022-12-31,,7.256666666666666
SFTP04M2206,2023-01-31,,7.2161904761904765
SFTP04M2206,2023-02-28,,7.201052631578947
SFTP04M2206,2023-03-31,,7.1931818181818175
SFTP04M2206,2023-04-30,,7.178888888888888
SFTP04M2206,2023-05-31,,7.179047619047619
SFTP04M2206,2023-06-30,,7.147272727272727
SFTP04M2206,2023-07-31,,7.112105263157895
SFTP04M2206,2023-08-31,,7.10304347826087
SFTP04M2206,2023-09-30,,7.0895
SFTP04M2206,2023-10-31,,7.047272727272727
SFTP04M2206,2023-11-30,,7.062380952380952
SFTP04M2206,2023-12-31,,6.966315789473684
SFTP04M2206,2024-01-31,,6.634090909090909
SFTP04M2206,2024-02-29,,6.201904761904761
SFTP04M2206,2024-03-31,,5.836315789473684
SFTP04M2206,2024-04-30,,5.546190476190476
SFTP04M2206,2024-05-31,,5.17047619047619
SFTP04M2206,2024-06-30,,5.0275
SFTP04M2206,2024-07-31,,4.6090909090909085
SFTP04M2206,2024-08-31,,4.411818181818181
SFTP04M2206,2024-09-30,,4.30047619047619
SFTP04M2206,2024-10-31,,4.132272727272727
SFTP04M2206,2024-11-30,,3.945238095238095
SFTP04M2206,2024-12-31,,3.9066666666666663
SFTP04M2206,2025-01-31,,3.8804545454545454
SFTP04M2206,2025-02-28,,3.7568421052631575
SFTP04M2206,2025-03-31,,3.7165
SFTP04M2206,2025-04-30,,3.68
SFTP04M2206,2025-05-31,,3.5357894736842104
SFTP04M2206,2025-06-30,,3.5115
SFTP04M2206,2025-07-31,,3.4930434782608693
SFTP04M2206,2025-08-31,,3.5025
SFTP04M2206,2025-09-30,,3.490952380952381
SFTP04M2206,2025-10-31,,3.5263636363636364
SFTP04M2206,2025-11-30,,3.5516666666666663
SFTP04M2206,2025-12-31,,3.54
SFTP04M2206,2026-01-31,,3.4975
SFTP04M2206,2026-02-28,,3.476315789473684
SFTP04M2206,2026-03-31,,3.545238095238095
SFTP04M2206,2026-04-30,,3.5655555555555556
SFTP04M2206,2026-05-31,,3.562222222222222
SFTP04M2206,2026-06-30,,3.68
SFTP04M2206,2026-07-31,,3.8345
SMV5M108,2002-01-31,,1352566514000.0
SMV5M108,2002-02-28,,1351941120000.0
SMV5M108,2002-03-31,,1346695224000.0
SMV5M108,2002-04-30,,1370184592000.0
SMV5M108,2002-05-31,,1387778461000.0
SMV5M108,2002-06-30,,1339928847000.0
SMV5M108,2002-07-31,,1363652771000.0
SMV5M108,2002-08-31,,1392651236000.0
SMV5M108,2002-09-30,,1383790261000.0
SMV5M108,2002-10-31,,1417594993000.0
SMV5M108,2002-11-30,,1428802455000.0
SMV5M108,2002-12-31,,1428986495000.0
SMV5M108,2003-01-31,,1431811203000.0
SMV5M108,2003-02-28,,1427107620000.0
SMV5M108,2003-03-31,,1419441364000.0
SMV5M108,2003-04-30,,1445563129000.0
SMV5M108,2003-05-31,,1440429803000.0
SMV5M108,2003-06-30,,1429843587000.0
SMV5M108,2003-07-31,,1471145694000.0
SMV5M108,2003-08-31,,1488938491000.0
SMV5M108,2003-09-30,,1485705506000.0
SMV5M108,2003-10-31,,1493469374000.0
SMV5M108,2003-11-30,,1504372946000.0
SMV5M108,2003-12-31,,1522794654000.0
SMV5M108,2004-01-31,,1553776351592.0256
SMV5M108,2004-02-29,,1563005056504.9297
SMV5M108,2004-03-31,,1566940778199.903
SMV5M108,2004-04-30,,1604786835130.5005
SMV5M108,2004-05-31,,1610476773044.2043
SMV5M108,2004-06-30,,1616581936859.3083
SMV5M108,2004-07-31,,1632393909313.6567
SMV5M108,2004-08-31,,1640516799106.6687
SMV5M108,2004-09-30,,1644329833458.3464
SMV5M108,2004-10-31,,1656800304222.0815
SMV5M108,2004-11-30,,1651404187035.2725
SMV5M108,2004-12-31,,1634867183276.7727
SMV5M108,2005-01-31,,1625144004303.8704
SMV5M108,2005-02-28,,1646887847918.2708
SMV5M108,2005-03-31,,1649559787895.0876
SMV5M108,2005-04-30,,1688647363686.8992
SMV5M108,2005-05-31,,1714293222865.8335
SMV5M108,2005-06-30,,1720020976358.326
SMV5M108,2005-07-31,,1734433674838.799
SMV5M108,2005-08-31,,1742572071987.7793
SMV5M108,2005-09-30,,1741828319451.2268
SMV5M108,2005-10-31,,1768704216670.256
SMV5M108,2005-11-30,,1799637760420.8003
SMV5M108,2005-12-31,,1814653426305.4895
SMV5M108,2006-01-31,,1838626845805.2805
SMV5M108,2006-02-28,,1852771307587.3977
SMV5M108,2006-03-31,,1857244734272.0344
SMV5M108,2006-04-30,,1906797758540.9
SMV5M108,2006-05-31,,1909619576820.488
SMV5M108,2006-06-30,,1925771789667.008
SMV5M108,2006-07-31,,1942042205980.364
SMV5M108,2006-08-31,,1973414796387.1504
SMV5M108,2006-09-30,,1959090912390.6345
SMV5M108,2006-10-31,,1999290827315.7332
SMV5M108,2006-11-30,,2014516485835.94
SMV5M108,2006-12-31,,2049667168835.3113
SMV5M108,2007-01-31,,2073818518000.5732
SMV5M108,2007-02-28,,2102857685767.1985
SMV5M108,2007-03-31,,2106348093328.6587
SMV5M108,2007-04-30,,2174082489946.0227
SMV5M108,2007-05-31,,2203411455830.0376
SMV5M108,2007-06-30,,2206584241640.698
SMV5M108,2007-07-31,,2231491913669.83
SMV5M108,2007-08-31,,2263041871276.7314
SMV5M108,2007-09-30,,2246101929354.028
SMV5M108,2007-10-31,,2293002322021.9336
SMV5M108,2007-11-30,,2332243344627.3066
SMV5M108,2007-12-31,,2380012661146.816
SMV5M108,2008-01-31,,2386359140812.401
SMV5M108,2008-02-29,,2408276508773.2246
SMV5M108,2008-03-31,,2406503711450.7354
SMV5M108,2008-04-30,,2445907072856.0312
SMV5M108,2008-05-31,,2475473411956.922
SMV5M108,2008-06-30,,2456596133907.0234
SMV5M108,2008-07-31,,2510143852478.813
SMV5M108,2008-08-31,,2543792085279.8013
SMV5M108,2008-09-30,,2541596142315.7847
SMV5M108,2008-10-31,,2583735205275.0293
SMV5M108,2008-11-30,,2621887922986.707
SMV5M108,2008-12-31,,2703370335668.193
SMV5M108,2009-01-31,,2714754860483.076
SMV5M108,2009-02-28,,2729714235034.129
SMV5M108,2009-03-31,,2702821156318.8286
SMV5M108,2009-04-30,,2720295891000.1104
SMV5M108,2009-05-31,,2737851971807.504
SMV5M108,2009-06-30,,2680935738864.9824
SMV5M108,2009-07-31,,2670117703906.3247
SMV5M108,2009-08-31,,2659490271480.2217
SMV5M108,2009-09-30,,2623483534553.04
SMV5M108,2009-10-31,,2650978797184.852
SMV5M108,2009-11-30,,2665225106774.1245
SMV5M108,2009-12-31,,2709133490262.4688
SMV5M108,2010-01-31,,2671551377831.042
SMV5M108,2010-02-28,,2666699348761.31
SMV5M108,2010-03-31,,2681649156370.964
SMV5M108,2010-04-30,,2727220357246.486
SMV5M108,2010-05-31,,2764165487763.727
SMV5M108,2010-06-30,,2756172108045.5435
SMV5M108,2010-07-31,,2744935208236.5713
SMV5M108,2010-08-31,,2732476624457.6694
SMV5M108,2010-09-30,,2726536887790.7246
SMV5M108,2010-10-31,,2730081985879.886
SMV5M108,2010-11-30,,2729508567990.3774
SMV5M108,2010-12-31,,2759968755761.3623
SMV5M108,2011-01-31,,2737097729734.0806
SMV5M108,2011-02-28,,2738314501998.776
SMV5M108,2011-03-31,,2717420027711.353
SMV5M108,2011-04-30,,2753551814729.2837
SMV5M108,2011-05-31,,2766077798451.856
SMV5M108,2011-06-30,,2734506540118.9795
SMV5M108,2011-07-31,,2760369211184.332
SMV5M108,2011-08-31,,2746007395598.3125
SMV5M108,2011-09-30,,2776250352294.985
SMV5M108,2011-10-31,,2781646700245.509
SMV5M108,2011-11-30,,2801187262804.1055
SMV5M108,2011-12-31,,2835991535652.206
SMV5M108,2012-01-31,,2824224060270.521
SMV5M108,2012-02-29,,2852306622277.9688
SMV5M108,2012-03-31,,2846735269998.451
SMV5M108,2012-04-30,,2870121008055.5986
SMV5M108,2012-05-31,,2892799333063.9917
SMV5M108,2012-06-30,,2883367061132.384
SMV5M108,2012-07-31,,2897195774377.584
SMV5M108,2012-08-31,,2893376771686.0137
SMV5M108,2012-09-30,,2888116139212.7173
SMV5M108,2012-10-31,,2925578821731.688
SMV5M108,2012-11-30,,2929776545474.418
SMV5M108,2012-12-31,,2971844771534.922
SMV5M108,2013-01-31,,2967133569028.0337
SMV5M108,2013-02-28,,2988456340238.3564
SMV5M108,2013-03-31,,2992781673254.42
SMV5M108,2013-04-30,,3010560533895.8306
SMV5M108,2013-05-31,,3014346740038.8315
SMV5M108,2013-06-30,,3015469372718.1987
SMV5M108,2013-07-31,,3063749696995.916
SMV5M108,2013-08-31,,3053709074536.596
SMV5M108,2013-09-30,,3055295841598.3506
SMV5M108,2013-10-31,,3070435967422.6567
SMV5M108,2013-11-30,,3112916879195.4214
SMV5M108,2013-12-31,,3144512702312.4526
SMV5M108,2014-01-31,,3127734066063.413
SMV5M108,2014-02-28,,3152728486425.5522
SMV5M108,2014-03-31,,3165093219932.2554
SMV5M108,2014-04-30,,3186323634567.9663
SMV5M108,2014-05-31,,3197825209044.145
SMV5M108,2014-06-30,,3167554361844.196
SMV5M108,2014-07-31,,3194483653069.855
SMV5M108,2014-08-31,,3199442466264.1543
SMV5M108,2014-09-30,,3202129235516.62
SMV5M108,2014-10-31,,3230359028957.0386
SMV5M108,2014-11-30,,3270260454403.768
SMV5M108,2014-12-31,,3330671640349.2646
SMV5M108,2015-01-31,,3312732432747.099
SMV5M108,2015-02-28,,3342975308758.3506
SMV5M108,2015-03-31,,3340869854307.706
SMV5M108,2015-04-30,,3377573082593.656
SMV5M108,2015-05-31,,3401024046844.613
SMV5M108,2015-06-30,,3387789567160.808
SMV5M108,2015-07-31,,3429942175362.862
SMV5M108,2015-08-31,,3439703512289.761
SMV5M108,2015-09-30,,3483187110354.7744
SMV5M108,2015-10-31,,3524907991463.3643
SMV5M108,2015-11-30,,3577368033721.114
SMV5M108,2015-12-31,,3595490559323.57
SMV5M108,2016-01-31,,3618076190568.28
SMV5M108,2016-02-29,,3641814126755.8887
SMV5M108,2016-03-31,,3655685391032.2153
SMV5M108,2016-04-30,,3686480062806.9272
SMV5M108,2016-05-31,,3718910105060.7656
SMV5M108,2016-06-30,,3708496838302.6416
SMV5M108,2016-07-31,,3742459876087.6616
SMV5M108,2016-08-31,,3759634815227.821
SMV5M108,2016-09-30,,3776264296399.0938
SMV5M108,2016-10-31,,3807939573234.1978
SMV5M108,2016-11-30,,3870300897588.569
SMV5M108,2016-12-31,,3830198644426.481
SMV5M108,2017-01-31,,3932182283400.7007
SMV5M108,2017-02-28,,3990000748366.269
SMV5M108,2017-03-31,,4085561640617.5337
SMV5M108,2017-04-30,,4162621732097.125
SMV5M108,2017-05-31,,4184266273864.0854
SMV5M108,2017-06-30,,4153481031825.887
SMV5M108,2017-07-31,,4205791625640.5063
SMV5M108,2017-08-31,,4234461989285.346
SMV5M108,2017-09-30,,4238764639095.996
SMV5M108,2017-10-31,,4224644597493.0254
SMV5M108,2017-11-30,,4244756805267.109
SMV5M108,2017-12-31,,4226890558993.292
SMV5M108,2018-01-31,,4278343262505.045
SMV5M108,2018-02-28,,4334388898211.1826
SMV5M108,2018-03-31,,4349924473760.4194
SMV5M108,2018-04-30,,4382867420723.679
SMV5M108,2018-05-31,,4433011074231.968
SMV5M108,2018-06-30,,4408591580975.239
SMV5M108,2018-07-31,,4433740012420.613
SMV5M108,2018-08-31,,4472912722871.83
SMV5M108,2018-09-30,,4455304878165.176
SMV5M108,2018-10-31,,4491239204251.152
SMV5M108,2018-11-30,,4541907250343.413
SMV5M108,2018-12-31,,4493665572036.764
SMV5M108,2019-01-31,,4523652220342.713
SMV5M108,2019-02-28,,4579203221033.421
SMV5M108,2019-03-31,,4588152834799.309
SMV5M108,2019-04-30,,4653656541977.877
SMV5M108,2019-05-31,,4719602361214.574
SMV5M108,2019-06-30,,4709400004457.037
SMV5M108,2019-07-31,,4732620343638.692
SMV5M108,2019-08-31,,4771960696205.584
SMV5M108,2019-09-30,,4768192357305.299
SMV5M108,2019-10-31,,4805635383241.418
SMV5M108,2019-11-30,,4832970674964.5
SMV5M108,2019-12-31,,4779395262202.666
SMV5M108,2020-01-31,,4887819526436.161
SMV5M108,2020-02-29,,4956763720233.022
SMV5M108,2020-03-31,,5045005580069.768
SMV5M108,2020-04-30,,5062697556210.409
SMV5M108,2020-05-31,,5105621264256.193
SMV5M108,2020-06-30,,5118956216953.529
SMV5M108,2020-07-31,,5167125011550.002
SMV5M108,2020-08-31,,5203069892727.332
SMV5M108,2020-09-30,,5292668701080.994
SMV5M108,2020-10-31,,5303524626227.192
SMV5M108,2020-11-30,,5319420884319.484
SMV5M108,2020-12-31,,5255244584247.994
SMV5M108,2021-01-31,,5408365568049.257
SMV5M108,2021-02-28,,5511963866859.754
SMV5M108,2021-03-31,,5568149734803.228
SMV5M108,2021-04-30,,5580946450426.684
SMV5M108,2021-05-31,,5618321811629.221
SMV5M108,2021-06-30,,5638227264821.432
SMV5M108,2021-07-31,,5660163338064.965
SMV5M108,2021-08-31,,5679108930816.076
SMV5M108,2021-09-30,,5701553750989.717
SMV5M108,2021-10-31,,5716694646564.897
SMV5M108,2021-11-30,,5738978271135.297
SMV5M108,2021-12-31,,5610991688906.223
SMV5M108,2022-01-31,,5736609808305.634
SMV5M108,2022-02-28,,5810521139732.09
SMV5M108,2022-03-31,,5847234524709.933
SMV5M108,2022-04-30,,5887493379213.82
SMV5M108,2022-05-31,,5963436108915.777
SMV5M108,2022-06-30,,5939652263674.743
SMV5M108,2022-07-31,,5985818281410.122
SMV5M108,2022-08-31,,5989740983181.44
SMV5M108,2022-09-30,,6073627455992.138
SMV5M108,2022-10-31,,6113865210677.813
SMV5M108,2022-11-30,,6133963200821.259
SMV5M108,2022-12-31,,5953584520290.089
SMV5M108,2023-01-31,,6146988370687.997
SMV5M108,2023-02-28,,6264025870802.216
SMV5M108,2023-03-31,,6317173827639.81
SMV5M108,2023-04-30,,6413207597997.76
SMV5M108,2023-05-31,,6507269956172.073
SMV5M108,2023-06-30,,6517289849336.998
SMV5M108,2023-07-31,,6548860740138.577
SMV5M108,2023-08-31,,6551357920984.984
SMV5M108,2023-09-30,,6555871757999.634
SMV5M108,2023-10-31,,6609404239125.236
SMV5M108,2023-11-30,,6646879741242.088
SMV5M108,2023-12-31,,6532890828720.9
SMV5M108,2024-01-31,,6715045893739.92
SMV5M108,2024-02-29,,6823779847590.541
SMV5M108,2024-03-31,,6794020739450.533
SMV5M108,2024-04-30,,6850794082179.618
SMV5M108,2024-05-31,,6908091548355.786
SMV5M108,2024-06-30,,6897558898629.959
SMV5M108,2024-07-31,,6982757403580.647
SMV5M108,2024-08-31,,6947633747705.812
SMV5M108,2024-09-30,,6930907107522.652
SMV5M108,2024-10-31,,7002147728670.62
SMV5M108,2024-11-30,,7013470030556.917
SMV5M108,2024-12-31,,7013015620393.85
SMV5M108,2025-01-31,,7011445351504.469
SMV5M108,2025-02-28,,7092175509764.274
SMV5M108,2025-03-31,,7094635612831.369
SMV5M108,2025-04-30,,7111115317434.172
SMV5M108,2025-05-31,,7207025514344.651
SMV5M108,2025-06-30,,7165001060469.016
SMV5M108,2025-07-31,,7205565670550.743
SMV5M108,2025-08-31,,7192769480404.219
SMV5M108,2025-09-30,,7202556235400.281
SMV5M108,2025-10-31,,7233405552054.243
SMV5M108,2025-11-30,,7264627630582.405
SMV5M108,2025-12-31,,7295927156081.882
SMV5M108,2026-01-31,,7345005350350.032
SMV5M108,2026-02-28,,7445234924267.022
SMV5M108,2026-03-31,,7442655561733.837
SMV5M108,2026-04-30,,7525631394807.521
SMV5M108,2026-05-31,,7570621168070.043
SMV5M108,2026-06-30,,7609575919589.283
SREERM101,1999-01-31,,82.5
SREERM101,1999-02-28,,77.68
SREERM101,1999-03-31,,77.03
SREERM101,1999-04-30,,76.84999999999998
SREERM101,1999-05-31,,77.09999999999998
SREERM101,1999-06-30,,77.53
SREERM101,1999-07-31,,78.59999999999998
SREERM101,1999-08-31,,79.59999999999998
SREERM101,1999-09-30,,79.23999999999998
SREERM101,1999-10-31,,79.65999999999998
SREERM101,1999-11-30,,79.31999999999998
SREERM101,1999-12-31,,79.76999999999998
SREERM101,2000-01-31,,79.76999999999998
SREERM101,2000-02-29,,80.04
SREERM101,2000-03-31,,80.15999999999998
SREERM101,2000-04-30,,78.56
SREERM101,2000-05-31,,77.28
SREERM101,2000-06-30,,79.62999999999998
SREERM101,2000-07-31,,79.98
SREERM101,2000-08-31,,79.95
SREERM101,2000-09-30,,79.15
SREERM101,2000-10-31,,79.22
SREERM101,2000-11-30,,80.76999999999998
SREERM101,2000-12-31,,81.04999999999998
SREERM101,2001-01-31,,81.11
SREERM101,2001-02-28,,82.39
SREERM101,2001-03-31,,82.26999999999998
SREERM101,2001-04-30,,81.93
SREERM101,2001-05-31,,81.68
SREERM101,2001-06-30,,82.09
SREERM101,2001-07-31,,83.09999999999998
SREERM101,2001-08-31,,83.48999999999998
SREERM101,2001-09-30,,83.33
SREERM101,2001-10-31,,84.9
SREERM101,2001-11-30,,84.81
SREERM101,2001-12-31,,86.70999999999998
SREERM101,2002-01-31,,87.65
SREERM101,2002-02-28,,88.47
SREERM101,2002-03-31,,89.28
SREERM101,2002-04-30,,92.05
SREERM101,2002-05-31,,92.08
SREERM101,2002-06-30,,93.75
SREERM101,2002-07-31,,95.77
SREERM101,2002-08-31,,91.99
SREERM101,2002-09-30,,93.46
SREERM101,2002-10-31,,92.05
SREERM101,2002-11-30,,92.05
SREERM101,2002-12-31,,90.49
SREERM101,2003-01-31,,90.27
SREERM101,2003-02-28,,89.95
SREERM101,2003-03-31,,90.04999999999998
SREERM101,2003-04-30,,90.65
SREERM101,2003-05-31,,92.62
SREERM101,2003-06-30,,92.76
SREERM101,2003-07-31,,90.6
SREERM101,2003-08-31,,89.01
SREERM101,2003-09-30,,89.37999999999998
SREERM101,2003-10-31,,90.97000000000001
SREERM101,2003-11-30,,91.49
SREERM101,2003-12-31,,91.57
SREERM101,2004-01-31,,90.52
SREERM101,2004-02-29,,90.24
SREERM101,2004-03-31,,89.15999999999998
SREERM101,2004-04-30,,90.43
SREERM101,2004-05-31,,92.49
SREERM101,2004-06-30,,94.5
SREERM101,2004-07-31,,95.27
SREERM101,2004-08-31,,95.11000000000001
SREERM101,2004-09-30,,95.26
SREERM101,2004-10-31,,95.47000000000001
SREERM101,2004-11-30,,96.56
SREERM101,2004-12-31,,98.59
SREERM101,2005-01-31,,98.23
SREERM101,2005-02-28,,98.91
SREERM101,2005-03-31,,99.08
SREERM101,2005-04-30,,97.8
SREERM101,2005-05-31,,96.91
SREERM101,2005-06-30,,96.12
SREERM101,2005-07-31,,95.49
SREERM101,2005-08-31,,96.69
SREERM101,2005-09-30,,97.0
SREERM101,2005-10-31,,95.66
SREERM101,2005-11-30,,97.09
SREERM101,2005-12-31,,97.12
SREERM101,2006-01-31,,97.58
SREERM101,2006-02-28,,98.35
SREERM101,2006-03-31,,97.44
SREERM101,2006-04-30,,98.0
SREERM101,2006-05-31,,99.04
SREERM101,2006-06-30,,98.98
SREERM101,2006-07-31,,98.88
SREERM101,2006-08-31,,99.73
SREERM101,2006-09-30,,99.34
SREERM101,2006-10-31,,99.3
SREERM101,2006-11-30,,100.28
SREERM101,2006-12-31,,101.38
SREERM101,2007-01-31,,100.87
SREERM101,2007-02-28,,99.71
SREERM101,2007-03-31,,100.54
SREERM101,2007-04-30,,100.7
SREERM101,2007-05-31,,99.92
SREERM101,2007-06-30,,99.25
SREERM101,2007-07-31,,99.93
SREERM101,2007-08-31,,101.56
SREERM101,2007-09-30,,102.42
SREERM101,2007-10-31,,103.26
SREERM101,2007-11-30,,106.04
SREERM101,2007-12-31,,107.24
SREERM101,2008-01-31,,108.08
SREERM101,2008-02-29,,110.4
SREERM101,2008-03-31,,111.13
SREERM101,2008-04-30,,111.04
SREERM101,2008-05-31,,110.44
SREERM101,2008-06-30,,113.7
SREERM101,2008-07-31,,116.24
SREERM101,2008-08-31,,113.12
SREERM101,2008-09-30,,112.31
SREERM101,2008-10-31,,110.69
SREERM101,2008-11-30,,108.88
SREERM101,2008-12-31,,107.06
SREERM101,2009-01-31,,103.7
SREERM101,2009-02-28,,100.31
SREERM101,2009-03-31,,104.42
SREERM101,2009-04-30,,105.16
SREERM101,2009-05-31,,104.75
SREERM101,2009-06-30,,105.27
SREERM101,2009-07-31,,107.77
SREERM101,2009-08-31,,107.74
SREERM101,2009-09-30,,108.91
SREERM101,2009-10-31,,106.9
SREERM101,2009-11-30,,107.05
SREERM101,2009-12-31,,105.87
SREERM101,2010-01-31,,104.76
SREERM101,2010-02-28,,104.12
SREERM101,2010-03-31,,104.84
SREERM101,2010-04-30,,105.31
SREERM101,2010-05-31,,103.65
SREERM101,2010-06-30,,103.26
SREERM101,2010-07-31,,105.94
SREERM101,2010-08-31,,107.0
SREERM101,2010-09-30,,107.65
SREERM101,2010-10-31,,108.78
SREERM101,2010-11-30,,108.1
SREERM101,2010-12-31,,105.67
SREERM101,2011-01-31,,108.35
SREERM101,2011-02-28,,108.99
SREERM101,2011-03-31,,109.32
SREERM101,2011-04-30,,110.31
SREERM101,2011-05-31,,110.11
SREERM101,2011-06-30,,110.57
SREERM101,2011-07-31,,109.64
SREERM101,2011-08-31,,110.4
SREERM101,2011-09-30,,109.21
SREERM101,2011-10-31,,108.39
SREERM101,2011-11-30,,106.19
SREERM101,2011-12-31,,105.74
SREERM101,2012-01-31,,105.24
SREERM101,2012-02-29,,106.66
SREERM101,2012-03-31,,107.91
SREERM101,2012-04-30,,107.36
SREERM101,2012-05-31,,105.43
SREERM101,2012-06-30,,104.0
SREERM101,2012-07-31,,103.66
SREERM101,2012-08-31,,105.19
SREERM101,2012-09-30,,106.7
SREERM101,2012-10-31,,106.07
SREERM101,2012-11-30,,104.73
SREERM101,2012-12-31,,105.61
SREERM101,2013-01-31,,104.74
SREERM101,2013-02-28,,105.04
SREERM101,2013-03-31,,103.99
SREERM101,2013-04-30,,103.26
SREERM101,2013-05-31,,102.94
SREERM101,2013-06-30,,104.11
SREERM101,2013-07-31,,103.47
SREERM101,2013-08-31,,103.82
SREERM101,2013-09-30,,104.13
SREERM101,2013-10-31,,104.45
SREERM101,2013-11-30,,100.51
SREERM101,2013-12-31,,99.66
SREERM101,2014-01-31,,99.9
SREERM101,2014-02-28,,100.37
SREERM101,2014-03-31,,100.86
SREERM101,2014-04-30,,100.4
SREERM101,2014-05-31,,100.28
SREERM101,2014-06-30,,99.74
SREERM101,2014-07-31,,99.99
SREERM101,2014-08-31,,98.81
SREERM101,2014-09-30,,99.04
SREERM101,2014-10-31,,98.94
SREERM101,2014-11-30,,98.56
SREERM101,2014-12-31,,98.71
SREERM101,2015-01-31,,96.69
SREERM101,2015-02-28,,96.42
SREERM101,2015-03-31,,96.24
SREERM101,2015-04-30,,96.8
SREERM101,2015-05-31,,96.59
SREERM101,2015-06-30,,97.27
SREERM101,2015-07-31,,97.58
SREERM101,2015-08-31,,98.52
SREERM101,2015-09-30,,98.17
SREERM101,2015-10-31,,97.92
SREERM101,2015-11-30,,97.24
SREERM101,2015-12-31,,98.16
SREERM101,2016-01-31,,98.38
SREERM101,2016-02-29,,98.24
SREERM101,2016-03-31,,97.34
SREERM101,2016-04-30,,97.4
SREERM101,2016-05-31,,97.48
SREERM101,2016-06-30,,97.17
SREERM101,2016-07-31,,97.13
SREERM101,2016-08-31,,97.03
SREERM101,2016-09-30,,97.14
SREERM101,2016-10-31,,97.1
SREERM101,2016-11-30,,97.17
SREERM101,2016-12-31,,96.51
SREERM101,2017-01-31,,96.53
SREERM101,2017-02-28,,96.45
SREERM101,2017-03-31,,96.44
SREERM101,2017-04-30,,97.03
SREERM101,2017-05-31,,98.13
