origin,as_of,band,config,n_validation,reason,validation_last_release
2025-02,2025-03-04 23:59:00,3,a300_wexpanding,35,minimum_prior_mse,2025-02-12 09:00:00
2025-03,2025-04-03 23:59:00,0,a30_wexpanding,36,minimum_prior_mse,2025-03-11 09:00:00
2025-03,2025-04-03 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-03-11 09:00:00
2025-03,2025-04-03 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-03-11 09:00:00
2025-03,2025-04-03 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-03-11 09:00:00
2025-04,2025-05-05 23:59:00,0,a30_wexpanding,36,minimum_prior_mse,2025-04-10 09:00:00
2025-04,2025-05-05 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-04-10 09:00:00
2025-04,2025-05-05 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-04-10 09:00:00
2025-04,2025-05-05 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-04-10 09:00:00
2025-05,2025-06-03 23:59:00,0,a30_wexpanding,36,minimum_prior_mse,2025-05-13 09:00:00
2025-05,2025-06-03 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-05-13 09:00:00
2025-05,2025-06-03 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-05-13 09:00:00
2025-05,2025-06-03 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-05-13 09:00:00
2025-06,2025-07-03 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2025-06-10 09:00:00
2025-06,2025-07-03 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-06-10 09:00:00
2025-06,2025-07-03 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-06-10 09:00:00
2025-06,2025-07-03 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-06-10 09:00:00
2025-07,2025-08-04 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2025-07-10 09:00:00
2025-07,2025-08-04 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-07-10 09:00:00
2025-07,2025-08-04 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-07-10 09:00:00
2025-07,2025-08-04 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-07-10 09:00:00
2025-08,2025-09-03 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2025-08-08 09:00:00
2025-08,2025-09-03 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-08-08 09:00:00
2025-08,2025-09-03 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-08-08 09:00:00
2025-08,2025-09-03 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-08-08 09:00:00
2025-09,2025-10-05 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2025-09-10 09:00:00
2025-09,2025-10-05 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-09-10 09:00:00
2025-09,2025-10-05 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-09-10 09:00:00
2025-09,2025-10-05 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-09-10 09:00:00
2025-10,2025-11-04 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2025-10-10 09:00:00
2025-10,2025-11-04 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-10-10 09:00:00
2025-10,2025-11-04 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-10-10 09:00:00
2025-10,2025-11-04 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-10-10 09:00:00
2025-11,2025-12-03 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2025-11-11 09:00:00
2025-11,2025-12-03 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-11-11 09:00:00
2025-11,2025-12-03 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-11-11 09:00:00
2025-11,2025-12-03 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-11-11 09:00:00
2025-12,2026-01-06 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2025-12-10 09:00:00
2025-12,2026-01-06 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2025-12-10 09:00:00
2025-12,2026-01-06 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2025-12-10 09:00:00
2025-12,2026-01-06 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2025-12-10 09:00:00
2026-01,2026-02-04 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2026-01-13 09:00:00
2026-01,2026-02-04 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2026-01-13 09:00:00
2026-01,2026-02-04 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2026-01-13 09:00:00
2026-01,2026-02-04 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2026-01-13 09:00:00
2026-02,2026-03-03 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2026-02-13 09:00:00
2026-02,2026-03-03 23:59:00,1,a300_wexpanding,36,minimum_prior_mse,2026-02-13 09:00:00
2026-02,2026-03-03 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2026-02-13 09:00:00
2026-02,2026-03-03 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2026-02-13 09:00:00
2026-03,2026-04-06 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2026-03-10 09:00:00
2026-03,2026-04-06 23:59:00,1,a30_wexpanding,36,minimum_prior_mse,2026-03-10 09:00:00
2026-03,2026-04-06 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2026-03-10 09:00:00
2026-03,2026-04-06 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2026-03-10 09:00:00
2026-04,2026-05-05 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2026-04-14 09:00:00
2026-04,2026-05-05 23:59:00,1,a3_wexpanding,36,minimum_prior_mse,2026-04-14 09:00:00
2026-04,2026-05-05 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2026-04-14 09:00:00
2026-04,2026-05-05 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2026-04-14 09:00:00
2026-05,2026-06-03 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2026-05-13 09:00:00
2026-05,2026-06-03 23:59:00,1,a3_wexpanding,36,minimum_prior_mse,2026-05-13 09:00:00
2026-05,2026-06-03 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2026-05-13 09:00:00
2026-05,2026-06-03 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2026-05-13 09:00:00
2026-06,2026-07-06 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2026-06-10 09:00:00
2026-06,2026-07-06 23:59:00,1,a3_wexpanding,36,minimum_prior_mse,2026-06-10 09:00:00
2026-06,2026-07-06 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2026-06-10 09:00:00
2026-06,2026-07-06 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2026-06-10 09:00:00
2026-07,2026-08-04 23:59:00,0,a3_wexpanding,36,minimum_prior_mse,2026-07-10 09:00:00
2026-07,2026-08-04 23:59:00,1,a3_wexpanding,36,minimum_prior_mse,2026-07-10 09:00:00
2026-07,2026-08-04 23:59:00,2,a300_wexpanding,36,minimum_prior_mse,2026-07-10 09:00:00
2026-07,2026-08-04 23:59:00,3,a300_wexpanding,36,minimum_prior_mse,2026-07-10 09:00:00
