model,reference,omitted,rmse_delta,mae_delta
CORE_RF_MEDIAN_R21,HARD_FULL,2020-02,-0.00012953509151197862,-0.010394342086814334
CORE_RF_MEDIAN_R21,HARD_FULL,2020-03,-0.0001426330409715626,-0.010606127162150758
CORE_RF_MEDIAN_R21,HARD_FULL,2020-04,-0.0001245352803760924,-0.010535282263734902
CORE_RF_MEDIAN_R21,HARD_FULL,2020-05,5.14375007776291e-05,-0.01023232536912927
CORE_RF_MEDIAN_R21,HARD_FULL,2020-06,-0.00039300977476469656,-0.011115109217728958
CORE_RF_MEDIAN_R21,HARD_FULL,2020-07,-5.345005921980617e-05,-0.010248527582602973
CORE_RF_MEDIAN_R21,HARD_FULL,2020-08,-0.0001250481885523569,-0.010418307338363186
CORE_RF_MEDIAN_R21,HARD_FULL,2020-09,-0.0004038795099413628,-0.011156056033801265
CORE_RF_MEDIAN_R21,HARD_FULL,2020-10,0.00014370043044165115,-0.009514363437893913
CORE_RF_MEDIAN_R21,HARD_FULL,2020-11,5.984838509720536e-06,-0.010195173087546971
CORE_RF_MEDIAN_R21,HARD_FULL,2020-12,0.00012508681941364452,-0.010327844546005494
CORE_RF_MEDIAN_R21,HARD_FULL,2021-01,-0.0005966999910648751,-0.011120260598605713
CORE_RF_MEDIAN_R21,HARD_FULL,2021-02,0.0007867607553859735,-0.0094774395123422
CORE_RF_MEDIAN_R21,HARD_FULL,2021-03,-0.00013267083416113046,-0.01051049421226291
CORE_RF_MEDIAN_R21,HARD_FULL,2021-04,-9.789384076352992e-05,-0.010503153491211559
CORE_RF_MEDIAN_R21,HARD_FULL,2021-05,2.8445167774004965e-05,-0.010432861279894512
CORE_RF_MEDIAN_R21,HARD_FULL,2021-06,-5.531126274338494e-05,-0.010309110598128335
CORE_RF_MEDIAN_R21,HARD_FULL,2021-07,-0.0003268401078500571,-0.010851476249110537
CORE_RF_MEDIAN_R21,HARD_FULL,2021-08,0.0011759007549889677,-0.009617762656339124
CORE_RF_MEDIAN_R21,HARD_FULL,2021-09,-0.00016119161282918126,-0.010634018278423474
CORE_RF_MEDIAN_R21,HARD_FULL,2021-10,-0.00018186643890610865,-0.0107196216802945
CORE_RF_MEDIAN_R21,HARD_FULL,2021-11,0.0006336975887393792,-0.00994870274434223
CORE_RF_MEDIAN_R21,HARD_FULL,2021-12,0.0018791710896521319,-0.008947625990511576
CORE_RF_MEDIAN_R21,HARD_FULL,2022-01,-9.330558256043231e-05,-0.009916323983446496
CORE_RF_MEDIAN_R21,HARD_FULL,2022-02,-0.0010558192407687517,-0.011779153370862161
CORE_RF_MEDIAN_R21,HARD_FULL,2022-03,6.433000100430908e-05,-0.010497752600764909
CORE_RF_MEDIAN_R21,HARD_FULL,2022-04,-0.003615144902485601,-0.012031402715485917
CORE_RF_MEDIAN_R21,HARD_FULL,2022-05,0.00033593147172072957,-0.009509189824886743
CORE_RF_MEDIAN_R21,HARD_FULL,2022-06,-0.00015633587447760888,-0.010773747968193914
CORE_RF_MEDIAN_R21,HARD_FULL,2022-07,0.0003209187499197408,-0.00996391913336464
CORE_RF_MEDIAN_R21,HARD_FULL,2022-08,0.0002212284306172818,-0.010088302708627206
CORE_RF_MEDIAN_R21,HARD_FULL,2022-09,0.0013081045705051197,-0.009754297944411072
CORE_RF_MEDIAN_R21,HARD_FULL,2022-10,-0.007191845126435115,-0.011503248400351579
CORE_RF_MEDIAN_R21,HARD_FULL,2022-11,1.0139538072384546e-05,-0.010440785881319525
CORE_RF_MEDIAN_R21,HARD_FULL,2022-12,-0.0001809154624075049,-0.010719706186186173
CORE_RF_MEDIAN_R21,HARD_FULL,2023-01,0.0027081143172017486,-0.009591442367823666
CORE_RF_MEDIAN_R21,HARD_FULL,2023-02,-3.3182383414875893e-06,-0.009997771239375008
CORE_RF_MEDIAN_R21,HARD_FULL,2023-03,-0.0005984502194334995,-0.012070379205825543
CORE_RF_MEDIAN_R21,HARD_FULL,2023-04,-0.0023194306590161307,-0.01188777255213902
CORE_RF_MEDIAN_R21,HARD_FULL,2023-05,0.0003558390184399962,-0.008565613984884257
CORE_RF_MEDIAN_R21,HARD_FULL,2023-06,0.0015481610321338435,-0.008526161939587273
CORE_RF_MEDIAN_R21,HARD_FULL,2023-07,8.451499110179173e-05,-0.009868347989979098
CORE_RF_MEDIAN_R21,HARD_FULL,2023-08,-0.00031785741934414746,-0.010868369731347471
CORE_RF_MEDIAN_R21,HARD_FULL,2023-09,-0.0010444767154793033,-0.011466152789878947
CORE_RF_MEDIAN_R21,HARD_FULL,2023-10,-0.00045794184027675433,-0.011252686050198135
CORE_RF_MEDIAN_R21,HARD_FULL,2023-11,-7.157123307566238e-05,-0.010070064571598258
CORE_RF_MEDIAN_R21,HARD_FULL,2023-12,-0.0007749141355675171,-0.011548480532049099
CORE_RF_MEDIAN_R21,HARD_FULL,2024-01,0.001664647383984974,-0.009383561315219557
CORE_RF_MEDIAN_R21,HARD_FULL,2024-02,-0.000105605201343284,-0.010064620320735351
CORE_RF_MEDIAN_R21,HARD_FULL,2024-03,-0.00025628989112952416,-0.011082131865196687
CORE_RF_MEDIAN_R21,HARD_FULL,2024-04,9.693338071486979e-05,-0.01004155580536148
CORE_RF_MEDIAN_R21,HARD_FULL,2024-05,-0.00042900641577642284,-0.011081829179167335
CORE_RF_MEDIAN_R21,HARD_FULL,2024-06,-0.0009110245792581795,-0.011324810475955627
CORE_RF_MEDIAN_R21,HARD_FULL,2024-07,-0.0008688845173840942,-0.011283337770223612
CORE_RF_MEDIAN_R21,HARD_FULL,2024-08,0.00032700468817536965,-0.009782643753479592
CORE_RF_MEDIAN_R21,HARD_FULL,2024-09,0.00018774925422515576,-0.009875414470374155
CORE_RF_MEDIAN_R21,HARD_FULL,2024-10,-0.00012530133017496503,-0.010387075177983263
CORE_RF_MEDIAN_R21,HARD_FULL,2024-11,-0.000148479311355032,-0.010731676411614821
CORE_RF_MEDIAN_R21,HARD_FULL,2024-12,-0.000657395223627455,-0.01139806827551465
CORE_RF_MEDIAN_R21,HARD_FULL,2025-01,-7.959632228698998e-05,-0.010405070045566123
CORE_RF_MEDIAN_R21,HARD_FULL,2025-02,-0.00024637186287790325,-0.010855694251759085
CORE_RF_MEDIAN_R21,HARD_FULL,2025-03,-6.783034805268873e-05,-0.010225340474101674
CORE_RF_MEDIAN_R21,HARD_FULL,2025-04,-0.0004468618771119037,-0.011069802165162734
CORE_RF_MEDIAN_R21,HARD_FULL,2025-05,-0.00019756413370097814,-0.0107229693027589
CORE_RF_MEDIAN_R21,HARD_FULL,2025-06,-0.0001204558439481529,-0.010465398165921513
CORE_RF_MEDIAN_R21,HARD_FULL,2025-07,9.13977875228178e-05,-0.009351525855920362
CORE_RF_MEDIAN_R21,HARD_FULL,2025-08,-0.00013621494297189063,-0.01036378481810385
CORE_RF_MEDIAN_R21,HARD_FULL,2025-09,-0.00024108194747984868,-0.011243071682860706
CORE_RF_MEDIAN_R21,HARD_FULL,2025-10,-0.00032133713953524934,-0.011008011622108016
CORE_RF_MEDIAN_R21,HARD_FULL,2025-11,-6.654691742385976e-05,-0.010516313571136748
CORE_RF_MEDIAN_R21,HARD_FULL,2025-12,-0.00013951353631658225,-0.010397522663515124
CORE_RF_MEDIAN_R21,HARD_FULL,2026-01,-0.00012924753357729246,-0.010431581427525927
CORE_RF_MEDIAN_R21,HARD_FULL,2026-02,-0.00016761746868387828,-0.010656377746364687
CORE_RF_MEDIAN_R21,HARD_FULL,2026-03,-0.00012988033814476108,-0.010264982137097312
CORE_RF_MEDIAN_R21,HARD_FULL,2026-04,-0.00012146047250993774,-0.010376288695881641
CORE_RF_MEDIAN_R21,HARD_FULL,2026-05,-1.795321861813859e-05,-0.01043371169799956
CORE_RF_MEDIAN_R21,HARD_FULL,2026-06,-0.00035589496883248195,-0.011027535191118598
CORE_RF_MEDIAN_R21,HARD_FULL,2026-07,-0.00023857366337037833,-0.01132580843761688
HEADLINE_ENET_R21,HARD_BASE,2019-02,0.0778971033827413,0.056151044567432695
HEADLINE_ENET_R21,HARD_BASE,2019-03,0.0778892438992414,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2019-04,0.07804092357106213,0.056151044567432806
HEADLINE_ENET_R21,HARD_BASE,2019-05,0.07834293577460116,0.056151044567432806
HEADLINE_ENET_R21,HARD_BASE,2019-06,0.07788015354733374,0.056151044567432806
HEADLINE_ENET_R21,HARD_BASE,2019-07,0.07787070847790356,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2019-08,0.07786973933280172,0.056151044567432806
HEADLINE_ENET_R21,HARD_BASE,2019-09,0.07804256413376148,0.056151044567432806
HEADLINE_ENET_R21,HARD_BASE,2019-10,0.07802155864543747,0.056151044567432806
HEADLINE_ENET_R21,HARD_BASE,2019-11,0.07790893652546277,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2019-12,0.07793962003757043,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-01,0.0786547014652012,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-02,0.07786812077021504,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-03,0.07792304647263121,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-04,0.07789701821245776,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-05,0.07797359738458565,0.056151044567432695
HEADLINE_ENET_R21,HARD_BASE,2020-06,0.07800553789923331,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-07,0.07788391656370958,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-08,0.07787040916950627,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-09,0.07797008260580507,0.056151044567432695
HEADLINE_ENET_R21,HARD_BASE,2020-10,0.07786868059861118,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-11,0.07790520868461409,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2020-12,0.07816267186481018,0.056151044567432695
HEADLINE_ENET_R21,HARD_BASE,2021-01,0.07833669089773088,0.05615104456743275
HEADLINE_ENET_R21,HARD_BASE,2021-02,0.07769752604762575,0.0556007534945398
HEADLINE_ENET_R21,HARD_BASE,2021-03,0.07789012917099136,0.05637573915508337
HEADLINE_ENET_R21,HARD_BASE,2021-04,0.07836688942790171,0.057067303531384395
HEADLINE_ENET_R21,HARD_BASE,2021-05,0.07504815126675662,0.05310014978148242
HEADLINE_ENET_R21,HARD_BASE,2021-06,0.07823238267868421,0.05754955718141863
HEADLINE_ENET_R21,HARD_BASE,2021-07,0.07801344283843564,0.055986725832286366
HEADLINE_ENET_R21,HARD_BASE,2021-08,0.07780039285818052,0.05561110268484676
HEADLINE_ENET_R21,HARD_BASE,2021-09,0.07706548837706151,0.05482511911254734
HEADLINE_ENET_R21,HARD_BASE,2021-10,0.07882318029601515,0.05839215966759992
HEADLINE_ENET_R21,HARD_BASE,2021-11,0.07433932639842528,0.05297122654217229
HEADLINE_ENET_R21,HARD_BASE,2021-12,0.07923628458282717,0.05801327331004419
HEADLINE_ENET_R21,HARD_BASE,2022-01,0.07191499947091673,0.048253266014580465
HEADLINE_ENET_R21,HARD_BASE,2022-02,0.07759532314669654,0.05543872282319001
HEADLINE_ENET_R21,HARD_BASE,2022-03,0.08198002127935605,0.05852874740282227
HEADLINE_ENET_R21,HARD_BASE,2022-04,0.07620786802746365,0.0544016379335544
HEADLINE_ENET_R21,HARD_BASE,2022-05,0.07470957541627049,0.050512029763669974
HEADLINE_ENET_R21,HARD_BASE,2022-06,0.07788339919564197,0.055978880514730156
HEADLINE_ENET_R21,HARD_BASE,2022-07,0.0773493684758168,0.05458339443558946
HEADLINE_ENET_R21,HARD_BASE,2022-08,0.07734275657002898,0.0550239660440614
HEADLINE_ENET_R21,HARD_BASE,2022-09,0.07626426605257408,0.054448275869491636
HEADLINE_ENET_R21,HARD_BASE,2022-10,0.07811057600569643,0.05328850881643227
HEADLINE_ENET_R21,HARD_BASE,2022-11,0.07722715207445319,0.055085538432422865
HEADLINE_ENET_R21,HARD_BASE,2022-12,0.07593759687341795,0.05200413826881373
HEADLINE_ENET_R21,HARD_BASE,2023-01,0.08012313822807354,0.05592006050486337
HEADLINE_ENET_R21,HARD_BASE,2023-02,0.0778303340454341,0.055860328718007446
HEADLINE_ENET_R21,HARD_BASE,2023-03,0.07375510675373442,0.0511488203955221
HEADLINE_ENET_R21,HARD_BASE,2023-04,0.06723254700921277,0.050474514308043616
HEADLINE_ENET_R21,HARD_BASE,2023-05,0.07759756387262279,0.055004207624370804
HEADLINE_ENET_R21,HARD_BASE,2023-06,0.07820921903819766,0.05654081445541581
HEADLINE_ENET_R21,HARD_BASE,2023-07,0.07784147839532252,0.05593436655722256
HEADLINE_ENET_R21,HARD_BASE,2023-08,0.07804467974394114,0.056184755885235804
HEADLINE_ENET_R21,HARD_BASE,2023-09,0.07690003236461151,0.05479831899434945
HEADLINE_ENET_R21,HARD_BASE,2023-10,0.06699045222214939,0.04707833029133618
HEADLINE_ENET_R21,HARD_BASE,2023-11,0.07783744366343665,0.055842091081975964
HEADLINE_ENET_R21,HARD_BASE,2023-12,0.07870839812936892,0.05802458544769207
HEADLINE_ENET_R21,HARD_BASE,2024-01,0.0802107066118633,0.057814701969615745
HEADLINE_ENET_R21,HARD_BASE,2024-02,0.07787794413518467,0.05634282800760965
HEADLINE_ENET_R21,HARD_BASE,2024-03,0.07761242974650379,0.055086875488868925
HEADLINE_ENET_R21,HARD_BASE,2024-04,0.07809084076033385,0.05675151950068685
HEADLINE_ENET_R21,HARD_BASE,2024-05,0.07704069685011122,0.054523369090117624
HEADLINE_ENET_R21,HARD_BASE,2024-06,0.07694800058082762,0.05473575628706334
HEADLINE_ENET_R21,HARD_BASE,2024-07,0.07937896605450023,0.05728397264247881
HEADLINE_ENET_R21,HARD_BASE,2024-08,0.0781700742744047,0.0566186149813952
HEADLINE_ENET_R21,HARD_BASE,2024-09,0.07790463791482283,0.05640711814447119
HEADLINE_ENET_R21,HARD_BASE,2024-10,0.0736888985774331,0.05013757906959049
HEADLINE_ENET_R21,HARD_BASE,2024-11,0.07762053865352181,0.054792483170092054
HEADLINE_ENET_R21,HARD_BASE,2024-12,0.07878770098240451,0.05767858700417666
HEADLINE_ENET_R21,HARD_BASE,2025-01,0.07828093528044078,0.0580268375546808
HEADLINE_ENET_R21,HARD_BASE,2025-02,0.0777137229024576,0.05554371736357616
HEADLINE_ENET_R21,HARD_BASE,2025-03,0.07793178346438867,0.05665492100963576
HEADLINE_ENET_R21,HARD_BASE,2025-04,0.07744125572613414,0.05524278940714805
HEADLINE_ENET_R21,HARD_BASE,2025-05,0.07829467603284479,0.056896882258477166
HEADLINE_ENET_R21,HARD_BASE,2025-06,0.07796659242561016,0.05705839042634003
HEADLINE_ENET_R21,HARD_BASE,2025-07,0.07766221851653848,0.054812710458326364
HEADLINE_ENET_R21,HARD_BASE,2025-08,0.07785641162669016,0.055948987485969826
HEADLINE_ENET_R21,HARD_BASE,2025-09,0.07773292138881616,0.055584858827016026
HEADLINE_ENET_R21,HARD_BASE,2025-10,0.07679867062604023,0.05437562042049621
HEADLINE_ENET_R21,HARD_BASE,2025-11,0.07795184488234563,0.055961426015180615
HEADLINE_ENET_R21,HARD_BASE,2025-12,0.07757334194831011,0.05452015382674169
HEADLINE_ENET_R21,HARD_BASE,2026-01,0.07789957518492924,0.05667407864760948
HEADLINE_ENET_R21,HARD_BASE,2026-02,0.07784109549505369,0.055906567285166686
HEADLINE_ENET_R21,HARD_BASE,2026-03,0.07787161702013695,0.05628298745464
HEADLINE_ENET_R21,HARD_BASE,2026-04,0.07786445705571104,0.0559693649255848
HEADLINE_ENET_R21,HARD_BASE,2026-05,0.07827391667441663,0.056671294962861385
HEADLINE_ENET_R21,HARD_BASE,2026-06,0.07854418895020149,0.05778204778012569
HEADLINE_ENET_R21,HARD_BASE,2026-07,0.07782694790785799,0.055879444540586354
HEADLINE_ENET_R21,HARD_FULL,2019-02,0.08216229522934526,0.0495884936648921
HEADLINE_ENET_R21,HARD_FULL,2019-03,0.08196017837061198,0.04906446272562004
HEADLINE_ENET_R21,HARD_FULL,2019-04,0.08292611362638558,0.04999477468123348
HEADLINE_ENET_R21,HARD_FULL,2019-05,0.08201385914104586,0.04859763168250336
HEADLINE_ENET_R21,HARD_FULL,2019-06,0.0822688059475401,0.05009457849360077
HEADLINE_ENET_R21,HARD_FULL,2019-07,0.08192476066584559,0.04907061425197018
HEADLINE_ENET_R21,HARD_FULL,2019-08,0.08190257884742075,0.04865281772130364
HEADLINE_ENET_R21,HARD_FULL,2019-09,0.08200743462417448,0.04882901154528724
HEADLINE_ENET_R21,HARD_FULL,2019-10,0.08142650229103532,0.04770681801179999
HEADLINE_ENET_R21,HARD_FULL,2019-11,0.08178575315055286,0.048330866993390176
HEADLINE_ENET_R21,HARD_FULL,2019-12,0.08198821789685073,0.0489621304790997
HEADLINE_ENET_R21,HARD_FULL,2020-01,0.0819491740501031,0.048397659744197574
HEADLINE_ENET_R21,HARD_FULL,2020-02,0.08193262104942484,0.0493882417047013
HEADLINE_ENET_R21,HARD_FULL,2020-03,0.08194738406254087,0.04890187938237728
HEADLINE_ENET_R21,HARD_FULL,2020-04,0.08193158712677273,0.048922524166722936
HEADLINE_ENET_R21,HARD_FULL,2020-05,0.08206781970794974,0.04904101727031329
HEADLINE_ENET_R21,HARD_FULL,2020-06,0.08162210906332817,0.04813586336710535
HEADLINE_ENET_R21,HARD_FULL,2020-07,0.08202374610053015,0.04934270364593818
HEADLINE_ENET_R21,HARD_FULL,2020-08,0.08193534184823009,0.049171108648280726
HEADLINE_ENET_R21,HARD_FULL,2020-09,0.08176973573957508,0.04843335995284265
HEADLINE_ENET_R21,HARD_FULL,2020-10,0.08224671410743872,0.05055407330034267
HEADLINE_ENET_R21,HARD_FULL,2020-11,0.08209742087300814,0.04936367169863143
HEADLINE_ENET_R21,HARD_FULL,2020-12,0.08255491485535116,0.049311225029247174
HEADLINE_ENET_R21,HARD_FULL,2021-01,0.08101795216416774,0.047551186339722495
HEADLINE_ENET_R21,HARD_FULL,2021-02,0.08310781940282869,0.05023115841955683
HEADLINE_ENET_R21,HARD_FULL,2021-03,0.08194433753783265,0.04927040510601266
HEADLINE_ENET_R21,HARD_FULL,2021-04,0.08207117017453758,0.049203008637867085
HEADLINE_ENET_R21,HARD_FULL,2021-05,0.07952850394730349,0.046356975028545966
HEADLINE_ENET_R21,HARD_FULL,2021-06,0.08213962108750428,0.049979806450901776
HEADLINE_ENET_R21,HARD_FULL,2021-07,0.08162277339444474,0.04823011014739692
HEADLINE_ENET_R21,HARD_FULL,2021-08,0.0835621789178928,0.049725254613341485
HEADLINE_ENET_R21,HARD_FULL,2021-09,0.08101737475592974,0.04749703656119497
HEADLINE_ENET_R21,HARD_FULL,2021-10,0.08210271580152007,0.04964984161055902
HEADLINE_ENET_R21,HARD_FULL,2021-11,0.0788445394607386,0.04613773747711081
HEADLINE_ENET_R21,HARD_FULL,2021-12,0.08593758836385607,0.05312570368466857
HEADLINE_ENET_R21,HARD_FULL,2022-01,0.07600385389305397,0.04151414327178349
HEADLINE_ENET_R21,HARD_FULL,2022-02,0.08011731489023999,0.04643131952235624
HEADLINE_ENET_R21,HARD_FULL,2022-03,0.08666857342364837,0.05165542462094774
HEADLINE_ENET_R21,HARD_FULL,2022-04,0.07662796436722635,0.04567379474513161
HEADLINE_ENET_R21,HARD_FULL,2022-05,0.07945960889879045,0.04560207472302774
HEADLINE_ENET_R21,HARD_FULL,2022-06,0.08136114772731917,0.046706264003333
HEADLINE_ENET_R21,HARD_FULL,2022-07,0.08269952878050923,0.04992214854156718
HEADLINE_ENET_R21,HARD_FULL,2022-08,0.08200002258503364,0.04875947073827658
HEADLINE_ENET_R21,HARD_FULL,2022-09,0.08213175635942976,0.04831642857054558
HEADLINE_ENET_R21,HARD_FULL,2022-10,0.07476917909636183,0.04500199951811473
HEADLINE_ENET_R21,HARD_FULL,2022-11,0.08063122302410625,0.04722629244317722
HEADLINE_ENET_R21,HARD_FULL,2022-12,0.0801945885872496,0.045789910603365014
HEADLINE_ENET_R21,HARD_FULL,2023-01,0.08546778516915482,0.049120786034821506
HEADLINE_ENET_R21,HARD_FULL,2023-02,0.08201598209778832,0.04928381919574315
HEADLINE_ENET_R21,HARD_FULL,2023-03,0.07735818869520711,0.04251817402292285
HEADLINE_ENET_R21,HARD_FULL,2023-04,0.06898535900967423,0.04190333780289712
HEADLINE_ENET_R21,HARD_FULL,2023-05,0.08207606739110984,0.049183062447906045
HEADLINE_ENET_R21,HARD_FULL,2023-06,0.0838079644106331,0.05119642843106059
HEADLINE_ENET_R21,HARD_FULL,2023-07,0.08206361405841778,0.049278928301272784
HEADLINE_ENET_R21,HARD_FULL,2023-08,0.08205756089531802,0.048932401840406536
HEADLINE_ENET_R21,HARD_FULL,2023-09,0.08035565770431091,0.0470084501024447
HEADLINE_ENET_R21,HARD_FULL,2023-10,0.07096005970716779,0.039708995943484704
HEADLINE_ENET_R21,HARD_FULL,2023-11,0.08194547180270417,0.04909107740641183
HEADLINE_ENET_R21,HARD_FULL,2023-12,0.08256186373099145,0.05050594625894833
HEADLINE_ENET_R21,HARD_FULL,2024-01,0.08584528517245504,0.051660317147280366
HEADLINE_ENET_R21,HARD_FULL,2024-02,0.08194978644293094,0.049434568884716645
HEADLINE_ENET_R21,HARD_FULL,2024-03,0.0816550981618619,0.047888653351121524
HEADLINE_ENET_R21,HARD_FULL,2024-04,0.08232136229178072,0.04997794137624728
HEADLINE_ENET_R21,HARD_FULL,2024-05,0.08122310045624948,0.04758552404148819
HEADLINE_ENET_R21,HARD_FULL,2024-06,0.08166266761698532,0.04825698863819733
HEADLINE_ENET_R21,HARD_FULL,2024-07,0.08254585554309823,0.04926464199329261
HEADLINE_ENET_R21,HARD_FULL,2024-08,0.08253171330195963,0.04994508576793205
HEADLINE_ENET_R21,HARD_FULL,2024-09,0.0825478677472668,0.05096146222103204
HEADLINE_ENET_R21,HARD_FULL,2024-10,0.07768012117503886,0.04259511140832717
HEADLINE_ENET_R21,HARD_FULL,2024-11,0.0816513497945946,0.04731860475646149
HEADLINE_ENET_R21,HARD_FULL,2024-12,0.08234363436432568,0.04971978982985392
HEADLINE_ENET_R21,HARD_FULL,2025-01,0.08217716445262768,0.05043886284347682
HEADLINE_ENET_R21,HARD_FULL,2025-02,0.08189674093491911,0.04874791131390038
HEADLINE_ENET_R21,HARD_FULL,2025-03,0.08203769967550317,0.04975969966818827
HEADLINE_ENET_R21,HARD_FULL,2025-04,0.08123842353818539,0.04765849397324212
HEADLINE_ENET_R21,HARD_FULL,2025-05,0.08208020347809009,0.04919500617207484
HEADLINE_ENET_R21,HARD_FULL,2025-06,0.0819900078307686,0.049760976069481044
HEADLINE_ENET_R21,HARD_FULL,2025-07,0.08194463485737319,0.04893534759840723
HEADLINE_ENET_R21,HARD_FULL,2025-08,0.08190222488283239,0.04880105429867326
HEADLINE_ENET_R21,HARD_FULL,2025-09,0.08159942384345564,0.04743840240958086
HEADLINE_ENET_R21,HARD_FULL,2025-10,0.08031872370143983,0.046150542633156155
HEADLINE_ENET_R21,HARD_FULL,2025-11,0.08226158114781396,0.04909102530113707
HEADLINE_ENET_R21,HARD_FULL,2025-12,0.08161825371817022,0.047364795040392205
HEADLINE_ENET_R21,HARD_FULL,2026-01,0.08193847400763782,0.049441798445607144
HEADLINE_ENET_R21,HARD_FULL,2026-02,0.08208045798943342,0.04912693289621167
HEADLINE_ENET_R21,HARD_FULL,2026-03,0.081926605328633,0.049284126820299756
HEADLINE_ENET_R21,HARD_FULL,2026-04,0.08194472624652704,0.049345295880158235
HEADLINE_ENET_R21,HARD_FULL,2026-05,0.0825980489342985,0.049875552931191225
HEADLINE_ENET_R21,HARD_FULL,2026-06,0.08230821718221615,0.05004222551706994
HEADLINE_ENET_R21,HARD_FULL,2026-07,0.08156690193049976,0.04723282083014396
HEADLINE_MEAN_R21,HARD_BASE,2019-02,0.005874482838832518,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2019-03,0.005873789933408868,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2019-04,0.0058871681825884425,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2019-05,0.005913843100002092,0.0019107995576316261
HEADLINE_MEAN_R21,HARD_BASE,2019-06,0.005872988554245062,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2019-07,0.005872155951593627,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2019-08,0.005872070522154604,0.0019107995576316261
HEADLINE_MEAN_R21,HARD_BASE,2019-09,0.005887312949549084,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2019-10,0.0058854594882086775,0.0019107995576316261
HEADLINE_MEAN_R21,HARD_BASE,2019-11,0.005875526131900732,0.0019107995576316261
HEADLINE_MEAN_R21,HARD_BASE,2019-12,0.005878231759417429,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2020-01,0.005941431744798664,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2020-02,0.005871927848167813,0.0019107995576316261
HEADLINE_MEAN_R21,HARD_BASE,2020-03,0.0058767702631926655,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2020-04,0.005874475329896323,0.0019107995576316261
HEADLINE_MEAN_R21,HARD_BASE,2020-05,0.005881228427854324,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2020-06,0.005884046026572831,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2020-07,0.0058733202854716615,0.0019107995576316261
HEADLINE_MEAN_R21,HARD_BASE,2020-08,0.0058721295677208185,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2020-09,0.0058809184091580535,0.001910799557631515
HEADLINE_MEAN_R21,HARD_BASE,2020-10,0.005871977196083233,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2020-11,0.005875197451056968,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2020-12,0.005897915500550799,0.001910799557631515
HEADLINE_MEAN_R21,HARD_BASE,2021-01,0.005913291024263134,0.0019107995576315706
HEADLINE_MEAN_R21,HARD_BASE,2021-02,0.00569862350020206,0.0015905407660763426
HEADLINE_MEAN_R21,HARD_BASE,2021-03,0.005891200090645865,0.0021172470168733803
HEADLINE_MEAN_R21,HARD_BASE,2021-04,0.0060016480225626445,0.0021263060815415735
HEADLINE_MEAN_R21,HARD_BASE,2021-05,0.005620878531101159,0.0016038501721075682
HEADLINE_MEAN_R21,HARD_BASE,2021-06,0.00592916674236893,0.0020452360746950338
HEADLINE_MEAN_R21,HARD_BASE,2021-07,0.006058178429803718,0.0021102951736287623
HEADLINE_MEAN_R21,HARD_BASE,2021-08,0.006283753975805051,0.00225081460149551
HEADLINE_MEAN_R21,HARD_BASE,2021-09,0.006262491948783033,0.0024353821515030183
HEADLINE_MEAN_R21,HARD_BASE,2021-10,0.0062563291982487,0.0025457860922367126
HEADLINE_MEAN_R21,HARD_BASE,2021-11,0.005039723747060243,0.0011913822373395
HEADLINE_MEAN_R21,HARD_BASE,2021-12,0.00545982455007471,0.0014373331429274327
HEADLINE_MEAN_R21,HARD_BASE,2022-01,0.0058781275768600705,0.0021139143687989304
HEADLINE_MEAN_R21,HARD_BASE,2022-02,0.006187226165046078,0.002193034244692804
HEADLINE_MEAN_R21,HARD_BASE,2022-03,0.006737095391720183,0.0023659946295518375
HEADLINE_MEAN_R21,HARD_BASE,2022-04,0.007946781812578518,0.0026574484870007797
HEADLINE_MEAN_R21,HARD_BASE,2022-05,0.005654477053987084,0.0007423579965917249
