period,as_of,family,core_correction,policy,n_errors,error_end,status,fallback_used,quantile_weights,error_start,validation_rows,training_last_release,eligible_error_months,feature_columns
2021-12,2022-01-11 23:59:00,BASE_LEGACY,0.3634587146343857,hard,80,2021-11,ok,False,"{0.1: 0.0, 0.25: 0.15, 0.5: 0.35, 0.75: 0.35, 0.9: 0.15}",2015-04,12,2021-12-10 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2021-12,2022-01-11 23:59:00,BASE_MATCHED,0.0,hard,34,2021-11,insufficient_errors,True,,2019-02,0,2021-12-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2021-12,2022-01-11 23:59:00,CATEGORY,0.0,hard,34,2021-11,insufficient_errors,True,,2019-02,0,2021-12-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-01,2022-02-13 23:59:00,BASE_LEGACY,0.14893866537326367,hard,81,2021-12,ok,False,"{0.1: 0.0, 0.25: 0.15, 0.5: 0.35, 0.75: 0.35, 0.9: 0.15}",2015-04,12,2022-01-12 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-01,2022-02-13 23:59:00,BASE_MATCHED,0.0,hard,35,2021-12,insufficient_errors,True,,2019-02,0,2022-01-12 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-01,2022-02-13 23:59:00,CATEGORY,0.0,hard,35,2021-12,insufficient_errors,True,,2019-02,0,2022-01-12 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-02,2022-03-09 23:59:00,BASE_LEGACY,0.28601828144417685,hard,82,2022-01,ok,False,"{0.1: 0.0, 0.25: 0.15, 0.5: 0.35, 0.75: 0.35, 0.9: 0.15}",2015-04,12,2022-02-14 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-02,2022-03-09 23:59:00,BASE_MATCHED,0.0,hard,36,2022-01,insufficient_errors,True,,2019-02,0,2022-02-14 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-02,2022-03-09 23:59:00,CATEGORY,0.0,hard,36,2022-01,insufficient_errors,True,,2019-02,0,2022-02-14 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-03,2022-04-10 23:59:00,BASE_LEGACY,-0.05002270034468042,hard,83,2022-02,ok,False,"{0.1: 0.0, 0.25: 0.15, 0.5: 0.35, 0.75: 0.35, 0.9: 0.15}",2015-04,12,2022-03-10 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-03,2022-04-10 23:59:00,BASE_MATCHED,0.0,hard,37,2022-02,insufficient_errors,True,,2019-02,0,2022-03-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-03,2022-04-10 23:59:00,CATEGORY,0.0,hard,37,2022-02,insufficient_errors,True,,2019-02,0,2022-03-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-04,2022-05-09 23:59:00,BASE_LEGACY,0.24199761127312247,hard,84,2022-03,ok,False,"{0.1: 0.0, 0.25: 0.15, 0.5: 0.35, 0.75: 0.35, 0.9: 0.15}",2015-04,12,2022-04-11 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-04,2022-05-09 23:59:00,BASE_MATCHED,0.0,hard,38,2022-03,insufficient_errors,True,,2019-02,0,2022-04-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-04,2022-05-09 23:59:00,CATEGORY,0.0,hard,38,2022-03,insufficient_errors,True,,2019-02,0,2022-04-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-05,2022-06-09 23:59:00,BASE_LEGACY,0.36310533494025216,hard,85,2022-04,ok,False,"{0.1: 0.0, 0.25: 0.15, 0.5: 0.35, 0.75: 0.35, 0.9: 0.15}",2015-04,12,2022-05-10 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-05,2022-06-09 23:59:00,BASE_MATCHED,0.0,hard,39,2022-04,insufficient_errors,True,,2019-02,0,2022-05-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-05,2022-06-09 23:59:00,CATEGORY,0.0,hard,39,2022-04,insufficient_errors,True,,2019-02,0,2022-05-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-06,2022-07-12 23:59:00,BASE_LEGACY,0.40818262707337943,hard,86,2022-05,ok,False,"{0.1: 0.0, 0.25: 0.15, 0.5: 0.35, 0.75: 0.35, 0.9: 0.15}",2015-04,12,2022-06-10 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-06,2022-07-12 23:59:00,BASE_MATCHED,0.422067791838952,hard,40,2022-05,ok,False,"{0.1: 0.0, 0.25: 0.302, 0.5: 0.3, 0.75: 0.248, 0.9: 0.15}",2019-02,8,2022-06-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-06,2022-07-12 23:59:00,CATEGORY,0.2682088144370596,hard,40,2022-05,ok,False,"{0.1: 0.05, 0.25: 0.15, 0.5: 0.3, 0.75: 0.35, 0.9: 0.15}",2019-02,8,2022-06-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-07,2022-08-09 23:59:00,BASE_LEGACY,0.40270490307258994,hard,87,2022-06,ok,False,"{0.1: 0.0, 0.25: 0.15, 0.5: 0.35, 0.75: 0.35, 0.9: 0.15}",2015-04,12,2022-07-13 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-07,2022-08-09 23:59:00,BASE_MATCHED,0.1512253988644785,hard,41,2022-06,ok,False,"{0.1: 0.15, 0.25: 0.25, 0.5: 0.3, 0.75: 0.15, 0.9: 0.15}",2019-02,8,2022-07-13 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-07,2022-08-09 23:59:00,CATEGORY,0.4165154310281763,hard,41,2022-06,ok,False,"{0.1: 0.137, 0.25: 0.15, 0.5: 0.3, 0.75: 0.263, 0.9: 0.15}",2019-02,8,2022-07-13 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-08,2022-09-11 23:59:00,BASE_LEGACY,0.1474562532505295,hard,88,2022-07,ok,False,"{0.1: 0.131, 0.25: 0.19, 0.5: 0.3, 0.75: 0.229, 0.9: 0.15}",2015-04,12,2022-08-10 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-08,2022-09-11 23:59:00,BASE_MATCHED,-0.002867485042837205,hard,42,2022-07,ok,False,"{0.1: 0.15, 0.25: 0.289, 0.5: 0.3, 0.75: 0.261, 0.9: 0.0}",2019-02,8,2022-08-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-08,2022-09-11 23:59:00,CATEGORY,0.019724629307761785,hard,42,2022-07,ok,False,"{0.1: 0.15, 0.25: 0.337, 0.5: 0.3, 0.75: 0.213, 0.9: 0.0}",2019-02,8,2022-08-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2022-09,2022-10-10 23:59:00,BASE_LEGACY,-0.168570036348619,hard,89,2022-08,ok,False,"{0.1: 0.15, 0.25: 0.339, 0.5: 0.3, 0.75: 0.15, 0.9: 0.061}",2015-04,12,2022-09-12 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
