"Ukazatel","IndicatorType","Území","Uz0","Měsíce, jejich kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRZEM1","Klasifikace API","APIZ","Typ indexu","TYPUDAJEZEM3","Hodnota"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Pšenice krmná","0111101012","Meziroční index","IR","95.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Žito","012000","Meziroční index","IR","77.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Žito potravinářské","0121101031","Meziroční index","IR","77.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ječmen","013000","Meziroční index","IR","77.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ječmen krmný","0131101023","Meziroční index","IR","88"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ječmen sladovnický","0132101021","Meziroční index","IR","72.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Oves","014000","Meziroční index","IR","77.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Oves krmný","0141101042","Meziroční index","IR","77.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Kukuřice na zrno","015000","Meziroční index","IR","103.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","103.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Průmyslové plodiny","020000","Meziroční index","IR","96.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Olejniny","021000","Meziroční index","IR","88.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Semeno řepky olejné","0211101210","Meziroční index","IR","89.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Semeno slunečnice","0212101230","Meziroční index","IR","85"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Semeno máku","0219101220","Meziroční index","IR","79.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Luskoviny","022000","Meziroční index","IR","65.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Hrách krmný","0221101102","Meziroční index","IR","63.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Cukrová řepa","024000","Meziroční index","IR","93.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Cukrovka technická","0241101510","Meziroční index","IR","93.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Zelenina a zahradnické produkty","040000","Meziroční index","IR","126"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Čerstvá zelenina","041000","Meziroční index","IR","126.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ostatní čerstvá zelenina","041900","Meziroční index","IR","126.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Zelí bílé hlávkové","0419103100","Meziroční index","IR","126.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Zelí červené hlávkové","0419103101","Meziroční index","IR","138.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Mrkev bez natě","0419503032","Meziroční index","IR","183.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Cibule kuchyňská","0419603172","Meziroční index","IR","149.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Celer bez natě","0419993012","Meziroční index","IR","113.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Petržel bez natě","0419993042","Meziroční index","IR","121.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Brambory (včetně sadby)","050000","Meziroční index","IR","87.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Konzumní brambory","051000","Meziroční index","IR","90.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ostatní brambory","059000","Meziroční index","IR","71.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Brambory průmyslové","0591101630","Meziroční index","IR","71.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ovoce","060000","Meziroční index","IR","100.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Jablka","061100","Meziroční index","IR","99.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Konzumní jablka","0611102011","Meziroční index","IR","99.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Živočišná výroba","130000","Meziroční index","IR","99.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Hospodářská zvířata","110000","Meziroční index","IR","95.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Skot","111000","Meziroční index","IR","99"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Skot bez telat","111100","Meziroční index","IR","98.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Býci jateční v živém","1111104110","Meziroční index","IR","99.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Jalovice jatečné v živém","1111204210","Meziroční index","IR","99.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Krávy jatečné v živém","1111304310","Meziroční index","IR","98.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Telata","111200","Meziroční index","IR","110.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Telata jatečná v živém","1112104410","Meziroční index","IR","110.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Prasata a selata","112000","Meziroční index","IR","91.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Prasata jatečná v živém","1121104610","Meziroční index","IR","91.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Odstavená selata v živém","1121205610","Meziroční index","IR","94"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Drůbež","115000","Meziroční index","IR","96.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Kuřata","115100","Meziroční index","IR","97.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Kuřata jatečná v živém I.tř.j","1151105011","Meziroční index","IR","97.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ostatní drůbež","115900","Meziroční index","IR","94.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Krůty brojlerové v živém","1159105031","Meziroční index","IR","92.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Kachny jatečné v živém","1159105041","Meziroční index","IR","96.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Živočišné výrobky","120000","Meziroční index","IR","105.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Mléko","121000","Meziroční index","IR","105.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Mléko kravské Q. tř. j.","1211104911","Meziroční index","IR","105.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Vejce","122000","Meziroční index","IR","104.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Vejce slepičí konzumní tříděná","1221105512","Meziroční index","IR","106.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ryby","200000","Meziroční index","IR","95"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Kapr tř. I. v živém","2111115812","Meziroční index","IR","94.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","99.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Zemědělská výroba","140000","Meziroční index","IR","99.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","98"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Rostlinná výroba","100000","Meziroční index","IR","98.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","93.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Ovoce a zelenina","102000","Meziroční index","IR","118.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Obiloviny","010000","Meziroční index","IR","89.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Pšenice","011000","Meziroční index","IR","92.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Pšenice potravinářská","0111101011","Meziroční index","IR","90.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Pšenice krmná","0111101012","Meziroční index","IR","95"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Žito","012000","Meziroční index","IR","88.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Žito potravinářské","0121101031","Meziroční index","IR","88.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Ječmen","013000","Meziroční index","IR","81.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Ječmen krmný","0131101023","Meziroční index","IR","88.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Ječmen sladovnický","0132101021","Meziroční index","IR","77.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Oves","014000","Meziroční index","IR","84.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Oves krmný","0141101042","Meziroční index","IR","83"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Kukuřice na zrno","015000","Meziroční index","IR","100.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","100.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Průmyslové plodiny","020000","Meziroční index","IR","100.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Olejniny","021000","Meziroční index","IR","97.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Semeno řepky olejné","0211101210","Meziroční index","IR","99.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Semeno slunečnice","0212101230","Meziroční index","IR","100.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Semeno máku","0219101220","Meziroční index","IR","99.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Luskoviny","022000","Meziroční index","IR","64.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Hrách krmný","0221101102","Meziroční index","IR","56.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Zelenina a zahradnické produkty","040000","Meziroční index","IR","127.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Čerstvá zelenina","041000","Meziroční index","IR","109.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Ostatní čerstvá zelenina","041900","Meziroční index","IR","109.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","duben 2010","2010-04","Zelí bílé hlávkové","0419103100","Meziroční index","IR","112.8"
